,how,much,energy,loss,did,he,expect,would,occur,?
in,0.2601168751716614,0.2725222110748291,0.17693158984184265,0.21028298139572144,0.2593238651752472,0.41690486669540405,0.21071846783161163,0.30461156368255615,0.26916563510894775,0.20430970191955566
1935,0.07172827422618866,0.12805044651031494,0.045968957245349884,0.1334226280450821,-0.09156817942857742,-0.04598342254757881,0.04970914125442505,0.008277508430182934,0.025505555793642998,0.11409125477075577
",",0.22659391164779663,0.36182254552841187,0.21156731247901917,0.23328691720962524,0.3015086054801941,0.40251094102859497,0.21740008890628815,0.32586824893951416,0.28566715121269226,0.31091248989105225
in,0.2601168751716614,0.2725222110748291,0.17693158984184265,0.21028298139572144,0.2593238651752472,0.41690486669540405,0.21071846783161163,0.30461156368255615,0.26916563510894775,0.20430970191955566
an,0.2520636022090912,0.2866077721118927,0.22262732684612274,0.1333940327167511,0.22598257660865784,0.281929612159729,0.24415981769561768,0.2650099992752075,0.18376435339450836,0.19793890416622162
annual,0.1884455680847168,0.11214926838874817,0.14291127026081085,0.17963461577892303,0.13183704018592834,0.14458216726779938,0.2161371260881424,0.23452772200107574,0.19352339208126068,0.1083487942814827
birthday,0.2049214094877243,0.13081549108028412,0.051147446036338806,0.09116235375404358,0.2158898115158081,0.2747727334499359,0.15977397561073303,0.17082756757736206,0.13723833858966827,0.22143252193927765
celebration,0.1845521479845047,0.17269378900527954,0.08638123422861099,0.13315702974796295,0.17503295838832855,0.21668241918087006,0.18291088938713074,0.1865345686674118,0.16936971247196198,0.1872778683900833
interview,0.18148818612098694,0.07746148109436035,0.09182335436344147,0.12162654101848602,0.24580758810043335,0.1761155128479004,0.1518956571817398,0.1876923143863678,0.1005033552646637,0.21284115314483643
",",0.22659391164779663,0.36182254552841187,0.21156731247901917,0.23328691720962524,0.3015086054801941,0.40251094102859497,0.21740008890628815,0.32586824893951416,0.28566715121269226,0.31091248989105225
tesla,0.19128404557704926,0.20609156787395477,0.28722304105758667,0.08645693212747574,0.09757418930530548,0.12373391538858414,0.19089442491531372,0.14290116727352142,0.053708095103502274,0.10250775516033173
announced,0.0913727879524231,0.08840221166610718,0.1448427438735962,0.16957245767116547,0.2690480351448059,0.24487492442131042,0.2154637724161148,0.42309242486953735,0.1517222374677658,0.17416009306907654
a,0.29312583804130554,0.2958075702190399,0.21513298153877258,0.20714472234249115,0.2552328109741211,0.4393508732318878,0.3019236922264099,0.398599237203598,0.18892104923725128,0.23916715383529663
method,0.3021480143070221,0.2618449032306671,0.24453726410865784,0.13672849535942078,0.21537424623966217,0.12526355683803558,0.18352071940898895,0.19136357307434082,0.21571822464466095,0.2194802314043045
of,0.2480744868516922,0.2671096920967102,0.26257598400115967,0.26357072591781616,0.2513895630836487,0.38706058263778687,0.1961493194103241,0.3353942930698395,0.24223870038986206,0.1826142966747284
transmitting,0.30644118785858154,0.2887556254863739,0.30728867650032043,0.20079733431339264,0.12921853363513947,0.12878847122192383,0.2547823488712311,0.21137723326683044,0.3244093358516693,0.16731256246566772
mechanical,0.2613019049167633,0.21077173948287964,0.40101107954978943,0.17535169422626495,0.13345296680927277,0.23722536861896515,0.13399995863437653,0.18731443583965302,0.1961081624031067,0.10079140216112137
energy,0.24522052705287933,0.2625361979007721,1.0000001192092896,0.1904676854610443,0.14123573899269104,0.19338715076446533,0.2108435481786728,0.19771908223628998,0.23190762102603912,0.14860127866268158
with,0.3525622487068176,0.2808258831501007,0.19224508106708527,0.26421797275543213,0.25472134351730347,0.2845253646373749,0.2808811366558075,0.38372042775154114,0.2122029811143875,0.2433311939239502
minimal,0.20995670557022095,0.32237184047698975,0.25504231452941895,0.18367695808410645,0.26893505454063416,0.1416061371564865,0.291530042886734,0.33289191126823425,0.1894969940185547,0.19599555432796478
loss,0.2624443769454956,0.2792375087738037,0.1904676854610443,0.9999999403953552,0.17676638066768646,0.1636691391468048,0.3025301694869995,0.23274026811122894,0.2607249915599823,0.1312553584575653
over,0.31446483731269836,0.3711091876029968,0.20892423391342163,0.2189721018075943,0.2535076439380646,0.28867611289024353,0.26879653334617615,0.3247411251068115,0.23747101426124573,0.25742942094802856
any,0.38858675956726074,0.46881723403930664,0.27518200874328613,0.2762228548526764,0.37563082575798035,0.24951131641864777,0.39647361636161804,0.4657389223575592,0.3520624339580536,0.4113408327102661
terrestrial,0.12750597298145294,0.2571682035923004,0.24824954569339752,0.13611888885498047,0.08567497134208679,0.12919168174266815,0.16280284523963928,0.15366683900356293,0.25659453868865967,0.09166651964187622
distance,0.22481301426887512,0.23387792706489563,0.26984235644340515,0.13921594619750977,0.11195807158946991,0.1795598715543747,0.25758230686187744,0.19676078855991364,0.13735704123973846,0.05407539755105972
",",0.22659391164779663,0.36182254552841187,0.21156731247901917,0.23328691720962524,0.3015086054801941,0.40251094102859497,0.21740008890628815,0.32586824893951416,0.28566715121269226,0.31091248989105225
a,0.29312583804130554,0.2958075702190399,0.21513298153877258,0.20714472234249115,0.2552328109741211,0.4393508732318878,0.3019236922264099,0.398599237203598,0.18892104923725128,0.23916715383529663
related,0.2974514663219452,0.22279031574726105,0.16752517223358154,0.20104286074638367,0.20720073580741882,0.14400747418403625,0.18345560133457184,0.16279253363609314,0.25112807750701904,0.17689068615436554
new,0.20832711458206177,0.21660366654396057,0.1732959896326065,0.1320178359746933,0.227974995970726,0.2739552855491638,0.16208751499652863,0.30488598346710205,0.16639143228530884,0.14782847464084625
means,0.27608850598335266,0.2910946011543274,0.29970797896385193,0.1636214703321457,0.16748420894145966,0.21325388550758362,0.29846373200416565,0.2575497031211853,0.30031272768974304,0.21233566105365753
of,0.2480744868516922,0.2671096920967102,0.26257598400115967,0.26357072591781616,0.2513895630836487,0.38706058263778687,0.1961493194103241,0.3353942930698395,0.24223870038986206,0.1826142966747284
communication,0.2830936014652252,0.2294120043516159,0.28185275197029114,0.22667483985424042,0.1962505280971527,0.19700880348682404,0.27350395917892456,0.2166084200143814,0.24299347400665283,0.1517418920993805
",",0.22659391164779663,0.36182254552841187,0.21156731247901917,0.23328691720962524,0.3015086054801941,0.40251094102859497,0.21740008890628815,0.32586824893951416,0.28566715121269226,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.23934243619441986,0.20191490650177002,0.34479495882987976,0.45427167415618896,0.2746245265007019,0.34921059012413025,0.2570546269416809,0.20544172823429108
a,0.29312583804130554,0.2958075702190399,0.21513298153877258,0.20714472234249115,0.2552328109741211,0.4393508732318878,0.3019236922264099,0.398599237203598,0.18892104923725128,0.23916715383529663
method,0.3021480143070221,0.2618449032306671,0.24453726410865784,0.13672849535942078,0.21537424623966217,0.12526355683803558,0.18352071940898895,0.19136357307434082,0.21571822464466095,0.2194802314043045
of,0.2480744868516922,0.2671096920967102,0.26257598400115967,0.26357072591781616,0.2513895630836487,0.38706058263778687,0.1961493194103241,0.3353942930698395,0.24223870038986206,0.1826142966747284
accurately,0.4027516543865204,0.37802690267562866,0.260189950466156,0.2076529711484909,0.2980344295501709,0.2181059867143631,0.360391765832901,0.3392355442047119,0.27146458625793457,0.22476822137832642
determining,0.3799237310886383,0.27646973729133606,0.3354143798351288,0.22999487817287445,0.20227448642253876,0.16495293378829956,0.3439241051673889,0.3692554831504822,0.31515002250671387,0.25675374269485474
the,0.33890387415885925,0.35023224353790283,0.26756542921066284,0.27898719906806946,0.34736719727516174,0.4571082592010498,0.24154286086559296,0.4133751392364502,0.26611819863319397,0.22068053483963013
location,0.15129302442073822,0.1507532000541687,0.15244418382644653,0.0638839527964592,0.1365937441587448,0.1530473828315735,0.13494117558002472,0.15917004644870758,0.1721634864807129,0.15759775042533875
of,0.2480744868516922,0.2671096920967102,0.26257598400115967,0.26357072591781616,0.2513895630836487,0.38706058263778687,0.1961493194103241,0.3353942930698395,0.24223870038986206,0.1826142966747284
underground,0.17977754771709442,0.19615407288074493,0.22214318811893463,0.07272045314311981,0.13514548540115356,0.18173527717590332,0.0575890839099884,0.1801329106092453,0.2219735085964203,0.1097135841846466
mineral,0.17132316529750824,0.1538848727941513,0.331936240196228,0.13752853870391846,0.04814280569553375,0.1245376318693161,0.12094006687402725,0.19716116786003113,0.24192184209823608,0.1975122094154358
deposits,0.125545471906662,0.24726495146751404,0.26301392912864685,0.18335700035095215,0.1024630069732666,0.11405245214700699,0.1689320057630539,0.1715833842754364,0.32878169417381287,0.1225230023264885
