,what,educational,study,did,luther,start,to,pursue,and,immediately,drop,?
in,0.30808621644973755,0.29241177439689636,0.2875489294528961,0.2593238651752472,0.20523880422115326,0.29979339241981506,0.45010748505592346,0.24436111748218536,0.4954058527946472,0.30551162362098694,0.18230557441711426,0.20430970191955566
accordance,0.30478090047836304,0.2763185203075409,0.21447625756263733,0.1876799613237381,0.19629481434822083,0.21378961205482483,0.26257893443107605,0.2290513515472412,0.2275574952363968,0.28665268421173096,0.16416460275650024,0.23867659270763397
with,0.2464839518070221,0.12280987948179245,0.15485534071922302,0.25472134351730347,0.14705438911914825,0.26863762736320496,0.4239959120750427,0.17327171564102173,0.5477725267410278,0.3362759053707123,0.2492033690214157,0.2433311939239502
his,0.26976513862609863,0.2268151491880417,0.21320384740829468,0.3546801507472992,0.27093374729156494,0.19225816428661346,0.3715193271636963,0.373835027217865,0.4234102666378021,0.3491184413433075,0.18007484078407288,0.18075084686279297
father,0.21527598798274994,0.17959827184677124,0.24851778149604797,0.3227277100086212,0.2816010117530823,0.1800406277179718,0.2544635832309723,0.2877095639705658,0.3168204128742218,0.186702162027359,0.09026027470827103,0.14826634526252747
's,0.02692362666130066,-0.013453374616801739,0.03247833624482155,0.05069678649306297,-0.009990512393414974,-0.029080811887979507,0.03782717138528824,0.06272278726100922,0.06895173341035843,-0.04081517830491066,0.017368357628583908,-0.023395681753754616
wishes,0.36962834000587463,0.19994188845157623,0.08247870206832886,0.28547120094299316,0.15019020438194275,0.21232597529888153,0.3927125632762909,0.27617451548576355,0.2662690281867981,0.3068494498729706,0.19992835819721222,0.30480876564979553
",",0.3087472915649414,0.27889060974121094,0.26425549387931824,0.3015086054801941,0.23255878686904907,0.2934366464614868,0.44245919585227966,0.30089759826660156,0.6633074283599854,0.30129873752593994,0.21217185258865356,0.31091248989105225
luther,0.2134782373905182,0.22556766867637634,0.09971065074205399,0.23667675256729126,1.0,0.18389323353767395,0.18029534816741943,0.10665690153837204,0.20796556770801544,0.16996276378631592,0.1390727460384369,0.1732746809720993
enrolled,0.1339339166879654,0.40638765692710876,0.3940217196941376,0.23432742059230804,0.13653139770030975,0.2070389837026596,0.19175557792186737,0.2972768545150757,0.2505527436733246,0.18496350944042206,0.12406311184167862,0.09043214470148087
in,0.30808621644973755,0.29241177439689636,0.2875489294528961,0.2593238651752472,0.20523880422115326,0.29979339241981506,0.45010748505592346,0.24436111748218536,0.4954058527946472,0.30551162362098694,0.18230557441711426,0.20430970191955566
law,0.2145031988620758,0.3151122033596039,0.3016936480998993,0.2238171398639679,0.21635621786117554,0.11647485196590424,0.259207159280777,0.19753557443618774,0.254730761051178,0.15520218014717102,0.07642427831888199,0.1528988480567932
school,0.18774057924747467,0.5237864851951599,0.3538699746131897,0.19696208834648132,0.19003894925117493,0.19215598702430725,0.24496325850486755,0.2805582880973816,0.2752758264541626,0.1814022660255432,0.07810180634260178,0.15091250836849213
at,0.2838611304759979,0.22953012585639954,0.19215846061706543,0.28390252590179443,0.13834704458713531,0.3116826117038727,0.36524343490600586,0.20752622187137604,0.3571503460407257,0.2816741466522217,0.16538351774215698,0.21978627145290375
the,0.42745697498321533,0.22737358510494232,0.2533665597438812,0.34736719727516174,0.1759674996137619,0.3656389117240906,0.535392165184021,0.21766875684261322,0.5171257257461548,0.39876270294189453,0.2759656608104706,0.22068053483963013
same,0.3764382302761078,0.18271569907665253,0.18161416053771973,0.3097444474697113,0.21508260071277618,0.30340179800987244,0.3205692768096924,0.12317334115505219,0.3205644488334656,0.2406197190284729,0.21069183945655823,0.22649677097797394
university,0.20256435871124268,0.4786893427371979,0.471211314201355,0.15114416182041168,0.2046351283788681,0.1751353144645691,0.20192374289035797,0.2139897644519806,0.2665814459323883,0.11553868651390076,0.0790625810623169,0.11887256056070328
that,0.6297725439071655,0.20825713872909546,0.31241273880004883,0.47518548369407654,0.21746599674224854,0.34617605805397034,0.5436353087425232,0.2608940303325653,0.4731321930885315,0.4156574308872223,0.2943560481071472,0.32716336846351624
year,0.15184831619262695,0.1649302840232849,0.13795387744903564,0.21422851085662842,0.15236428380012512,0.3398894965648651,0.23523004353046417,0.1548832505941391,0.2506658732891083,0.2408953160047531,0.21747708320617676,0.18315006792545319
but,0.5029441118240356,0.19149893522262573,0.2077558934688568,0.49033689498901367,0.20694120228290558,0.309513658285141,0.5542377829551697,0.3618636131286621,0.5762497186660767,0.40725308656692505,0.29079779982566833,0.27921953797340393
dropped,0.1258322298526764,0.1766500025987625,0.09259618073701859,0.3167249262332916,0.06746409088373184,0.21957547962665558,0.22398263216018677,0.20422810316085815,0.22453224658966064,0.2394113838672638,0.5324323177337646,0.1272711455821991
out,0.3633197546005249,0.13773207366466522,0.20529910922050476,0.28413498401641846,0.1738509088754654,0.3790144920349121,0.42386990785598755,0.2068854123353958,0.3881998062133789,0.334906667470932,0.3482770323753357,0.22020699083805084
almost,0.2467888444662094,0.12468969821929932,0.11735350638628006,0.29008886218070984,0.16246826946735382,0.22612294554710388,0.2893180847167969,0.16173844039440155,0.36736544966697693,0.34727439284324646,0.12522779405117035,0.1372147500514984
immediately,0.3574325740337372,0.10258423537015915,0.08758295327425003,0.32630231976509094,0.16996276378631592,0.28977200388908386,0.4378962814807892,0.24018916487693787,0.3040848970413208,0.9999999403953552,0.22770635783672333,0.21004259586334229
",",0.3087472915649414,0.27889060974121094,0.26425549387931824,0.3015086054801941,0.23255878686904907,0.2934366464614868,0.44245919585227966,0.30089759826660156,0.6633074283599854,0.30129873752593994,0.21217185258865356,0.31091248989105225
believing,0.4105786681175232,0.15074539184570312,0.18302181363105774,0.3769117295742035,0.20461209118366241,0.20878836512565613,0.3473900854587555,0.2716946005821228,0.28675201535224915,0.2666322886943817,0.21605001389980316,0.22834095358848572
that,0.6297725439071655,0.20825713872909546,0.31241273880004883,0.47518548369407654,0.21746599674224854,0.34617605805397034,0.5436353087425232,0.2608940303325653,0.4731321930885315,0.4156574308872223,0.2943560481071472,0.32716336846351624
law,0.2145031988620758,0.3151122033596039,0.3016936480998993,0.2238171398639679,0.21635621786117554,0.11647485196590424,0.259207159280777,0.19753557443618774,0.254730761051178,0.15520218014717102,0.07642427831888199,0.1528988480567932
represented,0.139044851064682,0.1714296191930771,0.1825488656759262,0.154952272772789,0.04010331258177757,0.08818954229354858,0.18846964836120605,0.14665363729000092,0.2506123185157776,0.0894259363412857,0.12464098632335663,0.11276352405548096
uncertainty,0.43156877160072327,0.19737158715724945,0.30459728837013245,0.24936112761497498,0.17284302413463593,0.11242426931858063,0.23918157815933228,0.11708161234855652,0.18288907408714294,0.23553356528282166,0.25193068385124207,0.24127498269081116
.,0.3567904531955719,0.2723287045955658,0.23432257771492004,0.35288307070732117,0.24907569587230682,0.3501981496810913,0.4645031690597534,0.23437190055847168,0.588965117931366,0.2825857996940613,0.2864284813404083,0.4130953550338745
