,why,do,people,chose,civil,disobedience,to,protest,?
it,0.376611590385437,0.337066113948822,0.3940119743347168,0.1821325570344925,0.17707513272762299,0.2648297846317291,0.513711154460907,0.20172594487667084,0.25732165575027466
has,0.24175488948822021,0.22084827721118927,0.2147672474384308,0.13012909889221191,0.14805923402309418,0.11896127462387085,0.3619994819164276,0.17656901478767395,0.15994466841220856
been,0.3097085654735565,0.25179004669189453,0.23209184408187866,0.16344605386257172,0.16754008829593658,0.20087917149066925,0.34945759177207947,0.19408495724201202,0.24354910850524902
used,0.29222622513771057,0.3054939806461334,0.2769155204296112,0.2438008040189743,0.18663932383060455,0.16147232055664062,0.40058770775794983,0.12467186152935028,0.22430120408535004
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
many,0.38531482219696045,0.38738366961479187,0.4171447455883026,0.19571933150291443,0.2212105095386505,0.2810143232345581,0.40243685245513916,0.24246296286582947,0.2124512493610382
nonviolent,0.2695397734642029,0.23258471488952637,0.27529966831207275,0.25576886534690857,0.37643536925315857,0.6002234220504761,0.2635366916656494,0.4924745559692383,0.23365403711795807
resistance,0.12490341067314148,0.1286020576953888,0.1779797524213791,0.11780750751495361,0.27002426981925964,0.39310237765312195,0.2280048280954361,0.3269834518432617,0.026361597701907158
movements,0.15004007518291473,0.18108947575092316,0.23154081404209137,0.07369083166122437,0.2419094443321228,0.37486886978149414,0.278380423784256,0.2698366045951843,0.1501890867948532
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
india,0.16421736776828766,0.18598313629627228,0.18222777545452118,0.12448867410421371,0.18130739033222198,0.2790805995464325,0.23679906129837036,0.2310030311346054,0.10473668575286865
(,0.23387731611728668,0.24216170608997345,0.17817604541778564,0.16410671174526215,0.16291406750679016,0.14515410363674164,0.30882009863853455,0.08990594744682312,0.40561532974243164
gandhi,0.20481359958648682,0.14617037773132324,0.14661307632923126,0.17670287191867828,0.30589789152145386,0.45138445496559143,0.2410610467195511,0.3360328674316406,0.18234050273895264
's,-0.016663772985339165,-0.01994597539305687,0.023582622408866882,0.023580007255077362,-0.06354409456253052,0.027719656005501747,0.03782717138528824,-0.0016888814279809594,-0.023395681753754616
campaigns,0.16156262159347534,0.11266424506902695,0.21376316249370575,0.20265397429466248,0.331876665353775,0.3399575650691986,0.23745974898338318,0.3088700473308563,0.13006390631198883
for,0.3869043290615082,0.29510271549224854,0.24900002777576447,0.25166723132133484,0.1685788929462433,0.23370130360126495,0.4451248347759247,0.24352872371673584,0.264628142118454
independence,0.16213414072990417,0.17361943423748016,0.23699839413166046,0.1756563037633896,0.32815662026405334,0.40463489294052124,0.1964111477136612,0.35078027844429016,0.12301119416952133
from,0.2592364251613617,0.20424067974090576,0.30292633175849915,0.17025920748710632,0.11420916765928268,0.1641564965248108,0.4069952368736267,0.1838717758655548,0.19969791173934937
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
british,0.11614637076854706,0.0674201175570488,0.15512417256832123,0.1909196972846985,0.2382184863090515,0.24846328794956207,0.22690963745117188,0.21166977286338806,0.09711728990077972
empire,0.13533718883991241,0.12534207105636597,0.24437463283538818,0.14339393377304077,0.21297308802604675,0.20652562379837036,0.21448755264282227,0.22761671245098114,0.14909450709819794
),0.25356316566467285,0.24460165202617645,0.18634183704853058,0.1578913927078247,0.168956458568573,0.1570320576429367,0.31236231327056885,0.11737851798534393,0.42300865054130554
",",0.2827242314815521,0.3283645510673523,0.36644625663757324,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.2963520884513855,0.31091248989105225
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
czechoslovakia,0.15933234989643097,0.08584374189376831,0.17121633887290955,0.15415014326572418,0.20948971807956696,0.2135223150253296,0.1700393557548523,0.2458031326532364,0.14510126411914825
's,-0.016663772985339165,-0.01994597539305687,0.023582622408866882,0.023580007255077362,-0.06354409456253052,0.027719656005501747,0.03782717138528824,-0.0016888814279809594,-0.023395681753754616
velvet,0.17257101833820343,0.10755927860736847,0.09027477353811264,0.14168548583984375,0.15737667679786682,0.22575002908706665,0.13251647353172302,0.2506769895553589,0.08144046366214752
revolution,0.17523181438446045,0.12635375559329987,0.22981400787830353,0.1562337875366211,0.3380163013935089,0.3442854583263397,0.18777814507484436,0.33608606457710266,0.1727980077266693
and,0.27806392312049866,0.276123583316803,0.3016039729118347,0.21694043278694153,0.25259146094322205,0.3041999638080597,0.48971283435821533,0.24044445157051086,0.20544172823429108
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
east,0.1936461478471756,0.11825688928365707,0.26660606265068054,0.1402411162853241,0.2007310837507248,0.2090636044740677,0.24717837572097778,0.16328220069408417,0.10070597380399704
germany,0.14722485840320587,0.14885246753692627,0.2338249683380127,0.09899038076400757,0.17974872887134552,0.20452725887298584,0.24172882735729218,0.2214667946100235,0.1388660967350006
to,0.4100138247013092,0.38876664638519287,0.37275731563568115,0.33018890023231506,0.2019355595111847,0.30665844678878784,1.0,0.22359536588191986,0.29463258385658264
oust,0.11099524050951004,0.1393023133277893,0.14168743789196014,0.24329371750354767,0.2624308168888092,0.2814335823059082,0.2134040892124176,0.282299280166626,0.128178209066391
their,0.2619993984699249,0.35424983501434326,0.2901504337787628,0.32887932658195496,0.18000862002372742,0.31147265434265137,0.44619059562683105,0.18885156512260437,0.1898253709077835
communist,0.1551389992237091,0.19491860270500183,0.24816308915615082,0.19775289297103882,0.32474783062934875,0.39765653014183044,0.20094585418701172,0.39536550641059875,0.13955675065517426
governments,0.20884954929351807,0.25228410959243774,0.37749603390693665,0.21826380491256714,0.29547783732414246,0.4009304940700531,0.30281347036361694,0.3646906018257141,0.18805137276649475
",",0.2827242314815521,0.3283645510673523,0.36644625663757324,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.2963520884513855,0.31091248989105225
