,when,were,these,settlers,naturalized,as,english,colonists,?
on,0.37706470489501953,0.2774328887462616,0.32800400257110596,0.1406601518392563,0.18120285868644714,0.36047765612602234,0.20717674493789673,0.14429575204849243,0.2714994251728058
12,0.24838608503341675,0.1640433669090271,0.13540902733802795,0.19161191582679749,0.012947269715368748,0.19093585014343262,0.03870600834488869,0.15507839620113373,0.10021790862083435
may,0.3167054355144501,0.2525627911090851,0.31939980387687683,0.21964424848556519,0.22669102251529694,0.32133710384368896,0.24556966125965118,0.2239164113998413,0.2768254578113556
1705,0.11741245537996292,0.2589043378829956,0.2397094964981079,0.272561252117157,0.2647620141506195,0.08730897307395935,0.221973717212677,0.23335473239421844,0.2459622323513031
",",0.36674630641937256,0.36755475401878357,0.37613096833229065,0.23535142838954926,0.281782329082489,0.48816442489624023,0.3339248597621918,0.22380682826042175,0.31091248989105225
the,0.5091903209686279,0.3906462490558624,0.49086877703666687,0.27202945947647095,0.24495448172092438,0.48381632566452026,0.23982001841068268,0.2727788984775543,0.22068053483963013
virginia,0.14300817251205444,0.16678361594676971,0.19696123898029327,0.26204535365104675,0.28107401728630066,0.18148259818553925,0.221433624625206,0.3419581353664398,0.18036006391048431
general,0.20438088476657867,0.16518442332744598,0.20916174352169037,0.12350570410490036,0.25217169523239136,0.250458300113678,0.24115031957626343,0.17747685313224792,0.1972234547138214
assembly,0.16456151008605957,0.1051781103014946,0.17251040041446686,0.18853698670864105,0.229616180062294,0.19193221628665924,0.12932555377483368,0.24699117243289948,0.1488889455795288
passed,0.2869023084640503,0.23061586916446686,0.23274089395999908,0.2133142352104187,0.25703704357147217,0.21394124627113342,0.18366260826587677,0.2593317925930023,0.12064517289400101
an,0.33026179671287537,0.08893381804227829,0.16632772982120514,0.14448431134223938,0.21362920105457306,0.37218472361564636,0.21771825850009918,0.1392621248960495,0.19793890416622162
act,0.22280360758304596,0.18935994803905487,0.271287202835083,0.22211028635501862,0.2352278232574463,0.2497578263282776,0.10190149396657944,0.25924110412597656,0.1482519507408142
to,0.5423505902290344,0.31913647055625916,0.46852558851242065,0.323935329914093,0.19830606877803802,0.42092081904411316,0.21984367072582245,0.3264412581920624,0.29463258385658264
naturalise,0.1874023675918579,0.18287105858325958,0.24184231460094452,0.2951825261116028,0.7465108633041382,0.19908252358436584,0.28103506565093994,0.35261639952659607,0.22010928392410278
the,0.5091903209686279,0.3906462490558624,0.49086877703666687,0.27202945947647095,0.24495448172092438,0.48381632566452026,0.23982001841068268,0.2727788984775543,0.22068053483963013
148,-0.3398176431655884,-0.2359573096036911,-0.3665024936199188,-0.11155860871076584,-0.07157383859157562,-0.25315144658088684,-0.17260494828224182,-0.15639691054821014,-0.1376081258058548
huguenots,0.21745723485946655,0.2728680968284607,0.22603455185890198,0.4056675434112549,0.269117146730423,0.14947842061519623,0.2928670346736908,0.4672936797142029,0.16010338068008423
still,0.4688006639480591,0.352588027715683,0.41169771552085876,0.22395050525665283,0.13763581216335297,0.383881539106369,0.2453216314315796,0.2697712779045105,0.3039587736129761
resident,0.1605868935585022,0.17037567496299744,0.1490752249956131,0.29213932156562805,0.3500450551509857,0.3029376268386841,0.1750042885541916,0.2333865612745285,0.10287734121084213
at,0.38876327872276306,0.2947486639022827,0.2638600766658783,0.15408647060394287,0.14760592579841614,0.28092536330223083,0.18758416175842285,0.1805073767900467,0.21978627145290375
manakintown,0.23787343502044678,0.21314457058906555,0.21472831070423126,0.3643266260623932,0.27291953563690186,0.2794972360134125,0.24804125726222992,0.37160107493400574,0.24236395955085754
.,0.475719153881073,0.3378238379955292,0.3840779960155487,0.21710044145584106,0.2869551479816437,0.515582263469696,0.2881386876106262,0.22969768941402435,0.4130953550338745
