,who,was,replaced,by,kubiak,in,super,bowl,xxiv,?
with,0.3282766342163086,0.27411898970603943,0.24342618882656097,0.39731505513191223,0.2046213150024414,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.20835939049720764,0.2433311939239502
rivera,0.23454982042312622,0.23242460191249847,0.15222647786140442,0.1839708685874939,0.4018152058124542,0.2068725824356079,0.16309233009815216,0.13566109538078308,0.21393346786499023,0.17391206324100494
having,0.4130314290523529,0.2792723774909973,0.11566190421581268,0.26870235800743103,0.11431670188903809,0.32022708654403687,0.1636309027671814,0.1432962417602539,0.1961168348789215,0.22418256103992462
been,0.3295723795890808,0.518218457698822,0.2910950481891632,0.39107078313827515,0.11786756664514542,0.3515113592147827,0.16475224494934082,0.17613008618354797,0.19334842264652252,0.24354910850524902
a,0.36608949303627014,0.4508470594882965,0.20298108458518982,0.32094135880470276,0.18171140551567078,0.539380669593811,0.26005712151527405,0.19533146917819977,0.2187938392162323,0.23916715383529663
linebacker,0.18917565047740936,0.24367733299732208,0.21133743226528168,0.10297687351703644,0.4376261234283447,0.22480759024620056,0.28596732020378113,0.4219481945037842,0.2614330053329468,0.15540370345115662
with,0.3282766342163086,0.27411898970603943,0.24342618882656097,0.39731505513191223,0.2046213150024414,0.4080928862094879,0.1518537551164627,0.18353787064552307,0.20835939049720764,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,0.2645455598831177,0.4408751428127289,0.1740415245294571,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
chicago,0.2047077715396881,0.2574843168258667,0.13016825914382935,0.18057090044021606,0.2211872935295105,0.23921214044094086,0.11570389568805695,0.18324002623558044,0.24116340279579163,0.16446958482265472
bears,0.2247142642736435,0.15445531904697418,0.11091109365224838,0.1484147161245346,0.24615508317947388,0.21073439717292786,0.22805571556091309,0.3094787001609802,0.17644473910331726,0.13283714652061462
in,0.2792111933231354,0.45514053106307983,0.2068215310573578,0.370934396982193,0.1927659809589386,1.0,0.18576006591320038,0.17236235737800598,0.24070294201374054,0.20430970191955566
super,0.1819351613521576,0.21420986950397491,0.14599581062793732,0.15233319997787476,0.2177102267742157,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.3896741271018982,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.14012591540813446,0.12992306053638458,0.21843846142292023,0.17236235737800598,0.4848237931728363,1.0,0.4162754714488983,0.21118052303791046
xx,0.04185507446527481,0.10998591035604477,0.12687885761260986,0.13451363146305084,0.16796144843101501,0.19526483118534088,0.31983134150505066,0.29072365164756775,0.5791261792182922,0.11678656935691833
",",0.3365725874900818,0.45456063747406006,0.21472671627998352,0.3680937886238098,0.33168280124664307,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.2835990786552429,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.2584592401981354,0.4289871156215668,0.23029199242591858,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.1967254877090454,0.20544172823429108
kubiak,0.1886254996061325,0.2883514165878296,0.2534026801586151,0.1539972871541977,0.9999999403953552,0.1927659809589386,0.2177102267742157,0.21843846142292023,0.25217097997665405,0.15975911915302277
replacing,0.15232381224632263,0.23676848411560059,0.722099781036377,0.2537359297275543,0.227826789021492,0.19875891506671906,0.14328931272029877,0.1583619862794876,0.16821835935115814,0.16467362642288208
elway,0.30533918738365173,0.24907957017421722,0.2013489156961441,0.19525057077407837,0.3307536840438843,0.2640700042247772,0.2389257848262787,0.3023669123649597,0.2828051745891571,0.2248448133468628
at,0.22096660733222961,0.36707764863967896,0.11517383903265,0.2368064820766449,0.1462259739637375,0.4374977946281433,0.11449114978313446,0.2709662914276123,0.25227776169776917,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,0.2645455598831177,0.4408751428127289,0.1740415245294571,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
end,0.15423893928527832,0.19220198690891266,0.23916973173618317,0.19136181473731995,0.12574301660060883,0.28539085388183594,0.11666745692491531,0.15939030051231384,0.15903091430664062,0.12543344497680664
of,0.2827862501144409,0.4069072902202606,0.20067165791988373,0.3646814823150635,0.15710368752479553,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.28951260447502136,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.2645455598831177,0.4408751428127289,0.1740415245294571,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
broncos,0.1763724684715271,0.23574475944042206,0.17763438820838928,0.11333504319190979,0.40566664934158325,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.34375879168510437,0.18377114832401276
',0.22534559667110443,0.33675912022590637,0.18207083642482758,0.2610379159450531,0.24966493248939514,0.4158826768398285,0.17380782961845398,0.10706733912229538,0.21405315399169922,0.330942302942276
defeats,0.24000544846057892,0.19967372715473175,0.17014622688293457,0.19735372066497803,0.23103110492229462,0.20533151924610138,0.2005646526813507,0.14958985149860382,0.27656129002571106,0.14861717820167542
in,0.2792111933231354,0.45514053106307983,0.2068215310573578,0.370934396982193,0.1927659809589386,1.0,0.18576006591320038,0.17236235737800598,0.24070294201374054,0.20430970191955566
super,0.1819351613521576,0.21420986950397491,0.14599581062793732,0.15233319997787476,0.2177102267742157,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.3896741271018982,0.166326642036438
bowls,0.19806717336177826,0.14966177940368652,0.12189878523349762,0.1283005028963089,0.2555895745754242,0.14384441077709198,0.3995929956436157,0.73409503698349,0.27913549542427063,0.1849047988653183
xxi,0.08279009163379669,0.2629799544811249,0.19581390917301178,0.20274823904037476,0.22091680765151978,0.18647773563861847,0.3472650349140167,0.33720362186431885,0.7828276753425598,0.13385747373104095
and,0.41279885172843933,0.3740963041782379,0.2584592401981354,0.4289871156215668,0.23029199242591858,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.1967254877090454,0.20544172823429108
xxiv,0.1426955759525299,0.2989092469215393,0.20173440873622894,0.25314974784851074,0.25217097997665405,0.24070294201374054,0.3896741271018982,0.4162754714488983,1.0000001192092896,0.18002042174339294
",",0.3365725874900818,0.45456063747406006,0.21472671627998352,0.3680937886238098,0.33168280124664307,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.2835990786552429,0.31091248989105225
this,0.3345087468624115,0.3638818562030792,0.20410224795341492,0.38438332080841064,0.12308745831251144,0.45205554366111755,0.1776810586452484,0.17725728452205658,0.24954897165298462,0.3155723512172699
will,0.24651563167572021,0.22588570415973663,0.23137451708316803,0.2520078420639038,0.11705195903778076,0.2580665349960327,0.1544499397277832,0.1507955938577652,0.17715050280094147,0.35046905279159546
be,0.3371641933917999,0.42228707671165466,0.2890104055404663,0.43158695101737976,0.08548949658870697,0.3481820821762085,0.1880253106355667,0.18567830324172974,0.20617447793483734,0.3324260413646698
the,0.3733934462070465,0.48711544275283813,0.2645455598831177,0.4408751428127289,0.1740415245294571,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.2733210027217865,0.3877052962779999,0.17223091423511505,0.4127444326877594,0.2717077434062958,0.20817767083644867,0.2803731858730316,0.18701928853988647
super,0.1819351613521576,0.21420986950397491,0.14599581062793732,0.15233319997787476,0.2177102267742157,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.3896741271018982,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.14012591540813446,0.12992306053638458,0.21843846142292023,0.17236235737800598,0.4848237931728363,1.0,0.4162754714488983,0.21118052303791046
in,0.2792111933231354,0.45514053106307983,0.2068215310573578,0.370934396982193,0.1927659809589386,1.0,0.18576006591320038,0.17236235737800598,0.24070294201374054,0.20430970191955566
which,0.3688730001449585,0.2830964922904968,0.240094393491745,0.40543368458747864,0.07788170874118805,0.4840516746044159,0.25759580731391907,0.23468568921089172,0.2432827204465866,0.25814583897590637
both,0.31663915514945984,0.2990766167640686,0.23415496945381165,0.3367134630680084,0.1616269052028656,0.3960166871547699,0.20366154611110687,0.15468505024909973,0.24717815220355988,0.19455738365650177
head,0.20998527109622955,0.2465479075908661,0.18048672378063202,0.20694006979465485,0.38312670588493347,0.21927717328071594,0.10849252343177795,0.1580892950296402,0.10041003674268723,0.10879309475421906
coaches,0.22004570066928864,0.16916756331920624,0.15053020417690277,0.17923864722251892,0.37092992663383484,0.19499917328357697,0.11054391413927078,0.2103501260280609,0.15613164007663727,0.13366200029850006
played,0.26104769110679626,0.3139837682247162,0.24333243072032928,0.1480340212583542,0.30202239751815796,0.27605336904525757,0.21511296927928925,0.19033360481262207,0.1438537985086441,0.14096300303936005
in,0.2792111933231354,0.45514053106307983,0.2068215310573578,0.370934396982193,0.1927659809589386,1.0,0.18576006591320038,0.17236235737800598,0.24070294201374054,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.2645455598831177,0.4408751428127289,0.1740415245294571,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.31586477160453796,0.22068053483963013
game,0.2523840069770813,0.2568269371986389,0.07622390240430832,0.21372540295124054,0.22157375514507294,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.21392092108726501,0.1829071193933487
themselves,0.42025554180145264,0.1582118272781372,0.06256385147571564,0.30082204937934875,0.04226578772068024,0.17596714198589325,0.09409379214048386,0.09238836914300919,0.11623694002628326,0.20170879364013672
.,0.3541337847709656,0.40146201848983765,0.2553439438343048,0.3936232924461365,0.2473316639661789,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.282927542924881,0.4130953550338745
