,people,of,what,nationality,invented,the,steam,turbine,?
it,0.3940119743347168,0.38761502504348755,0.45803478360176086,0.14322364330291748,0.2435709834098816,0.6251175999641418,0.2156127691268921,0.20067252218723297,0.25732165575027466
was,0.2518421411514282,0.4069072902202606,0.22111038863658905,0.16462191939353943,0.2900676131248474,0.48711544275283813,0.16913670301437378,0.17515672743320465,0.18412111699581146
however,0.2839839458465576,0.3800618350505829,0.4480680823326111,0.19138884544372559,0.22184014320373535,0.49814513325691223,0.24828113615512848,0.177109494805336,0.2152075469493866
superseded,0.16985738277435303,0.22988389432430267,0.26111072301864624,0.26916056871414185,0.26251453161239624,0.3013758063316345,0.2447795420885086,0.25597381591796875,0.22590570151805878
by,0.20350977778434753,0.3646814823150635,0.2455483376979828,0.2942885756492615,0.24488699436187744,0.4408751428127289,0.18134352564811707,0.22006140649318695,0.17966607213020325
the,0.36838498711586,0.733189046382904,0.42745697498321533,0.21899528801441193,0.16009420156478882,1.0,0.23105813562870026,0.1799832284450531,0.22068053483963013
british,0.15512417256832123,0.23701532185077667,0.19255435466766357,0.3241701126098633,0.16422595083713531,0.28973397612571716,0.21207411587238312,0.18548505008220673,0.09711728990077972
invention,0.22713497281074524,0.20554374158382416,0.2399451732635498,0.17075438797473907,0.7511348724365234,0.22278180718421936,0.35308119654655457,0.25461074709892273,0.15906493365764618
steam,0.1555713415145874,0.20239725708961487,0.15672586858272552,0.10947282612323761,0.3178778886795044,0.23105813562870026,1.0000001192092896,0.5301763415336609,0.113324373960495
turbine,0.12867149710655212,0.17630848288536072,0.1404699683189392,0.18727785348892212,0.2408100813627243,0.1799832284450531,0.5301763415336609,1.0000001192092896,0.16315746307373047
where,0.3212973177433014,0.38066378235816956,0.4457937180995941,0.14598307013511658,0.16176804900169373,0.5003893971443176,0.18907299637794495,0.16974206268787384,0.24793872237205505
speed,0.1338091641664505,0.1947416365146637,0.23285695910453796,0.16590002179145813,0.24022246897220612,0.2310667634010315,0.3738003075122833,0.40077322721481323,0.17392314970493317
was,0.2518421411514282,0.4069072902202606,0.22111038863658905,0.16462191939353943,0.2900676131248474,0.48711544275283813,0.16913670301437378,0.17515672743320465,0.18412111699581146
required,0.17403921484947205,0.26183071732521057,0.2506856620311737,0.20683306455612183,0.12853942811489105,0.27848219871520996,0.18926741182804108,0.14832644164562225,0.24962718784809113
",",0.36644625663757324,0.4946078956127167,0.3087472915649414,0.25539466738700867,0.21420055627822876,0.4933079481124878,0.2264556586742401,0.21183495223522186,0.31091248989105225
for,0.24900002777576447,0.4185989499092102,0.3017193675041199,0.18490184843540192,0.17800235748291016,0.4739971458911896,0.19393667578697205,0.16188207268714905,0.264628142118454
instance,0.22350957989692688,0.3011147379875183,0.3862040638923645,0.16722626984119415,0.19828259944915771,0.3539782464504242,0.2213708758354187,0.18519806861877441,0.30205854773521423
in,0.39605680108070374,0.5696388483047485,0.30808621644973755,0.1939406394958496,0.21565213799476624,0.6662389636039734,0.19852672517299652,0.19420358538627625,0.20430970191955566
warships,0.23972965776920319,0.23663318157196045,0.12942056357860565,0.23313350975513458,0.16069141030311584,0.25667640566825867,0.2870645523071289,0.2717251479625702,0.09829609841108322
",",0.36644625663757324,0.4946078956127167,0.3087472915649414,0.25539466738700867,0.21420055627822876,0.4933079481124878,0.2264556586742401,0.21183495223522186,0.31091248989105225
such,0.2260056734085083,0.3209529519081116,0.23989605903625488,0.24105723202228546,0.2311914563179016,0.3575236201286316,0.27096763253211975,0.17239749431610107,0.17851735651493073
as,0.15704652667045593,0.3886612355709076,0.31749409437179565,0.17045290768146515,0.19728437066078186,0.48381632566452026,0.20776431262493134,0.17994308471679688,0.27043893933296204
the,0.36838498711586,0.733189046382904,0.42745697498321533,0.21899528801441193,0.16009420156478882,1.0,0.23105813562870026,0.1799832284450531,0.22068053483963013
dreadnought,0.22023862600326538,0.40443769097328186,0.3053315579891205,0.20869791507720947,0.2740493416786194,0.3934878706932068,0.34427955746650696,0.2991351783275604,0.1535792052745819
battleships,0.22010119259357452,0.2363237589597702,0.1947270631790161,0.19698099792003632,0.20594125986099243,0.24666419625282288,0.3179723918437958,0.2543580234050751,0.1660284548997879
",",0.36644625663757324,0.4946078956127167,0.3087472915649414,0.25539466738700867,0.21420055627822876,0.4933079481124878,0.2264556586742401,0.21183495223522186,0.31091248989105225
and,0.3016039729118347,0.5116966962814331,0.31309178471565247,0.23912757635116577,0.10205988585948944,0.5171257257461548,0.24133789539337158,0.21497632563114166,0.20544172823429108
ocean,0.24075636267662048,0.25798606872558594,0.21858152747154236,0.16895607113838196,0.15540052950382233,0.3185477554798126,0.2549836039543152,0.21197587251663208,0.15205028653144836
liners,0.3787936270236969,0.17677165567874908,0.2631974518299103,0.26940327882766724,0.14088074862957,0.21686457097530365,0.3115127682685852,0.2264728993177414,0.25179335474967957
.,0.33118996024131775,0.5352458953857422,0.3567904531955719,0.23392154276371002,0.2224365919828415,0.5934505462646484,0.22855372726917267,0.22899852693080902,0.4130953550338745
