,what,year,did,the,the,case,go,before,the,supreme,court,?
an,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.4207492768764496,0.4207492768764496,0.28771698474884033,0.11282923072576523,0.2804223895072937,0.4207492768764496,0.20413655042648315,0.20114386081695557,0.19793890416622162
example,0.3456268310546875,0.19735495746135712,0.2528466582298279,0.3755223751068115,0.3755223751068115,0.4172644317150116,0.23035307228565216,0.24031396210193634,0.3755223751068115,0.22226658463478088,0.17668724060058594,0.30374911427497864
would,0.45766422152519226,0.259968101978302,0.6268245577812195,0.4133751392364502,0.4133751392364502,0.33632516860961914,0.34386715292930603,0.3843644857406616,0.4133751392364502,0.23895473778247833,0.19866934418678284,0.37178951501846313
be,0.3929833769798279,0.2296248972415924,0.22657383978366852,0.4248143136501312,0.4248143136501312,0.4101763367652893,0.3084210157394409,0.34914204478263855,0.4248143136501312,0.21436993777751923,0.20228137075901031,0.3324260413646698
wbai,0.13974793255329132,0.21501216292381287,0.14026574790477753,0.22887872159481049,0.22887872159481049,0.17440177500247955,0.2127164751291275,0.2219717800617218,0.22887872159481049,0.16888192296028137,0.1701817661523819,0.22031190991401672
's,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.01540423184633255,-0.01540423184633255,-0.1182698979973793,0.018760163336992264,-0.01158253662288189,-0.01540423184633255,-0.08114141970872879,-0.0831713154911995,-0.023395681753754616
broadcasting,0.18499015271663666,0.19386760890483856,0.12097854167222977,0.29916465282440186,0.29916465282440186,0.1645662635564804,0.1460074484348297,0.2056066393852234,0.29916465282440186,0.17786888778209686,0.2128504365682602,0.10870421677827835
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.31022098660469055,0.29801803827285767,0.45900648832321167,1.0,0.2583438754081726,0.2812081575393677,0.22068053483963013
track,0.17872828245162964,0.2259327471256256,0.15564705431461334,0.22914014756679535,0.22914014756679535,0.107796311378479,0.13009703159332275,0.14955905079841614,0.22914014756679535,0.07666278630495071,0.13203640282154083,0.11461397260427475
``,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.029072100296616554,0.029072100296616554,0.15698134899139404,-0.0746922492980957,0.0842912346124649,0.029072100296616554,0.049170102924108505,0.041694171726703644,0.0685480609536171
filthy,0.26481086015701294,0.11766361445188522,0.19850324094295502,0.21923582255840302,0.21923582255840302,0.13613492250442505,0.17408660054206848,0.18969053030014038,0.21923582255840302,0.0761905312538147,0.07723887264728546,0.22993110120296478
words,0.3355468809604645,0.17115934193134308,0.23527735471725464,0.29205581545829773,0.29205581545829773,0.2953513562679291,0.24529702961444855,0.21563425660133362,0.29205581545829773,0.20425574481487274,0.15942831337451935,0.27074310183525085
'',0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.041273195296525955,0.041273195296525955,-0.030417632311582565,-0.060829803347587585,-0.07730459421873093,0.041273195296525955,0.013991165906190872,0.02976340800523758,0.018684765323996544
from,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.40150508284568787,0.19219538569450378,0.20520222187042236,0.38587698340415955,0.40150508284568787,0.1764809936285019,0.18949919939041138,0.19969791173934937
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.5829201340675354,0.3104211390018463,0.24019409716129303,0.3583870828151703,0.5829201340675354,0.19796480238437653,0.23624834418296814,0.23916715383529663
george,0.22000353038311005,0.15252074599266052,0.238631471991539,0.2510760426521301,0.2510760426521301,0.16894690692424774,0.1023290604352951,0.17273972928524017,0.2510760426521301,0.16539613902568817,0.14708150923252106,0.1479024887084961
carlin,0.1327032744884491,0.207374706864357,0.14164936542510986,0.26455092430114746,0.26455092430114746,0.17144790291786194,0.167058527469635,0.22605319321155548,0.26455092430114746,0.08187001943588257,0.12683884799480438,0.19604559242725372
comedy,0.1880163848400116,0.1700032651424408,0.17754994332790375,0.18746663630008698,0.18746663630008698,0.11249934881925583,0.13279682397842407,0.13774700462818146,0.18746663630008698,0.11266542226076126,0.11497996002435684,0.23552699387073517
album,0.2035754919052124,0.2403583526611328,0.22738827764987946,0.23813588917255402,0.23813588917255402,0.1886509507894516,0.18157224357128143,0.18203416466712952,0.23813588917255402,0.15427090227603912,0.12285657227039337,0.22077368199825287
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.4933079481124878,0.2977246046066284,0.3043581247329712,0.3156566619873047,0.4933079481124878,0.250044584274292,0.24410836398601532,0.31091248989105225
which,0.5261979103088379,0.242343008518219,0.2750149369239807,0.6521818041801453,0.6521818041801453,0.33281663060188293,0.26887866854667664,0.3430410623550415,0.6521818041801453,0.19894148409366608,0.19263212382793427,0.25814583897590637
eventually,0.28470873832702637,0.19977021217346191,0.36719876527786255,0.42022404074668884,0.42022404074668884,0.21865269541740417,0.26551246643066406,0.49306720495224,0.42022404074668884,0.19289107620716095,0.20347382128238678,0.13642115890979767
led,0.12112844735383987,0.1989809274673462,0.3213953971862793,0.3267505168914795,0.3267505168914795,0.18638001382350922,0.16514436900615692,0.2559445798397064,0.3267505168914795,0.19868148863315582,0.1492275893688202,0.09273858368396759
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.535392165184021,0.3172709345817566,0.384844571352005,0.4190867841243744,0.535392165184021,0.24017755687236786,0.24824365973472595,0.29463258385658264
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,1.0,0.31022098660469055,0.29801803827285767,0.45900648832321167,1.0,0.2583438754081726,0.2812081575393677,0.22068053483963013
1978,-0.04368842765688896,0.0923275575041771,0.043191809207201004,0.1314823180437088,0.1314823180437088,-0.049058910459280014,-0.04667222872376442,0.07003534585237503,0.1314823180437088,-0.02245955914258957,0.007157531101256609,0.06364871561527252
supreme,0.25469252467155457,0.20458775758743286,0.20457421243190765,0.2583438754081726,0.2583438754081726,0.4282354712486267,0.14862565696239471,0.2180715948343277,0.2583438754081726,1.0000001192092896,0.7224786877632141,0.20777292549610138
court,0.23440583050251007,0.21609485149383545,0.23020441830158234,0.2812081575393677,0.2812081575393677,0.4225234091281891,0.21479469537734985,0.25162237882614136,0.2812081575393677,0.7224786877632141,1.0,0.17100423574447632
case,0.30770957469940186,0.195717453956604,0.21228672564029694,0.31022098660469055,0.31022098660469055,1.0000001192092896,0.1961004137992859,0.2702951431274414,0.31022098660469055,0.4282354712486267,0.4225234091281891,0.33232852816581726
