,how,much,did,edison,offer,tesla,to,redesign,a,motor,and,generators,?
according,0.29424387216567993,0.14022965729236603,0.19118738174438477,0.08422379195690155,0.20575493574142456,0.1259038746356964,0.28520727157592773,0.14678546786308289,0.239227756857872,0.08896692097187042,0.30645591020584106,0.16191349923610687,0.21173474192619324
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.21176284551620483,0.34615713357925415,0.17548894882202148,1.0,0.2795473635196686,0.45503583550453186,0.2615114748477936,0.48971283435821533,0.28079837560653687,0.29463258385658264
tesla,0.19128404557704926,0.20609156787395477,0.09757418930530548,0.35526686906814575,0.201114684343338,0.9999999403953552,0.17548894882202148,0.27121442556381226,0.2211925983428955,0.3617369830608368,0.19560420513153076,0.3713798522949219,0.10250775516033173
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.29400110244750977,0.2830800712108612,0.20599327981472015,0.44245919585227966,0.19554999470710754,0.427140474319458,0.16592276096343994,0.6633074283599854,0.21559548377990723,0.31091248989105225
edison,0.18610601127147675,0.2123875617980957,0.1372239738702774,0.9999999403953552,0.16944466531276703,0.35526686906814575,0.21176284551620483,0.24526290595531464,0.2415124475955963,0.24692992866039276,0.13864636421203613,0.280499666929245,0.10244420915842056
remarked,0.24810059368610382,0.2572703957557678,0.3043137490749359,0.14807498455047607,0.1547696888446808,0.10332846641540527,0.19984547793865204,0.2994083762168884,0.23861107230186462,0.06280883401632309,0.20596833527088165,0.061017006635665894,0.18968826532363892
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.29400110244750977,0.2830800712108612,0.20599327981472015,0.44245919585227966,0.19554999470710754,0.427140474319458,0.16592276096343994,0.6633074283599854,0.21559548377990723,0.31091248989105225
``,-0.01591024175286293,0.02682921104133129,-0.029888948425650597,-0.09557203948497772,-0.04611703380942345,0.04274534806609154,0.06720756739377975,-0.1372903287410736,0.07272057235240936,-0.0210040882229805,0.036644238978624344,-0.03827578201889992,0.0685480609536171
there,0.3328511416912079,0.31076255440711975,0.29736605286598206,0.1455366313457489,0.25547829270362854,0.16046448051929474,0.40669289231300354,0.18147367238998413,0.4214206337928772,0.12061309069395065,0.4242868423461914,0.29132476449012756,0.29405656456947327
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,0.0115949846804142,0.08889953792095184,0.06449045985937119,0.03782717138528824,0.013663898222148418,0.04866964742541313,0.061700910329818726,0.06895173341035843,-0.028738614171743393,-0.023395681753754616
fifty,0.21776624023914337,0.18841643631458282,0.13867560029029846,0.20728814601898193,0.18076391518115997,0.10209890455007553,0.15846364200115204,0.08088651299476624,0.17680330574512482,0.10496962815523148,0.29475322365760803,0.2114950716495514,0.14250896871089935
thousand,0.22628572583198547,0.2921014726161957,0.13012854754924774,0.19494953751564026,0.1471516489982605,0.1782107651233673,0.2559698224067688,0.141279399394989,0.18727123737335205,0.0867188349366188,0.2791053056716919,0.24243144690990448,0.15439848601818085
dollars,0.23213273286819458,0.24132972955703735,0.2074357569217682,0.248203843832016,0.2614637017250061,0.22256800532341003,0.23776228725910187,0.20312458276748657,0.18306249380111694,0.12560778856277466,0.21760207414627075,0.24378038942813873,0.21298730373382568
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.22187061607837677,0.1875079721212387,0.17097744345664978,0.45010748505592346,0.13725560903549194,0.539380669593811,0.21732762455940247,0.4954058527946472,0.21081826090812683,0.20430970191955566
it,0.36714982986450195,0.48116767406463623,0.2993364930152893,0.2527583837509155,0.18560080230236053,0.17596082389354706,0.513711154460907,0.31968578696250916,0.5452592968940735,0.266870379447937,0.40957894921302795,0.1807386428117752,0.25732165575027466
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.1954379379749298,0.35623615980148315,0.13983871042728424,0.4451248347759247,0.2010975331068039,0.44038116931915283,0.19755128026008606,0.5064792633056641,0.22097858786582947,0.264628142118454
you—if,0.17631158232688904,0.0708070769906044,0.12292410433292389,0.11487864702939987,0.14863047003746033,0.22841952741146088,0.1881348341703415,0.18552732467651367,0.24909135699272156,0.09089484065771103,0.20201291143894196,0.12253987044095993,0.41740965843200684
you,0.5127037167549133,0.3829146921634674,0.35957613587379456,0.14717534184455872,0.2981283366680145,0.20253685116767883,0.4194425344467163,0.32591739296913147,0.334549218416214,0.1599210798740387,0.34939926862716675,0.2943071722984314,0.5839095711708069
can,0.49246567487716675,0.39803463220596313,0.32383522391319275,0.15907374024391174,0.2984149754047394,0.19812452793121338,0.4979398250579834,0.17097823321819305,0.3915780484676361,0.19434136152267456,0.3675691485404968,0.3455296754837036,0.3226337134838104
do,0.40287578105926514,0.312346875667572,0.5246143937110901,0.14805471897125244,0.3177431523799896,0.13880622386932373,0.38876664638519287,0.2212943285703659,0.26237669587135315,0.16523732244968414,0.276123583316803,0.23624469339847565,0.4093979299068451
it,0.36714982986450195,0.48116767406463623,0.2993364930152893,0.2527583837509155,0.18560080230236053,0.17596082389354706,0.513711154460907,0.31968578696250916,0.5452592968940735,0.266870379447937,0.40957894921302795,0.1807386428117752,0.25732165575027466
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.2391979843378067,0.23210087418556213,0.17949827015399933,0.4645031690597534,0.2435683161020279,0.50484299659729,0.19128412008285522,0.588965117931366,0.23543702065944672,0.4130953550338745
