,it,is,now,possible,to,convert,old,relative,ages,into,what,type,of,ages,using,isotopic,dating,?
with,0.3369046747684479,0.3250955045223236,0.2213166505098343,0.2800780236721039,0.4239959120750427,0.1893850564956665,0.20720098912715912,0.3084399700164795,0.1527995467185974,0.2912435233592987,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.1527995467185974,0.3917884826660156,0.21777626872062683,0.219201922416687,0.2433311939239502
isotopic,0.2683973014354706,0.25704678893089294,0.10961376130580902,0.36102330684661865,0.20931284129619598,0.2644166946411133,0.12937790155410767,0.43053022027015686,0.2407248318195343,0.11366333812475204,0.2539058327674866,0.29487094283103943,0.2199648916721344,0.2407248318195343,0.2768346965312958,1.0000001192092896,0.31828421354293823,0.23367057740688324
dates,0.2353598028421402,0.19036540389060974,0.22278913855552673,0.29089048504829407,0.2791856825351715,0.2276984304189682,0.25136882066726685,0.12805306911468506,0.2551444470882416,0.1624578833580017,0.2078574001789093,0.1342778354883194,0.2547506093978882,0.2551444470882416,0.23115426301956177,0.25107353925704956,0.5533258318901062,0.2331625074148178
it,0.9999999403953552,0.6328473687171936,0.4382702112197876,0.3402087390422821,0.513711154460907,0.21495623886585236,0.22670866549015045,0.1756780445575714,0.282471239566803,0.33015328645706177,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.282471239566803,0.28191491961479187,0.2683973014354706,0.21785187721252441,0.25732165575027466
became,0.21312855184078217,0.34253424406051636,0.29839012026786804,0.12352262437343597,0.20401327311992645,0.08637207001447678,0.233250692486763,0.1273016631603241,0.19466184079647064,0.19829480350017548,0.1434093862771988,0.09990005195140839,0.3638904094696045,0.19466184079647064,0.0947146937251091,0.05898500233888626,0.10924625396728516,0.11374033987522125
possible,0.3402087390422821,0.2872174084186554,0.25007885694503784,1.0,0.4506641626358032,0.22762301564216614,0.13002564013004303,0.29509982466697693,0.20577619969844818,0.2190636545419693,0.3281886577606201,0.2157941311597824,0.3314395844936371,0.20577619969844818,0.38709816336631775,0.36102330684661865,0.20859122276306152,0.3059970438480377
to,0.513711154460907,0.42745086550712585,0.3925153911113739,0.4506641626358032,1.0,0.357098251581192,0.2412436157464981,0.283727765083313,0.18168984353542328,0.38810545206069946,0.455847829580307,0.19930607080459595,0.41548454761505127,0.18168984353542328,0.3678804934024811,0.20931284129619598,0.17611581087112427,0.29463258385658264
assign,0.1671319305896759,0.20564132928848267,0.14854981005191803,0.30493196845054626,0.36108025908470154,0.2637254595756531,0.067973792552948,0.2299523502588272,0.10963771492242813,0.1474214643239975,0.31285834312438965,0.2165934145450592,0.29152536392211914,0.10963771492242813,0.24809660017490387,0.25317907333374023,0.17575086653232574,0.29387906193733215
absolute,0.23544947803020477,0.2352413386106491,0.1500377357006073,0.2696595788002014,0.26245933771133423,0.23344743251800537,0.09528791159391403,0.42464950680732727,0.2057202011346817,0.04757692292332649,0.3186502158641815,0.15380609035491943,0.2950317859649658,0.2057202011346817,0.23739516735076904,0.3230172395706177,0.13376139104366302,0.22724391520023346
ages,0.282471239566803,0.18691010773181915,0.16681356728076935,0.20577619969844818,0.18168984353542328,0.05622502416372299,0.32432541251182556,0.15142597258090973,1.0,0.12031994760036469,0.2546566128730774,0.1992737352848053,0.27638155221939087,1.0,0.1500706523656845,0.2407248318195343,0.37358954548835754,0.16701677441596985
to,0.513711154460907,0.42745086550712585,0.3925153911113739,0.4506641626358032,1.0,0.357098251581192,0.2412436157464981,0.283727765083313,0.18168984353542328,0.38810545206069946,0.455847829580307,0.19930607080459595,0.41548454761505127,0.18168984353542328,0.3678804934024811,0.20931284129619598,0.17611581087112427,0.29463258385658264
rock,0.21446439623832703,0.1981455236673355,0.18587955832481384,0.19084849953651428,0.22657817602157593,0.18088442087173462,0.14602549374103546,0.13933731615543365,0.1434221863746643,0.2020813673734665,0.1923677921295166,0.18739546835422516,0.2653365731239319,0.1434221863746643,0.18912139534950256,0.17741158604621887,0.24752582609653473,0.13172835111618042
units,0.21117368340492249,0.18204201757907867,0.17906424403190613,0.20933584868907928,0.22514180839061737,0.3027811348438263,0.14086224138736725,0.17850995063781738,0.12277889996767044,0.21355803310871124,0.1804584264755249,0.16914549469947815,0.2597769498825073,0.12277889996767044,0.253482848405838,0.29233312606811523,0.07924455404281616,0.089388407766819
",",0.48329564929008484,0.4691906273365021,0.43216821551322937,0.3032452464103699,0.44245919585227966,0.18199317157268524,0.26524028182029724,0.21147610247135162,0.20853061974048615,0.2826121151447296,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20853061974048615,0.27050045132637024,0.16429710388183594,0.2450258880853653,0.31091248989105225
and,0.40957894921302795,0.3859752118587494,0.35309651494026184,0.29339438676834106,0.48971283435821533,0.236050084233284,0.29022282361984253,0.3077041506767273,0.2643369138240814,0.36597734689712524,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2643369138240814,0.33157408237457275,0.1658094823360443,0.23646213114261627,0.20544172823429108
these,0.39955374598503113,0.2498808652162552,0.321615070104599,0.40626785159111023,0.46852558851242065,0.22943904995918274,0.25983506441116333,0.20024800300598145,0.28422656655311584,0.3533816933631897,0.4164220690727234,0.26445475220680237,0.42684608697891235,0.28422656655311584,0.3853776454925537,0.3139643669128418,0.21974509954452515,0.2571668326854706
absolute,0.23544947803020477,0.2352413386106491,0.1500377357006073,0.2696595788002014,0.26245933771133423,0.23344743251800537,0.09528791159391403,0.42464950680732727,0.2057202011346817,0.04757692292332649,0.3186502158641815,0.15380609035491943,0.2950317859649658,0.2057202011346817,0.23739516735076904,0.3230172395706177,0.13376139104366302,0.22724391520023346
dates,0.2353598028421402,0.19036540389060974,0.22278913855552673,0.29089048504829407,0.2791856825351715,0.2276984304189682,0.25136882066726685,0.12805306911468506,0.2551444470882416,0.1624578833580017,0.2078574001789093,0.1342778354883194,0.2547506093978882,0.2551444470882416,0.23115426301956177,0.25107353925704956,0.5533258318901062,0.2331625074148178
could,0.329755574464798,0.2763098180294037,0.2929519712924957,0.5036788582801819,0.5461788773536682,0.24045808613300323,0.19441355764865875,0.19885890185832977,0.19597797095775604,0.2989432215690613,0.4188697934150696,0.16242407262325287,0.29043012857437134,0.19597797095775604,0.41149967908859253,0.16965343058109283,0.1241912916302681,0.3411986827850342
be,0.5203388929367065,0.4819129705429077,0.30492115020751953,0.43379613757133484,0.4972836375236511,0.32662108540534973,0.1786048263311386,0.2004498690366745,0.19088900089263916,0.3462390601634979,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.19088900089263916,0.4113650619983673,0.2858920693397522,0.15900538861751556,0.3324260413646698
applied,0.18427211046218872,0.21050988137722015,0.18605051934719086,0.2207115739583969,0.26928162574768066,0.21970166265964508,0.09769707918167114,0.19097395241260529,0.1457786113023758,0.16961392760276794,0.1944669634103775,0.17123092710971832,0.2825285494327545,0.1457786113023758,0.36817920207977295,0.25018051266670227,0.10402163118124008,0.15585725009441376
to,0.513711154460907,0.42745086550712585,0.3925153911113739,0.4506641626358032,1.0,0.357098251581192,0.2412436157464981,0.283727765083313,0.18168984353542328,0.38810545206069946,0.455847829580307,0.19930607080459595,0.41548454761505127,0.18168984353542328,0.3678804934024811,0.20931284129619598,0.17611581087112427,0.29463258385658264
fossil,0.22985394299030304,0.1777227222919464,0.20382511615753174,0.2323327511548996,0.20474779605865479,0.1685689389705658,0.18535079061985016,0.3507392704486847,0.17757487297058105,0.11124899983406067,0.22930388152599335,0.1545419543981552,0.22371989488601685,0.17757487297058105,0.13847336173057556,0.3716430068016052,0.3787603974342346,0.15712964534759521
