,when,was,martin,luther,ordained,as,a,priest,?
in,0.4431333839893341,0.45514053106307983,0.22752496600151062,0.20523880422115326,0.2727404534816742,0.3887844979763031,0.539380669593811,0.21265044808387756,0.20430970191955566
1507,0.06306873261928558,-0.09137868881225586,0.09851813316345215,0.01006355695426464,0.007097285240888596,0.05453937500715256,0.07862500846385956,0.02721226215362549,0.11784149706363678
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.2748708128929138,0.48816442489624023,0.427140474319458,0.25837838649749756,0.31091248989105225
he,0.39115971326828003,0.5410010814666748,0.24538953602313995,0.2454872578382492,0.3276127278804779,0.33787044882774353,0.4393508732318878,0.331283301115036,0.2089974731206894
was,0.37326499819755554,1.0000001192092896,0.2089129239320755,0.19185513257980347,0.3402421176433563,0.3677520453929901,0.4508470594882965,0.2762300968170166,0.18412111699581146
ordained,0.20135775208473206,0.3402421176433563,0.20395046472549438,0.3277236521244049,0.9999998807907104,0.2578376233577728,0.20081542432308197,0.552865207195282,0.2412128895521164
to,0.5423505902290344,0.3636345863342285,0.1691744029521942,0.18029534816741943,0.1870241016149521,0.42092081904411316,0.45503583550453186,0.16828270256519318,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,0.22029393911361694,0.1759674996137619,0.20148134231567383,0.48381632566452026,0.5829201340675354,0.17071814835071564,0.22068053483963013
priesthood,0.22015932202339172,0.2585322856903076,0.1354098618030548,0.27669933438301086,0.6272186040878296,0.20279398560523987,0.20144909620285034,0.7221617698669434,0.17457331717014313
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.2748708128929138,0.48816442489624023,0.427140474319458,0.25837838649749756,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.2544763386249542,0.20796556770801544,0.2014295756816864,0.49487000703811646,0.3739250600337982,0.2443659007549286,0.20544172823429108
in,0.4431333839893341,0.45514053106307983,0.22752496600151062,0.20523880422115326,0.2727404534816742,0.3887844979763031,0.539380669593811,0.21265044808387756,0.20430970191955566
1508,-0.0033881282433867455,-0.06700889766216278,-0.12411101907491684,-0.043351780623197556,-0.06927516311407089,-0.016883693635463715,0.025585876777768135,-0.07237663120031357,0.005418457556515932
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.2748708128929138,0.48816442489624023,0.427140474319458,0.25837838649749756,0.31091248989105225
von,0.15501481294631958,0.2042967826128006,0.23812420666217804,0.30416905879974365,0.16693232953548431,0.17881956696510315,0.18142175674438477,0.1705629527568817,0.13907472789287567
staupitz,0.23552720248699188,0.3587733209133148,0.3216637969017029,0.34837332367897034,0.26973438262939453,0.31266915798187256,0.29951661825180054,0.2621082067489624,0.23673401772975922
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.2748708128929138,0.48816442489624023,0.427140474319458,0.25837838649749756,0.31091248989105225
first,0.4282494783401489,0.5022147297859192,0.1735634207725525,0.20517638325691223,0.17330105602741241,0.33842000365257263,0.4287874400615692,0.19680161774158478,0.18701928853988647
dean,0.1485844850540161,0.21749737858772278,0.365031361579895,0.2561274468898773,0.29407963156700134,0.20656293630599976,0.2253393977880478,0.2455320805311203,0.13287632167339325
of,0.3757161796092987,0.4069072902202606,0.13722093403339386,0.1719115972518921,0.29011455178260803,0.3886612355709076,0.5052502155303955,0.18239139020442963,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.22029393911361694,0.1759674996137619,0.20148134231567383,0.48381632566452026,0.5829201340675354,0.17071814835071564,0.22068053483963013
newly,0.39933258295059204,0.39056387543678284,0.13814258575439453,0.1337652951478958,0.2223840206861496,0.28932225704193115,0.24233584105968475,0.036031048744916916,0.08549588173627853
founded,0.16657374799251556,0.36917948722839355,0.17589980363845825,0.11605305224657059,0.35629141330718994,0.2213044911623001,0.1686933934688568,0.16958893835544586,0.09119737893342972
university,0.20851898193359375,0.290752112865448,0.16174355149269104,0.2046351283788681,0.3498816192150116,0.21858684718608856,0.20256656408309937,0.21184420585632324,0.11887256056070328
of,0.3757161796092987,0.4069072902202606,0.13722093403339386,0.1719115972518921,0.29011455178260803,0.3886612355709076,0.5052502155303955,0.18239139020442963,0.1826142966747284
wittenberg,0.19582515954971313,0.23245899379253387,0.3139331638813019,0.42518264055252075,0.30751273036003113,0.24344627559185028,0.24799036979675293,0.18854297697544098,0.15716047585010529
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.2748708128929138,0.48816442489624023,0.427140474319458,0.25837838649749756,0.31091248989105225
sent,0.34522485733032227,0.3192673325538635,0.13197487592697144,0.16650304198265076,0.2968783676624298,0.22528579831123352,0.24201522767543793,0.23469842970371246,0.10903520882129669
for,0.43402108550071716,0.3863949179649353,0.1178249642252922,0.12958186864852905,0.1616830676794052,0.44774648547172546,0.44038116931915283,0.15928484499454498,0.264628142118454
luther,0.14516782760620117,0.19185513257980347,0.6228963136672974,1.0,0.3277236521244049,0.20242992043495178,0.17967689037322998,0.20424488186836243,0.1732746809720993
",",0.36674630641937256,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.2748708128929138,0.48816442489624023,0.427140474319458,0.25837838649749756,0.31091248989105225
to,0.5423505902290344,0.3636345863342285,0.1691744029521942,0.18029534816741943,0.1870241016149521,0.42092081904411316,0.45503583550453186,0.16828270256519318,0.29463258385658264
teach,0.22142930328845978,0.14618994295597076,0.11373233795166016,0.21748284995555878,0.3191395103931427,0.2547597289085388,0.18608243763446808,0.283635675907135,0.24188745021820068
theology,0.18232505023479462,0.21140047907829285,0.26650112867355347,0.3810495138168335,0.4939079284667969,0.19763466715812683,0.18280601501464844,0.3558120131492615,0.1560962051153183
.,0.475719153881073,0.40146201848983765,0.25235527753829956,0.24907569587230682,0.2363835573196411,0.515582263469696,0.50484299659729,0.2086445689201355,0.4130953550338745
