,what,river,is,larger,than,the,rhine,?
it,0.45803478360176086,0.24976809322834015,0.6328473687171936,0.29589205980300903,0.3603973984718323,0.6251175999641418,0.17693428695201874,0.25732165575027466
is,0.28837618231773376,0.20670881867408752,1.0,0.24218857288360596,0.2839990258216858,0.5823672413825989,0.15617261826992035,0.22961433231830597
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.378620445728302,0.3227543234825134,1.0,0.30735138058662415,0.22068053483963013
second-longest,0.21755188703536987,0.32284677028656006,0.3681494891643524,0.21650074422359467,0.2668294310569763,0.4604242742061615,0.22783015668392181,0.2516520321369171
river,0.13815869390964508,0.9999999403953552,0.20670881867408752,0.17255379259586334,0.08782751858234406,0.2894456386566162,0.3672541379928589,0.15390869975090027
in,0.30808621644973755,0.2149806171655655,0.5394441485404968,0.26689091324806213,0.3270052373409271,0.6662389636039734,0.24648422002792358,0.20430970191955566
central,0.17723965644836426,0.2600664794445038,0.273421049118042,0.26643478870391846,0.13638874888420105,0.3417201042175293,0.18144266307353973,0.14787602424621582
and,0.31309178471565247,0.19898422062397003,0.3859752118587494,0.34781917929649353,0.39361441135406494,0.5171257257461548,0.22029656171798706,0.20544172823429108
western,0.2454150915145874,0.25173425674438477,0.2572968304157257,0.22956885397434235,0.19643151760101318,0.37920868396759033,0.23680023849010468,0.17439141869544983
europe,0.17179538309574127,0.13787978887557983,0.20961034297943115,0.18377195298671722,0.2228224277496338,0.34463706612586975,0.3181407153606415,0.18278923630714417
(,0.2411840260028839,0.16287720203399658,0.35393038392066956,0.09953869879245758,0.19419437646865845,0.33289089798927307,0.12381801009178162,0.40561532974243164
after,0.21973377466201782,0.2135820835828781,0.2835143506526947,0.19866864383220673,0.20929968357086182,0.4565047025680542,0.19789908826351166,0.16608688235282898
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.378620445728302,0.3227543234825134,1.0,0.30735138058662415,0.22068053483963013
danube,0.17938126623630524,0.4872557520866394,0.15012827515602112,0.18787004053592682,0.11290459334850311,0.275310754776001,0.5321726202964783,0.17050804197788239
),0.26259949803352356,0.16430801153182983,0.37732169032096863,0.11167450249195099,0.21982109546661377,0.3456730246543884,0.12686386704444885,0.42300865054130554
",",0.3087472915649414,0.26637205481529236,0.4691906273365021,0.2491181194782257,0.3371901512145996,0.4933079481124878,0.167837992310524,0.31091248989105225
at,0.2838611304759979,0.16691477596759796,0.25906258821487427,0.16844189167022705,0.27679139375686646,0.457212895154953,0.19469857215881348,0.21978627145290375
about,0.47976887226104736,0.16182227432727814,0.3532065451145172,0.25405070185661316,0.40586400032043457,0.37995871901512146,0.2085869312286377,0.302409827709198
"1,230",-0.24288232624530792,-0.12739022076129913,-0.1814759522676468,0.07530442625284195,-0.00022695046209264547,-0.17356659471988678,-0.0682368129491806,-0.16569994390010834
km,0.1805391013622284,0.3918043375015259,0.24258680641651154,0.28650009632110596,0.16668833792209625,0.21376769244670868,0.22496221959590912,0.08180338144302368
(,0.2411840260028839,0.16287720203399658,0.35393038392066956,0.09953869879245758,0.19419437646865845,0.33289089798927307,0.12381801009178162,0.40561532974243164
760,0.040286317467689514,-0.11033248901367188,0.09495876729488373,0.20994791388511658,0.16957661509513855,0.039726510643959045,-0.08990589529275894,0.026141434907913208
mi,0.14169800281524658,0.22097688913345337,0.17681920528411865,0.14192205667495728,0.14728903770446777,0.12998802959918976,0.08876913785934448,0.10264865309000015
),0.26259949803352356,0.16430801153182983,0.37732169032096863,0.11167450249195099,0.21982109546661377,0.3456730246543884,0.12686386704444885,0.42300865054130554
",",0.3087472915649414,0.26637205481529236,0.4691906273365021,0.2491181194782257,0.3371901512145996,0.4933079481124878,0.167837992310524,0.31091248989105225
[,0.010752761736512184,0.059868961572647095,-0.06921151280403137,0.03490893542766571,0.10733097791671753,0.07130392640829086,0.12319914251565933,0.011015460826456547
note,0.2500276267528534,0.15133748948574066,0.22927063703536987,0.1368383914232254,0.19137784838676453,0.255229115486145,0.09906937181949615,0.2754004895687103
2,-0.049862053245306015,-0.04516998678445816,-0.07940074801445007,-0.04031788185238838,-0.04757285863161087,-0.019434669986367226,0.03334525227546692,0.001977203879505396
],-0.03775298595428467,0.012153740972280502,-0.02998926118016243,0.0002025280991801992,0.004072887357324362,-0.04779602214694023,-0.016111083328723907,-0.0022520492784678936
[,0.010752761736512184,0.059868961572647095,-0.06921151280403137,0.03490893542766571,0.10733097791671753,0.07130392640829086,0.12319914251565933,0.011015460826456547
note,0.2500276267528534,0.15133748948574066,0.22927063703536987,0.1368383914232254,0.19137784838676453,0.255229115486145,0.09906937181949615,0.2754004895687103
1,-0.21266892552375793,0.07637453079223633,-0.12491171807050705,-0.10698997974395752,-0.1783061921596527,-0.1554475575685501,0.0694797933101654,-0.249979168176651
],-0.03775298595428467,0.012153740972280502,-0.02998926118016243,0.0002025280991801992,0.004072887357324362,-0.04779602214694023,-0.016111083328723907,-0.0022520492784678936
with,0.2464839518070221,0.1749907284975052,0.3250955045223236,0.2506849765777588,0.3028803765773773,0.4223487675189972,0.18184249103069305,0.2433311939239502
an,0.2821882665157318,0.07311998307704926,0.4654068350791931,0.22288915514945984,0.2493579238653183,0.4207492768764496,0.07200640439987183,0.19793890416622162
average,0.24068789184093475,0.14351527392864227,0.2669461667537689,0.2776266634464264,0.35461297631263733,0.27058175206184387,0.13968418538570404,0.21764592826366425
discharge,0.19507750868797302,0.2371474802494049,0.17916791141033173,0.21337194740772247,0.1537874937057495,0.2714732885360718,0.22111549973487854,0.13592740893363953
of,0.33290785551071167,0.19903257489204407,0.4854315221309662,0.32469573616981506,0.33036211133003235,0.733189046382904,0.2548927664756775,0.1826142966747284
about,0.47976887226104736,0.16182227432727814,0.3532065451145172,0.25405070185661316,0.40586400032043457,0.37995871901512146,0.2085869312286377,0.302409827709198
"2,900",0.13541072607040405,-0.028481310233473778,0.1040695458650589,-0.04475600644946098,0.0827719122171402,0.0644303560256958,-0.07407230138778687,0.22685237228870392
m3/s,0.21050168573856354,0.11992602795362473,0.14450658857822418,0.25080016255378723,0.1857883483171463,0.21639159321784973,0.1787276417016983,0.11470148712396622
(,0.2411840260028839,0.16287720203399658,0.35393038392066956,0.09953869879245758,0.19419437646865845,0.33289089798927307,0.12381801009178162,0.40561532974243164
"100,000",0.05318872258067131,-0.06596599519252777,0.13035383820533752,-0.0641770139336586,0.019694894552230835,0.12082944065332413,0.03458062931895256,0.035472359508275986
cu,0.29675185680389404,0.17399410903453827,0.16364990174770355,0.10833660513162613,0.1773371696472168,0.1260254830121994,0.08786342293024063,0.3576068878173828
ft/s,0.29451486468315125,0.2414223700761795,0.2292538583278656,0.25647100806236267,0.2751244306564331,0.22741563618183136,0.23744693398475647,0.27464672923088074
),0.26259949803352356,0.16430801153182983,0.37732169032096863,0.11167450249195099,0.21982109546661377,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.21443960070610046,0.4569662809371948,0.25803330540657043,0.3594527542591095,0.5934505462646484,0.2089352011680603,0.4130953550338745
