,when,did,tesla,make,the,induction,motor,?
one,0.38307374715805054,0.27659472823143005,0.2218162566423416,0.3527044355869293,0.5514441132545471,0.22589543461799622,0.2681330740451813,0.2673267424106598
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2912110388278961,0.733189046382904,0.273759663105011,0.20839329063892365,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.3146495521068573,1.0,0.26266005635261536,0.26024484634399414,0.22068053483963013
things,0.3953404724597931,0.362071692943573,0.2649520933628082,0.5214211344718933,0.30825191736221313,0.2214050590991974,0.2077092081308365,0.36181706190109253
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.1746748685836792,0.1324402391910553,0.3487966060638428,0.3617369830608368,0.10250775516033173
developed,0.19180624186992645,0.24445466697216034,0.20067144930362701,0.21675056219100952,0.24490751326084137,0.2243632972240448,0.20324569940567017,0.10763012617826462
at,0.38876327872276306,0.28390252590179443,0.16552478075027466,0.19904619455337524,0.457212895154953,0.15051016211509705,0.19066749513149261,0.21978627145290375
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.48783382773399353,0.5473989248275757,0.274102121591568,0.22301049530506134,0.32716336846351624
laboratory,0.2447117269039154,0.1017812192440033,0.3209504187107086,0.18229377269744873,0.19762322306632996,0.3099142909049988,0.1741941124200821,0.07445509731769562
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.268858402967453,0.6662389636039734,0.18288569152355194,0.21732762455940247,0.20430970191955566
1887,0.040495287626981735,0.10804079473018646,-0.08320944011211395,-0.10276602953672409,-0.032284706830978394,-0.15684586763381958,-0.13914883136749268,-0.017046842724084854
was,0.37326499819755554,0.41399896144866943,0.16455206274986267,0.20205417275428772,0.48711544275283813,0.1620527058839798,0.20476558804512024,0.18412111699581146
an,0.33026179671287537,0.22598257660865784,0.13714656233787537,0.17815372347831726,0.4207492768764496,0.2318425476551056,0.1450599581003189,0.19793890416622162
induction,0.2217346578836441,0.09851984679698944,0.3487966060638428,0.25305911898612976,0.26266005635261536,1.0,0.3147507905960083,0.1510571390390396
motor,0.2386704683303833,0.13840025663375854,0.3617369830608368,0.19510792195796967,0.26024484634399414,0.3147507905960083,0.9999999403953552,0.0637441948056221
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.48783382773399353,0.5473989248275757,0.274102121591568,0.22301049530506134,0.32716336846351624
ran,0.1778479516506195,0.31891340017318726,0.09229779988527298,0.17054516077041626,0.28357353806495667,0.03959546238183975,0.1616169661283493,0.11304427683353424
on,0.37706470489501953,0.2670976221561432,0.16159376502037048,0.27031177282333374,0.5107308030128479,0.1421435922384262,0.19297735393047333,0.2714994251728058
alternating,0.28188619017601013,0.023347359150648117,0.20965251326560974,0.25027933716773987,0.34576064348220825,0.4095393419265747,0.21298687160015106,0.13878576457500458
current,0.23252347111701965,0.07635620981454849,0.19374153017997742,0.14995476603507996,0.3314409554004669,0.2691754996776581,0.2648129463195801,0.12074550241231918
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.324553906917572,0.4933079481124878,0.1864306777715683,0.16592276096343994,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.34303420782089233,0.5829201340675354,0.2805170714855194,0.23198452591896057,0.23916715383529663
power,0.28225177526474,0.2120266556739807,0.27547121047973633,0.24303843080997467,0.2647338807582855,0.2577250599861145,0.2523415684700012,0.15304024517536163
system,0.27706024050712585,0.1967303454875946,0.18243813514709473,0.22797423601150513,0.3233085572719574,0.22342351078987122,0.24123358726501465,0.15556083619594574
format,0.1569255292415619,0.1477918177843094,0.14790591597557068,0.2149667739868164,0.21678368747234344,0.24121613800525665,0.1941809058189392,0.2222042977809906
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.48783382773399353,0.5473989248275757,0.274102121591568,0.22301049530506134,0.32716336846351624
was,0.37326499819755554,0.41399896144866943,0.16455206274986267,0.20205417275428772,0.48711544275283813,0.1620527058839798,0.20476558804512024,0.18412111699581146
starting,0.34866392612457275,0.22911779582500458,0.16263578832149506,0.23465953767299652,0.37272053956985474,0.16479666531085968,0.23468416929244995,0.19133803248405457
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.497876912355423,0.535392165184021,0.19430816173553467,0.2615114748477936,0.29463258385658264
be,0.4451393485069275,0.22657383978366852,0.15180771052837372,0.4759829044342041,0.4248143136501312,0.2892763614654541,0.1701211780309677,0.3324260413646698
built,0.19830277562141418,0.2079687863588333,0.24666233360767365,0.23671534657478333,0.2950156033039093,0.16882863640785217,0.2881893813610077,0.09449632465839386
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.268858402967453,0.6662389636039734,0.18288569152355194,0.21732762455940247,0.20430970191955566
europe,0.18744638562202454,0.22473940253257751,0.154215469956398,0.16523824632167816,0.34463706612586975,0.08019493520259857,0.14839574694633484,0.18278923630714417
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.4160483181476593,0.5171257257461548,0.1685180962085724,0.20162664353847504,0.20544172823429108
