,who,were,the,two,lay,preachers,that,wesley,ordained,as,presbyters,?
as,0.3923053741455078,0.3025437891483307,0.48381632566452026,0.3029302954673767,0.1565297544002533,0.23403526842594147,0.4735107421875,0.1965806782245636,0.2578376233577728,1.0,0.16884495317935944,0.27043893933296204
a,0.36608949303627014,0.17203083634376526,0.5829201340675354,0.3289857804775238,0.19378824532032013,0.20959411561489105,0.47537946701049805,0.21911776065826416,0.20081542432308197,0.39550232887268066,0.20757059752941132,0.23916715383529663
result,0.13371044397354126,0.21311920881271362,0.27778977155685425,0.18018943071365356,0.1118815690279007,0.08155147731304169,0.3031747341156006,0.0923624262213707,0.1268339306116104,0.2939164340496063,0.09827589988708496,0.17218433320522308
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.37726253271102905,0.24545599520206451,0.225238636136055,0.41498205065727234,0.18802838027477264,0.29011455178260803,0.3886612355709076,0.26839208602905273,0.1826142966747284
the,0.3733934462070465,0.3906462490558624,1.0,0.43858039379119873,0.22321242094039917,0.2553023397922516,0.5473989248275757,0.1425647884607315,0.20148134231567383,0.48381632566452026,0.21018612384796143,0.22068053483963013
american,0.3093835413455963,0.18710100650787354,0.24562937021255493,0.18351642787456512,0.09049169719219208,0.1818501204252243,0.24748189747333527,0.30035799741744995,0.14031875133514404,0.2994234561920166,0.19168123602867126,0.18877598643302917
revolution,0.2163151353597641,0.2724667489528656,0.276140034198761,0.20028866827487946,0.11555418372154236,0.1629796177148819,0.23615604639053345,0.1492162048816681,0.19068272411823273,0.18969079852104187,0.19033797085285187,0.1727980077266693
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.2087278813123703,0.2536037862300873,0.4137537479400635,0.262672483921051,0.2748708128929138,0.48816442489624023,0.2976883053779602,0.31091248989105225
john,0.30388808250427246,0.19632886350154877,0.2230520099401474,0.18749317526817322,0.13479958474636078,0.28603261709213257,0.17830057442188263,0.43004438281059265,0.29013675451278687,0.1664888858795166,0.2897283732891083,0.13162356615066528
wesley,0.2321225255727768,0.15968073904514313,0.1425647884607315,0.17607976496219635,0.11660580337047577,0.3359251320362091,0.13005481660366058,0.9999999403953552,0.24548323452472687,0.1965806782245636,0.3526515066623688,0.1662333607673645
was,0.3318818509578705,0.590133786201477,0.48711544275283813,0.27166637778282166,0.1557055562734604,0.23510462045669556,0.33670201897621155,0.244222953915596,0.3402421176433563,0.3677520453929901,0.2585779130458832,0.18412111699581146
compelled,0.3222360610961914,0.26988983154296875,0.27291247248649597,0.1433689296245575,0.23110844194889069,0.23819446563720703,0.3809116780757904,0.1672380119562149,0.22410078346729279,0.22849535942077637,0.140450119972229,0.1936596781015396
in,0.2792111933231354,0.3815755248069763,0.6662389636039734,0.36463531851768494,0.15272527933120728,0.17906790971755981,0.435920387506485,0.14970102906227112,0.2727404534816742,0.3887844979763031,0.251817524433136,0.20430970191955566
1784,0.0518018938601017,0.1339932531118393,0.21695038676261902,0.13410905003547668,0.14771950244903564,0.06791757047176361,0.09537031501531601,0.06391192227602005,0.2814613878726959,0.11256851255893707,0.13305822014808655,0.12145309150218964
to,0.42656609416007996,0.31913647055625916,0.535392165184021,0.3343428373336792,0.21070170402526855,0.2178247720003128,0.5436353087425232,0.18164515495300293,0.1870241016149521,0.42092081904411316,0.30197346210479736,0.29463258385658264
break,0.16458061337471008,0.16931910812854767,0.28229501843452454,0.2861745357513428,0.17436788976192474,0.12659136950969696,0.33623597025871277,0.09310466051101685,0.05927852913737297,0.22824549674987793,0.16025039553642273,0.19753244519233704
with,0.3282766342163086,0.3179011940956116,0.4223487675189972,0.4333336651325226,0.1646386981010437,0.14139150083065033,0.4154358208179474,0.15681828558444977,0.1343751847743988,0.40387406945228577,0.17926271259784698,0.2433311939239502
standard,0.14485232532024384,0.16534194350242615,0.29008856415748596,0.15000273287296295,0.08692026883363724,0.10001315921545029,0.294244647026062,0.10192663967609406,0.10171928256750107,0.22084009647369385,0.17383913695812225,0.17029257118701935
practice,0.29065191745758057,0.25205129384994507,0.27333036065101624,0.18508708477020264,0.16515035927295685,0.2753571569919586,0.3368259370326996,0.18022918701171875,0.30794909596443176,0.22643209993839264,0.2674168646335602,0.21386858820915222
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.4671151638031006,0.244028240442276,0.2792433202266693,0.4731321930885315,0.19792525470256805,0.2014295756816864,0.49487000703811646,0.2564232647418976,0.20544172823429108
ordain,0.27607494592666626,0.13344895839691162,0.18942506611347198,0.0877988338470459,0.1938881129026413,0.41869211196899414,0.15311305224895477,0.23747257888317108,0.8868364691734314,0.20738409459590912,0.4292964041233063,0.2507603168487549
two,0.2791741192340851,0.4493520259857178,0.43858039379119873,1.0000001192092896,0.15954171121120453,0.19899311661720276,0.3858162462711334,0.17607976496219635,0.1391289383172989,0.3029302954673767,0.18635541200637817,0.19645625352859497
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.37726253271102905,0.24545599520206451,0.225238636136055,0.41498205065727234,0.18802838027477264,0.29011455178260803,0.3886612355709076,0.26839208602905273,0.1826142966747284
his,0.44966956973075867,0.3142043352127075,0.4394008219242096,0.3376699388027191,0.1969456970691681,0.283130943775177,0.3173833191394806,0.2921638488769531,0.25665441155433655,0.3146366477012634,0.2249937802553177,0.18075084686279297
lay,0.12008519470691681,0.17795252799987793,0.22321242094039917,0.15954171121120453,1.0,0.2589651644229889,0.21268123388290405,0.11660580337047577,0.19974437355995178,0.1565297544002533,0.24407914280891418,0.19041578471660614
preachers,0.3504033088684082,0.3278919756412506,0.2553023397922516,0.19899311661720276,0.2589651644229889,1.0,0.2111021876335144,0.3359251320362091,0.4114845395088196,0.23403526842594147,0.49062231183052063,0.18691442906856537
as,0.3923053741455078,0.3025437891483307,0.48381632566452026,0.3029302954673767,0.1565297544002533,0.23403526842594147,0.4735107421875,0.1965806782245636,0.2578376233577728,1.0,0.16884495317935944,0.27043893933296204
presbyters,0.2337675839662552,0.27082693576812744,0.21018612384796143,0.18635541200637817,0.24407914280891418,0.49062231183052063,0.18490402400493622,0.3526515066623688,0.43516305088996887,0.16884495317935944,1.0,0.1415187120437622
",",0.3365725874900818,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.2087278813123703,0.2536037862300873,0.4137537479400635,0.262672483921051,0.2748708128929138,0.48816442489624023,0.2976883053779602,0.31091248989105225
thomas,0.26103657484054565,0.20539268851280212,0.23505409061908722,0.1530531942844391,0.1693219393491745,0.25424090027809143,0.1523774415254593,0.3525221645832062,0.30630606412887573,0.19479404389858246,0.28161007165908813,0.16133050620555878
vasey,0.2984195053577423,0.2496240735054016,0.26720890402793884,0.19650690257549286,0.16497758030891418,0.19131973385810852,0.12822231650352478,0.3064998388290405,0.24932922422885895,0.21292708814144135,0.24060221016407013,0.16413545608520508
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.4671151638031006,0.244028240442276,0.2792433202266693,0.4731321930885315,0.19792525470256805,0.2014295756816864,0.49487000703811646,0.2564232647418976,0.20544172823429108
richard,0.27835920453071594,0.22284255921840668,0.2087954580783844,0.1575128436088562,0.1212313249707222,0.17605440318584442,0.1658092886209488,0.330524206161499,0.19401195645332336,0.17324641346931458,0.15710468590259552,0.15003317594528198
whatcoat,0.22501780092716217,0.21085670590400696,0.3590368330478668,0.22008903324604034,0.2427327185869217,0.2847978174686432,0.4465694725513458,0.22789813578128815,0.22589761018753052,0.30310893058776855,0.2892203629016876,0.34705108404159546
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.3524959683418274,0.22114886343479156,0.21793022751808167,0.4460422694683075,0.20399101078510284,0.2363835573196411,0.515582263469696,0.30234473943710327,0.4130953550338745
