,when,did,the,iranian,government,enjoy,something,of,a,resurgence,?
the,0.5091903209686279,0.34736719727516174,1.0,0.21625958383083344,0.31798112392425537,0.19656315445899963,0.32640767097473145,0.733189046382904,0.5829201340675354,0.3228895366191864,0.22068053483963013
islamic,0.14470529556274414,0.17371372878551483,0.27231070399284363,0.46412232518196106,0.3250277638435364,0.19799545407295227,0.20176877081394196,0.25656506419181824,0.20177602767944336,0.3875891864299774,0.1692383587360382
republic,0.1433873176574707,0.14819517731666565,0.2862427830696106,0.23062898218631744,0.3786710202693939,0.09928475320339203,0.12011659890413284,0.2802940905094147,0.12861405313014984,0.24125486612319946,0.16880398988723755
has,0.34538573026657104,0.2124989777803421,0.4177538752555847,0.15462468564510345,0.205010324716568,0.20624688267707825,0.2660943567752838,0.3909035325050354,0.4670248031616211,0.16718381643295288,0.15994466841220856
also,0.5475645065307617,0.39334940910339355,0.6021018624305725,0.2077564150094986,0.262620747089386,0.2955859303474426,0.34996140003204346,0.4924938678741455,0.5149940252304077,0.28616130352020264,0.21848613023757935
maintained,0.172729954123497,0.23758384585380554,0.2751169800758362,0.10642864555120468,0.30493399500846863,0.18732620775699615,0.1646595299243927,0.2985607385635376,0.2203981876373291,0.2885622978210449,0.17174425721168518
its,0.34032323956489563,0.19922670722007751,0.559237003326416,0.10480640828609467,0.27754512429237366,0.21213987469673157,0.3188169598579407,0.48690423369407654,0.4424409866333008,0.252781480550766,0.15103481709957123
hold,0.26868003606796265,0.2510543167591095,0.3067915439605713,0.16218696534633636,0.16319026052951813,0.31063786149024963,0.2648000717163086,0.2465030699968338,0.2822398841381073,0.1589408814907074,0.18586084246635437
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.14281482994556427,0.19216017425060272,0.2042144536972046,0.22810131311416626,0.3966929316520691,0.3848365545272827,0.16521227359771729,0.2714994251728058
power,0.28225177526474,0.2120266556739807,0.2647338807582855,0.13040824234485626,0.3452511131763458,0.14312417805194855,0.23961222171783447,0.25273123383522034,0.21580491960048676,0.2804434895515442,0.15304024517536163
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.19482189416885376,0.3066793978214264,0.21678471565246582,0.2275991588830948,0.5696388483047485,0.539380669593811,0.26721858978271484,0.20430970191955566
iran,0.15312844514846802,0.13433578610420227,0.2222200483083725,0.7416510581970215,0.25422754883766174,0.15517811477184296,0.18335850536823273,0.23381876945495605,0.1959446221590042,0.23323258757591248,0.13501082360744476
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.19482189416885376,0.3066793978214264,0.21678471565246582,0.2275991588830948,0.5696388483047485,0.539380669593811,0.26721858978271484,0.20430970191955566
spite,0.2392895221710205,0.3877200484275818,0.2700543701648712,0.08220688253641129,0.18701152503490448,0.29946205019950867,0.2497020810842514,0.3317907452583313,0.24924595654010773,0.32662537693977356,0.1537058800458908
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.19742776453495026,0.3475167155265808,0.21310144662857056,0.2189858853816986,1.0,0.5052502155303955,0.30038365721702576,0.1826142966747284
us,0.2138180434703827,0.23250600695610046,0.25727739930152893,0.179067000746727,0.2203076332807541,0.17093554139137268,0.2871387302875519,0.23568789660930634,0.1862444281578064,0.17667677998542786,0.2742428481578827
economic,0.16004443168640137,0.14787930250167847,0.282455176115036,0.12707248330116272,0.3687368631362915,0.13937430083751678,0.2127944529056549,0.3030148148536682,0.2234611213207245,0.3389451503753662,0.1206481084227562
sanctions,0.250898540019989,0.26196473836898804,0.28428736329078674,0.16211934387683868,0.35905569791793823,0.2278885543346405,0.35250070691108704,0.23423455655574799,0.21995417773723602,0.32663819193840027,0.2475357949733734
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20104601979255676,0.27344048023223877,0.27890104055404663,0.24105922877788544,0.4946078956127167,0.427140474319458,0.2598235011100769,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.19249634444713593,0.2859337627887726,0.2900097072124481,0.25568434596061707,0.5116966962814331,0.3739250600337982,0.2569514513015747,0.20544172823429108
has,0.34538573026657104,0.2124989777803421,0.4177538752555847,0.15462468564510345,0.205010324716568,0.20624688267707825,0.2660943567752838,0.3909035325050354,0.4670248031616211,0.16718381643295288,0.15994466841220856
created,0.2840147316455841,0.26176875829696655,0.3539263904094696,0.11901532858610153,0.24114234745502472,0.1393211930990219,0.22349528968334198,0.32043445110321045,0.30777761340141296,0.2412053942680359,0.21177415549755096
or,0.417120099067688,0.28211739659309387,0.4174870550632477,0.21240465342998505,0.2456667572259903,0.28715160489082336,0.5043662190437317,0.3792596757411957,0.48853766918182373,0.16965541243553162,0.32389625906944275
assisted,0.23055948317050934,0.24836032092571259,0.22827282547950745,0.18171879649162292,0.1696806699037552,0.18327245116233826,0.17668581008911133,0.282266229391098,0.2544112205505371,0.22506970167160034,0.08560974150896072
like-minded,0.36077094078063965,0.4006817638874054,0.31613272428512573,0.21321327984333038,0.26313576102256775,0.43079185485839844,0.4153486490249634,0.325588196516037,0.3788284659385681,0.3136253356933594,0.3500843048095703
shia,0.12125474959611893,0.14537739753723145,0.17709055542945862,0.4600856602191925,0.1988973617553711,0.1622672826051712,0.1627510040998459,0.17946043610572815,0.11616960167884827,0.26471444964408875,0.18920543789863586
terrorist,0.16120962798595428,0.11201512068510056,0.22732560336589813,0.32006821036338806,0.36541980504989624,0.08147069811820984,0.21296003460884094,0.1716226041316986,0.2639465630054474,0.35062238574028015,0.14968016743659973
groups,0.21922865509986877,0.1589982509613037,0.27790749073028564,0.19141270220279694,0.20860309898853302,0.17361880838871002,0.16819526255130768,0.24723079800605774,0.2068004310131073,0.2295634150505066,0.14349548518657684
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.19482189416885376,0.3066793978214264,0.21678471565246582,0.2275991588830948,0.5696388483047485,0.539380669593811,0.26721858978271484,0.20430970191955566
iraq,0.18425685167312622,0.17306172847747803,0.2386751025915146,0.505272626876831,0.28482577204704285,0.1282811313867569,0.23096472024917603,0.24110949039459229,0.19861188530921936,0.3333093822002411,0.13788843154907227
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20104601979255676,0.27344048023223877,0.27890104055404663,0.24105922877788544,0.4946078956127167,0.427140474319458,0.2598235011100769,0.31091248989105225
egypt,0.2453436702489853,0.1887594312429428,0.2536296546459198,0.3530648350715637,0.23825344443321228,0.166276216506958,0.21520404517650604,0.25414037704467773,0.14361631870269775,0.24952299892902374,0.17769601941108704
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20104601979255676,0.27344048023223877,0.27890104055404663,0.24105922877788544,0.4946078956127167,0.427140474319458,0.2598235011100769,0.31091248989105225
syria,0.23408985137939453,0.12997110188007355,0.25272905826568604,0.4082142412662506,0.22619415819644928,0.10184381902217865,0.17483335733413696,0.23301105201244354,0.166398286819458,0.29087135195732117,0.1554446816444397
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20104601979255676,0.27344048023223877,0.27890104055404663,0.24105922877788544,0.4946078956127167,0.427140474319458,0.2598235011100769,0.31091248989105225
jordan,0.15200942754745483,0.16887551546096802,0.23594552278518677,0.2949734032154083,0.1101207286119461,0.12711280584335327,0.10518673807382584,0.25905120372772217,0.15182308852672577,0.16658979654312134,0.10991371423006058
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.18491379916667938,0.14655277132987976,0.10672757774591446,0.23120754957199097,0.35032153129577637,0.3206180930137634,0.20008404552936554,0.40561532974243164
sciri,0.19714245200157166,0.12820354104042053,0.28391438722610474,0.2536059617996216,0.2339584082365036,0.12774686515331268,0.20757336914539337,0.20795775949954987,0.24139294028282166,0.2468869835138321,0.17148153483867645
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.21824561059474945,0.15263929963111877,0.12793982028961182,0.25130602717399597,0.3680361211299896,0.3640355169773102,0.224250927567482,0.42300865054130554
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.19249634444713593,0.2859337627887726,0.2900097072124481,0.25568434596061707,0.5116966962814331,0.3739250600337982,0.2569514513015747,0.20544172823429108
lebanon,0.14072182774543762,0.10951273143291473,0.19571425020694733,0.3775680661201477,0.18283063173294067,0.1133197471499443,0.1126195639371872,0.2173863798379898,0.1398019641637802,0.2513467073440552,0.16440971195697784
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.18491379916667938,0.14655277132987976,0.10672757774591446,0.23120754957199097,0.35032153129577637,0.3206180930137634,0.20008404552936554,0.40561532974243164
hezbollah,0.24492117762565613,0.25377559661865234,0.3005337715148926,0.5107018947601318,0.37375709414482117,0.13625933229923248,0.22777128219604492,0.22558878362178802,0.2603694200515747,0.38307568430900574,0.2066831886768341
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.21824561059474945,0.15263929963111877,0.12793982028961182,0.25130602717399597,0.3680361211299896,0.3640355169773102,0.224250927567482,0.42300865054130554
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.18491379916667938,0.14655277132987976,0.10672757774591446,0.23120754957199097,0.35032153129577637,0.3206180930137634,0.20008404552936554,0.40561532974243164
two,0.3743424117565155,0.2755576968193054,0.43858039379119873,0.14904409646987915,0.21421611309051514,0.1601729542016983,0.20177806913852692,0.37726253271102905,0.3289857804775238,0.14983686804771423,0.19645625352859497
muslim,0.19608429074287415,0.2098924219608307,0.28099653124809265,0.41966167092323303,0.28737956285476685,0.20103296637535095,0.2002081722021103,0.267849862575531,0.21089844405651093,0.34758439660072327,0.17456822097301483
