,who,was,kublai,khan,'s,grandfather,?
the,0.3733934462070465,0.48711544275283813,0.32886171340942383,0.21067845821380615,-0.01540423184633255,0.25235381722450256,0.22068053483963013
dynasty,0.19946415722370148,0.24324211478233337,0.44820716977119446,0.34412047266960144,-0.03789631649851799,0.22506798803806305,0.15884074568748474
was,0.3318818509578705,1.0000001192092896,0.3139400780200958,0.23483267426490784,0.008974763564765453,0.2822606563568115,0.18412111699581146
established,0.20118318498134613,0.26515325903892517,0.19660919904708862,0.20076927542686462,-0.05163693428039551,0.12310659885406494,0.15917523205280304
by,0.39727845788002014,0.4752357602119446,0.2005719393491745,0.13558374345302582,-0.010884488001465797,0.17591014504432678,0.17966607213020325
kublai,0.2874084413051605,0.3139400780200958,0.9999999403953552,0.5925762057304382,-0.017352506518363953,0.2952738404273987,0.14562560617923737
khan,0.2616176903247833,0.23483267426490784,0.5925762057304382,1.0,0.05307086929678917,0.24044451117515564,0.12862591445446014
",",0.3365725874900818,0.45456063747406006,0.2569756805896759,0.19700400531291962,-0.0016132977325469255,0.2951357960700989,0.31091248989105225
yet,0.32774239778518677,0.2944047451019287,0.20997947454452515,0.1426049768924713,-0.060681819915771484,0.11887669563293457,0.4011770784854889
he,0.5500732064247131,0.5410010814666748,0.3360303044319153,0.24136358499526978,0.024063590914011,0.38760456442832947,0.2089974731206894
placed,0.1622145026922226,0.23873765766620636,0.1597060263156891,0.13073839247226715,-0.05542825907468796,0.12531468272209167,0.18964257836341858
his,0.44966956973075867,0.4405253231525421,0.3874718248844147,0.26570460200309753,0.047556519508361816,0.4443742036819458,0.18075084686279297
grandfather,0.402519166469574,0.2822606563568115,0.2952738404273987,0.24044451117515564,0.03629804030060768,1.0000001192092896,0.13359324634075165
genghis,0.3018350303173065,0.3037589192390442,0.6883882284164429,0.5896923542022705,0.031423866748809814,0.29113855957984924,0.18813461065292358
khan,0.2616176903247833,0.23483267426490784,0.5925762057304382,1.0,0.05307086929678917,0.24044451117515564,0.12862591445446014
on,0.2340552806854248,0.3909217119216919,0.18782250583171844,0.13222354650497437,0.0026888418942689896,0.14750626683235168,0.2714994251728058
the,0.3733934462070465,0.48711544275283813,0.32886171340942383,0.21067845821380615,-0.01540423184633255,0.25235381722450256,0.22068053483963013
imperial,0.11028370261192322,0.2417704313993454,0.33757176995277405,0.24857790768146515,-0.05247476324439049,0.1304738074541092,0.10900196433067322
records,0.1928240954875946,0.23035451769828796,0.15217217803001404,0.07778643071651459,0.015400216914713383,0.0874565914273262,0.12384546548128128
as,0.3923053741455078,0.3677520453929901,0.1864137202501297,0.22500167787075043,-0.05775856226682663,0.2518898844718933,0.27043893933296204
the,0.3733934462070465,0.48711544275283813,0.32886171340942383,0.21067845821380615,-0.01540423184633255,0.25235381722450256,0.22068053483963013
official,0.11444056034088135,0.24680811166763306,0.1633950173854828,0.09960836172103882,0.0002636060817167163,0.14970500767230988,0.18097688257694244
founder,0.28227898478507996,0.3223331570625305,0.18920332193374634,0.28315770626068115,-0.033734891563653946,0.32850968837738037,0.13665783405303955
of,0.2827862501144409,0.4069072902202606,0.231930211186409,0.17124508321285248,-0.03817026689648628,0.22528615593910217,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.32886171340942383,0.21067845821380615,-0.01540423184633255,0.25235381722450256,0.22068053483963013
dynasty,0.19946415722370148,0.24324211478233337,0.44820716977119446,0.34412047266960144,-0.03789631649851799,0.22506798803806305,0.15884074568748474
as,0.3923053741455078,0.3677520453929901,0.1864137202501297,0.22500167787075043,-0.05775856226682663,0.2518898844718933,0.27043893933296204
taizu,0.3098638653755188,0.3061399757862091,0.6053340435028076,0.4149356782436371,-0.013941040262579918,0.3241971731185913,0.19743140041828156
.,0.3541337847709656,0.40146201848983765,0.2311694622039795,0.19819748401641846,-0.003708066651597619,0.21154266595840454,0.4130953550338745
