,who,first,discovered,his,body,?
his,0.44966956973075867,0.3241460621356964,0.18428096175193787,0.9999998807907104,0.2533397674560547,0.18075084686279297
body,0.2087378203868866,0.21926157176494598,0.235035702586174,0.2533397674560547,1.0,0.20136451721191406
was,0.3318818509578705,0.5022147297859192,0.3177400529384613,0.4405253231525421,0.19372783601284027,0.18412111699581146
later,0.35185644030570984,0.48412203788757324,0.23841983079910278,0.4538118839263916,0.16748827695846558,0.1417175978422165
found,0.17055200040340424,0.12677021324634552,0.4998607039451599,0.13338476419448853,0.21785740554332733,0.16790300607681274
by,0.39727845788002014,0.3877052962779999,0.2291465401649475,0.3107621967792511,0.23696592450141907,0.17966607213020325
maid,0.3318227529525757,0.2935529053211212,0.14219176769256592,0.2344793677330017,0.1119936928153038,0.10693264752626419
alice,0.20620091259479523,0.18556323647499084,0.06927894800901413,0.20420198142528534,0.07452602684497833,0.1645866334438324
monaghan,0.2406367063522339,0.17625851929187775,0.10475532710552216,0.16760994493961334,0.11258581280708313,0.08127332478761673
after,0.32549580931663513,0.42302387952804565,0.2557624876499176,0.41949746012687683,0.17152558267116547,0.16608688235282898
she,0.45818623900413513,0.310329794883728,0.1495060920715332,0.5196505188941956,0.19468043744564056,0.14223381876945496
had,0.36173108220100403,0.3379828929901123,0.3197344243526459,0.4401516616344452,0.1871735006570816,0.20728366076946259
entered,0.14767324924468994,0.27325937151908875,0.2024375945329666,0.2499316930770874,0.14750444889068604,0.10335487127304077
tesla,0.1520961970090866,0.17383763194084167,0.13211879134178162,0.1580733060836792,0.03466523438692093,0.10250775516033173
's,0.05599616840481758,-0.014458609744906425,-0.08296903222799301,0.047556519508361816,0.003652067156508565,-0.023395681753754616
room,0.2733173370361328,0.14084285497665405,0.17089605331420898,0.2033587545156479,0.20679228007793427,0.1769251674413681
",",0.3365725874900818,0.34503069519996643,0.26185235381126404,0.3378419280052185,0.22437527775764465,0.31091248989105225
ignoring,0.27034255862236023,0.14727747440338135,0.1438022404909134,0.295978307723999,0.21424303948879242,0.3513915240764618
the,0.3733934462070465,0.49448907375335693,0.27493247389793396,0.4394008219242096,0.31682634353637695,0.22068053483963013
``,0.02397952415049076,0.006519378628581762,-0.020482761785387993,0.008275155909359455,0.1229623407125473,0.0685480609536171
do,0.2662210166454315,0.19137287139892578,0.1840335875749588,0.15088757872581482,0.1887626349925995,0.4093979299068451
not,0.369414746761322,0.2955942749977112,0.22524185478687286,0.2710725963115692,0.2930580973625183,0.41942933201789856
disturb,0.20940887928009033,0.1390492469072342,0.19359560310840607,0.17633825540542603,0.22265873849391937,0.18681302666664124
'',0.024401003494858742,-0.03874251991510391,0.04094013199210167,0.016508836299180984,-0.08913766592741013,0.018684765323996544
sign,0.15820136666297913,0.16837535798549652,0.09596148133277893,0.13560563325881958,0.14712733030319214,0.21454890072345734
that,0.45444270968437195,0.3482176661491394,0.3047933280467987,0.3173833191394806,0.32291916012763977,0.32716336846351624
tesla,0.1520961970090866,0.17383763194084167,0.13211879134178162,0.1580733060836792,0.03466523438692093,0.10250775516033173
had,0.36173108220100403,0.3379828929901123,0.3197344243526459,0.4401516616344452,0.1871735006570816,0.20728366076946259
placed,0.1622145026922226,0.17048108577728271,0.2770152688026428,0.18998442590236664,0.24127990007400513,0.18964257836341858
on,0.2340552806854248,0.3120559751987457,0.17871862649917603,0.32064297795295715,0.20112086832523346,0.2714994251728058
his,0.44966956973075867,0.3241460621356964,0.18428096175193787,0.9999998807907104,0.2533397674560547,0.18075084686279297
door,0.21572336554527283,0.13481619954109192,0.10715564340353012,0.17515265941619873,0.233378067612648,0.17460282146930695
two,0.2791741192340851,0.3794230818748474,0.20618532598018646,0.3376699388027191,0.182792067527771,0.19645625352859497
days,0.2709154784679413,0.20935626327991486,0.17029716074466705,0.28137731552124023,0.20306536555290222,0.2198754847049713
earlier,0.23053643107414246,0.30330008268356323,0.23862801492214203,0.2069859355688095,0.07682127505540848,0.13306351006031036
.,0.3541337847709656,0.4345304071903229,0.23523737490177155,0.3119256794452667,0.29751062393188477,0.4130953550338745
