,what,project,did,leonard,goldenson,offer,to,invest,in,before,the,canadian,radio-television,commission,ruled,against,abc,?
leonard,0.1570405662059784,0.13800691068172455,0.15620286762714386,1.0,0.30372458696365356,0.08262746036052704,0.14738903939723969,0.20608282089233398,0.22365060448646545,0.18620796501636505,0.16797682642936707,0.1999535709619522,0.25009480118751526,0.19322507083415985,0.09131685644388199,0.05232792720198631,0.16451872885227203,0.1752568930387497
goldenson,0.24370093643665314,0.19006438553333282,0.18173369765281677,0.30372458696365356,1.0,0.14223715662956238,0.18715453147888184,0.16520196199417114,0.2430626004934311,0.18199756741523743,0.28907305002212524,0.2505786120891571,0.34735414385795593,0.18999260663986206,0.11021354049444199,0.1798286736011505,0.29072654247283936,0.2495560646057129
agreed,0.3416297733783722,0.18411335349082947,0.47254884243011475,0.1176191121339798,0.10398785024881363,0.3438645303249359,0.35596710443496704,0.2908042073249817,0.18135444819927216,0.2625715434551239,0.24722334742546082,0.15510138869285583,0.17475801706314087,0.26673758029937744,0.3168809413909912,0.2806575894355774,0.1438940167427063,0.21258382499217987
to,0.455847829580307,0.28750085830688477,0.4452643394470215,0.14738903939723969,0.18715453147888184,0.34615713357925415,1.0,0.28345975279808044,0.45010748505592346,0.4190867841243744,0.535392165184021,0.1420166939496994,0.24994058907032013,0.24674905836582184,0.15009452402591705,0.310872346162796,0.1762417107820511,0.29463258385658264
acquire,0.21993321180343628,0.14577625691890717,0.15333779156208038,0.10287106782197952,0.205976665019989,0.2614530324935913,0.19960732758045197,0.29995033144950867,0.16787947714328766,0.1574564129114151,0.19284681975841522,0.19989162683486938,0.21934498846530914,0.14932580292224884,0.21378487348556519,0.14383083581924438,0.09076379239559174,0.1228754073381424
a,0.3320399522781372,0.2328382134437561,0.2552328109741211,0.14267303049564362,0.29056107997894287,0.20917463302612305,0.45503583550453186,0.2961938977241516,0.539380669593811,0.3583870828151703,0.5829201340675354,0.2098594456911087,0.2862469255924225,0.18981990218162537,0.11997509747743607,0.2227657586336136,0.21331243216991425,0.23916715383529663
25,0.12916474044322968,0.027427418157458305,0.19968153536319733,0.060913488268852234,-0.012289953418076038,0.1778472512960434,0.12336429208517075,0.10071967542171478,0.14793018996715546,0.1833265870809555,0.1671934723854065,0.10374578833580017,0.15588738024234772,0.1789524406194687,0.10440479964017868,0.19860148429870605,0.05463181436061859,0.09614268690347672
%,0.20738190412521362,0.13658471405506134,0.1450016051530838,0.056110840290784836,0.1993432193994522,0.06466548144817352,0.18513022363185883,0.12114976346492767,0.19465309381484985,0.15687835216522217,0.21490740776062012,0.05643623694777489,0.121732696890831,0.08846625685691833,0.15996013581752777,0.1570054441690445,0.061222776770591736,0.21441808342933655
interest,0.23849236965179443,0.2643386423587799,0.21788068115711212,0.17058442533016205,0.20613230764865875,0.2846997380256653,0.29384326934814453,0.4181002676486969,0.27232617139816284,0.17468267679214478,0.197127103805542,0.09005077928304672,0.21039043366909027,0.2309490293264389,0.10641375929117203,0.21131578087806702,0.1958511769771576,0.2411724328994751
in,0.30808621644973755,0.16277937591075897,0.2593238651752472,0.22365060448646545,0.2430626004934311,0.1875079721212387,0.45010748505592346,0.22258685529232025,1.0,0.4155850410461426,0.6662389636039734,0.15288233757019043,0.29945728182792664,0.21326816082000732,0.20897114276885986,0.27273955941200256,0.1697147786617279,0.20430970191955566
cfto-tv,0.29951953887939453,0.26672157645225525,0.1777169555425644,0.20681214332580566,0.36270979046821594,0.27291905879974365,0.2973599135875702,0.3242400288581848,0.30013617873191833,0.23125125467777252,0.3151546120643616,0.2197239249944687,0.6005759835243225,0.25983843207359314,0.18687020242214203,0.1252719908952713,0.4339485764503479,0.3503766357898712
;,0.10986888408660889,0.028092388063669205,0.10727239400148392,0.08713533729314804,0.09767092764377594,0.03362434729933739,0.0979827418923378,0.009720757603645325,0.092739537358284,0.04281490668654442,0.09152708947658539,-0.04446836933493614,-0.03729110211133957,-0.0377025306224823,0.07798008620738983,0.05968175083398819,-0.0012340332614257932,0.10349778085947037
however,0.4480680823326111,0.23169384896755219,0.5603718757629395,0.10724891722202301,0.2233673334121704,0.3933953046798706,0.5474119186401367,0.2991176247596741,0.3982149362564087,0.4614715874195099,0.49814513325691223,0.1750766485929489,0.2401120662689209,0.18386517465114594,0.2534908652305603,0.3361685574054718,0.13561899960041046,0.2152075469493866
",",0.3087472915649414,0.24875426292419434,0.3015086054801941,0.27495285868644714,0.3194567561149597,0.2830800712108612,0.44245919585227966,0.24851465225219727,0.5201468467712402,0.3156566619873047,0.4933079481124878,0.21999135613441467,0.30260467529296875,0.19528092443943024,0.25170713663101196,0.31168749928474426,0.2097204476594925,0.31091248989105225
legislation,0.26615777611732483,0.2266424149274826,0.1931830793619156,0.09632899612188339,0.16241101920604706,0.19985193014144897,0.25758448243141174,0.2527545094490051,0.2219952940940857,0.19986234605312347,0.2839483618736267,0.12353719770908356,0.174279123544693,0.4362846910953522,0.2924901843070984,0.22596509754657745,0.14032630622386932,0.21123437583446503
by,0.2455483376979828,0.2110227346420288,0.18574509024620056,0.21996533870697021,0.22953177988529205,0.15273679792881012,0.33534231781959534,0.11980714648962021,0.370934396982193,0.37709173560142517,0.4408751428127289,0.20535501837730408,0.2660292983055115,0.25094297528266907,0.21958500146865845,0.24816733598709106,0.17600902915000916,0.17966607213020325
the,0.42745697498321533,0.2027820199728012,0.34736719727516174,0.16797682642936707,0.28907305002212524,0.21118608117103577,0.535392165184021,0.20911042392253876,0.6662389636039734,0.45900648832321167,1.0,0.2549104690551758,0.2981795370578766,0.24418850243091583,0.2668108344078064,0.3090755045413971,0.2068762183189392,0.22068053483963013
canadian,0.14819227159023285,0.08546122908592224,0.15543626248836517,0.1999535709619522,0.2505786120891571,0.155596062541008,0.1420166939496994,0.20269885659217834,0.15288233757019043,0.12142796814441681,0.2549104690551758,1.0,0.2735923230648041,0.14140889048576355,0.057331882417201996,0.1380995661020279,0.18300527334213257,0.10011322796344757
radio-television,0.25106340646743774,0.15955230593681335,0.22087210416793823,0.25009480118751526,0.34735414385795593,0.18372583389282227,0.24994058907032013,0.19242246448993683,0.29945728182792664,0.2537826597690582,0.2981795370578766,0.2735923230648041,1.0,0.2398771196603775,0.14108026027679443,0.1319219172000885,0.43726518750190735,0.18176312744617462
commission,0.22273972630500793,0.277640163898468,0.18697425723075867,0.19322507083415985,0.18999260663986206,0.13177308440208435,0.24674905836582184,0.325710266828537,0.21326816082000732,0.19285549223423004,0.24418850243091583,0.14140889048576355,0.2398771196603775,0.9999998807907104,0.18478605151176453,0.22691772878170013,0.1759900003671646,0.16231559216976166
prohibited,0.22246652841567993,0.1502387821674347,0.24985480308532715,0.045715220272541046,0.10032783448696136,0.20843620598316193,0.22337907552719116,0.16034898161888123,0.19685868918895721,0.2995842695236206,0.21820631623268127,0.06982865929603577,0.16671203076839447,0.26540783047676086,0.3890802562236786,0.24175938963890076,0.116641566157341,0.23191292583942413
abc,0.1317344456911087,0.12072815746068954,0.13353709876537323,0.16451872885227203,0.29072654247283936,0.15687143802642822,0.1762417107820511,0.12339548021554947,0.1697147786617279,0.15682047605514526,0.2068762183189392,0.18300527334213257,0.43726518750190735,0.1759900003671646,0.16334021091461182,0.10121753811836243,1.0000001192092896,0.19065172970294952
's,0.02692362666130066,0.07063660025596619,0.05069678649306297,-0.039364878088235855,0.09304779767990112,0.08889953792095184,0.03782717138528824,0.06411413103342056,-0.037580832839012146,-0.01158253662288189,-0.01540423184633255,0.0824752002954483,0.10187679529190063,0.03937619924545288,-0.0068405005149543285,-0.0006242102244868875,0.06670809537172318,-0.023395681753754616
involvement,0.30981504917144775,0.32760509848594666,0.2901512682437897,0.15219631791114807,0.14847096800804138,0.2680487334728241,0.29958316683769226,0.3486841917037964,0.3125113248825073,0.3017125725746155,0.31395667791366577,0.14267219603061676,0.18892139196395874,0.34659573435783386,0.20169493556022644,0.27694451808929443,0.139873668551445,0.23233754932880402
",",0.3087472915649414,0.24875426292419434,0.3015086054801941,0.27495285868644714,0.3194567561149597,0.2830800712108612,0.44245919585227966,0.24851465225219727,0.5201468467712402,0.3156566619873047,0.4933079481124878,0.21999135613441467,0.30260467529296875,0.19528092443943024,0.25170713663101196,0.31168749928474426,0.2097204476594925,0.31091248989105225
resulting,0.17960047721862793,0.1624312847852707,0.17864365875720978,-0.0077276346273720264,0.16785608232021332,0.23036915063858032,0.26808956265449524,0.22082045674324036,0.3149644732475281,0.3509765863418579,0.3905409574508667,0.10444704443216324,0.2576296925544739,0.20651932060718536,0.12861131131649017,0.23435275256633759,0.14861378073692322,0.10813049972057343
in,0.30808621644973755,0.16277937591075897,0.2593238651752472,0.22365060448646545,0.2430626004934311,0.1875079721212387,0.45010748505592346,0.22258685529232025,1.0,0.4155850410461426,0.6662389636039734,0.15288233757019043,0.29945728182792664,0.21326816082000732,0.20897114276885986,0.27273955941200256,0.1697147786617279,0.20430970191955566
the,0.42745697498321533,0.2027820199728012,0.34736719727516174,0.16797682642936707,0.28907305002212524,0.21118608117103577,0.535392165184021,0.20911042392253876,0.6662389636039734,0.45900648832321167,1.0,0.2549104690551758,0.2981795370578766,0.24418850243091583,0.2668108344078064,0.3090755045413971,0.2068762183189392,0.22068053483963013
company,0.2333769053220749,0.22044257819652557,0.16800642013549805,0.1737263798713684,0.3027794659137726,0.2260824739933014,0.24903783202171326,0.3645477890968323,0.22141718864440918,0.20497676730155945,0.26591673493385315,0.1858968436717987,0.2636284828186035,0.28997603058815,0.1106976717710495,0.17072854936122894,0.16210390627384186,0.12195809185504913
withdrawing,0.30365949869155884,0.26153847575187683,0.32743290066719055,0.13573327660560608,0.11962364614009857,0.31781163811683655,0.33046096563339233,0.2505519390106201,0.25291797518730164,0.3045206367969513,0.3237048387527466,0.1509442776441574,0.2050674557685852,0.1996845006942749,0.19927948713302612,0.2838020920753479,0.10019958764314651,0.21841749548912048
from,0.2737620174884796,0.17965814471244812,0.20248863101005554,0.1036163792014122,0.20883603394031525,0.16435587406158447,0.4069952368736267,0.1504315435886383,0.4274188280105591,0.38587698340415955,0.40150508284568787,0.11763115227222443,0.23912979662418365,0.17546877264976501,0.24653145670890808,0.2447778731584549,0.12159302085638046,0.19969791173934937
the,0.42745697498321533,0.2027820199728012,0.34736719727516174,0.16797682642936707,0.28907305002212524,0.21118608117103577,0.535392165184021,0.20911042392253876,0.6662389636039734,0.45900648832321167,1.0,0.2549104690551758,0.2981795370578766,0.24418850243091583,0.2668108344078064,0.3090755045413971,0.2068762183189392,0.22068053483963013
project,0.27033838629722595,1.0,0.18681181967258453,0.13800691068172455,0.19006438553333282,0.17733366787433624,0.28750085830688477,0.29334333539009094,0.16277937591075897,0.17663998901844025,0.2027820199728012,0.08546122908592224,0.15955230593681335,0.277640163898468,0.08142279088497162,0.14174199104309082,0.12072815746068954,0.30569031834602356
before,0.3801657259464264,0.17663998901844025,0.33642593026161194,0.18620796501636505,0.18199756741523743,0.18720190227031708,0.4190867841243744,0.16990166902542114,0.4155850410461426,1.0,0.45900648832321167,0.12142796814441681,0.2537826597690582,0.19285549223423004,0.22937262058258057,0.24549540877342224,0.15682047605514526,0.2507109045982361
the,0.42745697498321533,0.2027820199728012,0.34736719727516174,0.16797682642936707,0.28907305002212524,0.21118608117103577,0.535392165184021,0.20911042392253876,0.6662389636039734,0.45900648832321167,1.0,0.2549104690551758,0.2981795370578766,0.24418850243091583,0.2668108344078064,0.3090755045413971,0.2068762183189392,0.22068053483963013
station,0.1613752841949463,0.22300483286380768,0.11704530566930771,0.12805180251598358,0.0967501774430275,0.15447472035884857,0.21352042257785797,0.15237970650196075,0.21784305572509766,0.19482064247131348,0.23609806597232819,0.10181346535682678,0.386855810880661,0.24314051866531372,0.08879624307155609,0.06603410094976425,0.21780119836330414,0.12574981153011322
's,0.02692362666130066,0.07063660025596619,0.05069678649306297,-0.039364878088235855,0.09304779767990112,0.08889953792095184,0.03782717138528824,0.06411413103342056,-0.037580832839012146,-0.01158253662288189,-0.01540423184633255,0.0824752002954483,0.10187679529190063,0.03937619924545288,-0.0068405005149543285,-0.0006242102244868875,0.06670809537172318,-0.023395681753754616
launch,0.22967466711997986,0.3232397139072418,0.19841566681861877,0.06219828501343727,0.1696835458278656,0.26091036200523376,0.25276505947113037,0.23584702610969543,0.19686491787433624,0.22939196228981018,0.2628649175167084,0.1169920265674591,0.26488402485847473,0.21580380201339722,0.10941062867641449,0.24225100874900818,0.21600057184696198,0.22009649872779846
.,0.3567904531955719,0.23938670754432678,0.35288307070732117,0.21263611316680908,0.2818927466869354,0.23210087418556213,0.4645031690597534,0.27043604850769043,0.5591574311256409,0.36693984270095825,0.5934505462646484,0.18228819966316223,0.3192165493965149,0.20309296250343323,0.22453029453754425,0.28705209493637085,0.2567209303379059,0.4130953550338745
