,what,concept,explains,why,objects,continue,in,constant,motion,?
the,0.42745697498321533,0.2355310022830963,0.28699636459350586,0.30742117762565613,0.24716724455356598,0.28966447710990906,0.6662389636039734,0.2037150114774704,0.30530840158462524,0.22068053483963013
concept,0.28724339604377747,0.9999998807907104,0.3307400643825531,0.2680566608905792,0.32524287700653076,0.15662631392478943,0.21857000887393951,0.2549290359020233,0.29642152786254883,0.17160645127296448
of,0.33290785551071167,0.24082158505916595,0.2681346833705902,0.28464117646217346,0.23814009130001068,0.19578875601291656,0.5696388483047485,0.25393494963645935,0.24864931404590607,0.1826142966747284
inertia,0.2659069001674652,0.3397224545478821,0.33234646916389465,0.30713769793510437,0.4166845977306366,0.17849913239479065,0.15215353667736053,0.49287816882133484,0.48541054129600525,0.20492924749851227
can,0.34502777457237244,0.19876942038536072,0.2846132814884186,0.38329222798347473,0.3987920582294464,0.29190096259117126,0.26527702808380127,0.2332909256219864,0.22257983684539795,0.3226337134838104
be,0.3929833769798279,0.3064061105251312,0.28908324241638184,0.4042811989784241,0.311663955450058,0.3588188588619232,0.3481820821762085,0.21310889720916748,0.21529123187065125,0.3324260413646698
further,0.30867868661880493,0.23520493507385254,0.2655200958251953,0.308461457490921,0.17912882566452026,0.3640521764755249,0.233941450715065,0.14917270839214325,0.17754077911376953,0.20960763096809387
generalized,0.23858124017715454,0.3250366151332855,0.2794971466064453,0.18124723434448242,0.23188196122646332,0.20523853600025177,0.23109760880470276,0.3109186291694641,0.24001489579677582,0.17924650013446808
to,0.455847829580307,0.2465057224035263,0.31671661138534546,0.4100138247013092,0.2695634961128235,0.4441169500350952,0.45010748505592346,0.26379308104515076,0.26277783513069153,0.29463258385658264
explain,0.46946078538894653,0.3642212450504303,0.8268231153488159,0.5301897525787354,0.2935660183429718,0.30966266989707947,0.206684410572052,0.2459479719400406,0.24905885756015778,0.365981787443161
the,0.42745697498321533,0.2355310022830963,0.28699636459350586,0.30742117762565613,0.24716724455356598,0.28966447710990906,0.6662389636039734,0.2037150114774704,0.30530840158462524,0.22068053483963013
tendency,0.27676689624786377,0.29568198323249817,0.2915100157260895,0.25684183835983276,0.26333123445510864,0.3147798776626587,0.1725490689277649,0.31546908617019653,0.245098277926445,0.15298421680927277
of,0.33290785551071167,0.24082158505916595,0.2681346833705902,0.28464117646217346,0.23814009130001068,0.19578875601291656,0.5696388483047485,0.25393494963645935,0.24864931404590607,0.1826142966747284
objects,0.24020016193389893,0.32524287700653076,0.2785336673259735,0.25774088501930237,1.0000001192092896,0.15516068041324615,0.23406893014907837,0.2708791196346283,0.3248368203639984,0.15479016304016113
to,0.455847829580307,0.2465057224035263,0.31671661138534546,0.4100138247013092,0.2695634961128235,0.4441169500350952,0.45010748505592346,0.26379308104515076,0.26277783513069153,0.29463258385658264
continue,0.34721019864082336,0.15662631392478943,0.24544058740139008,0.27529269456863403,0.15516068041324615,0.9999999403953552,0.249076247215271,0.17822836339473724,0.1739484965801239,0.23903685808181763
in,0.30808621644973755,0.21857000887393951,0.2149558812379837,0.23227278888225555,0.23406893014907837,0.249076247215271,1.0,0.15271376073360443,0.2190442532300949,0.20430970191955566
many,0.36131182312965393,0.2787836492061615,0.2941974997520447,0.38531482219696045,0.28860995173454285,0.3345869183540344,0.41474202275276184,0.18735554814338684,0.19777630269527435,0.2124512493610382
different,0.39262300729751587,0.2966262400150299,0.3287900388240814,0.291528582572937,0.3494793772697449,0.22112852334976196,0.29409363865852356,0.18953995406627655,0.19966137409210205,0.24476227164268494
forms,0.16334041953086853,0.26936259865760803,0.2145712822675705,0.14533895254135132,0.24697931110858917,0.1771036684513092,0.26377561688423157,0.1306183785200119,0.21801047027111053,0.1196754202246666
of,0.33290785551071167,0.24082158505916595,0.2681346833705902,0.28464117646217346,0.23814009130001068,0.19578875601291656,0.5696388483047485,0.25393494963645935,0.24864931404590607,0.1826142966747284
constant,0.22559526562690735,0.2549290359020233,0.2000969797372818,0.21365675330162048,0.2708791196346283,0.17822836339473724,0.15271376073360443,1.0,0.2816808521747589,0.14516431093215942
motion,0.260096937417984,0.29642152786254883,0.23771561682224274,0.26054731011390686,0.3248368203639984,0.1739484965801239,0.2190442532300949,0.2816808521747589,0.9999999403953552,0.20143945515155792
",",0.3087472915649414,0.20029692351818085,0.24439138174057007,0.2827242314815521,0.21213118731975555,0.3163892924785614,0.5201468467712402,0.21295993030071259,0.18457698822021484,0.31091248989105225
even,0.40872135758399963,0.26833364367485046,0.30947795510292053,0.5221582055091858,0.3019566833972931,0.3750695586204529,0.29146435856819153,0.26738911867141724,0.19829922914505005,0.30082517862319946
those,0.44466671347618103,0.29759660363197327,0.27433326840400696,0.37823134660720825,0.3735606372356415,0.33530986309051514,0.3419301211833954,0.18864616751670837,0.1957838535308838,0.3328189253807068
that,0.6297725439071655,0.3531160056591034,0.4315432608127594,0.5601457357406616,0.33961281180381775,0.39601582288742065,0.435920387506485,0.2775205373764038,0.2637788951396942,0.32716336846351624
are,0.29724663496017456,0.21223078668117523,0.2550947070121765,0.3273901343345642,0.3614059388637543,0.29296642541885376,0.3841303884983063,0.1531907021999359,0.16249577701091766,0.24591213464736938
not,0.5449194312095642,0.2869156002998352,0.31504809856414795,0.5504072904586792,0.2832675576210022,0.41700583696365356,0.3403114080429077,0.24966473877429962,0.19203688204288483,0.41942933201789856
strictly,0.2703031599521637,0.33546948432922363,0.2600729763507843,0.3233046233654022,0.28284135460853577,0.22624824941158295,0.18136976659297943,0.20329169929027557,0.2756071984767914,0.20292048156261444
constant,0.22559526562690735,0.2549290359020233,0.2000969797372818,0.21365675330162048,0.2708791196346283,0.17822836339473724,0.15271376073360443,1.0,0.2816808521747589,0.14516431093215942
