,what,conjecture,holds,that,there,are,always,a,minimum,of,4,primes,between,the,squares,of,consecutive,primes,greater,than,2,?
these,0.4164220690727234,0.20000362396240234,0.1114150807261467,0.5512621402740479,0.5289234519004822,0.7107698917388916,0.36592429876327515,0.24380075931549072,0.26000258326530457,0.42684608697891235,-0.053844016045331955,0.2700791656970978,0.3469904065132141,0.49086877703666687,0.25084707140922546,0.42684608697891235,0.19727906584739685,0.2700791656970978,0.2263559252023697,0.35475656390190125,0.018294787034392357,0.2571668326854706
conjectures,0.25656017661094666,0.9055193662643433,0.10612764209508896,0.3155321478843689,0.23312456905841827,0.30961352586746216,0.23379948735237122,0.22357867658138275,0.18885672092437744,0.21716158092021942,-0.13048410415649414,0.533683180809021,0.14467687904834747,0.18065236508846283,0.2420751005411148,0.21716158092021942,0.16691499948501587,0.533683180809021,0.14602738618850708,0.2462901771068573,-0.031041007488965988,0.2072860598564148
are,0.29724663496017456,0.2357640564441681,0.22953253984451294,0.45265161991119385,0.5433560013771057,1.0,0.3535380959510803,0.265255331993103,0.2468518614768982,0.39081433415412903,-0.08760347217321396,0.2606703042984009,0.2766000032424927,0.40399202704429626,0.3009814918041229,0.39081433415412903,0.18338324129581451,0.2606703042984009,0.19981995224952698,0.39206281304359436,-0.028399748727679253,0.24591213464736938
special,0.24134232103824615,0.07087911665439606,0.2247491031885147,0.27173271775245667,0.252066045999527,0.28764480352401733,0.23130454123020172,0.31333932280540466,0.16777239739894867,0.27998968958854675,0.08987119048833847,0.12812252342700958,0.0979929119348526,0.3027077615261078,0.17003679275512695,0.27998968958854675,0.23047155141830444,0.12812252342700958,0.19313323497772217,0.15972432494163513,-0.054317671805620193,0.29623302817344666
cases,0.2612028121948242,0.2933432161808014,0.19030959904193878,0.3740561306476593,0.3664475679397583,0.4178389310836792,0.3321854770183563,0.3244450092315674,0.27193108201026917,0.31000128388404846,-0.045761700719594955,0.3013673722743988,0.15401586890220642,0.33415094017982483,0.24248550832271576,0.31000128388404846,0.16705989837646484,0.3013673722743988,0.1768922656774521,0.32750970125198364,-0.093323715031147,0.25599566102027893
of,0.33290785551071167,0.21028703451156616,0.2644946873188019,0.41498205065727234,0.44397735595703125,0.39081433415412903,0.25258868932724,0.5052502155303955,0.23140138387680054,1.0,0.17227263748645782,0.22199293971061707,0.3737983703613281,0.733189046382904,0.25657013058662415,1.0,0.21385234594345093,0.22199293971061707,0.34470728039741516,0.33036211133003235,-0.013777675107121468,0.1826142966747284
the,0.42745697498321533,0.19382554292678833,0.28190866112709045,0.5473989248275757,0.47025805711746216,0.40399202704429626,0.31570959091186523,0.5829201340675354,0.21698720753192902,0.733189046382904,0.15499350428581238,0.22359657287597656,0.39067012071609497,1.0,0.2891741096973419,0.733189046382904,0.2850041091442108,0.22359657287597656,0.2814446687698364,0.3227543234825134,-0.019434669986367226,0.22068053483963013
broad,0.21419112384319305,0.130852609872818,0.12308619171380997,0.23863309621810913,0.2680385410785675,0.2582208216190338,0.1404331773519516,0.2986859381198883,0.2190110832452774,0.2426680326461792,-0.004898223094642162,0.07445909827947617,0.18991819024085999,0.27128511667251587,0.24753335118293762,0.2426680326461792,0.13591787219047546,0.07445909827947617,0.2895328998565674,0.2125592678785324,-0.06397613883018494,0.15083929896354675
schinzel,0.12543733417987823,0.25582003593444824,0.1230531856417656,0.1582806408405304,0.1286642998456955,0.1549082249403,0.1469583511352539,0.2750672399997711,0.1122937947511673,0.2786795496940613,0.1737886220216751,0.2340860366821289,0.14248347282409668,0.26873499155044556,0.1534578949213028,0.2786795496940613,0.20883771777153015,0.2340860366821289,0.08871600776910782,0.1059405580163002,-0.020044907927513123,0.21308733522891998
's,0.02692362666130066,-0.03307415544986725,0.016165124252438545,0.04397977516055107,-0.04860968142747879,-0.008927806280553341,0.07762603461742401,0.04866964742541313,0.00876589585095644,-0.03817026689648628,-0.0858617052435875,0.011744771152734756,0.006096371449530125,-0.01540423184633255,0.026297543197870255,-0.03817026689648628,0.05038229748606682,0.011744771152734756,0.06379587203264236,0.0585811510682106,0.10492397099733353,-0.023395681753754616
hypothesis,0.32678523659706116,0.5303688049316406,0.07757152616977692,0.3562784492969513,0.23066595196723938,0.17942708730697632,0.17646388709545135,0.2433040589094162,0.22407418489456177,0.18608006834983826,-0.13675174117088318,0.3432275354862213,0.1670493185520172,0.2221619188785553,0.21662309765815735,0.18608006834983826,0.07224245369434357,0.3432275354862213,0.16993647813796997,0.23353712260723114,0.048734527081251144,0.20027662813663483
h.,-0.13654984533786774,-0.12731464207172394,-0.04831790551543236,-0.1771814227104187,-0.024692874401807785,0.02807333692908287,-0.17210690677165985,-0.1622834950685501,-0.11146177351474762,-0.09578611701726913,0.011509275995194912,-0.1091194674372673,0.030813870951533318,-0.10884115099906921,-0.0013579980004578829,-0.09578611701726913,-0.12720440328121185,-0.1091194674372673,0.00839389581233263,-0.05119987949728966,-0.023420250043272972,-0.10847286134958267
brocard,0.21002709865570068,0.3200945258140564,0.18626108765602112,0.2493932694196701,0.219758078455925,0.2554542124271393,0.15790247917175293,0.21833676099777222,0.20657971501350403,0.24815531075000763,0.01605207473039627,0.26848700642585754,0.19833926856517792,0.24236419796943665,0.23919826745986938,0.24815531075000763,0.170461043715477,0.26848700642585754,0.17622385919094086,0.1800099015235901,-0.04650048911571503,0.19057971239089966
's,0.02692362666130066,-0.03307415544986725,0.016165124252438545,0.04397977516055107,-0.04860968142747879,-0.008927806280553341,0.07762603461742401,0.04866964742541313,0.00876589585095644,-0.03817026689648628,-0.0858617052435875,0.011744771152734756,0.006096371449530125,-0.01540423184633255,0.026297543197870255,-0.03817026689648628,0.05038229748606682,0.011744771152734756,0.06379587203264236,0.0585811510682106,0.10492397099733353,-0.023395681753754616
conjecture,0.2976536452770233,1.0,0.10084795206785202,0.33185112476348877,0.20588640868663788,0.2357640564441681,0.2554459869861603,0.26609256863594055,0.2206578254699707,0.21028703451156616,-0.10773894935846329,0.5185601711273193,0.0961189866065979,0.19382554292678833,0.21510618925094604,0.21028703451156616,0.15968412160873413,0.5185601711273193,0.146732360124588,0.228083997964859,0.002628542250022292,0.23591084778308868
says,0.43107321858406067,0.23803414404392242,0.2165038287639618,0.4701751470565796,0.34656134247779846,0.20766083896160126,0.35221824049949646,0.31951332092285156,0.21195954084396362,0.29148387908935547,-0.021763736382126808,0.262948602437973,0.15926827490329742,0.29071056842803955,0.2067585587501526,0.29148387908935547,0.08043911308050156,0.262948602437973,0.12225031107664108,0.23709818720817566,-0.034626707434654236,0.2869862914085388
that,0.6297725439071655,0.33185112476348877,0.24587330222129822,1.0,0.6006520986557007,0.45265161991119385,0.5147446393966675,0.47537946701049805,0.3414308428764343,0.41498205065727234,-0.04881570115685463,0.30276167392730713,0.299440860748291,0.5473989248275757,0.2147403359413147,0.41498205065727234,0.20084287226200104,0.30276167392730713,0.2520751655101776,0.4891277849674225,-0.04901214689016342,0.32716336846351624
there,0.35085538029670715,0.20588640868663788,0.22078710794448853,0.6006520986557007,1.0,0.5433560013771057,0.3075127601623535,0.4214206337928772,0.2957113981246948,0.44397735595703125,-0.031357526779174805,0.2533605694770813,0.37209540605545044,0.47025805711746216,0.2919827103614807,0.44397735595703125,0.18886809051036835,0.2533605694770813,0.23510071635246277,0.4433900713920593,-0.02594512142241001,0.29405656456947327
are,0.29724663496017456,0.2357640564441681,0.22953253984451294,0.45265161991119385,0.5433560013771057,1.0,0.3535380959510803,0.265255331993103,0.2468518614768982,0.39081433415412903,-0.08760347217321396,0.2606703042984009,0.2766000032424927,0.40399202704429626,0.3009814918041229,0.39081433415412903,0.18338324129581451,0.2606703042984009,0.19981995224952698,0.39206281304359436,-0.028399748727679253,0.24591213464736938
always,0.413568377494812,0.2554459869861603,0.20708784461021423,0.5147446393966675,0.3075127601623535,0.3535380959510803,1.0,0.35987672209739685,0.25219622254371643,0.25258868932724,0.007657247129827738,0.27175700664520264,0.2795160710811615,0.31570959091186523,0.28606247901916504,0.25258868932724,0.24705488979816437,0.27175700664520264,0.18481124937534332,0.3271460235118866,-0.09359142184257507,0.26136693358421326
at,0.2838611304759979,0.13417750597000122,0.21082191169261932,0.3183255195617676,0.37649083137512207,0.2074895054101944,0.2379034459590912,0.3095070421695709,0.2671430706977844,0.42558613419532776,0.0922076404094696,0.1806667000055313,0.3328663110733032,0.457212895154953,0.1792963147163391,0.42558613419532776,0.1813957542181015,0.1806667000055313,0.17670537531375885,0.27679139375686646,0.043934281915426254,0.21978627145290375
least,0.3337163031101227,0.2263163924217224,0.1310797780752182,0.42399391531944275,0.37729528546333313,0.3839871287345886,0.3037998080253601,0.3442045748233795,0.43787682056427,0.32696738839149475,-0.034424230456352234,0.22623638808727264,0.25696873664855957,0.3428877890110016,0.24348022043704987,0.32696738839149475,0.25439730286598206,0.22623638808727264,0.24113774299621582,0.4221368134021759,0.05665116012096405,0.28866854310035706
