,where,was,the,famous,artist,tamara,de,lempicka,born,?
tamara,0.1441390961408615,0.1936424821615219,0.17959989607334137,0.1716046780347824,0.16020308434963226,0.9999999403953552,0.23205308616161346,0.3435230255126953,0.24974341690540314,0.1436484158039093
de,0.2051386833190918,0.20575080811977386,0.23491892218589783,0.19833379983901978,0.14169779419898987,0.23205308616161346,1.0,0.3183566927909851,0.17325440049171448,0.11064168810844421
lempicka,0.2608910799026489,0.3516256511211395,0.29884371161460876,0.286176472902298,0.31753984093666077,0.3435230255126953,0.3183566927909851,1.0000001192092896,0.3411841094493866,0.26208239793777466
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.31606587767601013,0.26030707359313965,0.1936424821615219,0.20575080811977386,0.3516256511211395,0.388632208108902,0.18412111699581146
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.26728492975234985,0.21805593371391296,0.20892705023288727,0.19532008469104767,0.2917029857635498,0.22920024394989014,0.23916715383529663
famous,0.3062496483325958,0.31606587767601013,0.28616565465927124,1.0,0.25282880663871765,0.1716046780347824,0.19833379983901978,0.286176472902298,0.29805615544319153,0.10379006713628769
artist,0.1760241538286209,0.26030707359313965,0.1862100064754486,0.25282880663871765,0.9999999403953552,0.16020308434963226,0.14169779419898987,0.31753984093666077,0.3183945417404175,0.1782921850681305
born,0.21840137243270874,0.388632208108902,0.19202874600887299,0.29805615544319153,0.3183945417404175,0.24974341690540314,0.17325440049171448,0.3411841094493866,1.0,0.19166848063468933
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.34673580527305603,0.18431559205055237,0.12098001688718796,0.24818959832191467,0.34869444370269775,0.30027052760124207,0.20430970191955566
warsaw,0.1062634214758873,0.2614976763725281,0.23137180507183075,0.1640854775905609,0.14893263578414917,0.23147524893283844,0.1661028265953064,0.35540229082107544,0.19116704165935516,0.09769917279481888
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2322506159543991,0.22495654225349426,0.22532427310943604,0.2525182366371155,0.39295607805252075,0.2350279539823532,0.4130953550338745
,where,was,the,famous,artist,tamara,de,lempicka,born,?
she,0.30256137251853943,0.42156049609184265,0.36308351159095764,0.21383167803287506,0.27037549018859863,0.3262293338775635,0.18067198991775513,0.3160551190376282,0.4283425509929657,0.14223381876945496
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.31606587767601013,0.26030707359313965,0.1936424821615219,0.20575080811977386,0.3516256511211395,0.388632208108902,0.18412111699581146
born,0.21840137243270874,0.388632208108902,0.19202874600887299,0.29805615544319153,0.3183945417404175,0.24974341690540314,0.17325440049171448,0.3411841094493866,1.0,0.19166848063468933
maria,0.12520430982112885,0.2511068880558014,0.15531538426876068,0.15317188203334808,0.16947214305400848,0.30567800998687744,0.2964134216308594,0.3695913851261139,0.2546442747116089,0.16458186507225037
górska,0.15467891097068787,0.2963659167289734,0.27733027935028076,0.2379479855298996,0.20427048206329346,0.37933120131492615,0.20842380821704865,0.5505098104476929,0.3041764199733734,0.20616592466831207
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.34673580527305603,0.18431559205055237,0.12098001688718796,0.24818959832191467,0.34869444370269775,0.30027052760124207,0.20430970191955566
warsaw,0.1062634214758873,0.2614976763725281,0.23137180507183075,0.1640854775905609,0.14893263578414917,0.23147524893283844,0.1661028265953064,0.35540229082107544,0.19116704165935516,0.09769917279481888
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.12665097415447235,0.1676495373249054,0.2005263864994049,0.15903331339359283,0.2656216621398926,0.13695985078811646,0.29463258385658264
wealthy,0.25122174620628357,0.26133468747138977,0.2220325618982315,0.3222252428531647,0.1904040277004242,0.16477306187152863,0.15187887847423553,0.23710572719573975,0.270456999540329,0.07667969912290573
parents,0.2472088783979416,0.2349628061056137,0.15979741513729095,0.15675723552703857,0.19994300603866577,0.20310461521148682,0.11784590780735016,0.2779649794101715,0.4670901596546173,0.17306075990200043
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2970265746116638,0.20686885714530945,0.16536900401115417,0.22193852066993713,0.35040271282196045,0.25002726912498474,0.20544172823429108
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.34673580527305603,0.18431559205055237,0.12098001688718796,0.24818959832191467,0.34869444370269775,0.30027052760124207,0.20430970191955566
1916,0.17056138813495636,0.2839285135269165,0.3370361626148224,0.07422313839197159,0.018284128978848457,0.0894571915268898,0.15375147759914398,0.24325697124004364,0.10029838234186172,0.04379114508628845
married,0.14603418111801147,0.3079395592212677,0.10720405727624893,0.21062803268432617,0.2106454223394394,0.29250040650367737,0.20458059012889862,0.3460623025894165,0.5238596200942993,0.18062160909175873
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.26728492975234985,0.21805593371391296,0.20892705023288727,0.19532008469104767,0.2917029857635498,0.22920024394989014,0.23916715383529663
