,who,handled,play-by-play,for,the,denver,radio,market,?
in,0.2792111933231354,0.20367968082427979,0.26031607389450073,0.4322226941585541,0.6662389636039734,0.2221570909023285,0.22625693678855896,0.27003997564315796,0.20430970191955566
denver,0.20955970883369446,0.20980732142925262,0.2354010045528412,0.22017966210842133,0.2052404284477234,1.0,0.18599461019039154,0.0987367182970047,0.1520889848470688
",",0.3365725874900818,0.2650953531265259,0.2556174397468567,0.4464869201183319,0.4933079481124878,0.25173696875572205,0.25251123309135437,0.2499394416809082,0.31091248989105225
koa,0.1683778166770935,0.03396005183458328,0.16584427654743195,0.165740504860878,0.1781366765499115,0.107217937707901,0.10345469415187836,0.08870819211006165,0.1694706827402115
(,0.2443375140428543,0.2030785232782364,0.25779998302459717,0.3357032239437103,0.33289089798927307,0.23238550126552582,0.22948305308818817,0.11048517376184464,0.40561532974243164
850,0.15175987780094147,0.09817881137132645,0.19861829280853271,0.13562306761741638,0.10638400912284851,0.057951733469963074,0.061674583703279495,0.11571954935789108,0.09615745395421982
am,0.17377091944217682,0.1849440485239029,0.1943792700767517,0.23718447983264923,0.18601742386817932,0.11767572909593582,0.2271493375301361,0.15059629082679749,0.3437723219394684
),0.2457384318113327,0.20239759981632233,0.2832581698894501,0.3639558255672455,0.3456730246543884,0.2208423912525177,0.21417279541492462,0.10896787792444229,0.42300865054130554
and,0.41279885172843933,0.27274981141090393,0.2701733708381653,0.5064792633056641,0.5171257257461548,0.20625516772270203,0.2658638060092926,0.23057621717453003,0.20544172823429108
krfx,0.19788214564323425,0.10635027289390564,0.3053649663925171,0.21451832354068756,0.2546996474266052,0.2759806215763092,0.28945618867874146,0.25876209139823914,0.29467079043388367
(,0.2443375140428543,0.2030785232782364,0.25779998302459717,0.3357032239437103,0.33289089798927307,0.23238550126552582,0.22948305308818817,0.11048517376184464,0.40561532974243164
103.5,0.1674550622701645,-0.020559675991535187,-0.14243701100349426,-0.029338005930185318,-0.059553276747465134,-0.10810257494449615,-0.08593279123306274,-0.05902646854519844,-0.11392628401517868
fm,0.08293134719133377,0.001783481682650745,0.28801918029785156,0.16451558470726013,0.1839628368616104,0.1659637689590454,0.5416761040687561,0.15353912115097046,0.1004299446940422
),0.2457384318113327,0.20239759981632233,0.2832581698894501,0.3639558255672455,0.3456730246543884,0.2208423912525177,0.21417279541492462,0.10896787792444229,0.42300865054130554
will,0.24651563167572021,0.28046268224716187,0.27736732363700867,0.3647450804710388,0.3635469079017639,0.17842401564121246,0.14596246182918549,0.21119090914726257,0.35046905279159546
carry,0.20254260301589966,0.3401508927345276,0.16973386704921722,0.2858029901981354,0.26752355694770813,0.17884160578250885,0.18107746541500092,0.11514265835285187,0.17171701788902283
the,0.3733934462070465,0.22939974069595337,0.2794552743434906,0.4739971458911896,1.0,0.2052404284477234,0.23511973023414612,0.2041238248348236,0.22068053483963013
game,0.2523840069770813,0.14611667394638062,0.5630475878715515,0.2608485519886017,0.285271555185318,0.18653830885887146,0.22439733147621155,0.20503376424312592,0.1829071193933487
",",0.3365725874900818,0.2650953531265259,0.2556174397468567,0.4464869201183319,0.4933079481124878,0.25173696875572205,0.25251123309135437,0.2499394416809082,0.31091248989105225
with,0.3282766342163086,0.3460486829280853,0.26767468452453613,0.39140474796295166,0.4223487675189972,0.20079316198825836,0.15850627422332764,0.14471584558486938,0.2433311939239502
dave,0.2788484990596771,0.14023682475090027,0.257095068693161,0.16582727432250977,0.21495839953422546,0.1816384494304657,0.23142558336257935,0.08892107009887695,0.1399918496608734
logan,0.21646051108837128,0.15745240449905396,0.23406550288200378,0.21752648055553436,0.2535000443458557,0.3960370719432831,0.190175399184227,0.266650527715683,0.19886885583400726
on,0.2340552806854248,0.22203533351421356,0.3018798530101776,0.36199691891670227,0.5107308030128479,0.1561855524778366,0.2590620815753937,0.24459631741046906,0.2714994251728058
play-by-play,0.2488287091255188,0.1521083116531372,1.0,0.318437397480011,0.2794552743434906,0.2354010045528412,0.31086286902427673,0.2649601399898529,0.2925850749015808
and,0.41279885172843933,0.27274981141090393,0.2701733708381653,0.5064792633056641,0.5171257257461548,0.20625516772270203,0.2658638060092926,0.23057621717453003,0.20544172823429108
ed,0.1637633740901947,0.18942154943943024,0.10838816314935684,0.16793066263198853,0.21412420272827148,0.18253058195114136,0.18429754674434662,0.042693592607975006,0.16764874756336212
mccaffrey,0.3223583996295929,0.15244683623313904,0.3027280271053314,0.2854286730289459,0.26978614926338196,0.29792484641075134,0.2617664337158203,0.2404465526342392,0.23671486973762512
on,0.2340552806854248,0.22203533351421356,0.3018798530101776,0.36199691891670227,0.5107308030128479,0.1561855524778366,0.2590620815753937,0.24459631741046906,0.2714994251728058
color,0.1621498465538025,0.13292790949344635,0.26749542355537415,0.2378578633069992,0.21895472705364227,0.17002470791339874,0.1325235217809677,0.1041887030005455,0.21299609541893005
commentary,0.2012261152267456,0.13139037787914276,0.2715708017349243,0.21193501353263855,0.2209595888853073,0.14816239476203918,0.3170797824859619,0.16234871745109558,0.20364898443222046
.,0.3541337847709656,0.24443404376506805,0.315233439207077,0.4726039469242096,0.5934505462646484,0.2573630213737488,0.20650681853294373,0.19660170376300812,0.4130953550338745
