,abc,purchased,which,of,edgar,scherick,'s,company,?
abc,1.0000001192092896,0.22144027054309845,0.1991286277770996,0.14607268571853638,0.11655258387327194,0.22309133410453796,0.06670809537172318,0.16210390627384186,0.19065172970294952
purchased,0.22144027054309845,1.0000001192092896,0.22792038321495056,0.20983272790908813,0.21701498329639435,0.1389167308807373,0.09375522285699844,0.4645528197288513,0.04121813923120499
sports,0.20410163700580597,0.23649613559246063,0.16575658321380615,0.24392472207546234,0.11781612783670425,0.18120422959327698,0.038657430559396744,0.24411176145076752,0.04557104781270027
programs,0.3454950749874115,0.16583937406539917,0.36594220995903015,0.18037469685077667,0.08847889304161072,0.24758587777614594,0.06997905671596527,0.2044716626405716,0.16452431678771973
",",0.2097204476594925,0.2132149636745453,0.3658004403114319,0.4946078956127167,0.1992284506559372,0.32182905077934265,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
inc.,0.1840439736843109,0.2326875776052475,0.3033861517906189,0.2896924912929535,0.16181868314743042,0.2406517118215561,-0.021506981924176216,0.1912420243024826,0.2727344036102295
in,0.1697147786617279,0.18043512105941772,0.4840516746044159,0.5696388483047485,0.19029785692691803,0.24817529320716858,-0.037580832839012146,0.22141718864440918,0.20430970191955566
exchange,0.11956698447465897,0.237134650349617,0.18720823526382446,0.23548997938632965,0.06598250567913055,0.2258167564868927,0.03569260984659195,0.2517779767513275,0.048212938010692596
for,0.22510288655757904,0.1899644434452057,0.44095608592033386,0.4185989499092102,0.15044772624969482,0.280815452337265,-0.07241261005401611,0.25874319672584534,0.264628142118454
shares,0.1739792674779892,0.3756219148635864,0.30509355664253235,0.3035818040370941,0.1019386351108551,0.18900829553604126,0.08795369416475296,0.353906512260437,0.10316289961338043
in,0.1697147786617279,0.18043512105941772,0.4840516746044159,0.5696388483047485,0.19029785692691803,0.24817529320716858,-0.037580832839012146,0.22141718864440918,0.20430970191955566
the,0.2068762183189392,0.21101699769496918,0.6521818041801453,0.733189046382904,0.15665635466575623,0.2933919429779053,-0.01540423184633255,0.26591673493385315,0.22068053483963013
company,0.16210390627384186,0.4645528197288513,0.25990763306617737,0.20467796921730042,0.10916637629270554,0.209181010723114,0.003266559913754463,1.0,0.12195809185504913
",",0.2097204476594925,0.2132149636745453,0.3658004403114319,0.4946078956127167,0.1992284506559372,0.32182905077934265,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
leading,0.1268390566110611,0.1460229456424713,0.28280946612358093,0.29180192947387695,0.12906035780906677,0.1985960751771927,-0.05591977760195732,0.19218473136425018,0.1360926628112793
it,0.17324577271938324,0.21863839030265808,0.616637647151947,0.38761502504348755,0.12652412056922913,0.21742483973503113,0.06608816236257553,0.3082790970802307,0.25732165575027466
to,0.1762417107820511,0.18960927426815033,0.5345056653022766,0.41548454761505127,0.07016265392303467,0.2592085599899292,0.03782717138528824,0.24903783202171326,0.29463258385658264
become,0.06849972158670425,0.17904043197631836,0.31449273228645325,0.31678006052970886,0.06355883926153183,0.14721010625362396,-0.06629510223865509,0.13729272782802582,0.19511328637599945
the,0.2068762183189392,0.21101699769496918,0.6521818041801453,0.733189046382904,0.15665635466575623,0.2933919429779053,-0.01540423184633255,0.26591673493385315,0.22068053483963013
future,0.1452704519033432,0.07183550298213959,0.2278342843055725,0.25455814599990845,0.13141557574272156,0.19277408719062805,-0.04464564472436905,0.12587469816207886,0.3367180824279785
core,0.054260171949863434,0.12836144864559174,0.30405059456825256,0.2545962929725647,0.09417524933815002,0.1526920348405838,-0.039785515516996384,0.1667325645685196,0.20309162139892578
of,0.14607268571853638,0.20983272790908813,0.5011631846427917,1.0,0.16282525658607483,0.2549584209918976,-0.03817026689648628,0.20467796921730042,0.1826142966747284
abc,1.0000001192092896,0.22144027054309845,0.1991286277770996,0.14607268571853638,0.11655258387327194,0.22309133410453796,0.06670809537172318,0.16210390627384186,0.19065172970294952
sports,0.20410163700580597,0.23649613559246063,0.16575658321380615,0.24392472207546234,0.11781612783670425,0.18120422959327698,0.038657430559396744,0.24411176145076752,0.04557104781270027
",",0.2097204476594925,0.2132149636745453,0.3658004403114319,0.4946078956127167,0.1992284506559372,0.32182905077934265,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
with,0.17432008683681488,0.20240865647792816,0.46403205394744873,0.41827285289764404,0.1357102394104004,0.2880656123161316,-0.04624466598033905,0.24132338166236877,0.2433311939239502
arledge,0.31692740321159363,0.2284366488456726,0.3863759934902191,0.382069855928421,0.21460877358913422,0.30543163418769836,0.09211070835590363,0.1611635684967041,0.30967646837234497
as,0.2286096066236496,0.18954865634441376,0.41006597876548767,0.3886612355709076,0.07477302104234695,0.33429840207099915,-0.05775856226682663,0.18860384821891785,0.27043893933296204
the,0.2068762183189392,0.21101699769496918,0.6521818041801453,0.733189046382904,0.15665635466575623,0.2933919429779053,-0.01540423184633255,0.26591673493385315,0.22068053483963013
executive,0.19940198957920074,0.23514534533023834,0.2271793633699417,0.23221425712108612,0.1556796133518219,0.279141366481781,-0.02472989447414875,0.3044516146183014,0.12134998291730881
producer,0.2185601443052292,0.1994318813085556,0.22492340207099915,0.14949996769428253,0.20359082520008087,0.31192007660865784,0.01541486568748951,0.29144182801246643,0.17015865445137024
of,0.14607268571853638,0.20983272790908813,0.5011631846427917,1.0,0.16282525658607483,0.2549584209918976,-0.03817026689648628,0.20467796921730042,0.1826142966747284
that,0.17440107464790344,0.2514423727989197,0.6894589066505432,0.41498205065727234,0.10550900548696518,0.2881126403808594,0.04397977516055107,0.22723333537578583,0.32716336846351624
division,0.24142871797084808,0.20506249368190765,0.27775809168815613,0.23579144477844238,0.10076730698347092,0.14244943857192993,-0.006703963968902826,0.2849979102611542,0.08900629729032516
's,0.06670809537172318,0.09375522285699844,0.03856118768453598,-0.03817026689648628,0.011881363578140736,0.058607809245586395,0.9999999403953552,0.003266559913754463,-0.023395681753754616
shows,0.3304527997970581,0.15607784688472748,0.33303946256637573,0.3410852253437042,0.1144518032670021,0.1877441257238388,0.02703757770359516,0.18901163339614868,0.2040930688381195
.,0.2567209303379059,0.18759077787399292,0.45942068099975586,0.5352458953857422,0.24457953870296478,0.31928908824920654,-0.003708066651597619,0.266353577375412,0.4130953550338745
