,refineries,",",process,chemical,",",power,generation,",",mills,and,manufacturing,plants,are,under,what,sector,of,construction,?
it,0.2906836271286011,0.48329564929008484,0.2984703481197357,0.26532378792762756,0.48329564929008484,0.19430124759674072,0.175432026386261,0.48329564929008484,0.20370370149612427,0.40957894921302795,0.26743656396865845,0.2540656328201294,0.3617996573448181,0.21007636189460754,0.45803478360176086,0.2693788707256317,0.38761502504348755,0.22723008692264557,0.25732165575027466
includes,0.2596384584903717,0.3228004276752472,0.15731191635131836,0.12765371799468994,0.3228004276752472,0.10146740078926086,0.08877846598625183,0.3228004276752472,0.14911533892154694,0.3265656530857086,0.17148363590240479,0.313100129365921,0.4409101605415344,0.14309555292129517,0.17138352990150452,0.2032090425491333,0.4359378218650818,0.14006789028644562,0.14011523127555847
large,0.31688737869262695,0.2263888567686081,0.1739700585603714,0.18317237496376038,0.2263888567686081,0.20271211862564087,0.1508602797985077,0.2263888567686081,0.2064383178949356,0.3404269814491272,0.2826196551322937,0.33928948640823364,0.3467932939529419,0.16858401894569397,0.2017821967601776,0.29967495799064636,0.3569655418395996,0.29381826519966125,0.1355665624141693
public,0.12936176359653473,0.2588968276977539,0.11587278544902802,0.12475520372390747,0.2588968276977539,0.12951965630054474,0.16834686696529388,0.2588968276977539,0.17359428107738495,0.3227643668651581,0.18263451755046844,0.1224125474691391,0.18111367523670197,0.23320595920085907,0.1729622185230255,0.33160895109176636,0.2391265481710434,0.21433334052562714,0.19872993230819702
works,0.28480884432792664,0.29211118817329407,0.22320565581321716,0.19938650727272034,0.29211118817329407,0.1129489317536354,0.20098377764225006,0.29211118817329407,0.21278832852840424,0.33871909976005554,0.18422456085681915,0.23611141741275787,0.2733730971813202,0.23865793645381927,0.2418437898159027,0.16815806925296783,0.1964656114578247,0.22981765866279602,0.19597402215003967
",",0.3045821487903595,1.0000001192092896,0.2061346471309662,0.20593619346618652,1.0000001192092896,0.2231994867324829,0.2031247764825821,1.0000001192092896,0.31102821230888367,0.6633074283599854,0.24209043383598328,0.2555769681930542,0.4062570035457611,0.24875585734844208,0.3087472915649414,0.23930709064006805,0.4946078956127167,0.23704268038272858,0.31091248989105225
dams,0.38535866141319275,0.24253904819488525,0.13802406191825867,0.1824140101671219,0.24253904819488525,0.3183203637599945,0.2273377925157547,0.24253904819488525,0.3029628098011017,0.2865253686904907,0.3214581310749054,0.3725448548793793,0.27254557609558105,0.16097216308116913,0.0862913429737091,0.26632511615753174,0.2651751637458801,0.3785695731639862,0.09989771246910095
",",0.3045821487903595,1.0000001192092896,0.2061346471309662,0.20593619346618652,1.0000001192092896,0.2231994867324829,0.2031247764825821,1.0000001192092896,0.31102821230888367,0.6633074283599854,0.24209043383598328,0.2555769681930542,0.4062570035457611,0.24875585734844208,0.3087472915649414,0.23930709064006805,0.4946078956127167,0.23704268038272858,0.31091248989105225
bridges,0.28583452105522156,0.27987760305404663,0.10710057616233826,0.17774903774261475,0.27987760305404663,0.1266438364982605,0.08823316544294357,0.27987760305404663,0.26111310720443726,0.324398010969162,0.24285931885242462,0.2256172150373459,0.19194601476192474,0.1400022655725479,0.11543038487434387,0.2438437044620514,0.192562535405159,0.3483174443244934,0.15265579521656036
",",0.3045821487903595,1.0000001192092896,0.2061346471309662,0.20593619346618652,1.0000001192092896,0.2231994867324829,0.2031247764825821,1.0000001192092896,0.31102821230888367,0.6633074283599854,0.24209043383598328,0.2555769681930542,0.4062570035457611,0.24875585734844208,0.3087472915649414,0.23930709064006805,0.4946078956127167,0.23704268038272858,0.31091248989105225
highways,0.33732515573501587,0.2363698035478592,0.16344314813613892,0.16713209450244904,0.2363698035478592,0.12301267683506012,0.12979656457901,0.2363698035478592,0.2076709270477295,0.25893059372901917,0.273662269115448,0.205563485622406,0.28309446573257446,0.14972247183322906,0.20952124893665314,0.31332674622535706,0.2208593636751175,0.2544569671154022,0.20482441782951355
",",0.3045821487903595,1.0000001192092896,0.2061346471309662,0.20593619346618652,1.0000001192092896,0.2231994867324829,0.2031247764825821,1.0000001192092896,0.31102821230888367,0.6633074283599854,0.24209043383598328,0.2555769681930542,0.4062570035457611,0.24875585734844208,0.3087472915649414,0.23930709064006805,0.4946078956127167,0.23704268038272858,0.31091248989105225
water/wastewater,0.5187267065048218,0.3667401075363159,0.31980887055397034,0.34322991967201233,0.3667401075363159,0.28526827692985535,0.23370495438575745,0.3667401075363159,0.42114782333374023,0.3221683204174042,0.394937127828598,0.4420590400695801,0.3158091604709625,0.19761745631694794,0.24264009296894073,0.2795616388320923,0.29570451378822327,0.30081459879875183,0.25914573669433594
and,0.3140328526496887,0.6633074283599854,0.20204883813858032,0.1947544515132904,0.6633074283599854,0.27496716380119324,0.23469051718711853,0.6633074283599854,0.2831710875034332,1.0,0.26176297664642334,0.3052898943424225,0.48576638102531433,0.3005301356315613,0.31309178471565247,0.3108142912387848,0.5116966962814331,0.22762417793273926,0.20544172823429108
utility,0.3002854883670807,0.22275474667549133,0.17747385799884796,0.1593698114156723,0.22275474667549133,0.26034948229789734,0.27790701389312744,0.22275474667549133,0.203830748796463,0.24678480625152588,0.37761038541793823,0.1721780151128769,0.2512670159339905,0.17320097982883453,0.170489102602005,0.26887065172195435,0.2311905026435852,0.2953198254108429,0.18713216483592987
distribution,0.24934396147727966,0.20136328041553497,0.21110481023788452,0.19682098925113678,0.20136328041553497,0.2182999849319458,0.2346203476190567,0.20136328041553497,0.14153173565864563,0.24142658710479736,0.26774248480796814,0.2390618622303009,0.25215670466423035,0.18187372386455536,0.17429208755493164,0.21292774379253387,0.254255473613739,0.18770673871040344,0.0929616317152977
.,0.2968595325946808,0.6812511086463928,0.23766504228115082,0.23593789339065552,0.6812511086463928,0.2141435295343399,0.2710578441619873,0.6812511086463928,0.2706886827945709,0.588965117931366,0.2327806055545807,0.2542511522769928,0.3452940285205841,0.2901604175567627,0.3567904531955719,0.2173098623752594,0.5352458953857422,0.23682771623134613,0.4130953550338745
,refineries,",",process,chemical,",",power,generation,",",mills,and,manufacturing,plants,are,under,what,sector,of,construction,?
