,how,much,turbine,power,is,consumed,by,the,pump,while,the,work,fluid,is,condensed,?
by,0.34370526671409607,0.24959969520568848,0.22006140649318695,0.21582826972007751,0.3899846076965332,0.17045685648918152,1.0000001192092896,0.4408751428127289,0.17725655436515808,0.3083919286727905,0.4408751428127289,0.25005507469177246,0.16303879022598267,0.3899846076965332,0.20941951870918274,0.17966607213020325
condensing,0.30898499488830566,0.27532702684402466,0.450336754322052,0.19199411571025848,0.3001900315284729,0.2898809313774109,0.23480536043643951,0.2915812134742737,0.40434685349464417,0.24268165230751038,0.2915812134742737,0.25723889470100403,0.4848174452781677,0.3001900315284729,0.820885419845581,0.2124316692352295
the,0.33890387415885925,0.35023224353790283,0.1799832284450531,0.2647338807582855,0.5823672413825989,0.2465425431728363,0.4408751428127289,1.0,0.21872945129871368,0.39804592728614807,1.0,0.2704800069332123,0.23256433010101318,0.5823672413825989,0.2250170260667801,0.22068053483963013
fluid,0.2717556357383728,0.24683482944965363,0.3672078549861908,0.18811500072479248,0.23022614419460297,0.28171223402023315,0.16303879022598267,0.23256433010101318,0.3812316954135895,0.19948126375675201,0.23256433010101318,0.19854071736335754,1.0,0.23022614419460297,0.4076001048088074,0.18212400376796722
",",0.22659391164779663,0.36182254552841187,0.21183495223522186,0.2231994867324829,0.4691906273365021,0.2063416838645935,0.3680937886238098,0.4933079481124878,0.22363486886024475,0.38232675194740295,0.4933079481124878,0.3283594250679016,0.10517379641532898,0.4691906273365021,0.2456057369709015,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.1799832284450531,0.2647338807582855,0.5823672413825989,0.2465425431728363,0.4408751428127289,1.0,0.21872945129871368,0.39804592728614807,1.0,0.2704800069332123,0.23256433010101318,0.5823672413825989,0.2250170260667801,0.22068053483963013
work,0.38187548518180847,0.38858485221862793,0.18901264667510986,0.1541198492050171,0.22475390136241913,0.213084876537323,0.25005507469177246,0.2704800069332123,0.24243667721748352,0.2524937391281128,0.2704800069332123,1.0,0.19854071736335754,0.22475390136241913,0.23456667363643646,0.2621155381202698
required,0.2999895513057709,0.27130740880966187,0.14832644164562225,0.1752726137638092,0.21426478028297424,0.2576371431350708,0.21564500033855438,0.27848219871520996,0.17020627856254578,0.2812490165233612,0.27848219871520996,0.3204748034477234,0.18848489224910736,0.21426478028297424,0.23463737964630127,0.24962718784809113
by,0.34370526671409607,0.24959969520568848,0.22006140649318695,0.21582826972007751,0.3899846076965332,0.17045685648918152,1.0000001192092896,0.4408751428127289,0.17725655436515808,0.3083919286727905,0.4408751428127289,0.25005507469177246,0.16303879022598267,0.3899846076965332,0.20941951870918274,0.17966607213020325
the,0.33890387415885925,0.35023224353790283,0.1799832284450531,0.2647338807582855,0.5823672413825989,0.2465425431728363,0.4408751428127289,1.0,0.21872945129871368,0.39804592728614807,1.0,0.2704800069332123,0.23256433010101318,0.5823672413825989,0.2250170260667801,0.22068053483963013
pump,0.2311953604221344,0.26940616965293884,0.4472358226776123,0.3378044366836548,0.19189900159835815,0.3020264208316803,0.17725655436515808,0.21872945129871368,0.9999999403953552,0.17575384676456451,0.21872945129871368,0.24243667721748352,0.3812316954135895,0.19189900159835815,0.3366558849811554,0.24768272042274475
consumes,0.27358776330947876,0.3369225561618805,0.31896641850471497,0.3043802082538605,0.2618393898010254,0.8718762993812561,0.1513471156358719,0.2604540288448334,0.3173621594905853,0.27755609154701233,0.2604540288448334,0.2594296336174011,0.3141788840293884,0.2618393898010254,0.35287100076675415,0.20505772531032562
only,0.36590442061424255,0.411008358001709,0.13608436286449432,0.2231062948703766,0.44708555936813354,0.2544909119606018,0.36511722207069397,0.5497692227363586,0.20812496542930603,0.4882389008998871,0.5497692227363586,0.2709178626537323,0.1818261593580246,0.44708555936813354,0.26466280221939087,0.2767370045185089
1,-0.28593507409095764,-0.21933172643184662,-0.1116512194275856,-0.16948215663433075,-0.12491171807050705,-0.21057456731796265,-0.2582099735736847,-0.1554475575685501,-0.09184791147708893,-0.22627979516983032,-0.1554475575685501,-0.26189616322517395,-0.11891886591911316,-0.12491171807050705,-0.11148273199796677,-0.249979168176651
%,0.1237400695681572,0.26866111159324646,0.1579221785068512,0.15953417122364044,0.18672586977481842,0.269346684217453,0.13780950009822845,0.21490740776062012,0.1362089216709137,0.2392563819885254,0.21490740776062012,0.11495567858219147,0.1427975445985794,0.18672586977481842,0.13671474158763885,0.21441808342933655
to,0.44169697165489197,0.40610215067863464,0.23140856623649597,0.27001675963401794,0.42745086550712585,0.2738843262195587,0.33534231781959534,0.535392165184021,0.20793113112449646,0.43899232149124146,0.535392165184021,0.3482864499092102,0.20024138689041138,0.42745086550712585,0.18654289841651917,0.29463258385658264
3,0.12271612882614136,0.06256824731826782,0.02615269646048546,0.07281269878149033,0.1504552811384201,0.06284802407026291,0.07774321734905243,0.06283142417669296,0.033062297850847244,0.016209693625569344,0.06283142417669296,0.10593864321708679,0.03819066286087036,0.1504552811384201,0.01888127624988556,0.005975271109491587
%,0.1237400695681572,0.26866111159324646,0.1579221785068512,0.15953417122364044,0.18672586977481842,0.269346684217453,0.13780950009822845,0.21490740776062012,0.1362089216709137,0.2392563819885254,0.21490740776062012,0.11495567858219147,0.1427975445985794,0.18672586977481842,0.13671474158763885,0.21441808342933655
of,0.2480744868516922,0.2671096920967102,0.17630848288536072,0.25273123383522034,0.4854315221309662,0.2031918317079544,0.3646814823150635,0.733189046382904,0.11486294865608215,0.3366928696632385,0.733189046382904,0.23473061621189117,0.217294842004776,0.4854315221309662,0.25258055329322815,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.1799832284450531,0.2647338807582855,0.5823672413825989,0.2465425431728363,0.4408751428127289,1.0,0.21872945129871368,0.39804592728614807,1.0,0.2704800069332123,0.23256433010101318,0.5823672413825989,0.2250170260667801,0.22068053483963013
turbine,0.18059717118740082,0.1962067186832428,1.0000001192092896,0.4459681212902069,0.20463748276233673,0.27267152070999146,0.22006140649318695,0.1799832284450531,0.4472358226776123,0.1606549322605133,0.1799832284450531,0.18901264667510986,0.3672078549861908,0.20463748276233673,0.42031344771385193,0.16315746307373047
power,0.23785550892353058,0.289607435464859,0.4459681212902069,1.0000001192092896,0.15234114229679108,0.23298241198062897,0.21582826972007751,0.2647338807582855,0.3378044366836548,0.21523621678352356,0.2647338807582855,0.1541198492050171,0.18811500072479248,0.15234114229679108,0.10983963310718536,0.15304024517536163
and,0.33647966384887695,0.38395699858665466,0.21497632563114166,0.27496716380119324,0.3859752118587494,0.24533633887767792,0.4289871156215668,0.5171257257461548,0.20642828941345215,0.45699796080589294,0.5171257257461548,0.37551814317703247,0.20163339376449585,0.3859752118587494,0.23010189831256866,0.20544172823429108
contributes,0.2943525016307831,0.3196960985660553,0.14248916506767273,0.14000536501407623,0.28037264943122864,0.26269301772117615,0.22408871352672577,0.2711111307144165,0.15317188203334808,0.17990873754024506,0.2711111307144165,0.43713662028312683,0.18232473731040955,0.28037264943122864,0.23554398119449615,0.26828473806381226
to,0.44169697165489197,0.40610215067863464,0.23140856623649597,0.27001675963401794,0.42745086550712585,0.2738843262195587,0.33534231781959534,0.535392165184021,0.20793113112449646,0.43899232149124146,0.535392165184021,0.3482864499092102,0.20024138689041138,0.42745086550712585,0.18654289841651917,0.29463258385658264
a,0.29312583804130554,0.2958075702190399,0.23364008963108063,0.21580491960048676,0.658733606338501,0.18335996568202972,0.32094135880470276,0.5829201340675354,0.25026795268058777,0.3733035624027252,0.5829201340675354,0.266241192817688,0.22105562686920166,0.658733606338501,0.23326899111270905,0.23916715383529663
much,0.46556615829467773,0.9999998807907104,0.1962067186832428,0.289607435464859,0.3156087100505829,0.30142319202423096,0.24959969520568848,0.35023224353790283,0.26940616965293884,0.3463909924030304,0.35023224353790283,0.38858485221862793,0.24683482944965363,0.3156087100505829,0.24984993040561676,0.23442231118679047
