,other,than,his,scientific,achievements,what,was,tesla,famous,for,?
tesla,0.11896419525146484,0.16368234157562256,0.1580733060836792,0.2500409185886383,0.2339266985654831,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.1464218646287918,0.13983871042728424,0.10250775516033173
was,0.14651623368263245,0.1872616857290268,0.4405253231525421,0.17888261377811432,0.24203382432460785,0.22111038863658905,1.0000001192092896,0.16455206274986267,0.31606587767601013,0.3863949179649353,0.18412111699581146
renowned,0.14848071336746216,0.12083695083856583,0.2990919053554535,0.24934975802898407,0.31215304136276245,0.030006814748048782,0.2591543197631836,0.16726455092430115,0.49335476756095886,0.24620942771434784,0.08647420257329941
for,0.3273986279964447,0.30793827772140503,0.39312878251075745,0.25507164001464844,0.3531961739063263,0.3017193675041199,0.3863949179649353,0.13983871042728424,0.2801532745361328,0.9999999403953552,0.264628142118454
his,0.23453344404697418,0.18405678868293762,0.9999998807907104,0.21954511106014252,0.3186114430427551,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.28745037317276,0.39312878251075745,0.18075084686279297
achievements,0.21412426233291626,0.23546604812145233,0.3186114430427551,0.29872584342956543,1.0000001192092896,0.1811215728521347,0.24203382432460785,0.2339266985654831,0.26148417592048645,0.3531961739063263,0.12920449674129486
and,0.5504306554794312,0.39361441135406494,0.4234102666378021,0.2165914624929428,0.29850849509239197,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.2970265746116638,0.5064792633056641,0.20544172823429108
showmanship,0.20006850361824036,0.17820750176906586,0.3508056104183197,0.2504997253417969,0.4373960494995117,0.26006409525871277,0.27177461981773376,0.31057533621788025,0.2211843729019165,0.3714018762111664,0.18259155750274658
",",0.4446498453617096,0.3371901512145996,0.3378419280052185,0.2464645951986313,0.27263468503952026,0.3087472915649414,0.45456063747406006,0.20599327981472015,0.2816491723060608,0.4464869201183319,0.31091248989105225
eventually,0.2651737332344055,0.25973179936408997,0.3771527111530304,0.16566546261310577,0.20437218248844147,0.28470873832702637,0.35699570178985596,0.1490691900253296,0.17254966497421265,0.3156387209892273,0.13642115890979767
earning,0.17790885269641876,0.28446856141090393,0.3859780430793762,0.16723206639289856,0.38643380999565125,0.12061654776334763,0.24095652997493744,0.18107981979846954,0.18773573637008667,0.35043564438819885,0.1980265974998474
him,0.3014329969882965,0.18777738511562347,0.6629161238670349,0.20326773822307587,0.23589086532592773,0.34912991523742676,0.3675798773765564,0.14682093262672424,0.2289084941148758,0.34431272745132446,0.23943768441677094
a,0.2806335389614105,0.3126874566078186,0.3497250974178314,0.20989106595516205,0.18710695207118988,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.26728492975234985,0.44038116931915283,0.23916715383529663
reputation,0.2426699697971344,0.23809503018856049,0.4158247113227844,0.21678826212882996,0.33475735783576965,0.24973461031913757,0.3308448791503906,0.17523381114006042,0.3166055977344513,0.28371551632881165,0.14395901560783386
in,0.39989137649536133,0.3270052373409271,0.3598145842552185,0.1717730164527893,0.23843587934970856,0.30808621644973755,0.45514053106307983,0.17097744345664978,0.34673580527305603,0.4322226941585541,0.20430970191955566
popular,0.2623973786830902,0.23986786603927612,0.2327563464641571,0.2081901729106903,0.2492741048336029,0.186283677816391,0.2916531562805176,0.18711842596530914,0.6023072600364685,0.30736467242240906,0.13108457624912262
culture,0.22603745758533478,0.17495796084403992,0.1357201635837555,0.20709984004497528,0.21621257066726685,0.22475376725196838,0.23239882290363312,0.12288305163383484,0.23830416798591614,0.18012717366218567,0.13093146681785583
as,0.42805421352386475,0.40532299876213074,0.3146366477012634,0.20548667013645172,0.21855467557907104,0.31749409437179565,0.3677520453929901,0.10285310447216034,0.21419654786586761,0.44774648547172546,0.27043893933296204
an,0.1556563824415207,0.2493579238653183,0.24025635421276093,0.27049627900123596,0.15842010080814362,0.2821882665157318,0.3694365322589874,0.13714656233787537,0.17632822692394257,0.3236706852912903,0.19793890416622162
archetypal,0.25519484281539917,0.18456372618675232,0.2898198366165161,0.3635309338569641,0.2717055380344391,0.29327091574668884,0.25281822681427,0.20621788501739502,0.27496981620788574,0.23830778896808624,0.18580661714076996
``,0.10245004296302795,0.12080201506614685,0.008275155909359455,0.07185360044240952,-0.04556751251220703,0.008517155423760414,-0.012679691426455975,0.04274534806609154,-0.023729778826236725,0.01270448137074709,0.0685480609536171
mad,0.18845593929290771,0.1194356232881546,0.2828907370567322,0.14530454576015472,0.09983209520578384,0.2700570523738861,0.19546043872833252,0.131080761551857,0.24575768411159515,0.20800624787807465,0.19706392288208008
scientist,0.11995678395032883,0.09895918518304825,0.20104284584522247,0.5366045236587524,0.226414293050766,0.19887776672840118,0.28327304124832153,0.2603257894515991,0.19124948978424072,0.14764516055583954,0.1278093308210373
'',0.021007593721151352,0.03252623230218887,0.016508836299180984,0.019004184752702713,-0.029613737016916275,0.08143015950918198,0.04456103965640068,0.048713020980358124,0.08682139962911606,-0.04479556903243065,0.018684765323996544
.,0.41511186957359314,0.3594527542591095,0.3119256794452667,0.18281413614749908,0.22472235560417175,0.3567904531955719,0.40146201848983765,0.17949827015399933,0.2322506159543991,0.4726039469242096,0.4130953550338745
