,what,do,scholars,sometimes,assert,that,luther,believed,about,what,faith,and,reason,were,to,each,other,?
some,0.4491020441055298,0.4725562036037445,0.35623154044151306,0.5743314027786255,0.18962231278419495,0.6049469113349915,0.2097044140100479,0.33176979422569275,0.42107653617858887,0.4491020441055298,0.21603228151798248,0.5337774157524109,0.3497675657272339,0.4592604339122772,0.4636894166469574,0.3905022144317627,0.6399164199829102,0.2562315762042999
scholars,0.2640625238418579,0.22121398150920868,0.9999998807907104,0.21266339719295502,0.2931729555130005,0.30800777673721313,0.24086572229862213,0.3816578984260559,0.22173559665679932,0.2640625238418579,0.2974238395690918,0.24718980491161346,0.20811647176742554,0.23658210039138794,0.2576902210712433,0.16189250349998474,0.19891057908535004,0.11279910802841187
have,0.39808809757232666,0.49831271171569824,0.26050499081611633,0.3968924283981323,0.23889651894569397,0.6182622313499451,0.12011514604091644,0.37452754378318787,0.3940475583076477,0.39808809757232666,0.2082022875547409,0.4711785912513733,0.3973180651664734,0.5193349123001099,0.4544740617275238,0.4084063768386841,0.559082567691803,0.32991164922714233
asserted,0.31134697794914246,0.23427580296993256,0.29787498712539673,0.1698852926492691,0.7552417516708374,0.3599851727485657,0.19642622768878937,0.3004574775695801,0.20467589795589447,0.31134697794914246,0.30416738986968994,0.18147152662277222,0.3975341320037842,0.17792801558971405,0.2757810056209564,0.1662718504667282,0.20297016203403473,0.2433508187532425
that,0.6297725439071655,0.44533252716064453,0.30800777673721313,0.3928869664669037,0.31909456849098206,1.0,0.21746599674224854,0.4644409120082855,0.4500710964202881,0.6297725439071655,0.29499298334121704,0.4731321930885315,0.462776243686676,0.35517072677612305,0.5436353087425232,0.46111494302749634,0.5570666193962097,0.32716336846351624
luther,0.2134782373905182,0.10933273285627365,0.24086572229862213,0.12049387395381927,0.25601595640182495,0.21746599674224854,1.0,0.19700083136558533,0.203048437833786,0.2134782373905182,0.2839079797267914,0.20796556770801544,0.1425657421350479,0.18652333319187164,0.18029534816741943,0.16104361414909363,0.18881922960281372,0.1732746809720993
taught,0.25590506196022034,0.25799813866615295,0.3511084318161011,0.17263922095298767,0.1923554390668869,0.22723259031772614,0.1697547286748886,0.3351656496524811,0.2660760283470154,0.25590506196022034,0.28071197867393494,0.2735629677772522,0.12723655998706818,0.2051289826631546,0.25677984952926636,0.11804937571287155,0.2150431126356125,0.18297621607780457
that,0.6297725439071655,0.44533252716064453,0.30800777673721313,0.3928869664669037,0.31909456849098206,1.0,0.21746599674224854,0.4644409120082855,0.4500710964202881,0.6297725439071655,0.29499298334121704,0.4731321930885315,0.462776243686676,0.35517072677612305,0.5436353087425232,0.46111494302749634,0.5570666193962097,0.32716336846351624
faith,0.3120079040527344,0.2685910761356354,0.2974238395690918,0.14128437638282776,0.27093276381492615,0.29499298334121704,0.2839079797267914,0.2640364468097687,0.2067527323961258,0.3120079040527344,1.0,0.2653059959411621,0.25525468587875366,0.18950022757053375,0.2426898032426834,0.132785364985466,0.15003646910190582,0.2833177447319031
and,0.31309178471565247,0.276123583316803,0.24718980491161346,0.35151126980781555,0.14361271262168884,0.4731321930885315,0.20796556770801544,0.280531644821167,0.3875081241130829,0.31309178471565247,0.2653059959411621,1.0,0.26490068435668945,0.42175528407096863,0.48971283435821533,0.2984027564525604,0.5504306554794312,0.20544172823429108
