,what,do,power,station,steam,turbines,use,as,a,cold,sink,in,the,absence,of,chp,?
where,0.4457937180995941,0.2949419915676117,0.1914481520652771,0.22516782581806183,0.18907299637794495,0.19068506360054016,0.3083797097206116,0.35409465432167053,0.40997210144996643,0.25313600897789,0.2067064344882965,0.5344807505607605,0.5003893971443176,0.32613810896873474,0.38066378235816956,0.13356024026870728,0.24793872237205505
chp,0.2049800455570221,0.10757645219564438,0.3352094888687134,0.2090766429901123,0.28907158970832825,0.31673118472099304,0.257169634103775,0.18619748950004578,0.20449088513851166,0.2157270759344101,0.0885506346821785,0.18049240112304688,0.2637045979499817,0.08792624622583389,0.21402230858802795,1.0,0.27029842138290405
is,0.28837618231773376,0.30895981192588806,0.15234114229679108,0.19625909626483917,0.13029660284519196,0.24277569353580475,0.3357410430908203,0.43216490745544434,0.658733606338501,0.2065940797328949,0.19875679910182953,0.5394441485404968,0.5823672413825989,0.21843396127223969,0.4854315221309662,0.21255910396575928,0.22961433231830597
not,0.5449194312095642,0.6619802713394165,0.20640338957309723,0.17643088102340698,0.24001364409923553,0.25203654170036316,0.48439106345176697,0.5105602741241455,0.3791346549987793,0.24185828864574432,0.2495603859424591,0.3403114080429077,0.4310511648654938,0.37320783734321594,0.3307090103626251,0.09474000334739685,0.41942933201789856
used,0.27546408772468567,0.3054939806461334,0.21249571442604065,0.1849440336227417,0.2604328691959381,0.33015379309654236,0.7127541303634644,0.35160550475120544,0.3864384889602661,0.2232036292552948,0.18683551251888275,0.3090210556983948,0.3718377649784088,0.19398178160190582,0.3075267970561981,0.2424740195274353,0.22430120408535004
",",0.3087472915649414,0.3283645510673523,0.2231994867324829,0.2482491284608841,0.2264556586742401,0.22887319326400757,0.3276674151420593,0.48816442489624023,0.427140474319458,0.2868689298629761,0.2299402356147766,0.5201468467712402,0.4933079481124878,0.21375854313373566,0.4946078956127167,0.21051529049873352,0.31091248989105225
steam,0.15672586858272552,0.20503544807434082,0.35972869396209717,0.2874307632446289,1.0000001192092896,0.5227647423744202,0.2950085997581482,0.20776431262493134,0.2141898274421692,0.25606322288513184,0.41547638177871704,0.19852672517299652,0.23105813562870026,0.12143930047750473,0.20239725708961487,0.28907158970832825,0.113324373960495
turbines,0.17412316799163818,0.1846061646938324,0.46097153425216675,0.2673414349555969,0.5227647423744202,1.0,0.3256891667842865,0.20405808091163635,0.26460933685302734,0.20054267346858978,0.30659857392311096,0.23479467630386353,0.2202165722846985,0.10813336074352264,0.2403727024793625,0.31673118472099304,0.18342499434947968
in,0.30808621644973755,0.23402775824069977,0.16666220128536224,0.21784305572509766,0.19852672517299652,0.23479467630386353,0.2715643048286438,0.3887844979763031,0.539380669593811,0.24527457356452942,0.17963911592960358,1.0,0.6662389636039734,0.2067711502313614,0.5696388483047485,0.18049240112304688,0.20430970191955566
power,0.22216427326202393,0.16343404352664948,1.0000001192092896,0.23398734629154205,0.35972869396209717,0.46097153425216675,0.23791898787021637,0.20748355984687805,0.21580491960048676,0.1185816153883934,0.190164253115654,0.16666220128536224,0.2647338807582855,0.18587587773799896,0.25273123383522034,0.3352094888687134,0.15304024517536163
stations,0.1621520221233368,0.21009011566638947,0.27487730979919434,0.8503052592277527,0.30662333965301514,0.34479400515556335,0.274587482213974,0.23359498381614685,0.199105903506279,0.167666494846344,0.0981152206659317,0.25864288210868835,0.24762700498104095,0.12204761058092117,0.20414425432682037,0.1824016571044922,0.13192185759544373
