,against,what,does,reactive,oxygen,play,in,plant,defense,?
reactive,0.1278347671031952,0.26621317863464355,0.26000598073005676,0.9999999403953552,0.516227126121521,0.16172382235527039,0.23160791397094727,0.2608991265296936,0.19056148827075958,0.20790518820285797
oxygen,0.029733026400208473,0.16781960427761078,0.2380215972661972,0.516227126121521,0.9999999403953552,0.17069974541664124,0.1672476977109909,0.2504415810108185,0.14937157928943634,0.16786395013332367
species,0.08808635175228119,0.14617158472537994,0.1635095626115799,0.25892287492752075,0.29576364159584045,0.12497254461050034,0.2179255336523056,0.47544243931770325,0.10518301278352737,0.1957087516784668
also,0.29948410391807556,0.42747777700424194,0.4118025600910187,0.28977689146995544,0.22828444838523865,0.28485944867134094,0.5073733329772949,0.25983384251594543,0.2160360962152481,0.21848613023757935
play,0.23617996275424957,0.2180248498916626,0.20457527041435242,0.16172382235527039,0.17069974541664124,1.0,0.24321173131465912,0.14587105810642242,0.15685246884822845,0.11059518158435822
an,0.17087337374687195,0.2821882665157318,0.29477936029434204,0.24337391555309296,0.20976382493972778,0.1214400976896286,0.2605783939361572,0.22981685400009155,0.15669359266757965,0.19793890416622162
important,0.21117202937602997,0.31164905428886414,0.273820161819458,0.2673979103565216,0.19456547498703003,0.1567390114068985,0.3796374499797821,0.1883658915758133,0.16289891302585602,0.17812499403953552
role,0.13698403537273407,0.22614215314388275,0.17792730033397675,0.133754700422287,0.11571505665779114,0.2634873688220978,0.243671715259552,0.12377844750881195,0.1823660433292389,0.18676944077014923
in,0.27273955941200256,0.30808621644973755,0.214483380317688,0.23160791397094727,0.1672476977109909,0.24321173131465912,1.0,0.2597269117832184,0.20235490798950195,0.20430970191955566
the,0.3090755045413971,0.42745697498321533,0.35928019881248474,0.16592693328857422,0.20428593456745148,0.24793598055839539,0.6662389636039734,0.28395459055900574,0.2604767382144928,0.22068053483963013
hypersensitive,0.16545425355434418,0.2850120961666107,0.33586612343788147,0.48213815689086914,0.37771451473236084,0.17705890536308289,0.15399357676506042,0.28364884853363037,0.21405883133411407,0.22263620793819427
response,0.31300175189971924,0.3532308340072632,0.2029130905866623,0.29804980754852295,0.18508070707321167,0.10116608440876007,0.20744606852531433,0.18086710572242737,0.3364962637424469,0.2007838636636734
of,0.2669808566570282,0.33290785551071167,0.3119818866252899,0.1701417863368988,0.16848602890968323,0.15350224077701569,0.5696388483047485,0.26645857095718384,0.27720823884010315,0.1826142966747284
plants,0.1391870677471161,0.25144460797309875,0.2636278569698334,0.2643584907054901,0.3117758631706238,0.15370327234268188,0.2697395086288452,0.8344468474388123,0.11509410291910172,0.1473488062620163
against,1.0,0.24561616778373718,0.15442250669002533,0.1278347671031952,0.029733026400208473,0.23617996275424957,0.27273955941200256,0.14030809700489044,0.38783565163612366,0.18095137178897858
pathogen,0.15331663191318512,0.2550991475582123,0.25629642605781555,0.40018415451049805,0.4739850163459778,0.13625608384609222,0.1709301620721817,0.4626202881336212,0.25388103723526,0.1893778294324875
attack,0.31037792563438416,0.16093501448631287,0.12440112233161926,0.19298483431339264,0.18038740754127502,0.15286575257778168,0.1944931447505951,0.16225983202457428,0.3730155825614929,0.126759335398674
.,0.28705209493637085,0.3567904531955719,0.3022993505001068,0.29787561297416687,0.2554275095462799,0.25552695989608765,0.5591574311256409,0.25658002495765686,0.26610422134399414,0.4130953550338745
