,after,the,capital,cities,-,abc,merger,",",frederick,pierce,was,named,to,what,position,?
it,0.36872005462646484,0.6251175999641418,0.27145886421203613,0.2412966936826706,0.27146875858306885,0.17324577271938324,0.26304227113723755,0.48329564929008484,0.226475790143013,0.1537977159023285,0.4577186405658722,0.27125322818756104,0.513711154460907,0.45803478360176086,0.18904933333396912,0.25732165575027466
also,0.33205533027648926,0.6021018624305725,0.22019171714782715,0.22708983719348907,0.24554230272769928,0.2030053734779358,0.17490112781524658,0.4717654287815094,0.20718617737293243,0.20756442844867706,0.4032125174999237,0.3191324770450592,0.5348826050758362,0.42747777700424194,0.23027603328227997,0.21848613023757935
initiated,0.30767822265625,0.2882399260997772,0.10326184332370758,0.08963257074356079,0.15455356240272522,0.1347886025905609,0.20109130442142487,0.20428580045700073,0.2163034826517105,0.15438802540302277,0.2528574764728546,0.22612184286117554,0.2502155900001526,0.17882773280143738,0.16374152898788452,0.16644564270973206
several,0.264902263879776,0.40559855103492737,0.11598861962556839,0.1921219676733017,0.09542006999254227,0.1428346037864685,0.15732057392597198,0.3402247726917267,0.1680527627468109,0.17788740992546082,0.25396689772605896,0.2636145055294037,0.36196985840797424,0.22446060180664062,0.18000197410583496,0.15595775842666626
changes,0.2278626561164856,0.3427845537662506,0.1525052785873413,0.17846666276454926,0.18455907702445984,0.1437690109014511,0.2335892617702484,0.23045918345451355,0.11375568062067032,0.06582757830619812,0.17310309410095215,0.18058685958385468,0.32918253540992737,0.2740466892719269,0.1943366825580597,0.21264225244522095
in,0.44050168991088867,0.6662389636039734,0.3233928978443146,0.32293570041656494,0.2593633532524109,0.1697147786617279,0.22860760986804962,0.5201468467712402,0.24440830945968628,0.23887629806995392,0.45514053106307983,0.28130269050598145,0.45010748505592346,0.30808621644973755,0.20453733205795288,0.20430970191955566
its,0.29879069328308105,0.559237003326416,0.2783217430114746,0.2535979151725769,0.19921338558197021,0.19045390188694,0.18644186854362488,0.33157986402511597,0.18464702367782593,0.1815691441297531,0.3518870174884796,0.24614404141902924,0.3691340684890747,0.30393704771995544,0.24044227600097656,0.15103481709957123
management,0.09511769562959671,0.26673808693885803,0.17150503396987915,0.12475582957267761,0.11975488066673279,0.13873222470283508,0.2089078277349472,0.24724458158016205,0.17109893262386322,0.17778711020946503,0.17849083244800568,0.07432345300912857,0.23028287291526794,0.180610790848732,0.182464137673378,0.15866325795650482
:,-0.011440866626799107,-0.03403344005346298,-0.02328784205019474,0.002675239462405443,0.04455544427037239,-0.06154730170965195,-0.0057443892583251,-0.004729332868009806,-0.04100672900676727,-0.051037922501564026,0.002802103292196989,-0.04546349123120308,-0.09243495017290115,-0.12022944539785385,0.0678464025259018,-0.07156077772378922
frederick,0.21371206641197205,0.24321560561656952,0.14673857390880585,0.17520581185817719,0.1780122071504593,0.08191824704408646,0.1362198442220688,0.29222559928894043,1.0,0.2605215609073639,0.34635642170906067,0.16196057200431824,0.1936277449131012,0.21608632802963257,0.1608796864748001,0.16359178721904755
s.,-0.01493161078542471,-0.04539619758725166,-0.04052940383553505,-0.04457048326730728,0.039608050137758255,0.050216104835271835,0.0861949473619461,-0.04399429261684418,0.008102231658995152,-0.029297152534127235,-0.0905630961060524,0.0025005813222378492,-0.003180847968906164,0.027025721967220306,0.027686912566423416,0.07581593841314316
pierce,0.20912101864814758,0.2549101412296295,0.07820892333984375,0.0770404264330864,0.15676440298557281,0.17887553572654724,0.09963706880807877,0.2930167019367218,0.2605215609073639,1.0,0.24250786006450653,0.2037225365638733,0.2138059139251709,0.13912583887577057,0.2431146502494812,0.16230438649654388
was,0.49306565523147583,0.48711544275283813,0.21907466650009155,0.17598430812358856,0.21728090941905975,0.21565799415111542,0.23289446532726288,0.45456063747406006,0.34635642170906067,0.24250786006450653,1.0000001192092896,0.37528327107429504,0.3636345863342285,0.22111038863658905,0.23203803598880768,0.18412111699581146
named,0.4528660774230957,0.3521348536014557,0.1837283968925476,0.12247356027364731,0.1506936252117157,0.2247007191181183,0.1600663661956787,0.2530003488063812,0.16196057200431824,0.2037225365638733,0.37528327107429504,1.0,0.23689822852611542,0.1525408923625946,0.14169488847255707,0.1297498345375061
president,0.25286588072776794,0.24330610036849976,0.24277032911777496,0.1686120480298996,0.18900468945503235,0.20593604445457458,0.208293154835701,0.26552814245224,0.17365403473377228,0.27869096398353577,0.2505730390548706,0.15809892117977142,0.21247753500938416,0.1870913952589035,0.19582977890968323,0.14148259162902832
