,how,much,lower,was,the,north,sea,in,the,last,cold,phase,than,it,is,today,?
the,0.33890387415885925,0.35023224353790283,0.3463275134563446,0.48711544275283813,1.0,0.36298373341560364,0.30363768339157104,0.6662389636039734,1.0,0.3698786795139313,0.2897129952907562,0.29143109917640686,0.3227543234825134,0.6251175999641418,0.5823672413825989,0.35740926861763,0.22068053483963013
english,0.18202126026153564,0.22298650443553925,0.0916140004992485,0.23000946640968323,0.23982001841068268,0.14724189043045044,0.08718599379062653,0.19623121619224548,0.23982001841068268,0.13506241142749786,0.11124052852392197,0.07614925503730774,0.18295510113239288,0.2231159806251526,0.24613474309444427,0.20015724003314972,0.23251567780971527
channel,0.1534586250782013,0.17305240035057068,0.1540602743625641,0.15624403953552246,0.2860044836997986,0.1779143512248993,0.27030596137046814,0.210372194647789,0.2860044836997986,0.06755853444337845,0.08420979976654053,0.17233774065971375,0.17678901553153992,0.2505355477333069,0.22889479994773865,0.18548645079135895,0.20176179707050323
",",0.22659391164779663,0.36182254552841187,0.236776202917099,0.45456063747406006,0.4933079481124878,0.31834840774536133,0.30078184604644775,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.2868689298629761,0.17857486009597778,0.3371901512145996,0.48329564929008484,0.4691906273365021,0.3282252550125122,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.3463275134563446,0.48711544275283813,1.0,0.36298373341560364,0.30363768339157104,0.6662389636039734,1.0,0.3698786795139313,0.2897129952907562,0.29143109917640686,0.3227543234825134,0.6251175999641418,0.5823672413825989,0.35740926861763,0.22068053483963013
irish,0.1544826775789261,0.1311805248260498,0.09178471565246582,0.2472245693206787,0.20936301350593567,0.1610693484544754,0.20820876955986023,0.17023150622844696,0.20936301350593567,0.09934315830469131,0.10017256438732147,0.07528171688318253,0.0953529104590416,0.12102548778057098,0.15748897194862366,0.13728265464305878,0.09232300519943237
channel,0.1534586250782013,0.17305240035057068,0.1540602743625641,0.15624403953552246,0.2860044836997986,0.1779143512248993,0.27030596137046814,0.210372194647789,0.2860044836997986,0.06755853444337845,0.08420979976654053,0.17233774065971375,0.17678901553153992,0.2505355477333069,0.22889479994773865,0.18548645079135895,0.20176179707050323
and,0.33647966384887695,0.38395699858665466,0.2802542746067047,0.3740963041782379,0.5171257257461548,0.2776443064212799,0.30105236172676086,0.4954058527946472,0.5171257257461548,0.25967320799827576,0.25512415170669556,0.1999596506357193,0.39361441135406494,0.40957894921302795,0.3859752118587494,0.37503334879875183,0.20544172823429108
most,0.311336874961853,0.4205867648124695,0.2018900364637375,0.29933857917785645,0.47635307908058167,0.2047051340341568,0.22037747502326965,0.41416558623313904,0.47635307908058167,0.27070826292037964,0.23038560152053833,0.16901932656764984,0.42108985781669617,0.4001435935497284,0.41165053844451904,0.42132407426834106,0.2107497900724411
of,0.2480744868516922,0.2671096920967102,0.31757521629333496,0.4069072902202606,0.733189046382904,0.3604778051376343,0.2707739472389221,0.5696388483047485,0.733189046382904,0.3052992522716522,0.22852186858654022,0.2589104175567627,0.33036211133003235,0.38761502504348755,0.4854315221309662,0.3291318118572235,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.3463275134563446,0.48711544275283813,1.0,0.36298373341560364,0.30363768339157104,0.6662389636039734,1.0,0.3698786795139313,0.2897129952907562,0.29143109917640686,0.3227543234825134,0.6251175999641418,0.5823672413825989,0.35740926861763,0.22068053483963013
north,0.12114071100950241,0.1584777534008026,0.20818813145160675,0.29020047187805176,0.36298373341560364,1.0,0.3454431891441345,0.39050599932670593,0.36298373341560364,0.1556471288204193,0.22699829936027527,0.12677563726902008,0.12535135447978973,0.33463054895401,0.2993389368057251,0.23140747845172882,0.11829731613397598
sea,0.16549281775951385,0.20864515006542206,0.16840431094169617,0.18031850457191467,0.30363768339157104,0.3454431891441345,1.0,0.2302369773387909,0.30363768339157104,0.17452025413513184,0.22790871560573578,0.12195836007595062,0.13665421307086945,0.2367796152830124,0.22288988530635834,0.17348980903625488,0.15551945567131042
were,0.2082374095916748,0.25476184487342834,0.17496317625045776,0.590133786201477,0.3906462490558624,0.22497540712356567,0.21790136396884918,0.3815755248069763,0.3906462490558624,0.25959286093711853,0.19094033539295197,0.15020470321178436,0.2885614037513733,0.25487732887268066,0.29386836290359497,0.3418138325214386,0.17890112102031708
dry,0.15154878795146942,0.23505538702011108,0.1841641515493393,0.16512928903102875,0.24019554257392883,0.25270238518714905,0.2625569999217987,0.2583382725715637,0.24019554257392883,0.1500547081232071,0.44046372175216675,0.1791396141052246,0.17381490767002106,0.3484407365322113,0.2842336893081665,0.18047186732292175,0.13395056128501892
land,0.1918935328722,0.21933935582637787,0.14205829799175262,0.23751215636730194,0.28587454557418823,0.2778964936733246,0.355392187833786,0.22871792316436768,0.28587454557418823,0.18268847465515137,0.1757170408964157,0.1054738238453865,0.1792590618133545,0.2534204423427582,0.22457899153232574,0.14440511167049408,0.1432059109210968
",",0.22659391164779663,0.36182254552841187,0.236776202917099,0.45456063747406006,0.4933079481124878,0.31834840774536133,0.30078184604644775,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.2868689298629761,0.17857486009597778,0.3371901512145996,0.48329564929008484,0.4691906273365021,0.3282252550125122,0.31091248989105225
mainly,0.29285627603530884,0.3128293752670288,0.18531902134418488,0.26961684226989746,0.3790479004383087,0.25983187556266785,0.23851604759693146,0.353954017162323,0.3790479004383087,0.20199230313301086,0.12190262228250504,0.15045830607414246,0.23105445504188538,0.35846462845802307,0.3799574673175812,0.4571371078491211,0.07608037441968918
because,0.48179173469543457,0.5250074863433838,0.2343423217535019,0.3841400742530823,0.44596394896507263,0.19460582733154297,0.20932641625404358,0.37423941493034363,0.44596394896507263,0.2872610092163086,0.2774897813796997,0.1803138256072998,0.4122711718082428,0.4849289059638977,0.4047735333442688,0.3515949249267578,0.2528740465641022
sea,0.16549281775951385,0.20864515006542206,0.16840431094169617,0.18031850457191467,0.30363768339157104,0.3454431891441345,1.0,0.2302369773387909,0.30363768339157104,0.17452025413513184,0.22790871560573578,0.12195836007595062,0.13665421307086945,0.2367796152830124,0.22288988530635834,0.17348980903625488,0.15551945567131042
level,0.27169108390808105,0.2299954742193222,0.3845921456813812,0.12130098044872284,0.31442487239837646,0.22353820502758026,0.3468961715698242,0.279204785823822,0.31442487239837646,0.11636733263731003,0.1309051811695099,0.17685875296592712,0.21949224174022675,0.2690049707889557,0.24803997576236725,0.12071886658668518,0.20528386533260345
was,0.16678167879581451,0.2580166161060333,0.1138346716761589,1.0000001192092896,0.48711544275283813,0.29020047187805176,0.18031850457191467,0.45514053106307983,0.48711544275283813,0.32424551248550415,0.16259494423866272,0.159205824136734,0.1872616857290268,0.4577186405658722,0.5810302495956421,0.3137040436267853,0.18412111699581146
approximately,0.17167454957962036,0.24894006550312042,0.24149540066719055,0.20827944576740265,0.33137547969818115,0.310242235660553,0.22330090403556824,0.3145860731601715,0.33137547969818115,0.1821971982717514,0.10922849923372269,0.21367061138153076,0.3712998330593109,0.25085556507110596,0.2724578380584717,0.27924326062202454,0.10237617790699005
120,-0.09803985804319382,-0.05137966200709343,-0.00031055635190568864,0.2510603666305542,0.19426260888576508,0.14302358031272888,-0.011943351477384567,0.2371283769607544,0.19426260888576508,0.11952833831310272,0.032282885164022446,0.025765007361769676,0.047127220779657364,0.19932635128498077,0.11837656795978546,0.05937938019633293,0.01702505350112915
m,0.17182649672031403,0.17291346192359924,0.012001474387943745,0.19339345395565033,0.15156042575836182,0.16915392875671387,0.18571223318576813,0.12893682718276978,0.15156042575836182,0.14527097344398499,0.11373583227396011,0.13991054892539978,0.16420501470565796,0.18739300966262817,0.22669823467731476,0.12207432836294174,0.2618667185306549
(,0.1676948219537735,0.21788647770881653,0.18077315390110016,0.2980341613292694,0.33289089798927307,0.20408999919891357,0.19181853532791138,0.3087427020072937,0.33289089798927307,0.290768563747406,0.1784229427576065,0.16279959678649902,0.19419437646865845,0.2745298147201538,0.35393038392066956,0.226308673620224,0.40561532974243164
390,-0.0557670034468174,-0.06684961915016174,-0.14447112381458282,0.037779301404953,-0.04787406697869301,0.0792437493801117,0.032043736428022385,0.03871656581759453,-0.04787406697869301,-0.05482760816812515,-0.023666594177484512,-0.08892719447612762,-0.04834923893213272,-0.02434241771697998,-0.02600889652967453,-0.07777859270572662,-0.01989002525806427
ft,0.17820364236831665,0.15052607655525208,0.20098865032196045,0.16512228548526764,0.16553674638271332,0.22273914515972137,0.29382768273353577,0.1763954907655716,0.16553674638271332,0.14642943441867828,0.1077846884727478,0.10903682559728622,0.2095276564359665,0.15445373952388763,0.17731311917304993,0.13920138776302338,0.17776548862457275
),0.17939934134483337,0.22256317734718323,0.19089847803115845,0.3267642855644226,0.3456730246543884,0.19693730771541595,0.18647637963294983,0.3326910734176636,0.3456730246543884,0.30915912985801697,0.18041756749153137,0.15828311443328857,0.21982109546661377,0.28560304641723633,0.37732169032096863,0.2661649286746979,0.42300865054130554
lower,0.1727292835712433,0.2710433602333069,1.0,0.1138346716761589,0.3463275134563446,0.20818813145160675,0.16840431094169617,0.27455443143844604,0.3463275134563446,0.12070845067501068,0.1370362788438797,0.13714948296546936,0.37582775950431824,0.22507257759571075,0.20806168019771576,0.1805497705936432,0.08471795171499252
than,0.29763275384902954,0.632695198059082,0.37582775950431824,0.1872616857290268,0.3227543234825134,0.12535135447978973,0.13665421307086945,0.3270052373409271,0.3227543234825134,0.2129838913679123,0.15743207931518555,0.16908402740955353,1.0,0.3603973984718323,0.2839990258216858,0.25864771008491516,0.24917294085025787
today,0.2630672752857208,0.3173457682132721,0.1805497705936432,0.3137040436267853,0.35740926861763,0.23140747845172882,0.17348980903625488,0.3300545811653137,0.35740926861763,0.2955802381038666,0.12696832418441772,0.18815986812114716,0.25864771008491516,0.3544831871986389,0.3404538929462433,1.0000001192092896,0.17338968813419342
.,0.3287222981452942,0.3374604284763336,0.24347278475761414,0.40146201848983765,0.5934505462646484,0.3171539604663849,0.2680719196796417,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.253801554441452,0.2420554906129837,0.3594527542591095,0.5593622326850891,0.4569662809371948,0.30348071455955505,0.4130953550338745
