,how,many,inhabitants,does,the,los,angeles,area,contain,?
out,0.3963836133480072,0.3329806923866272,0.14867420494556427,0.24808503687381744,0.39404502511024475,0.22045356035232544,0.22949089109897614,0.21545633673667908,0.21240568161010742,0.22020699083805084
of,0.2480744868516922,0.37253960967063904,0.26628780364990234,0.3119818866252899,0.733189046382904,0.17343297600746155,0.16643567383289337,0.3409860134124756,0.30574339628219604,0.1826142966747284
these,0.41104358434677124,0.7077717185020447,0.1624470055103302,0.31633180379867554,0.49086877703666687,0.178745836019516,0.18532732129096985,0.2632642686367035,0.47262340784072876,0.2571668326854706
",",0.22659391164779663,0.40610817074775696,0.2508344054222107,0.28617382049560547,0.4933079481124878,0.242568701505661,0.23721925914287567,0.2664283812046051,0.24384500086307526,0.31091248989105225
three,0.23807744681835175,0.4501400589942932,0.20202995836734772,0.1872161626815796,0.43452659249305725,0.23073403537273407,0.21823973953723907,0.1964956521987915,0.22322018444538116,0.20928427577018738
are,0.311818927526474,0.5655534863471985,0.2401406168937683,0.3126322329044342,0.40399202704429626,0.1627943068742752,0.1732020229101181,0.25780194997787476,0.5326977372169495,0.24591213464736938
heavy,0.18659134209156036,0.3057643175125122,0.09275253862142563,0.19022753834724426,0.2532151937484741,0.17169855535030365,0.1627979278564453,0.14013858139514923,0.19396907091140747,0.16717074811458588
populated,0.1526753008365631,0.26790016889572144,0.5796582698822021,0.2203751504421234,0.33048298954963684,0.172007754445076,0.15736684203147888,0.5160993337631226,0.2500629723072052,0.20106194913387299
areas,0.2255835086107254,0.38976719975471497,0.3510858714580536,0.19766740500926971,0.3311663568019867,0.13785625994205475,0.13989020884037018,0.6056747436523438,0.24656571447849274,0.1273590475320816
:,-0.11215605586767197,-0.10786184668540955,0.04957464337348938,-0.11934193223714828,-0.03403344005346298,-0.01322260033339262,-0.02031606249511242,-0.07871101796627045,-0.12136782705783844,-0.07156077772378922
the,0.33890387415885925,0.4335206151008606,0.2644902467727661,0.35928019881248474,1.0,0.2502395510673523,0.24588194489479065,0.37834644317626953,0.26383090019226074,0.22068053483963013
los,0.1389930248260498,0.23644691705703735,0.19953778386116028,0.10503679513931274,0.2502395510673523,1.0,0.9408739805221558,0.18259401619434357,0.09697379171848297,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.16632404923439026,0.10788265615701675,0.24588194489479065,0.9408739805221558,0.9999999403953552,0.18634328246116638,0.09000071883201599,0.16139166057109833
area,0.17030490934848785,0.2414858043193817,0.506601095199585,0.13779224455356598,0.37834644317626953,0.18259401619434357,0.18634328246116638,1.0,0.15006937086582184,0.12640461325645447
with,0.3525622487068176,0.35744401812553406,0.2266433835029602,0.26186925172805786,0.4223487675189972,0.2318117916584015,0.2410994917154312,0.2303420901298523,0.3116915822029114,0.2433311939239502
over,0.31446483731269836,0.47131630778312683,0.14671184122562408,0.24276040494441986,0.39856547117233276,0.15423832833766937,0.16226860880851746,0.26123467087745667,0.2416319102048874,0.25742942094802856
12,0.10959922522306442,0.1780882626771927,0.28194862604141235,0.167842298746109,0.28907760977745056,-0.040975023061037064,-0.03885096311569214,0.23354226350784302,0.20842203497886658,0.10021790862083435
million,0.21114659309387207,0.3520967364311218,0.3006707429885864,0.10680846869945526,0.277012437582016,0.17348229885101318,0.19108831882476807,0.20709379017353058,0.2411995679140091,0.23092924058437347
inhabitants,0.08514878153800964,0.1903092861175537,1.0000001192092896,0.06651370227336884,0.2644902467727661,0.19953778386116028,0.16632404923439026,0.506601095199585,0.14716266095638275,0.1312350630760193
",",0.22659391164779663,0.40610817074775696,0.2508344054222107,0.28617382049560547,0.4933079481124878,0.242568701505661,0.23721925914287567,0.2664283812046051,0.24384500086307526,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.2644902467727661,0.35928019881248474,1.0,0.2502395510673523,0.24588194489479065,0.37834644317626953,0.26383090019226074,0.22068053483963013
riverside-san,0.08602529764175415,0.2596791982650757,0.270997554063797,0.14059950411319733,0.3030746281147003,0.4017318785190582,0.4093901216983795,0.29483452439308167,0.1312386840581894,0.12295176833868027
bernardino,0.10074875503778458,0.24235501885414124,0.2477593719959259,0.10983016341924667,0.2722903788089752,0.39600813388824463,0.38698744773864746,0.2726062834262848,0.1446438431739807,0.11443846672773361
area,0.17030490934848785,0.2414858043193817,0.506601095199585,0.13779224455356598,0.37834644317626953,0.18259401619434357,0.18634328246116638,1.0,0.15006937086582184,0.12640461325645447
with,0.3525622487068176,0.35744401812553406,0.2266433835029602,0.26186925172805786,0.4223487675189972,0.2318117916584015,0.2410994917154312,0.2303420901298523,0.3116915822029114,0.2433311939239502
over,0.31446483731269836,0.47131630778312683,0.14671184122562408,0.24276040494441986,0.39856547117233276,0.15423832833766937,0.16226860880851746,0.26123467087745667,0.2416319102048874,0.25742942094802856
four,0.1955733299255371,0.4139232039451599,0.18507498502731323,0.14431285858154297,0.40344667434692383,0.22500590980052948,0.22358615696430206,0.16181504726409912,0.2098006308078766,0.14532537758350372
million,0.21114659309387207,0.3520967364311218,0.3006707429885864,0.10680846869945526,0.277012437582016,0.17348229885101318,0.19108831882476807,0.20709379017353058,0.2411995679140091,0.23092924058437347
inhabitants,0.08514878153800964,0.1903092861175537,1.0000001192092896,0.06651370227336884,0.2644902467727661,0.19953778386116028,0.16632404923439026,0.506601095199585,0.14716266095638275,0.1312350630760193
",",0.22659391164779663,0.40610817074775696,0.2508344054222107,0.28617382049560547,0.4933079481124878,0.242568701505661,0.23721925914287567,0.2664283812046051,0.24384500086307526,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2182229906320572,0.3461615741252899,0.5171257257461548,0.22504177689552307,0.2403915673494339,0.3044000566005707,0.3066939413547516,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2644902467727661,0.35928019881248474,1.0,0.2502395510673523,0.24588194489479065,0.37834644317626953,0.26383090019226074,0.22068053483963013
san,0.11613621562719345,0.20305834710597992,0.21900679171085358,0.11352116614580154,0.2858080565929413,0.45418909192085266,0.4276162087917328,0.22260162234306335,0.12560126185417175,0.10952327400445938
diego,0.10675806552171707,0.20995798707008362,0.14421416819095612,0.12579059600830078,0.20885010063648224,0.5052679181098938,0.46809855103492737,0.1622200906276703,0.0854950025677681,0.11438121646642685
area,0.17030490934848785,0.2414858043193817,0.506601095199585,0.13779224455356598,0.37834644317626953,0.18259401619434357,0.18634328246116638,1.0,0.15006937086582184,0.12640461325645447
with,0.3525622487068176,0.35744401812553406,0.2266433835029602,0.26186925172805786,0.4223487675189972,0.2318117916584015,0.2410994917154312,0.2303420901298523,0.3116915822029114,0.2433311939239502
over,0.31446483731269836,0.47131630778312683,0.14671184122562408,0.24276040494441986,0.39856547117233276,0.15423832833766937,0.16226860880851746,0.26123467087745667,0.2416319102048874,0.25742942094802856
3,0.12271612882614136,0.026462629437446594,0.03558133915066719,0.09254035353660583,0.06283142417669296,0.016059061512351036,0.03949344530701637,0.006786597892642021,0.13292048871517181,0.005975271109491587
million,0.21114659309387207,0.3520967364311218,0.3006707429885864,0.10680846869945526,0.277012437582016,0.17348229885101318,0.19108831882476807,0.20709379017353058,0.2411995679140091,0.23092924058437347
inhabitants,0.08514878153800964,0.1903092861175537,1.0000001192092896,0.06651370227336884,0.2644902467727661,0.19953778386116028,0.16632404923439026,0.506601095199585,0.14716266095638275,0.1312350630760193
.,0.3287222981452942,0.3974229395389557,0.210379958152771,0.3022993505001068,0.5934505462646484,0.2471826672554016,0.26720499992370605,0.2760866582393646,0.22565869987010956,0.4130953550338745
