,what,was,the,u.s.,information,agency,charged,with,doing,during,the,cold,war,?
u.s.,0.11178889125585556,0.06837434321641922,0.06592652946710587,0.9999999403953552,-0.030644970014691353,-0.09938419610261917,0.09718623012304306,0.045639924705028534,0.08848241716623306,0.027661997824907303,0.06592652946710587,-0.062442488968372345,0.11758951842784882,0.07886100560426712
defense,0.193815678358078,0.2295428365468979,0.2604767382144928,0.08595205843448639,0.23231399059295654,0.25681304931640625,0.2680061459541321,0.19516409933567047,0.23838551342487335,0.2888902425765991,0.2604767382144928,0.24650132656097412,0.35926273465156555,0.21935760974884033
secretary,0.14278742671012878,0.2750075161457062,0.23160062730312347,-0.008460593409836292,0.14523261785507202,0.33444902300834656,0.19127747416496277,0.1384381204843521,0.12691152095794678,0.19432909786701202,0.23160062730312347,0.21321217715740204,0.30654579401016235,0.10113837569952011
robert,0.1948658525943756,0.24186499416828156,0.2257954627275467,0.0076278564520180225,0.06948523968458176,0.0981331467628479,0.1868893802165985,0.19348889589309692,0.1821039319038391,0.2420009821653366,0.2257954627275467,0.16505970060825348,0.22770491242408752,0.11293095350265503
gates,0.12827859818935394,0.20647941529750824,0.2443714737892151,0.08522705733776093,0.08807123452425003,0.1362595558166504,0.23289942741394043,0.16881613433361053,0.13376879692077637,0.12361014634370804,0.2443714737892151,0.1497659534215927,0.18931248784065247,0.1212976723909378
called,0.3235960602760315,0.33927658200263977,0.489897221326828,-0.019573306664824486,0.12149109691381454,0.1304442584514618,0.2893144190311432,0.3139074146747589,0.26411202549934387,0.354606956243515,0.489897221326828,0.2192383110523224,0.19839569926261902,0.18963319063186646
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.11615988612174988,0.3006572127342224,0.2340606451034546,0.17613565921783447,0.39140474796295166,0.38482627272605896,0.3448435664176941,0.4739971458911896,0.18729542195796967,0.22632956504821777,0.264628142118454
establishing,0.1974942833185196,0.2054227888584137,0.3532279133796692,-0.00884177628904581,0.20220370590686798,0.23092646896839142,0.14914673566818237,0.2623748779296875,0.2763385474681854,0.2058870643377304,0.3532279133796692,0.11792919784784317,0.27398964762687683,0.1457604318857193
something,0.6258514523506165,0.21270504593849182,0.32640767097473145,0.08298569917678833,0.3567463159561157,0.19288349151611328,0.2562517523765564,0.22596363723278046,0.4994617998600006,0.15279358625411987,0.32640767097473145,0.22781330347061157,0.18763437867164612,0.4761815667152405
similar,0.30608364939689636,0.20839861035346985,0.2963123023509979,-0.0810961127281189,0.22098393738269806,0.211356058716774,0.16621063649654388,0.36291107535362244,0.21800567209720612,0.18813791871070862,0.2963123023509979,0.19665981829166412,0.10545836389064789,0.23309361934661865
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.09732837975025177,0.3299184739589691,0.24151217937469482,0.17754106223583221,0.4239959120750427,0.3272162973880768,0.2828781306743622,0.535392165184021,0.22828681766986847,0.2610234022140503,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.06592652946710587,0.3143121302127838,0.24253644049167633,0.2047804892063141,0.4223487675189972,0.29305580258369446,0.4838213622570038,1.0,0.2897129952907562,0.366199791431427,0.22068053483963013
defunct,0.17937856912612915,0.20068663358688354,0.28716084361076355,0.03509605675935745,0.16988685727119446,0.26649072766304016,0.18201443552970886,0.18436768651008606,0.20569734275341034,0.11042705178260803,0.28716084361076355,0.16436885297298431,0.1394839733839035,0.1643490195274353
u.s.,0.11178889125585556,0.06837434321641922,0.06592652946710587,0.9999999403953552,-0.030644970014691353,-0.09938419610261917,0.09718623012304306,0.045639924705028534,0.08848241716623306,0.027661997824907303,0.06592652946710587,-0.062442488968372345,0.11758951842784882,0.07886100560426712
information,0.35283446311950684,0.15183912217617035,0.3143121302127838,-0.030644970014691353,0.9999999403953552,0.28698810935020447,0.19186674058437347,0.21308501064777374,0.2595248222351074,0.15506282448768616,0.3143121302127838,0.11494006961584091,0.15519070625305176,0.24875912070274353
agency,0.1771060973405838,0.19805613160133362,0.24253644049167633,-0.09938419610261917,0.28698810935020447,1.0000001192092896,0.13858236372470856,0.1292697787284851,0.1259537786245346,0.1655157506465912,0.24253644049167633,0.1740943342447281,0.2093590497970581,0.18185843527317047
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.030410487204790115,0.297139048576355,0.21437011659145355,0.21726356446743011,0.4120737314224243,0.31285786628723145,0.3225448727607727,0.4933079481124878,0.2868689298629761,0.2671184241771698,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.014487938955426216,0.34511786699295044,0.19986993074417114,0.21918892860412598,0.46403205394744873,0.3309774696826935,0.3590145409107208,0.6521818041801453,0.21176378428936005,0.2244700789451599,0.25814583897590637
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.06837434321641922,0.15183912217617035,0.19805613160133362,0.2394018918275833,0.27411898970603943,0.18763868510723114,0.4470829963684082,0.48711544275283813,0.16259494423866272,0.3560331463813782,0.18412111699581146
charged,0.191240593791008,0.2394018918275833,0.2047804892063141,0.09718623012304306,0.19186674058437347,0.13858236372470856,1.0,0.2160840779542923,0.23958230018615723,0.21743762493133545,0.2047804892063141,0.11049437522888184,0.2041248381137848,0.1305682212114334
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.045639924705028534,0.21308501064777374,0.1292697787284851,0.2160840779542923,0.9999999403953552,0.26442378759384155,0.28545209765434265,0.4223487675189972,0.23475629091262817,0.20580904185771942,0.2433311939239502
undermining,0.3852328062057495,0.14295943081378937,0.31178784370422363,0.0067344470880925655,0.23150166869163513,0.19871939718723297,0.20016470551490784,0.22892144322395325,0.40620550513267517,0.23617126047611237,0.31178784370422363,0.18241742253303528,0.23746313154697418,0.2701819837093353
the,0.42745697498321533,0.48711544275283813,1.0,0.06592652946710587,0.3143121302127838,0.24253644049167633,0.2047804892063141,0.4223487675189972,0.29305580258369446,0.4838213622570038,1.0,0.2897129952907562,0.366199791431427,0.22068053483963013
communist,0.1774516999721527,0.2940322756767273,0.24560265243053436,-0.035482678562402725,0.14147882163524628,0.20719432830810547,0.20355549454689026,0.1727391630411148,0.15402008593082428,0.2127699851989746,0.24560265243053436,0.27851560711860657,0.39592429995536804,0.13955675065517426
ideology,0.3075948655605316,0.1863693743944168,0.17914913594722748,-0.025198983028531075,0.19001376628875732,0.10739540308713913,0.16987989842891693,0.17179203033447266,0.22431820631027222,0.16338536143302917,0.17914913594722748,0.10259164869785309,0.23161624372005463,0.14344371855258942
during,0.24137552082538605,0.4470829963684082,0.4838213622570038,0.027661997824907303,0.15506282448768616,0.1655157506465912,0.21743762493133545,0.28545209765434265,0.22348511219024658,1.0,0.4838213622570038,0.31616321206092834,0.4802435040473938,0.1325719803571701
the,0.42745697498321533,0.48711544275283813,1.0,0.06592652946710587,0.3143121302127838,0.24253644049167633,0.2047804892063141,0.4223487675189972,0.29305580258369446,0.4838213622570038,1.0,0.2897129952907562,0.366199791431427,0.22068053483963013
cold,0.19148564338684082,0.16259494423866272,0.2897129952907562,-0.062442488968372345,0.11494006961584091,0.1740943342447281,0.11049437522888184,0.23475629091262817,0.22138257324695587,0.31616321206092834,0.2897129952907562,1.0,0.3876534104347229,0.12272877991199493
