,when,was,the,polish-bolshevik,war,fought,?
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23475265502929688,0.29904094338417053,0.27511686086654663,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.26813873648643494,0.366199791431427,0.30367159843444824,0.22068053483963013
course,0.26994144916534424,0.2136799544095993,0.32268625497817993,0.15697848796844482,0.19713163375854492,0.18244396150112152,0.28826573491096497
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.24310877919197083,0.31680163741111755,0.26073968410491943,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.26813873648643494,0.366199791431427,0.30367159843444824,0.22068053483963013
polish-bolshevik,0.29859936237335205,0.3308219611644745,0.26813873648643494,1.0,0.3591827154159546,0.2765722870826721,0.20389017462730408
war,0.26339730620384216,0.3560331463813782,0.366199791431427,0.3591827154159546,1.0000001192092896,0.5800250768661499,0.15510529279708862
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.24310877919197083,0.31680163741111755,0.26073968410491943,0.1826142966747284
1920,0.09295317530632019,0.26540109515190125,0.2174486517906189,0.08478958904743195,0.17696653306484222,0.08594575524330139,0.06687742471694946
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.3123426139354706,0.2671184241771698,0.2973159849643707,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.26813873648643494,0.366199791431427,0.30367159843444824,0.22068053483963013
huge,0.30331841111183167,0.2334039807319641,0.3726782202720642,0.20970405638217926,0.2178516536951065,0.17434774339199066,0.13631469011306763
battle,0.15145152807235718,0.23319749534130096,0.2820790410041809,0.18458876013755798,0.5131220817565918,0.6739098429679871,0.1680624783039093
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.24310877919197083,0.31680163741111755,0.26073968410491943,0.1826142966747284
warsaw,0.1615014374256134,0.2614976763725281,0.23137180507183075,0.5508160591125488,0.3365558683872223,0.20800742506980896,0.09769917279481888
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.3308219611644745,0.3560331463813782,0.3444228172302246,0.18412111699581146
fought,0.19500835239887238,0.3444228172302246,0.30367159843444824,0.2765722870826721,0.5800250768661499,1.0000001192092896,0.15288178622722626
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.19579996168613434,0.23017507791519165,0.2211287021636963,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.26813873648643494,0.366199791431427,0.30367159843444824,0.22068053483963013
eastern,0.22923262417316437,0.23346775770187378,0.3928247392177582,0.26232168078422546,0.22577248513698578,0.2521410286426544,0.20060817897319794
outskirts,0.16420015692710876,0.26753488183021545,0.2740437090396881,0.275073766708374,0.14417526125907898,0.2090931534767151,0.052340004593133926
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.24310877919197083,0.31680163741111755,0.26073968410491943,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.26813873648643494,0.366199791431427,0.30367159843444824,0.22068053483963013
city,0.19592350721359253,0.3188765048980713,0.35769423842430115,0.2059139460325241,0.24160461127758026,0.25580650568008423,0.13423943519592285
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23475265502929688,0.29904094338417053,0.27511686086654663,0.20430970191955566
which,0.572554349899292,0.2830964922904968,0.6521818041801453,0.24533052742481232,0.2244700789451599,0.14251495897769928,0.25814583897590637
the,0.5091903209686279,0.48711544275283813,1.0,0.26813873648643494,0.366199791431427,0.30367159843444824,0.22068053483963013
capital,0.20230671763420105,0.21907466650009155,0.3049491047859192,0.2122497260570526,0.23039349913597107,0.18838979303836823,0.0907452180981636
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.3308219611644745,0.3560331463813782,0.3444228172302246,0.18412111699581146
successfully,0.3936765193939209,0.2890758812427521,0.32525569200515747,0.2112790197134018,0.27074262499809265,0.3103397786617279,0.0971045047044754
defended,0.22460216283798218,0.3343270421028137,0.27647164463996887,0.26342466473579407,0.26888781785964966,0.5111594796180725,0.16800206899642944
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.273873895406723,0.29695844650268555,0.26526638865470886,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.26813873648643494,0.366199791431427,0.30367159843444824,0.22068053483963013
red,0.2535014748573303,0.1680612564086914,0.2817947566509247,0.24722418189048767,0.1439005732536316,0.12761123478412628,0.1495664119720459
army,0.2435331642627716,0.30177709460258484,0.31011611223220825,0.3471318781375885,0.5000815987586975,0.4943471848964691,0.180583193898201
defeated,0.2280166894197464,0.30834874510765076,0.2833898365497589,0.2372725009918213,0.2810431122779846,0.491964727640152,0.1413237303495407
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2666049897670746,0.3000848889350891,0.22964482009410858,0.4130953550338745
