,which,group,did,not,agree,to,sign,these,agreements,?
despite,0.2826302945613861,0.18549983203411102,0.38115930557250977,0.3768695294857025,0.23567397892475128,0.3584847152233124,0.18123288452625275,0.264832466840744,0.21917027235031128,0.14350546896457672
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
disagreements,0.3097231686115265,0.26963576674461365,0.3756861388683319,0.34059464931488037,0.5770567059516907,0.3165186047554016,0.29456034302711487,0.36922746896743774,0.8560870289802551,0.22321587800979614
on,0.4245251417160034,0.22796137630939484,0.2670976221561432,0.3516409695148468,0.23403891921043396,0.41031414270401,0.20838233828544617,0.32800400257110596,0.2256575971841812,0.2714994251728058
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
eucharist,0.26915934681892395,0.1708834022283554,0.16226354241371155,0.2569608986377716,0.2091064751148224,0.18144412338733673,0.25729629397392273,0.25929635763168335,0.1635529100894928,0.15321393311023712
",",0.3658004403114319,0.2809832692146301,0.3015086054801941,0.3769696354866028,0.26245203614234924,0.44245919585227966,0.21768593788146973,0.37613096833229065,0.2693939507007599,0.31091248989105225
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
marburg,0.19037272036075592,0.15144722163677216,0.14080889523029327,0.1478516310453415,0.11820998787879944,0.14287161827087402,0.10417882353067398,0.18127231299877167,0.10898471623659134,0.21810835599899292
colloquy,0.32391083240509033,0.24787917733192444,0.21996162831783295,0.3493420481681824,0.2760983407497406,0.3015047609806061,0.2673088610172272,0.23247624933719635,0.19205211102962494,0.2766325771808624
paved,0.2917407155036926,0.05841456726193428,0.1952291578054428,0.22279272973537445,0.1670001745223999,0.25113391876220703,0.18787029385566711,0.2287427932024002,0.2082207351922989,0.12806759774684906
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
way,0.4262211322784424,0.23319360613822937,0.34534135460853577,0.4712067246437073,0.34487393498420715,0.4772548973560333,0.3163454830646515,0.3907841145992279,0.266811728477478,0.31575819849967957
for,0.44095608592033386,0.24519909918308258,0.318512886762619,0.39280617237091064,0.2437044233083725,0.4451248347759247,0.20212827622890472,0.41566818952560425,0.22550585865974426,0.264628142118454
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
signing,0.28390955924987793,0.1518464833498001,0.2153119593858719,0.1901455968618393,0.20180246233940125,0.21015532314777374,0.5864046216011047,0.15479570627212524,0.3803805112838745,0.15776143968105316
in,0.4840516746044159,0.2304753065109253,0.2593238651752472,0.3403114080429077,0.15189619362354279,0.45010748505592346,0.1645301878452301,0.3791837692260742,0.21974602341651917,0.20430970191955566
1530,-0.23138025403022766,-0.10074752569198608,-0.06697874516248703,-0.13039684295654297,0.007955914363265038,-0.21023400127887726,-0.0029887063428759575,-0.19342555105686188,-0.12427215278148651,-0.001345398253761232
of,0.5011631846427917,0.25542253255844116,0.2513895630836487,0.3307090103626251,0.22545385360717773,0.41548454761505127,0.201818585395813,0.42684608697891235,0.23625777661800385,0.1826142966747284
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
augsburg,0.25135454535484314,0.14741407334804535,0.1348627358675003,0.18278983235359192,0.14743873476982117,0.14199583232402802,0.16318035125732422,0.22466187179088593,0.18777082860469818,0.19882380962371826
confession,0.18849195539951324,0.11990107595920563,0.20081323385238647,0.2714923024177551,0.26678088307380676,0.18277518451213837,0.18268965184688568,0.1476210206747055,0.26111432909965515,0.19668595492839813
",",0.3658004403114319,0.2809832692146301,0.3015086054801941,0.3769696354866028,0.26245203614234924,0.44245919585227966,0.21768593788146973,0.37613096833229065,0.2693939507007599,0.31091248989105225
and,0.506277859210968,0.3510662019252777,0.34479495882987976,0.39099299907684326,0.24357949197292328,0.48971283435821533,0.1664041429758072,0.5314885973930359,0.30282819271087646,0.20544172823429108
for,0.44095608592033386,0.24519909918308258,0.318512886762619,0.39280617237091064,0.2437044233083725,0.4451248347759247,0.20212827622890472,0.41566818952560425,0.22550585865974426,0.264628142118454
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
formation,0.37379011511802673,0.2587111294269562,0.1121787428855896,0.1889440268278122,0.09846939146518707,0.21429739892482758,0.21136926114559174,0.2795637547969818,0.18829765915870667,0.09831923991441727
of,0.5011631846427917,0.25542253255844116,0.2513895630836487,0.3307090103626251,0.22545385360717773,0.41548454761505127,0.201818585395813,0.42684608697891235,0.23625777661800385,0.1826142966747284
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
schmalkaldic,0.336050808429718,0.1952364444732666,0.14903949201107025,0.25641798973083496,0.2396533340215683,0.24893072247505188,0.10837262123823166,0.29889392852783203,0.22654129564762115,0.18515823781490326
league,0.22541923820972443,0.20640142261981964,0.17557655274868011,0.1722867339849472,0.18094958364963531,0.18720030784606934,0.12315046787261963,0.15991434454917908,0.19963142275810242,0.15941482782363892
the,0.6521818041801453,0.30795547366142273,0.34736719727516174,0.4310511648654938,0.23006735742092133,0.535392165184021,0.22875791788101196,0.49086877703666687,0.2562585771083832,0.22068053483963013
following,0.342348575592041,0.20293135941028595,0.28040066361427307,0.3829052746295929,0.18972967565059662,0.31711265444755554,0.1690559983253479,0.32609254121780396,0.250161737203598,0.1555173695087433
year,0.242343008518219,0.20680148899555206,0.21422851085662842,0.23447993397712708,0.1882326602935791,0.23523004353046417,0.1563659906387329,0.1818191558122635,0.18725766241550446,0.18315006792545319
by,0.40543368458747864,0.2915726900100708,0.18574509024620056,0.291808545589447,0.17940272390842438,0.33534231781959534,0.142869770526886,0.33332425355911255,0.22064602375030518,0.17966607213020325
