,what,do,the,reactive,forms,of,oxygen,produce,in,organisms,?
reactive,0.26621317863464355,0.27949246764183044,0.16592693328857422,0.9999999403953552,0.24852286279201508,0.1701417863368988,0.516227126121521,0.35046160221099854,0.23160791397094727,0.3371453285217285,0.20790518820285797
oxygen,0.16781960427761078,0.22088919579982758,0.20428593456745148,0.516227126121521,0.21243564784526825,0.16848602890968323,0.9999999403953552,0.2946869134902954,0.1672476977109909,0.42718103528022766,0.16786395013332367
species,0.14617158472537994,0.20613440871238708,0.2522439956665039,0.25892287492752075,0.3189834654331207,0.23307405412197113,0.29576364159584045,0.26794517040252686,0.2179255336523056,0.543011486530304,0.1957087516784668
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2156391739845276,0.2570338547229767,0.4946078956127167,0.21812842786312103,0.19927625358104706,0.5201468467712402,0.20150232315063477,0.31091248989105225
such,0.23989605903625488,0.337398886680603,0.3575236201286316,0.23933719098567963,0.30694258213043213,0.3209529519081116,0.23563316464424133,0.29612526297569275,0.2704046070575714,0.30792275071144104,0.17851735651493073
as,0.31749409437179565,0.38329678773880005,0.48381632566452026,0.22025346755981445,0.265371173620224,0.3886612355709076,0.16691245138645172,0.26654115319252014,0.3887844979763031,0.2541891038417816,0.27043893933296204
superoxide,0.2502070963382721,0.24386811256408691,0.18880882859230042,0.6963291764259338,0.24904382228851318,0.19097040593624115,0.6105182766914368,0.3564164638519287,0.20432604849338531,0.42152899503707886,0.24550625681877136
ion,0.09849503636360168,0.12429719418287277,0.1105683445930481,0.46695980429649353,0.18397431075572968,0.1046026349067688,0.46143871545791626,0.16775164008140564,0.13822662830352783,0.24432270228862762,0.14370645582675934
(,0.2411840260028839,0.24216170608997345,0.33289089798927307,0.1804579645395279,0.17703920602798462,0.35032153129577637,0.189798504114151,0.12127719819545746,0.3087427020072937,0.17511051893234253,0.40561532974243164
o−,-0.019650941714644432,-0.015515221282839775,-0.11724597215652466,-0.05230306088924408,-0.031526803970336914,-0.13672669231891632,-0.04554964601993561,-0.06315409392118454,-0.14626841247081757,-0.13668552041053772,-0.10996107757091522
2,-0.049862053245306015,-0.09570206701755524,-0.019434669986367226,0.07363946735858917,-0.019950518384575844,-0.013777675107121468,0.04063820466399193,0.017157679423689842,0.01447046548128128,0.05307488888502121,0.001977203879505396
),0.26259949803352356,0.24460165202617645,0.3456730246543884,0.17651374638080597,0.1727948635816574,0.3680361211299896,0.19541971385478973,0.10806018114089966,0.3326910734176636,0.1551390141248703,0.42300865054130554
and,0.31309178471565247,0.276123583316803,0.5171257257461548,0.23052793741226196,0.31425848603248596,0.5116966962814331,0.22261030972003937,0.2701570689678192,0.4954058527946472,0.2444908618927002,0.20544172823429108
hydrogen,0.19052310287952423,0.24647696316242218,0.20406323671340942,0.5964066386222839,0.27607759833335876,0.2024032324552536,0.571098268032074,0.3419506549835205,0.1982225924730301,0.3753289580345154,0.14590126276016235
peroxide,0.23925615847110748,0.2788400948047638,0.17893627285957336,0.7052409052848816,0.2683367431163788,0.19088701903820038,0.6256583333015442,0.34479349851608276,0.18821410834789276,0.36815759539604187,0.23546335101127625
(,0.2411840260028839,0.24216170608997345,0.33289089798927307,0.1804579645395279,0.17703920602798462,0.35032153129577637,0.189798504114151,0.12127719819545746,0.3087427020072937,0.17511051893234253,0.40561532974243164
h,0.17149698734283447,0.10895697772502899,0.19960403442382812,0.210226371884346,0.12604157626628876,0.1981927901506424,0.15759038925170898,0.10709095746278763,0.17352785170078278,0.1709062159061432,0.12067257612943649
2o,0.09537039697170258,0.054997529834508896,0.04731195420026779,0.1074136346578598,0.018996795639395714,-0.03890562430024147,0.07295845448970795,0.09073451161384583,0.003693880746141076,0.017511997371912003,0.0794609934091568
2,-0.049862053245306015,-0.09570206701755524,-0.019434669986367226,0.07363946735858917,-0.019950518384575844,-0.013777675107121468,0.04063820466399193,0.017157679423689842,0.01447046548128128,0.05307488888502121,0.001977203879505396
),0.26259949803352356,0.24460165202617645,0.3456730246543884,0.17651374638080597,0.1727948635816574,0.3680361211299896,0.19541971385478973,0.10806018114089966,0.3326910734176636,0.1551390141248703,0.42300865054130554
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2156391739845276,0.2570338547229767,0.4946078956127167,0.21812842786312103,0.19927625358104706,0.5201468467712402,0.20150232315063477,0.31091248989105225
are,0.29724663496017456,0.41111594438552856,0.40399202704429626,0.2855731248855591,0.32807791233062744,0.39081433415412903,0.24342744052410126,0.3308704197406769,0.3841303884983063,0.3114190697669983,0.24591213464736938
dangerous,0.26611804962158203,0.2908167541027069,0.22045794129371643,0.4208129346370697,0.22437851130962372,0.2242710292339325,0.3306671380996704,0.2399946004152298,0.22730807960033417,0.24567767977714539,0.18417835235595703
by-products,0.2579488456249237,0.296995609998703,0.27740997076034546,0.39345240592956543,0.3150181472301483,0.23514322936534882,0.31491819024086,0.5184226036071777,0.2020300179719925,0.4367940425872803,0.27421271800994873
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.1701417863368988,0.33835989236831665,1.0,0.16848602890968323,0.19541172683238983,0.5696388483047485,0.23870134353637695,0.1826142966747284
oxygen,0.16781960427761078,0.22088919579982758,0.20428593456745148,0.516227126121521,0.21243564784526825,0.16848602890968323,0.9999999403953552,0.2946869134902954,0.1672476977109909,0.42718103528022766,0.16786395013332367
use,0.3453877568244934,0.4545445144176483,0.34342584013938904,0.2716127336025238,0.2837582528591156,0.2750902473926544,0.2547725737094879,0.419823557138443,0.2715643048286438,0.2758050262928009,0.32795652747154236
in,0.30808621644973755,0.23402775824069977,0.6662389636039734,0.23160791397094727,0.26377561688423157,0.5696388483047485,0.1672476977109909,0.21160131692886353,1.0,0.21345661580562592,0.20430970191955566
organisms,0.22214920818805695,0.2771075963973999,0.22463196516036987,0.3371453285217285,0.3671189546585083,0.23870134353637695,0.42718103528022766,0.39158108830451965,0.21345661580562592,1.0,0.22621455788612366
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.29787561297416687,0.24305115640163422,0.5352458953857422,0.2554275095462799,0.2587496340274811,0.5591574311256409,0.2715383470058441,0.4130953550338745
,what,do,the,reactive,forms,of,oxygen,produce,in,organisms,?
parts,0.3415631353855133,0.1807168424129486,0.4042440354824066,0.10275286436080933,0.35158833861351013,0.3379773199558258,0.21058611571788788,0.20107057690620422,0.3282690644264221,0.2023540437221527,0.12310896813869476
