,what,includes,pressure,terms,when,calculating,area,in,volume,?
this,0.5489566326141357,0.30890586972236633,0.32914987206459045,0.31467998027801514,0.4959332048892975,0.30538204312324524,0.27175459265708923,0.45205554366111755,0.22076471149921417,0.3155723512172699
formalism,0.29607903957366943,0.16962210834026337,0.2101774662733078,0.2518942356109619,0.2062273472547531,0.28534194827079773,0.10794384032487869,0.18643413484096527,0.15528790652751923,0.18209508061408997
includes,0.17138352990150452,0.9999999403953552,0.1033630520105362,0.16343152523040771,0.14346031844615936,0.15165172517299652,0.277859628200531,0.32460328936576843,0.23516450822353363,0.14011523127555847
pressure,0.2625555694103241,0.1033630520105362,1.0000001192092896,0.2453015297651291,0.3197888433933258,0.288210928440094,0.26376429200172424,0.16116683185100555,0.32341867685317993,0.142023503780365
terms,0.23885610699653625,0.16343152523040771,0.2453015297651291,1.0,0.23413047194480896,0.2786077558994293,0.16405314207077026,0.2410934716463089,0.2073020339012146,0.23466452956199646
associated,0.15836219489574432,0.21101275086402893,0.23731161653995514,0.2046201378107071,0.20327186584472656,0.15581819415092468,0.2113826870918274,0.23328746855258942,0.09496790170669556,0.1453326791524887
with,0.2464839518070221,0.2859180271625519,0.23947151005268097,0.2213757187128067,0.5075214505195618,0.22263343632221222,0.2303420901298523,0.4080928862094879,0.20581743121147156,0.2433311939239502
forces,0.2112482488155365,0.08040619641542435,0.27012762427330017,0.19904246926307678,0.2460811883211136,0.16776008903980255,0.2040027678012848,0.2565164566040039,0.0973762795329094,0.16984491050243378
that,0.6297725439071655,0.21996237337589264,0.30906030535697937,0.29983192682266235,0.5860282182693481,0.3574507236480713,0.2566552460193634,0.435920387506485,0.20829114317893982,0.32716336846351624
act,0.2622668445110321,0.18004681169986725,0.15936455130577087,0.2307264655828476,0.22280360758304596,0.12933607399463654,0.17131035029888153,0.22050046920776367,0.14163289964199066,0.1482519507408142
normal,0.32813265919685364,0.2069614678621292,0.2938547432422638,0.21636393666267395,0.3445010781288147,0.3510393798351288,0.1378878802061081,0.25896620750427246,0.17095094919204712,0.19617988169193268
to,0.455847829580307,0.19327151775360107,0.30812981724739075,0.356818288564682,0.5423505902290344,0.23197534680366516,0.2797197997570038,0.45010748505592346,0.16561628878116608,0.29463258385658264
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
cross-sectional,0.26170453429222107,0.2776070535182953,0.20570626854896545,0.2663278877735138,0.21655434370040894,0.22696124017238617,0.22162212431430817,0.2973218262195587,0.22443528473377228,0.20900274813175201
area,0.21965408325195312,0.277859628200531,0.26376429200172424,0.16405314207077026,0.29334506392478943,0.23880960047245026,1.0,0.33632898330688477,0.2684365510940552,0.12640461325645447
(,0.2411840260028839,0.18956711888313293,0.13923819363117218,0.2031131386756897,0.2459595799446106,0.18144577741622925,0.18064655363559723,0.3087427020072937,0.21936368942260742,0.40561532974243164
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
matrix,0.2444038838148117,0.10014577209949493,0.17074069380760193,0.19116418063640594,0.17315971851348877,0.3403034210205078,0.12756836414337158,0.17885158956050873,0.18023042380809784,0.14848898351192474
diagonals,0.21781028807163239,0.213974729180336,0.23783859610557556,0.20795609056949615,0.24448643624782562,0.31538063287734985,0.23198524117469788,0.1702800989151001,0.12431247532367706,0.11622293293476105
of,0.33290785551071167,0.4359378218650818,0.22627468407154083,0.2767748534679413,0.3757161796092987,0.2460528016090393,0.3409860134124756,0.5696388483047485,0.27775493264198303,0.1826142966747284
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
tensor,0.25098997354507446,0.09063655138015747,0.3088265657424927,0.3389144241809845,0.1896119862794876,0.3735671043395996,0.1064152717590332,0.1845361739397049,0.2559148967266083,0.16432704031467438
),0.26259949803352356,0.18806611001491547,0.14610013365745544,0.20881862938404083,0.2538422644138336,0.19870592653751373,0.18319392204284668,0.3326910734176636,0.20224043726921082,0.42300865054130554
as,0.31749409437179565,0.2478162944316864,0.2102612406015396,0.3358725905418396,0.4437963366508484,0.26810336112976074,0.2407972663640976,0.3887844979763031,0.21654558181762695,0.27043893933296204
well,0.4154493808746338,0.27148106694221497,0.22238878905773163,0.2637437880039215,0.33199459314346313,0.22855041921138763,0.24829234182834625,0.36612698435783386,0.22771230340003967,0.24815571308135986
as,0.31749409437179565,0.2478162944316864,0.2102612406015396,0.3358725905418396,0.4437963366508484,0.26810336112976074,0.2407972663640976,0.3887844979763031,0.21654558181762695,0.27043893933296204
shear,0.23033903539180756,0.05824919044971466,0.4876173436641693,0.2296794056892395,0.310526043176651,0.23736301064491272,0.18317992985248566,0.21549466252326965,0.11703668534755707,0.1509556621313095
terms,0.23885610699653625,0.16343152523040771,0.2453015297651291,1.0,0.23413047194480896,0.2786077558994293,0.16405314207077026,0.2410934716463089,0.2073020339012146,0.23466452956199646
associated,0.15836219489574432,0.21101275086402893,0.23731161653995514,0.2046201378107071,0.20327186584472656,0.15581819415092468,0.2113826870918274,0.23328746855258942,0.09496790170669556,0.1453326791524887
with,0.2464839518070221,0.2859180271625519,0.23947151005268097,0.2213757187128067,0.5075214505195618,0.22263343632221222,0.2303420901298523,0.4080928862094879,0.20581743121147156,0.2433311939239502
forces,0.2112482488155365,0.08040619641542435,0.27012762427330017,0.19904246926307678,0.2460811883211136,0.16776008903980255,0.2040027678012848,0.2565164566040039,0.0973762795329094,0.16984491050243378
that,0.6297725439071655,0.21996237337589264,0.30906030535697937,0.29983192682266235,0.5860282182693481,0.3574507236480713,0.2566552460193634,0.435920387506485,0.20829114317893982,0.32716336846351624
act,0.2622668445110321,0.18004681169986725,0.15936455130577087,0.2307264655828476,0.22280360758304596,0.12933607399463654,0.17131035029888153,0.22050046920776367,0.14163289964199066,0.1482519507408142
parallel,0.23414644598960876,0.18577340245246887,0.1986234188079834,0.21941427886486053,0.17380356788635254,0.24472053349018097,0.1780119240283966,0.20074914395809174,0.17788319289684296,0.13566309213638306
to,0.455847829580307,0.19327151775360107,0.30812981724739075,0.356818288564682,0.5423505902290344,0.23197534680366516,0.2797197997570038,0.45010748505592346,0.16561628878116608,0.29463258385658264
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
cross-sectional,0.26170453429222107,0.2776070535182953,0.20570626854896545,0.2663278877735138,0.21655434370040894,0.22696124017238617,0.22162212431430817,0.2973218262195587,0.22443528473377228,0.20900274813175201
area,0.21965408325195312,0.277859628200531,0.26376429200172424,0.16405314207077026,0.29334506392478943,0.23880960047245026,1.0,0.33632898330688477,0.2684365510940552,0.12640461325645447
(,0.2411840260028839,0.18956711888313293,0.13923819363117218,0.2031131386756897,0.2459595799446106,0.18144577741622925,0.18064655363559723,0.3087427020072937,0.21936368942260742,0.40561532974243164
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
off-diagonal,0.18675993382930756,0.18153581023216248,0.24013730883598328,0.18355730175971985,0.2203596979379654,0.30529549717903137,0.18495050072669983,0.20904509723186493,0.15394523739814758,0.11482054740190506
elements,0.2152351289987564,0.22338324785232544,0.1250038594007492,0.28404852747917175,0.20308180153369904,0.29232922196388245,0.1334044486284256,0.18130259215831757,0.16596604883670807,0.15222592651844025
),0.26259949803352356,0.18806611001491547,0.14610013365745544,0.20881862938404083,0.2538422644138336,0.19870592653751373,0.18319392204284668,0.3326910734176636,0.20224043726921082,0.42300865054130554
.,0.3567904531955719,0.19033969938755035,0.22055423259735107,0.24108539521694183,0.475719153881073,0.23800598084926605,0.2760866582393646,0.5591574311256409,0.2695035934448242,0.4130953550338745
,what,includes,pressure,terms,when,calculating,area,in,volume,?
where,0.4457937180995941,0.1867043823003769,0.2295641452074051,0.2043696790933609,0.5747735500335693,0.2142142504453659,0.3338260352611542,0.5344807505607605,0.13641157746315002,0.24793872237205505
is,0.28837618231773376,0.4033885896205902,0.19239991903305054,0.27452221512794495,0.3471449911594391,0.18291695415973663,0.29283958673477173,0.5394441485404968,0.20146408677101135,0.22961433231830597
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
relevant,0.41105255484580994,0.3011516332626343,0.2123747020959854,0.33734142780303955,0.2259076088666916,0.3301023840904236,0.2267778217792511,0.2808280289173126,0.19389580190181732,0.37889617681503296
cross-sectional,0.26170453429222107,0.2776070535182953,0.20570626854896545,0.2663278877735138,0.21655434370040894,0.22696124017238617,0.22162212431430817,0.2973218262195587,0.22443528473377228,0.20900274813175201
area,0.21965408325195312,0.277859628200531,0.26376429200172424,0.16405314207077026,0.29334506392478943,0.23880960047245026,1.0,0.33632898330688477,0.2684365510940552,0.12640461325645447
for,0.3017193675041199,0.3552350699901581,0.16119280457496643,0.28996193408966064,0.43402108550071716,0.3287946879863739,0.20941852033138275,0.4322226941585541,0.1439160704612732,0.264628142118454
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
volume,0.18066860735416412,0.23516450822353363,0.32341867685317993,0.2073020339012146,0.20086267590522766,0.23623256385326385,0.2684365510940552,0.19778774678707123,1.0,0.1651400327682495
for,0.3017193675041199,0.3552350699901581,0.16119280457496643,0.28996193408966064,0.43402108550071716,0.3287946879863739,0.20941852033138275,0.4322226941585541,0.1439160704612732,0.264628142118454
which,0.5261979103088379,0.36315640807151794,0.30311983823776245,0.29791849851608276,0.572554349899292,0.30738383531570435,0.3276861011981964,0.4840516746044159,0.2559906244277954,0.25814583897590637
the,0.42745697498321533,0.3388250470161438,0.28285476565361023,0.29706791043281555,0.5091903209686279,0.24140484631061554,0.37834644317626953,0.6662389636039734,0.2396446168422699,0.22068053483963013
stress-tensor,0.28641819953918457,0.1476389616727829,0.42381158471107483,0.3495240807533264,0.24791821837425232,0.3458442687988281,0.15430492162704468,0.19939470291137695,0.22489914298057556,0.2363353818655014
is,0.28837618231773376,0.4033885896205902,0.19239991903305054,0.27452221512794495,0.3471449911594391,0.18291695415973663,0.29283958673477173,0.5394441485404968,0.20146408677101135,0.22961433231830597
being,0.3760843276977539,0.13538587093353271,0.19538411498069763,0.2621706426143646,0.47212454676628113,0.20305399596691132,0.19597968459129333,0.33162933588027954,0.1374155879020691,0.26743772625923157
calculated,0.2573434114456177,0.1787584275007248,0.2996993958950043,0.2777389883995056,0.2835112512111664,0.853214681148529,0.3095332086086273,0.1267705261707306,0.2890625298023224,0.2048630565404892
.,0.3567904531955719,0.19033969938755035,0.22055423259735107,0.24108539521694183,0.475719153881073,0.23800598084926605,0.2760866582393646,0.5591574311256409,0.2695035934448242,0.4130953550338745
