,jellyfish,ans,sea,anemones,belong,to,what,phylum,?
ctenophores,0.607650101184845,0.29363521933555603,0.3502740263938904,0.6723516583442688,0.3556637763977051,0.2038351595401764,0.2505159080028534,0.6634906530380249,0.2054179310798645
form,0.26375582814216614,0.08251693099737167,0.1316663771867752,0.25599804520606995,0.17399011552333832,0.2772196829319,0.15868011116981506,0.25433146953582764,0.1463010311126709
an,0.10513553768396378,0.16664157807826996,0.17935344576835632,0.1680750697851181,0.18546876311302185,0.3138085603713989,0.2821882665157318,0.12804043292999268,0.19793890416622162
animal,0.34005123376846313,0.12030179053544998,0.2110217958688736,0.32745301723480225,0.1360168308019638,0.18854594230651855,0.2420092225074768,0.3497052788734436,0.13991324603557587
phylum,0.591421902179718,0.1081736758351326,0.3354412615299225,0.5475953221321106,0.39732488989830017,0.1452913135290146,0.20018324255943298,1.0000001192092896,0.18758688867092133
that,0.2784062922000885,0.17502224445343018,0.2267688512802124,0.22632098197937012,0.3162766695022583,0.5436353087425232,0.6297725439071655,0.2630477547645569,0.32716336846351624
is,0.24548999965190887,0.1589939296245575,0.22288988530635834,0.22622449696063995,0.2787644863128662,0.42745086550712585,0.28837618231773376,0.18677663803100586,0.22961433231830597
more,0.18929213285446167,0.13981162011623383,0.17451657354831696,0.24907350540161133,0.2516464293003082,0.47084665298461914,0.3484537899494171,0.21375373005867004,0.27894994616508484
complex,0.2158537209033966,0.10619513690471649,0.1463807225227356,0.2057293951511383,0.2320578396320343,0.2934706509113312,0.2605343163013458,0.21629522740840912,0.17752902209758759
than,0.14773651957511902,0.10929613560438156,0.13665421307086945,0.18433037400245667,0.24088959395885468,0.3192550539970398,0.29388150572776794,0.15103991329669952,0.24917294085025787
sponges,0.5731052160263062,0.25129586458206177,0.34075847268104553,0.6229979991912842,0.28428566455841064,0.22966261208057404,0.22694312036037445,0.49817395210266113,0.20355616509914398
",",0.19076992571353912,0.2681970000267029,0.30078184604644775,0.2573172450065613,0.3347422182559967,0.44245919585227966,0.3087472915649414,0.1682368367910385,0.31091248989105225
about,0.22481252253055573,0.19351141154766083,0.22202660143375397,0.21399879455566406,0.302158921957016,0.391953706741333,0.47976887226104736,0.15324659645557404,0.302409827709198
as,0.20581741631031036,0.09856990724802017,0.1931508332490921,0.2066715806722641,0.21590901911258698,0.42092081904411316,0.31749409437179565,0.22215606272220612,0.27043893933296204
complex,0.2158537209033966,0.10619513690471649,0.1463807225227356,0.2057293951511383,0.2320578396320343,0.2934706509113312,0.2605343163013458,0.21629522740840912,0.17752902209758759
as,0.20581741631031036,0.09856990724802017,0.1931508332490921,0.2066715806722641,0.21590901911258698,0.42092081904411316,0.31749409437179565,0.22215606272220612,0.27043893933296204
cnidarians,0.6279201507568359,0.33272242546081543,0.3588523268699646,0.6206944584846497,0.36848926544189453,0.23297999799251556,0.2743885815143585,0.666240394115448,0.18796975910663605
(,0.1393953114748001,0.27231070399284363,0.19181853532791138,0.21810737252235413,0.2501184642314911,0.30882009863853455,0.2411840260028839,0.16451124846935272,0.40561532974243164
jellyfish,0.9999999403953552,0.11546481400728226,0.4768025577068329,0.6030939221382141,0.27569547295570374,0.2273033857345581,0.19957445561885834,0.591421902179718,0.16284534335136414
",",0.19076992571353912,0.2681970000267029,0.30078184604644775,0.2573172450065613,0.3347422182559967,0.44245919585227966,0.3087472915649414,0.1682368367910385,0.31091248989105225
sea,0.4768025577068329,0.12681518495082855,1.0,0.49242234230041504,0.18511179089546204,0.2749888300895691,0.19525039196014404,0.3354412615299225,0.15551945567131042
anemones,0.6030939221382141,0.24709153175354004,0.49242234230041504,1.0,0.31785547733306885,0.2504860460758209,0.1825135350227356,0.5475953221321106,0.20532087981700897
",",0.19076992571353912,0.2681970000267029,0.30078184604644775,0.2573172450065613,0.3347422182559967,0.44245919585227966,0.3087472915649414,0.1682368367910385,0.31091248989105225
etc,0.10152681171894073,0.17396040260791779,0.09120629727840424,0.19760634005069733,0.213098406791687,0.25925078988075256,0.2803364396095276,0.15977470576763153,0.38010111451148987
.,0.24503003060817719,0.27483394742012024,0.2680719196796417,0.3041921854019165,0.23404979705810547,0.4645031690597534,0.3567904531955719,0.18365411460399628,0.4130953550338745
