,when,was,rem,sleep,discovered,?
rem,0.21985648572444916,0.1583670675754547,1.0,0.40610799193382263,0.21105793118476868,0.21323132514953613
sleep,0.24500371515750885,0.1396891325712204,0.40610799193382263,0.9999999403953552,0.14170853793621063,0.20425266027450562
was,0.37326499819755554,1.0000001192092896,0.1583670675754547,0.1396891325712204,0.3177400529384613,0.18412111699581146
discovered,0.2527843117713928,0.3177400529384613,0.21105793118476868,0.14170853793621063,0.9999998807907104,0.08452875912189484
at,0.38876327872276306,0.36707764863967896,0.13493958115577698,0.22943919897079468,0.18777406215667725,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,0.25116610527038574,0.20454104244709015,0.27493247389793396,0.22068053483963013
university,0.20851898193359375,0.290752112865448,0.08814290910959244,0.13663774728775024,0.20232592523097992,0.11887256056070328
in,0.4431333839893341,0.45514053106307983,0.18390962481498718,0.23918524384498596,0.2801778018474579,0.20430970191955566
1953,-0.0046747662127017975,0.09139815717935562,0.06460198760032654,-0.07922941446304321,-0.007019718177616596,-0.048926934599876404
by,0.4376842677593231,0.4752357602119446,0.15148834884166718,0.07325706630945206,0.2291465401649475,0.17966607213020325
nathaniel,0.18535377085208893,0.24396370351314545,0.09309249371290207,0.1502540558576584,0.20639345049858093,0.1359524130821228
kleitman,0.23050867021083832,0.30072954297065735,0.1928035467863083,0.1597958505153656,0.24583803117275238,0.21016429364681244
and,0.4716290831565857,0.3740963041782379,0.17124994099140167,0.2224324643611908,0.21031536161899567,0.20544172823429108
eugene,0.18590249121189117,0.24279823899269104,0.14295849204063416,0.1064608171582222,0.20462922751903534,0.16149088740348816
aserinsky,0.255233496427536,0.25206708908081055,0.2094961702823639,0.15585419535636902,0.17003631591796875,0.16962525248527527
.,0.475719153881073,0.40146201848983765,0.2399567812681198,0.25573426485061646,0.23523737490177155,0.4130953550338745
