,what,building,from,the,19th,century,was,destroyed,between,the,1950s,and,1960s,?
however,0.4480680823326111,0.24221251904964447,0.33656248450279236,0.49814513325691223,0.2313775271177292,0.2794627249240875,0.37327632308006287,0.3053591847419739,0.33343490958213806,0.49814513325691223,0.43987852334976196,0.498121976852417,-0.23616428673267365,0.2152075469493866
",",0.3087472915649414,0.2374238669872284,0.39760664105415344,0.4933079481124878,0.16815264523029327,0.24487493932247162,0.45456063747406006,0.26472628116607666,0.27714940905570984,0.4933079481124878,0.26638489961624146,0.6633074283599854,0.019510770216584206,0.31091248989105225
some,0.4491020441055298,0.20945800840854645,0.35210713744163513,0.4566698372364044,0.11377926915884018,0.2587970793247223,0.21528802812099457,0.18691687285900116,0.29038727283477783,0.4566698372364044,0.3469093441963196,0.5337774157524109,-0.13021968305110931,0.2562315762042999
of,0.33290785551071167,0.26200541853904724,0.4249346852302551,0.733189046382904,0.16605104506015778,0.2826060354709625,0.4069072902202606,0.27498680353164673,0.3737983703613281,0.733189046382904,0.2965795397758484,0.5116966962814331,-0.02275673858821392,0.1826142966747284
the,0.42745697498321533,0.3159640431404114,0.40150508284568787,1.0,0.24964287877082825,0.3617299497127533,0.48711544275283813,0.3403017520904541,0.39067012071609497,1.0,0.3424292504787445,0.5171257257461548,-0.06868536025285721,0.22068053483963013
buildings,0.17147983610630035,0.765990138053894,0.24082650244235992,0.25566717982292175,0.09056995064020157,0.32794174551963806,0.2350262999534607,0.4451591968536377,0.19318664073944092,0.25566717982292175,0.22095631062984467,0.3477250337600708,0.04519148916006088,0.11192528158426285
from,0.2737620174884796,0.20497049391269684,1.0,0.40150508284568787,0.15403886139392853,0.24901773035526276,0.31171464920043945,0.19731765985488892,0.3269653618335724,0.40150508284568787,0.2865564525127411,0.3601827025413513,-0.0010180299868807197,0.19969791173934937
the,0.42745697498321533,0.3159640431404114,0.40150508284568787,1.0,0.24964287877082825,0.3617299497127533,0.48711544275283813,0.3403017520904541,0.39067012071609497,1.0,0.3424292504787445,0.5171257257461548,-0.06868536025285721,0.22068053483963013
19th,0.11525199562311172,0.08310069888830185,0.15403886139392853,0.24964287877082825,1.0,0.25699272751808167,0.24231374263763428,0.07117139548063278,0.1498664915561676,0.24964287877082825,0.2842848002910614,0.2922728657722473,-0.05312930420041084,0.004712673369795084
century,0.20422613620758057,0.2541314363479614,0.24901773035526276,0.3617299497127533,0.25699272751808167,1.0,0.3521432876586914,0.32033079862594604,0.18725091218948364,0.3617299497127533,0.05921376496553421,0.2726690471172333,-0.03043258562684059,0.1026201918721199
that,0.6297725439071655,0.2585349678993225,0.3477667272090912,0.5473989248275757,0.20599426329135895,0.24900858104228973,0.33670201897621155,0.2770540714263916,0.299440860748291,0.5473989248275757,0.39725083112716675,0.4731321930885315,-0.16963623464107513,0.32716336846351624
had,0.23849567770957947,0.21423201262950897,0.3075238764286041,0.3875846862792969,0.16592426598072052,0.28676724433898926,0.5927209258079529,0.32672592997550964,0.28245165944099426,0.3875846862792969,0.38548338413238525,0.3872550129890442,-0.1378762573003769,0.20728366076946259
been,0.2567804455757141,0.19875942170619965,0.27624839544296265,0.3563927710056305,0.14357182383537292,0.2718826234340668,0.518218457698822,0.2927734851837158,0.16697090864181519,0.3563927710056305,0.29383060336112976,0.3424558639526367,-0.12041489034891129,0.24354910850524902
preserved,0.24459883570671082,0.15515118837356567,0.18285851180553436,0.2642197906970978,0.08733686804771423,0.19041654467582703,0.15761317312717438,0.2698954641819,0.14264734089374542,0.2642197906970978,0.0472615547478199,0.19508928060531616,0.03093697316944599,0.1633087694644928
in,0.30808621644973755,0.3256937265396118,0.4274188280105591,0.6662389636039734,0.15408828854560852,0.3174034655094147,0.45514053106307983,0.3248254656791687,0.41100412607192993,0.6662389636039734,0.26312577724456787,0.4954058527946472,0.0007937865448184311,0.20430970191955566
reasonably,0.4163496494293213,0.1988927274942398,0.19721783697605133,0.2819764018058777,0.18031670153141022,0.12950675189495087,0.2515099346637726,0.13686738908290863,0.20523610711097717,0.2819764018058777,0.30689698457717896,0.29716968536376953,-0.24826757609844208,0.35103633999824524
reconstructible,0.25426802039146423,0.3779516816139221,0.22331427037715912,0.28300657868385315,0.176630437374115,0.28440412878990173,0.25472477078437805,0.3190094530582428,0.14002631604671478,0.28300657868385315,0.229671448469162,0.2316705733537674,0.004303291905671358,0.18212582170963287
form,0.15868011116981506,0.12745290994644165,0.2607075572013855,0.29286009073257446,0.17306989431381226,0.175141841173172,0.15690121054649353,0.12680242955684662,0.24882446229457855,0.29286009073257446,0.14687880873680115,0.30469027161598206,-0.014951125718653202,0.1463010311126709
were,0.22298263013362885,0.18601834774017334,0.29991888999938965,0.3906462490558624,0.13102512061595917,0.34997639060020447,0.590133786201477,0.3411653935909271,0.27047741413116455,0.3906462490558624,0.25719285011291504,0.42175528407096863,-0.12044279277324677,0.17890112102031708
nonetheless,0.368646502494812,0.15317179262638092,0.16306918859481812,0.3056115508079529,-0.014094963669776917,0.23071123659610748,0.18911251425743103,0.2513352036476135,0.1278044879436493,0.3056115508079529,0.330589234828949,0.32672688364982605,-0.17316563427448273,0.22137337923049927
eradicated,0.28679221868515015,0.17189835011959076,0.1617487370967865,0.20500566065311432,0.08677791804075241,0.2712533473968506,0.22468088567256927,0.3432050943374634,0.22924308478832245,0.20500566065311432,0.182977095246315,0.294045627117157,-0.13451050221920013,0.24420678615570068
in,0.30808621644973755,0.3256937265396118,0.4274188280105591,0.6662389636039734,0.15408828854560852,0.3174034655094147,0.45514053106307983,0.3248254656791687,0.41100412607192993,0.6662389636039734,0.26312577724456787,0.4954058527946472,0.0007937865448184311,0.20430970191955566
the,0.42745697498321533,0.3159640431404114,0.40150508284568787,1.0,0.24964287877082825,0.3617299497127533,0.48711544275283813,0.3403017520904541,0.39067012071609497,1.0,0.3424292504787445,0.5171257257461548,-0.06868536025285721,0.22068053483963013
1950s,0.2998310923576355,0.2631877660751343,0.2865564525127411,0.3424292504787445,0.2842848002910614,0.05921376496553421,0.2797155976295471,0.23776903748512268,0.1569468379020691,0.3424292504787445,0.9999998807907104,0.3503767251968384,-0.15592904388904572,0.16557677090168
and,0.31309178471565247,0.2593274712562561,0.3601827025413513,0.5171257257461548,0.2922728657722473,0.2726690471172333,0.3740963041782379,0.2592630386352539,0.40645647048950195,0.5171257257461548,0.3503767251968384,1.0,-0.08121266216039658,0.20544172823429108
1960s,-0.17530474066734314,0.0186866894364357,-0.0010180299868807197,-0.06868536025285721,-0.05312930420041084,-0.03043258562684059,-0.029007330536842346,-0.06445538997650146,-0.06397052854299545,-0.06868536025285721,-0.15592904388904572,-0.08121266216039658,1.0,-0.08257022500038147
(,0.2411840260028839,0.17772680521011353,0.25806233286857605,0.33289089798927307,0.12351331859827042,0.15864071249961853,0.2980341613292694,0.1793358325958252,0.23924681544303894,0.33289089798927307,0.10763844847679138,0.4862271547317505,0.08302489668130875,0.40561532974243164
e.g,0.044121697545051575,-0.0429806150496006,0.08958333730697632,0.08954983949661255,-0.029554372653365135,-0.028437640517950058,0.04332486540079117,0.046114519238471985,0.14783312380313873,0.08954983949661255,0.04307572916150093,-0.0259549617767334,-0.08426123112440109,-0.03681480139493942
.,0.3567904531955719,0.275610089302063,0.41536515951156616,0.5934505462646484,0.18941882252693176,0.27413639426231384,0.40146201848983765,0.278834730386734,0.30295518040657043,0.5934505462646484,0.3576008379459381,0.588965117931366,-0.011392645537853241,0.4130953550338745
