,what,'s,the,biggest,difference,in,the,teaching,relationship,for,primary,and,secondary,school,?
perhaps,0.45013323426246643,0.06015263497829437,0.35476016998291016,0.14542703330516815,0.2801763117313385,0.2746174931526184,0.35476016998291016,0.22462764382362366,0.1924205869436264,0.37988919019699097,0.12418414652347565,0.3131580948829651,0.2211524099111557,0.15708450973033905,0.4211712181568146
the,0.42745697498321533,-0.01540423184633255,1.0,0.3799763321876526,0.3050459623336792,0.6662389636039734,1.0,0.2182690054178238,0.21018025279045105,0.4739971458911896,0.25688621401786804,0.5171257257461548,0.21037471294403076,0.22953221201896667,0.22068053483963013
most,0.3219912350177765,0.024445664137601852,0.47635307908058167,0.38048669695854187,0.28391730785369873,0.41416558623313904,0.47635307908058167,0.22249308228492737,0.1620655208826065,0.3906237483024597,0.21846334636211395,0.4309377074241638,0.1875225156545639,0.13605839014053345,0.2107497900724411
significant,0.24268144369125366,-0.022819485515356064,0.35524800419807434,0.29680362343788147,0.2686017155647278,0.3551969528198242,0.35524800419807434,0.20072519779205322,0.18296147882938385,0.2912706434726715,0.26855161786079407,0.31841233372688293,0.3155392110347748,0.15762610733509064,0.18679562211036682
difference,0.4114832878112793,0.08617212623357773,0.3050459623336792,0.24632517993450165,1.0,0.2025471031665802,0.3050459623336792,0.18794138729572296,0.3473694324493408,0.2536284923553467,0.19029682874679565,0.28462520241737366,0.149661585688591,0.0690198466181755,0.2842230200767517
between,0.2462156116962433,0.006096371449530125,0.39067012071609497,0.2799045741558075,0.4893479645252228,0.41100412607192993,0.39067012071609497,0.10411614924669266,0.3674123287200928,0.24671313166618347,0.16176572442054749,0.40645647048950195,0.15733219683170319,0.09230586886405945,0.12887074053287506
primary,0.2113915979862213,-0.06354844570159912,0.25688621401786804,0.1596108227968216,0.19029682874679565,0.21150650084018707,0.25688621401786804,0.28744229674339294,0.09438678622245789,0.2533470094203949,1.0,0.2539214491844177,0.6853594779968262,0.4102175533771515,0.16286636888980865
school,0.18774057924747467,-0.017113132402300835,0.22953221201896667,0.12166666239500046,0.0690198466181755,0.26157811284065247,0.22953221201896667,0.4717925488948822,0.12838174402713776,0.18618352711200714,0.4102175533771515,0.2752758264541626,0.5113044381141663,1.0,0.15091250836849213
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.2873573303222656,0.28462520241737366,0.4954058527946472,0.5171257257461548,0.2573738694190979,0.3086830675601959,0.5064792633056641,0.2539214491844177,1.0,0.25317713618278503,0.2752758264541626,0.20544172823429108
secondary,0.20388361811637878,-0.1052255854010582,0.21037471294403076,0.12982778251171112,0.149661585688591,0.2103116512298584,0.21037471294403076,0.299221932888031,0.10844694077968597,0.2065851241350174,0.6853594779968262,0.25317713618278503,1.0,0.5113044381141663,0.18118004500865936
school,0.18774057924747467,-0.017113132402300835,0.22953221201896667,0.12166666239500046,0.0690198466181755,0.26157811284065247,0.22953221201896667,0.4717925488948822,0.12838174402713776,0.18618352711200714,0.4102175533771515,0.2752758264541626,0.5113044381141663,1.0,0.15091250836849213
teaching,0.27416905760765076,-0.021572323516011238,0.2182690054178238,0.07968632131814957,0.18794138729572296,0.2659059166908264,0.2182690054178238,1.0000001192092896,0.229531928896904,0.31977686285972595,0.28744229674339294,0.2573738694190979,0.299221932888031,0.4717925488948822,0.20424684882164001
is,0.28837618231773376,0.02396530658006668,0.5823672413825989,0.3216690123081207,0.32414332032203674,0.5394441485404968,0.5823672413825989,0.16213442385196686,0.22806847095489502,0.43268078565597534,0.23824772238731384,0.3859752118587494,0.19772830605506897,0.19488026201725006,0.22961433231830597
the,0.42745697498321533,-0.01540423184633255,1.0,0.3799763321876526,0.3050459623336792,0.6662389636039734,1.0,0.2182690054178238,0.21018025279045105,0.4739971458911896,0.25688621401786804,0.5171257257461548,0.21037471294403076,0.22953221201896667,0.22068053483963013
relationship,0.24358563125133514,-0.04484357684850693,0.21018025279045105,0.09135468304157257,0.3473694324493408,0.20233847200870514,0.21018025279045105,0.229531928896904,1.0,0.1835637241601944,0.09438678622245789,0.3086830675601959,0.10844694077968597,0.12838174402713776,0.11361731588840485
between,0.2462156116962433,0.006096371449530125,0.39067012071609497,0.2799045741558075,0.4893479645252228,0.41100412607192993,0.39067012071609497,0.10411614924669266,0.3674123287200928,0.24671313166618347,0.16176572442054749,0.40645647048950195,0.15733219683170319,0.09230586886405945,0.12887074053287506
teachers,0.2526462972164154,0.044750411063432693,0.22025763988494873,0.13197626173496246,0.15343177318572998,0.2128150761127472,0.22025763988494873,0.6562570333480835,0.18542999029159546,0.274332195520401,0.28981056809425354,0.28640416264533997,0.3669242858886719,0.5544193387031555,0.19522249698638916
and,0.31309178471565247,0.06895173341035843,0.5171257257461548,0.2873573303222656,0.28462520241737366,0.4954058527946472,0.5171257257461548,0.2573738694190979,0.3086830675601959,0.5064792633056641,0.2539214491844177,1.0,0.25317713618278503,0.2752758264541626,0.20544172823429108
children,0.22469459474086761,0.0160713829100132,0.15654058754444122,0.12237878888845444,0.09360676258802414,0.2065156251192093,0.15654058754444122,0.2997835874557495,0.2316063791513443,0.19934585690498352,0.2460818886756897,0.2624970078468323,0.22293445467948914,0.32021161913871765,0.21788206696510315
.,0.3567904531955719,-0.003708066651597619,0.5934505462646484,0.23587781190872192,0.2840389013290405,0.5591574311256409,0.5934505462646484,0.26479530334472656,0.22535671293735504,0.4726039469242096,0.22422198951244354,0.588965117931366,0.195527583360672,0.24214158952236176,0.4130953550338745
