,constitutional,impasse,is,different,from,civil,disobedience,because,does,not,include,what,type,of,person,?
civil,0.31163451075553894,0.20988640189170837,0.16941262781620026,0.13609759509563446,0.11420916765928268,1.0,0.5442691445350647,0.21662528812885284,0.09171415865421295,0.18740713596343994,0.09042375534772873,0.15091551840305328,0.05067194625735283,0.24698495864868164,0.14342966675758362,0.1494513899087906
disobedience,0.42238739132881165,0.29124635457992554,0.21453623473644257,0.2160884588956833,0.1641564965248108,0.5442691445350647,1.0,0.3254184126853943,0.2508189380168915,0.38157403469085693,0.1436312347650528,0.3298627436161041,0.13337014615535736,0.31932318210601807,0.3194018602371216,0.19890835881233215
is,0.2099083513021469,0.25153279304504395,1.0,0.24624870717525482,0.27355384826660156,0.16941262781620026,0.21453623473644257,0.4047735333442688,0.4403602182865143,0.3776007890701294,0.28863582015037537,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.35233089327812195,0.22961433231830597
usually,0.2089846134185791,0.14081141352653503,0.4230746626853943,0.5073767900466919,0.25971752405166626,0.1792614609003067,0.24451304972171783,0.4673277735710144,0.3977598547935486,0.43927186727523804,0.3018051087856293,0.32521089911460876,0.4050453305244446,0.33931583166122437,0.4340537190437317,0.19435347616672516
defined,0.2288283109664917,0.20365501940250397,0.2622792422771454,0.28761008381843567,0.13716351985931396,0.12246352434158325,0.1861807405948639,0.2665325105190277,0.29282671213150024,0.35070300102233887,0.22436539828777313,0.25343453884124756,0.27646204829216003,0.2659633457660675,0.20629416406154633,0.22494901716709137
as,0.2500109374523163,0.20338362455368042,0.43216490745544434,0.2646806538105011,0.3251767158508301,0.18100082874298096,0.25773370265960693,0.42073941230773926,0.31202155351638794,0.5105602741241455,0.3469957113265991,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.18760068714618683,0.27043893933296204
pertaining,0.2915216088294983,0.24781064689159393,0.22727306187152863,0.27465328574180603,0.2599341869354248,0.17966154217720032,0.3411206603050232,0.2597975730895996,0.3156561255455017,0.3963947296142578,0.2709868550300598,0.33592402935028076,0.17021866142749786,0.33765938878059387,0.31542420387268066,0.2915913462638855
to,0.2574991285800934,0.29393571615219116,0.42745086550712585,0.3617510497570038,0.4069952368736267,0.2019355595111847,0.30665844678878784,0.5166091918945312,0.4391997456550598,0.5149973034858704,0.1820748895406723,0.455847829580307,0.19930607080459595,0.41548454761505127,0.33486208319664,0.29463258385658264
a,0.2662247121334076,0.26916176080703735,0.658733606338501,0.29175353050231934,0.322764128446579,0.21693918108940125,0.25352153182029724,0.42230045795440674,0.38201746344566345,0.3791346549987793,0.18765322864055634,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.4078793525695801,0.23916715383529663
citizen,0.3138251304626465,0.16170132160186768,0.20740796625614166,0.00025607505813241005,0.17294445633888245,0.20000368356704712,0.2703973650932312,0.24513033032417297,0.1156979352235794,0.23211289942264557,0.016345731914043427,0.20342512428760529,0.11922181397676468,0.19158314168453217,0.30903857946395874,0.1601516604423523
's,-0.05937647446990013,0.08642824739217758,0.02396530658006668,0.05519130453467369,-0.01936490088701248,-0.06354409456253052,0.027719656005501747,0.05210670828819275,-0.02895052544772625,0.002583299996331334,-0.07849370688199997,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.016232607886195183,-0.023395681753754616
relation,0.2560330033302307,0.2621174156665802,0.2880297899246216,0.24701815843582153,0.1380605697631836,0.18419675529003143,0.282622754573822,0.30770495533943176,0.25259336829185486,0.29026907682418823,0.18172137439250946,0.3144443929195404,0.1785668134689331,0.29761821031570435,0.2290075570344925,0.1898830384016037
to,0.2574991285800934,0.29393571615219116,0.42745086550712585,0.3617510497570038,0.4069952368736267,0.2019355595111847,0.30665844678878784,0.5166091918945312,0.4391997456550598,0.5149973034858704,0.1820748895406723,0.455847829580307,0.19930607080459595,0.41548454761505127,0.33486208319664,0.29463258385658264
the,0.2926941215991974,0.28826791048049927,0.5823672413825989,0.36412742733955383,0.40150508284568787,0.2477465271949768,0.30963727831840515,0.44596394896507263,0.35928019881248474,0.4310511648654938,0.2951717972755432,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3487054407596588,0.22068053483963013
state,0.4148232042789459,0.1948394924402237,0.2627358138561249,0.17896579205989838,0.29024070501327515,0.2531958818435669,0.25511521100997925,0.25135982036590576,0.15987756848335266,0.23725773394107819,0.14152826368808746,0.24273863434791565,0.1545526683330536,0.34253445267677307,0.23030580580234528,0.1160883978009224
and,0.2651209533214569,0.2773130238056183,0.3859752118587494,0.39536112546920776,0.3601827025413513,0.25259146094322205,0.3041999638080597,0.5069696307182312,0.3461615741252899,0.39099299907684326,0.3915219306945801,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.27333492040634155,0.20544172823429108
its,0.22401699423789978,0.2208651602268219,0.4447362422943115,0.27425986528396606,0.32706040143966675,0.15427452325820923,0.15781542658805847,0.4357093274593353,0.33437713980674744,0.29187723994255066,0.18682555854320526,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.2190946489572525,0.15103481709957123
laws,0.5382423400878906,0.21656164526939392,0.17527072131633759,0.2450369894504547,0.24255718290805817,0.2589532434940338,0.4583999514579773,0.2896755635738373,0.2312685251235962,0.2995064854621887,0.174610897898674,0.29636016488075256,0.08544152230024338,0.2539142072200775,0.26570817828178406,0.17911791801452637
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.32220861315727234,0.39760664105415344,0.24795588850975037,0.2878543734550476,0.372031033039093,0.28617382049560547,0.3769696354866028,0.35606324672698975,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.31091248989105225
as,0.2500109374523163,0.20338362455368042,0.43216490745544434,0.2646806538105011,0.3251767158508301,0.18100082874298096,0.25773370265960693,0.42073941230773926,0.31202155351638794,0.5105602741241455,0.3469957113265991,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.18760068714618683,0.27043893933296204
distinguished,0.20441628992557526,0.18229714035987854,0.14144428074359894,0.2837333679199219,0.2253035604953766,0.22997857630252838,0.26259133219718933,0.20116858184337616,0.15119658410549164,0.1377544403076172,0.2706011235713959,0.1610289216041565,0.10960910469293594,0.2957158386707306,0.18078701198101044,0.08062640577554703
from,0.20708277821540833,0.16580849885940552,0.27355384826660156,0.29131123423576355,1.0,0.11420916765928268,0.1641564965248108,0.35139670968055725,0.1777622550725937,0.2567668557167053,0.2679238021373749,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.21919812262058258,0.19969791173934937
a,0.2662247121334076,0.26916176080703735,0.658733606338501,0.29175353050231934,0.322764128446579,0.21693918108940125,0.25352153182029724,0.42230045795440674,0.38201746344566345,0.3791346549987793,0.18765322864055634,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.4078793525695801,0.23916715383529663
constitutional,1.0,0.18480154871940613,0.2099083513021469,0.21514573693275452,0.20708277821540833,0.31163451075553894,0.42238739132881165,0.2033618986606598,0.20616592466831207,0.2985531687736511,0.15730106830596924,0.24835939705371857,0.11245497316122055,0.3563419580459595,0.24328716099262238,0.2199033498764038
impasse,0.18480154871940613,1.0,0.25153279304504395,0.13653570413589478,0.16580849885940552,0.20988640189170837,0.29124635457992554,0.24767471849918365,0.19201941788196564,0.2234025001525879,0.19070078432559967,0.2512427568435669,0.12810096144676208,0.26428720355033875,0.24816149473190308,0.1774221956729889
in,0.278969407081604,0.24801252782344818,0.5394441485404968,0.29409363865852356,0.4274188280105591,0.26466667652130127,0.3054615259170532,0.37423941493034363,0.214483380317688,0.3403114080429077,0.28694382309913635,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23876774311065674,0.20430970191955566
which,0.2864847183227539,0.21556496620178223,0.4457404911518097,0.48997771739959717,0.38755592703819275,0.13459211587905884,0.3121037483215332,0.5717213749885559,0.39111801981925964,0.46766895055770874,0.33084139227867126,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.35705965757369995,0.25814583897590637
two,0.2079426497220993,0.17338046431541443,0.2315155267715454,0.48983854055404663,0.25732070207595825,0.17554090917110443,0.17593710124492645,0.31710559129714966,0.2100418359041214,0.2686237692832947,0.2755211889743805,0.23363454639911652,0.14017313718795776,0.37726253271102905,0.19271370768547058,0.19645625352859497
