,when,was,the,upper,rhine,sold,to,burgundy,?
the,0.5091903209686279,0.48711544275283813,1.0,0.35289278626441956,0.30735138058662415,0.21929198503494263,0.535392165184021,0.30270883440971375,0.22068053483963013
alsace,0.21773645281791687,0.25898638367652893,0.3544199764728546,0.24422839283943176,0.49656930565834045,0.21439026296138763,0.2079078108072281,0.5436250567436218,0.17753762006759644
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.1695995330810547,0.20067645609378815,0.22673599421977997,0.41031414270401,0.2117813229560852,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.35289278626441956,0.30735138058662415,0.21929198503494263,0.535392165184021,0.30270883440971375,0.22068053483963013
left,0.3236202895641327,0.21956826746463776,0.33113980293273926,0.2249479591846466,0.13549022376537323,0.13779109716415405,0.2724500000476837,0.20667029917240143,0.13251960277557373
banks,0.15758168697357178,0.18093253672122955,0.28661349415779114,0.19140377640724182,0.2710939347743988,0.20900340378284454,0.17257662117481232,0.21491722762584686,0.11048095673322678
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.25818127393722534,0.2548927664756775,0.2036660611629486,0.41548454761505127,0.33327120542526245,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.35289278626441956,0.30735138058662415,0.21929198503494263,0.535392165184021,0.30270883440971375,0.22068053483963013
upper,0.18254698812961578,0.16268539428710938,0.35289278626441956,1.0000001192092896,0.27324220538139343,0.07417894154787064,0.21445727348327637,0.23945921659469604,0.051342256367206573
rhine,0.13750529289245605,0.18681856989860535,0.30735138058662415,0.27324220538139343,1.0,0.14583154022693634,0.1736302673816681,0.34098881483078003,0.13754533231258392
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.16268539428710938,0.18681856989860535,0.3255009949207306,0.3636345863342285,0.23991185426712036,0.18412111699581146
sold,0.1698245257139206,0.3255009949207306,0.21929198503494263,0.07417894154787064,0.14583154022693634,1.0,0.17380841076374054,0.10398297756910324,0.14943712949752808
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.21445727348327637,0.1736302673816681,0.17380841076374054,1.0,0.24755215644836426,0.29463258385658264
burgundy,0.2509271204471588,0.23991185426712036,0.30270883440971375,0.23945921659469604,0.34098881483078003,0.10398297756910324,0.24755215644836426,1.0,0.14489750564098358
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.10709846764802933,0.18456800282001495,0.22253762185573578,0.33534231781959534,0.24083919823169708,0.17966607213020325
archduke,0.16689153015613556,0.25775089859962463,0.21585117280483246,0.17433002591133118,0.29221007227897644,0.17818062007427216,0.24194291234016418,0.45596715807914734,0.266105979681015
sigismund,0.17361579835414886,0.28410741686820984,0.2685311734676361,0.23985841870307922,0.37078437209129333,0.132989764213562,0.19115108251571655,0.4945846199989319,0.25470688939094543
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.25818127393722534,0.2548927664756775,0.2036660611629486,0.41548454761505127,0.33327120542526245,0.1826142966747284
austria,0.1801789551973343,0.22460195422172546,0.24396029114723206,0.2595107853412628,0.4033704996109009,0.17834527790546417,0.1887667030096054,0.38100361824035645,0.16068434715270996
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.27419501543045044,0.24648422002792358,0.2828634977340698,0.45010748505592346,0.2514849007129669,0.20430970191955566
1469,0.021801013499498367,-0.02637162059545517,-0.06823446601629257,-0.0005192168755456805,-0.15268303453922272,0.06369908899068832,0.03520089387893677,-0.04284844547510147,-0.20067918300628662
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2172592729330063,0.22029656171798706,0.21832405030727386,0.48971283435821533,0.2919093072414398,0.20544172823429108
eventually,0.5233907699584961,0.35699570178985596,0.42022404074668884,0.20439763367176056,0.1918558031320572,0.24002547562122345,0.4528551697731018,0.22917628288269043,0.13642115890979767
fell,0.25296807289123535,0.38681042194366455,0.2598440647125244,0.10546790808439255,0.24172356724739075,0.2049216777086258,0.2010868489742279,0.16683067381381989,0.13107693195343018
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.21445727348327637,0.1736302673816681,0.17380841076374054,1.0,0.24755215644836426,0.29463258385658264
france,0.24438227713108063,0.2715669870376587,0.35517507791519165,0.19991180300712585,0.3459889590740204,0.19630932807922363,0.2670897841453552,0.5314844846725464,0.15069349110126495
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.27419501543045044,0.24648422002792358,0.2828634977340698,0.45010748505592346,0.2514849007129669,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.35289278626441956,0.30735138058662415,0.21929198503494263,0.535392165184021,0.30270883440971375,0.22068053483963013
thirty,0.21983228623867035,0.2848970890045166,0.326707124710083,0.15252235531806946,0.22827133536338806,0.27008965611457825,0.22352619469165802,0.21719247102737427,0.12186062335968018
years,0.3409145474433899,0.35855233669281006,0.2912273406982422,0.22074200212955475,0.18521612882614136,0.2833731174468994,0.23891852796077728,0.17755185067653656,0.1914375126361847
',0.2558356821537018,0.33675912022590637,0.474788099527359,0.14610500633716583,0.09758296608924866,0.20486924052238464,0.34544456005096436,0.19034479558467865,0.330942302942276
war,0.26339730620384216,0.3560331463813782,0.366199791431427,0.15764369070529938,0.21229961514472961,0.22855260968208313,0.2610234022140503,0.22632916271686554,0.15510529279708862
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23727275431156158,0.2089352011680603,0.31428393721580505,0.4645031690597534,0.30844390392303467,0.4130953550338745
