,what,was,the,name,of,the,first,self-sustained,man-made,nuclear,reaction,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.36274752020835876,0.3418141305446625,0.2580479681491852,0.21261514723300934,0.20430970191955566
physics,0.26464056968688965,0.17757509648799896,0.17952929437160492,0.07120223343372345,0.2395489662885666,0.17952929437160492,0.14415135979652405,0.20188255608081818,0.22360742092132568,0.36964842677116394,0.2615779936313629,0.1470423936843872
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.3299231231212616,0.42599979043006897,0.23752127587795258,0.14887474477291107,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
university,0.20256435871124268,0.290752112865448,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.2596641778945923,0.21733355522155762,0.23573817312717438,0.21154196560382843,0.12184078246355057,0.11887256056070328
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.5022147297859192,0.32640042901039124,0.3190978169441223,0.16506333649158478,0.17401309311389923,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
site,0.21561308205127716,0.24460934102535248,0.288954496383667,0.16784511506557465,0.24291633069515228,0.288954496383667,0.1522475779056549,0.20084574818611145,0.23470070958137512,0.19558307528495789,0.13424986600875854,0.2014765441417694
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.31984496116638184,0.36321189999580383,0.2591283917427063,0.16853101551532745,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
chicago,0.1521448791027069,0.2574843168258667,0.27360326051712036,0.1020326316356659,0.18391016125679016,0.27360326051712036,0.24072907865047455,0.216679647564888,0.28002381324768066,0.15351411700248718,0.16766643524169922,0.16446958482265472
pile-1,0.1718549132347107,0.16236373782157898,0.19955502450466156,0.1988678276538849,0.18060286343097687,0.19955502450466156,0.14350613951683044,0.23715604841709137,0.2898925542831421,0.15205980837345123,0.1700153350830078,0.15730036795139313
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2450505793094635,0.2470581978559494,0.34296104311943054,0.15616799890995026,0.1519283503293991,0.40561532974243164
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,1.0,0.22930698096752167,0.32052144408226013,0.22378550469875336,0.23161469399929047,0.18701928853988647
self-sustained,0.29023614525794983,0.32640042901039124,0.2920686900615692,0.07268599420785904,0.31984496116638184,0.2920686900615692,0.22930698096752167,1.0,0.3632812798023224,0.29675260186195374,0.30190688371658325,0.21892288327217102
man-made,0.31004461646080017,0.3190978169441223,0.39670827984809875,0.24400357902050018,0.36321189999580383,0.39670827984809875,0.32052144408226013,0.3632812798023224,1.0,0.26884719729423523,0.29557469487190247,0.3001144826412201
nuclear,0.23862333595752716,0.16506333649158478,0.23911187052726746,0.016410835087299347,0.2591283917427063,0.23911187052726746,0.22378550469875336,0.29675260186195374,0.26884719729423523,1.0000001192092896,0.34122735261917114,0.1865687519311905
reaction,0.304030179977417,0.17401309311389923,0.2163003534078598,0.1188909262418747,0.16853101551532745,0.2163003534078598,0.23161469399929047,0.30190688371658325,0.29557469487190247,0.34122735261917114,0.9999999403953552,0.2138621062040329
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.3299231231212616,0.42599979043006897,0.23752127587795258,0.14887474477291107,0.31091248989105225
part,0.3476244807243347,0.3407018780708313,0.527681291103363,0.239738330245018,0.452393114566803,0.527681291103363,0.2607765197753906,0.20790304243564606,0.27672427892684937,0.18955177068710327,0.1771203875541687,0.08557961881160736
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.31984496116638184,0.36321189999580383,0.2591283917427063,0.16853101551532745,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
manhattan,0.14820615947246552,0.21494844555854797,0.2704658806324005,0.10426745563745499,0.17803287506103516,0.2704658806324005,0.16077955067157745,0.1704864501953125,0.27687734365463257,0.2694186866283417,0.10736143589019775,0.08787932246923447
project,0.27033838629722595,0.17915812134742737,0.2027820199728012,0.1691625565290451,0.17578177154064178,0.2027820199728012,0.2069343626499176,0.18799294531345367,0.2731614410877228,0.24573774635791779,0.15569128096103668,0.30569031834602356
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.27228695154190063,0.26004740595817566,0.3575778305530548,0.1379270851612091,0.15323758125305176,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.3299231231212616,0.42599979043006897,0.23752127587795258,0.14887474477291107,0.31091248989105225
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.31984496116638184,0.36321189999580383,0.2591283917427063,0.16853101551532745,0.1826142966747284
robert,0.1948658525943756,0.24186499416828156,0.2257954627275467,0.12209802120923996,0.2398476004600525,0.2257954627275467,0.23740129172801971,0.18140649795532227,0.2591247856616974,0.1843893676996231,0.2319183200597763,0.11293095350265503
millikan,0.1917702555656433,0.36415284872055054,0.24676664173603058,0.15337516367435455,0.2441757470369339,0.24676664173603058,0.3456629812717438,0.3094558119773865,0.3293146789073944,0.2619188725948334,0.25844988226890564,0.1613718867301941
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.014458609744906425,-0.042211100459098816,0.028159497305750847,-0.08068724721670151,-0.08974478393793106,-0.023395681753754616
oil-drop,0.14783769845962524,0.1874958574771881,0.2834911644458771,0.11329224705696106,0.2284509837627411,0.2834911644458771,0.24720250070095062,0.28792011737823486,0.33244696259498596,0.26038429141044617,0.26213687658309937,0.1486397683620453
experiment,0.29811543226242065,0.21177788078784943,0.168198361992836,0.09103851765394211,0.12456657737493515,0.168198361992836,0.2611404359340668,0.23596049845218658,0.22859810292720795,0.3008800745010376,0.3131709694862366,0.14968745410442352
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.3482176661491394,0.33830931782722473,0.3899817168712616,0.19523723423480988,0.2931208610534668,0.32716336846351624
calculated,0.2573434114456177,0.20871266722679138,0.2651555836200714,0.16412800550460815,0.26214921474456787,0.2651555836200714,0.21455805003643036,0.2929608225822449,0.2899067997932434,0.21398644149303436,0.264201819896698,0.2048630565404892
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
charge,0.23255030810832977,0.2562176287174225,0.2730984687805176,0.10970036685466766,0.27586498856544495,0.2730984687805176,0.18632015585899353,0.22764430940151215,0.22936752438545227,0.22255831956863403,0.2450229674577713,0.0958876758813858
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.31984496116638184,0.36321189999580383,0.2591283917427063,0.16853101551532745,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
electron,0.22967670857906342,0.1499951332807541,0.20653016865253448,0.1014040932059288,0.21591268479824066,0.20653016865253448,0.1533670425415039,0.2586228549480438,0.2724459171295166,0.37887126207351685,0.46533602476119995,0.18293288350105286
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.34503069519996643,0.3299231231212616,0.42599979043006897,0.23752127587795258,0.14887474477291107,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3167642652988434,0.3884831964969635,0.3729943335056305,0.20250080525875092,0.16340170800685883,0.20544172823429108
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.31984496116638184,0.36321189999580383,0.2591283917427063,0.16853101551532745,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.49448907375335693,0.2920686900615692,0.39670827984809875,0.23911187052726746,0.2163003534078598,0.22068053483963013
development,0.19014155864715576,0.2344081997871399,0.3362044394016266,0.1231662780046463,0.28700894117355347,0.3362044394016266,0.25595250725746155,0.3143652677536011,0.2710351347923279,0.26441675424575806,0.19341401755809784,0.1211358830332756
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3536086082458496,0.31984496116638184,0.36321189999580383,0.2591283917427063,0.16853101551532745,0.1826142966747284
radiocarbon,0.2507246136665344,0.1918228715658188,0.2942507565021515,0.16522981226444244,0.30690181255340576,0.2942507565021515,0.23764996230602264,0.2751472592353821,0.31977379322052,0.3660215735435486,0.30486729741096497,0.16278785467147827
dating,0.19090399146080017,0.17555896937847137,0.23401090502738953,0.1658570021390915,0.2134421318769455,0.23401090502738953,0.1771058589220047,0.15821696817874908,0.22590012848377228,0.17882496118545532,0.17398881912231445,0.1135709211230278
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.3877052962779999,0.284917950630188,0.3388427197933197,0.1500622183084488,0.28173506259918213,0.17966607213020325
willard,0.1620284467935562,0.25142335891723633,0.23236997425556183,0.0886053740978241,0.17891305685043335,0.23236997425556183,0.26781272888183594,0.16996867954730988,0.17244680225849152,0.23514273762702942,0.19932247698307037,0.1463320255279541
f.,0.18076683580875397,0.17113131284713745,0.18440215289592743,0.1255890429019928,0.21892845630645752,0.18440215289592743,0.13310599327087402,0.21316654980182648,0.06798397749662399,0.17283402383327484,0.0702814906835556,0.11007396876811981
