,how,many,turnovers,did,cam,newton,have,?
newton,0.2514588236808777,0.1828424632549286,0.18114374577999115,0.23863376677036285,0.32548287510871887,1.0000001192092896,0.18122498691082,0.09645649790763855
was,0.16678167879581451,0.260356068611145,0.2156830132007599,0.41399896144866943,0.17764709889888763,0.25264593958854675,0.2863433063030243,0.18412111699581146
limited,0.2116495817899704,0.2817049026489258,0.282033234834671,0.2072332352399826,0.08262744545936584,0.07119143754243851,0.29357996582984924,0.09444807469844818
by,0.34370526671409607,0.3409687578678131,0.27554643154144287,0.18574509024620056,0.1010274812579155,0.19122301042079926,0.3359639644622803,0.17966607213020325
denver,0.15631112456321716,0.18606427311897278,0.21867410838603973,0.16413381695747375,0.21969448029994965,0.191506028175354,0.17510470747947693,0.1520889848470688
's,-0.026164190843701363,0.01698932610452175,0.0264132022857666,0.05069678649306297,0.07134929299354553,0.027833467349410057,-0.02807004563510418,-0.023395681753754616
defense,0.14550013840198517,0.1536635160446167,0.1747168004512787,0.14361093938350677,0.1449822038412094,0.10191027820110321,0.252090722322464,0.21935760974884033
",",0.22659391164779663,0.40610817074775696,0.2863239049911499,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.3541618287563324,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.30041050910949707,0.2750149369239807,0.17456595599651337,0.1681050956249237,0.49652695655822754,0.25814583897590637
sacked,0.09018589556217194,0.1555364578962326,0.29592078924179077,0.2887319028377533,0.057312972843647,0.1704728752374649,0.1682714968919754,0.07766196876764297
him,0.3545486629009247,0.30194568634033203,0.25321653485298157,0.4290095865726471,0.17341922223567963,0.19347794353961945,0.2967558205127716,0.23943768441677094
seven,0.20032188296318054,0.28098854422569275,0.20500734448432922,0.11491922289133072,0.006224219221621752,0.16132114827632904,0.22066670656204224,0.1732930988073349
times,0.2685738503932953,0.303416907787323,0.22217626869678497,0.23068773746490479,0.08932551741600037,0.19109323620796204,0.3492240011692047,0.18880689144134521
and,0.33647966384887695,0.5296266674995422,0.3234790563583374,0.34479495882987976,0.18925651907920837,0.22255054116249084,0.4711785912513733,0.20544172823429108
forced,0.23831938207149506,0.2377408891916275,0.25558292865753174,0.36753809452056885,0.11399586498737335,0.1810608208179474,0.20227037370204926,0.17547516524791718
him,0.3545486629009247,0.30194568634033203,0.25321653485298157,0.4290095865726471,0.17341922223567963,0.19347794353961945,0.2967558205127716,0.23943768441677094
into,0.2303972691297531,0.2618265151977539,0.24014829099178314,0.14888085424900055,0.055614642798900604,0.08120981603860855,0.3038242757320404,0.15662476420402527
three,0.23807744681835175,0.4501400589942932,0.21524465084075928,0.2043166607618332,0.16323022544384003,0.18185727298259735,0.3712083399295807,0.20928427577018738
turnovers,0.2714545726776123,0.24598953127861023,0.9999998807907104,0.1935662180185318,0.15571899712085724,0.18114374577999115,0.3135637640953064,0.19236040115356445
",",0.22659391164779663,0.40610817074775696,0.2863239049911499,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.3541618287563324,0.31091248989105225
including,0.20270724594593048,0.6119236350059509,0.2585195004940033,0.26678287982940674,0.17782767117023468,0.17472706735134125,0.41958683729171753,0.1633303165435791
a,0.29312583804130554,0.2872205972671509,0.26552334427833557,0.2552328109741211,0.18400311470031738,0.1884482353925705,0.338716596364975,0.23916715383529663
fumble,0.13288532197475433,0.08793462812900543,0.4009011685848236,0.13446901738643646,0.18123385310173035,0.22407451272010803,0.17167416214942932,0.17646178603172302
which,0.4852597713470459,0.5168171525001526,0.30041050910949707,0.2750149369239807,0.17456595599651337,0.1681050956249237,0.49652695655822754,0.25814583897590637
they,0.43247655034065247,0.5400822758674622,0.2966162860393524,0.4879390597343445,0.14307430386543274,0.1926632672548294,0.6542890071868896,0.2753053903579712
recovered,0.158201202750206,0.25898846983909607,0.3272044360637665,0.2646656334400177,0.08734604716300964,0.14219547808170319,0.2747398316860199,0.08912046253681183
for,0.3308170735836029,0.40972793102264404,0.29288172721862793,0.318512886762619,0.22685806453227997,0.18168501555919647,0.41175219416618347,0.264628142118454
a,0.29312583804130554,0.2872205972671509,0.26552334427833557,0.2552328109741211,0.18400311470031738,0.1884482353925705,0.338716596364975,0.23916715383529663
touchdown,0.1383858025074005,0.0646008551120758,0.3248266577720642,0.1660659909248352,0.26505252718925476,0.29466405510902405,0.16715742647647858,0.12741123139858246
.,0.3287222981452942,0.3974229395389557,0.3198223114013672,0.35288307070732117,0.15243393182754517,0.20699870586395264,0.41614407300949097,0.4130953550338745
