,what,was,nikola,tesla,'s,ethnicity,?
nikola,0.1137276440858841,0.19991572201251984,1.0000001192092896,0.5656248331069946,0.03191572055220604,0.11653512716293335,0.06297405064105988
tesla,0.23221199214458466,0.16455206274986267,0.5656248331069946,0.9999999403953552,0.06449045985937119,0.06552901118993759,0.10250775516033173
(,0.2411840260028839,0.2980341613292694,0.24323949217796326,0.2156914919614792,0.0012731997994706035,0.17949998378753662,0.40561532974243164
serbian,0.17299731075763702,0.20167015492916107,0.4758182168006897,0.3454362452030182,0.08339866995811462,0.25199273228645325,0.11544056981801987
cyrillic,0.1837560385465622,0.13883039355278015,0.37088891863822937,0.31796056032180786,0.053111158311367035,0.26835864782333374,0.24746108055114746
:,-0.12022944539785385,0.002802103292196989,0.11818728595972061,0.0028187385760247707,0.07621461898088455,0.021586790680885315,-0.07156077772378922
никола,0.2412203997373581,0.3449854254722595,0.5593558549880981,0.34388217329978943,0.02168247103691101,0.2755635678768158,0.3388248085975647
тесла,0.18688637018203735,0.054509665817022324,0.12708701193332672,0.0784570723772049,-0.0056943874806165695,0.2362193614244461,0.10631050914525986
;,0.10986888408660889,0.0754367932677269,-0.04930856451392174,-0.03835732489824295,0.006909397430717945,0.16288024187088013,0.10349778085947037
10,0.11840458959341049,0.16597506403923035,-0.03272216394543648,-0.08889484405517578,0.07577503472566605,0.3937476873397827,0.022911956533789635
july,0.22688010334968567,0.40724116563796997,0.1284438967704773,0.1044287383556366,-0.06841624528169632,0.17003200948238373,0.2897891402244568
1856,0.1704813838005066,0.06661546975374222,-0.17474672198295593,-0.11941852420568466,0.06015018746256828,0.1727929264307022,0.10880891233682632
–,0.13008765876293182,0.30754852294921875,0.2615921199321747,0.15910647809505463,0.02811010740697384,0.1323821097612381,0.2714554965496063
7,-0.1699475795030594,0.002381215337663889,0.024872995913028717,-0.026343144476413727,0.09292176365852356,-0.03526869788765907,-0.15092156827449799
january,0.19257698953151703,0.3933098316192627,0.17630094289779663,0.13615937530994415,-0.08409902453422546,0.14240100979804993,0.28608936071395874
1943,-0.007620702963322401,0.12445774674415588,0.0014133896911516786,-0.028515523299574852,-0.013914006762206554,0.09401215612888336,-0.08025530725717545
),0.26259949803352356,0.3267642855644226,0.24754275381565094,0.22692398726940155,0.021107977256178856,0.19068631529808044,0.42300865054130554
was,0.22111038863658905,1.0000001192092896,0.19991572201251984,0.16455206274986267,0.008974763564765453,0.16419219970703125,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,0.19119060039520264,0.2211925983428955,0.04866964742541313,0.16827444732189178,0.23916715383529663
serbian,0.17299731075763702,0.20167015492916107,0.4758182168006897,0.3454362452030182,0.08339866995811462,0.25199273228645325,0.11544056981801987
american,0.1909721940755844,0.31632548570632935,0.19627158343791962,0.12191694229841232,0.01565130427479744,0.2558133006095886,0.18877598643302917
inventor,0.1433403640985489,0.24424013495445251,0.29834407567977905,0.3558236360549927,-0.015085517428815365,0.06896798312664032,0.1474177986383438
",",0.3087472915649414,0.45456063747406006,0.22096014022827148,0.20599327981472015,-0.0016132977325469255,0.27809011936187744,0.31091248989105225
electrical,0.19961315393447876,0.2032313495874405,0.26995140314102173,0.45727142691612244,0.012006526812911034,0.11104482412338257,0.10923371464014053
engineer,0.1520753651857376,0.2460750937461853,0.23734921216964722,0.30233198404312134,0.0384523943066597,0.167230486869812,0.12995383143424988
",",0.3087472915649414,0.45456063747406006,0.22096014022827148,0.20599327981472015,-0.0016132977325469255,0.27809011936187744,0.31091248989105225
mechanical,0.22318285703659058,0.21271365880966187,0.20336803793907166,0.399202823638916,0.021431105211377144,0.07604764401912689,0.10079140216112137
engineer,0.1520753651857376,0.2460750937461853,0.23734921216964722,0.30233198404312134,0.0384523943066597,0.167230486869812,0.12995383143424988
",",0.3087472915649414,0.45456063747406006,0.22096014022827148,0.20599327981472015,-0.0016132977325469255,0.27809011936187744,0.31091248989105225
physicist,0.19407397508621216,0.26190704107284546,0.3450374901294708,0.3627440333366394,-0.02588343434035778,0.22470414638519287,0.1378137767314911
",",0.3087472915649414,0.45456063747406006,0.22096014022827148,0.20599327981472015,-0.0016132977325469255,0.27809011936187744,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.1761501580476761,0.19560420513153076,0.06895173341035843,0.20892088115215302,0.20544172823429108
futurist,0.16798117756843567,0.3273523449897766,0.19954945147037506,0.2549110949039459,-0.0024672532454133034,0.10775180160999298,0.17667490243911743
best,0.3036847710609436,0.2817839980125427,0.1064782440662384,0.08007288724184036,0.06545830518007278,0.17456476390361786,0.2799045741558075
known,0.20381177961826324,0.35203275084495544,0.11320668458938599,0.09137910604476929,0.008368984796106815,0.12490133941173553,0.18314571678638458
for,0.3017193675041199,0.3863949179649353,0.16655883193016052,0.13983871042728424,-0.07241261005401611,0.17672647535800934,0.264628142118454
his,0.26976513862609863,0.4405253231525421,0.15682895481586456,0.1580733060836792,0.047556519508361816,0.14753729104995728,0.18075084686279297
contributions,0.33326417207717896,0.22438742220401764,0.1258872151374817,0.24851170182228088,-0.029736055061221123,0.28917255997657776,0.3201877772808075
to,0.455847829580307,0.3636345863342285,0.09627079218626022,0.17548894882202148,0.03782717138528824,0.19936048984527588,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.1146918535232544,0.1324402391910553,-0.01540423184633255,0.1991092711687088,0.22068053483963013
design,0.23893405497074127,0.2780803442001343,0.1746370941400528,0.27540352940559387,0.04322526603937149,0.06234494224190712,0.16351860761642456
of,0.33290785551071167,0.4069072902202606,0.15320609509944916,0.18837453424930573,-0.03817026689648628,0.17001788318157196,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.1146918535232544,0.1324402391910553,-0.01540423184633255,0.1991092711687088,0.22068053483963013
modern,0.2655639946460724,0.23571695387363434,0.15097416937351227,0.2237553745508194,0.03816800191998482,0.146092489361763,0.12475407868623734
alternating,0.10095972567796707,0.15524277091026306,0.09700167924165726,0.20965251326560974,-0.036665238440036774,0.051608432084321976,0.13878576457500458
current,0.18294453620910645,0.20140352845191956,0.1475788652896881,0.19374153017997742,0.004145179875195026,0.1098991259932518,0.12074550241231918
(,0.2411840260028839,0.2980341613292694,0.24323949217796326,0.2156914919614792,0.0012731997994706035,0.17949998378753662,0.40561532974243164
ac,0.12080251425504684,0.16263911128044128,0.2033471018075943,0.31766265630722046,0.040544040501117706,-0.0077473777346313,0.19071458280086517
),0.26259949803352356,0.3267642855644226,0.24754275381565094,0.22692398726940155,0.021107977256178856,0.19068631529808044,0.42300865054130554
electricity,0.20851419866085052,0.19055983424186707,0.2159145474433899,0.37243616580963135,0.04452890530228615,0.1845008134841919,0.17856204509735107
supply,0.20549191534519196,0.1807863563299179,0.07019296288490295,0.13021747767925262,0.0580599308013916,0.09148730337619781,0.14298182725906372
system,0.23557309806346893,0.2147521674633026,0.15108703076839447,0.18243813514709473,0.04329425096511841,0.11080507934093475,0.15556083619594574
.,0.3567904531955719,0.40146201848983765,0.16399122774600983,0.17949827015399933,-0.003708066651597619,0.2046898752450943,0.4130953550338745
