,what,persons,were,not,allowed,to,settle,in,new,france,?
the,0.42745697498321533,0.3206244707107544,0.3906462490558624,0.4310511648654938,0.2985120713710785,0.535392165184021,0.2943725883960724,0.6662389636039734,0.3845241069793701,0.35517507791519165,0.22068053483963013
french,0.17393042147159576,0.21114304661750793,0.22002479434013367,0.14757536351680756,0.15713679790496826,0.1713797152042389,0.11875297874212265,0.22093388438224792,0.1977054476737976,0.5492131114006042,0.1386883556842804
crown,0.11934377253055573,0.11920316517353058,0.2171589881181717,0.14348024129867554,0.21445655822753906,0.21565793454647064,0.2286003679037094,0.2139754444360733,0.20869264006614685,0.20247939229011536,0.09979621320962906
's,0.02692362666130066,-0.04812692850828171,0.007088581565767527,0.002583299996331334,0.024586396291851997,0.03782717138528824,-0.03139068931341171,-0.037580832839012146,-0.008355522528290749,0.024341266602277756,-0.023395681753754616
refusal,0.3242574632167816,0.33770623803138733,0.14576873183250427,0.3706565201282501,0.378830224275589,0.4434225857257843,0.23306703567504883,0.2398064285516739,0.2024824470281601,0.16640445590019226,0.21465960144996643
to,0.455847829580307,0.3034352660179138,0.31913647055625916,0.5149973034858704,0.42967355251312256,1.0,0.3679795563220978,0.45010748505592346,0.33159172534942627,0.2670897841453552,0.29463258385658264
allow,0.2883041203022003,0.1915474534034729,0.2939520478248596,0.5087684988975525,0.6964383125305176,0.4900954067707062,0.22324873507022858,0.21222905814647675,0.24657940864562988,0.12368252873420715,0.2042745053768158
non-catholics,0.2802995443344116,0.33670684695243835,0.34258708357810974,0.35270941257476807,0.3029863238334656,0.31602540612220764,0.27434414625167847,0.20886072516441345,0.20734085142612457,0.2415783554315567,0.22818295657634735
to,0.455847829580307,0.3034352660179138,0.31913647055625916,0.5149973034858704,0.42967355251312256,1.0,0.3679795563220978,0.45010748505592346,0.33159172534942627,0.2670897841453552,0.29463258385658264
settle,0.3276752829551697,0.14507514238357544,0.26920121908187866,0.2027590125799179,0.26377689838409424,0.3679795563220978,1.0,0.2407265156507492,0.26252198219299316,0.0967794880270958,0.19976577162742615
in,0.30808621644973755,0.2643730938434601,0.3815755248069763,0.3403114080429077,0.23683252930641174,0.45010748505592346,0.2407265156507492,1.0,0.3758552670478821,0.3812309503555298,0.20430970191955566
new,0.2130378633737564,0.10447761416435242,0.21711495518684387,0.219951331615448,0.19549238681793213,0.33159172534942627,0.26252198219299316,0.3758552670478821,0.9999999403953552,0.2269197404384613,0.14782847464084625
france,0.17793065309524536,0.19935229420661926,0.24330811202526093,0.1976529359817505,0.15309761464595795,0.2670897841453552,0.0967794880270958,0.3812309503555298,0.2269197404384613,1.0000001192092896,0.15069349110126495
may,0.25739946961402893,0.24278639256954193,0.2525627911090851,0.39885732531547546,0.30221495032310486,0.391582727432251,0.1826145052909851,0.3424151837825775,0.19349534809589386,0.18858866393566132,0.2768254578113556
help,0.3728281855583191,0.1516524702310562,0.20385180413722992,0.38691577315330505,0.3455711007118225,0.46191298961639404,0.23288586735725403,0.21321536600589752,0.2355843484401703,0.13862808048725128,0.28403452038764954
to,0.455847829580307,0.3034352660179138,0.31913647055625916,0.5149973034858704,0.42967355251312256,1.0,0.3679795563220978,0.45010748505592346,0.33159172534942627,0.2670897841453552,0.29463258385658264
explain,0.46946078538894653,0.23428291082382202,0.19086284935474396,0.366911381483078,0.19993112981319427,0.3735564351081848,0.2548094391822815,0.206684410572052,0.17501015961170197,0.08420328050851822,0.365981787443161
that,0.6297725439071655,0.3306055963039398,0.35517072677612305,0.6600887179374695,0.41059720516204834,0.5436353087425232,0.2382419854402542,0.435920387506485,0.29177987575531006,0.21517932415008545,0.32716336846351624
colony,0.26261213421821594,0.16271686553955078,0.25585371255874634,0.2149263471364975,0.15766693651676178,0.27651169896125793,0.4820087254047394,0.25087448954582214,0.29187142848968506,0.23503802716732025,0.13831071555614471
's,0.02692362666130066,-0.04812692850828171,0.007088581565767527,0.002583299996331334,0.024586396291851997,0.03782717138528824,-0.03139068931341171,-0.037580832839012146,-0.008355522528290749,0.024341266602277756,-0.023395681753754616
slow,0.22626596689224243,-0.0013514062156900764,0.14530426263809204,0.2628970742225647,0.2309856414794922,0.3074672520160675,0.22904394567012787,0.17783866822719574,0.13703541457653046,0.08978225290775299,0.15685610473155975
rate,0.21845893561840057,0.17368139326572418,0.12935490906238556,0.25928956270217896,0.19943195581436157,0.28584644198417664,0.16545021533966064,0.24951417744159698,0.17175959050655365,0.1043422743678093,0.1308269053697586
of,0.33290785551071167,0.3095638155937195,0.34038281440734863,0.3307090103626251,0.2699741721153259,0.41548454761505127,0.2614152729511261,0.5696388483047485,0.343457967042923,0.3265724182128906,0.1826142966747284
population,0.2000674307346344,0.365068644285202,0.17721828818321228,0.19793428480625153,0.1069561243057251,0.19776633381843567,0.2820894718170166,0.3268454372882843,0.14427055418491364,0.16930818557739258,0.14449454843997955
growth,0.1739405393600464,0.16997431218624115,0.12751753628253937,0.22978122532367706,0.07467637211084366,0.2701800763607025,0.2138669341802597,0.2819603681564331,0.19569921493530273,0.14052000641822815,0.07547862827777863
compared,0.241532102227211,0.15083177387714386,0.3065771758556366,0.262381374835968,0.2152881771326065,0.2345995306968689,0.15234717726707458,0.2479310929775238,0.16577832400798798,0.13922038674354553,0.21399109065532684
to,0.455847829580307,0.3034352660179138,0.31913647055625916,0.5149973034858704,0.42967355251312256,1.0,0.3679795563220978,0.45010748505592346,0.33159172534942627,0.2670897841453552,0.29463258385658264
that,0.6297725439071655,0.3306055963039398,0.35517072677612305,0.6600887179374695,0.41059720516204834,0.5436353087425232,0.2382419854402542,0.435920387506485,0.29177987575531006,0.21517932415008545,0.32716336846351624
of,0.33290785551071167,0.3095638155937195,0.34038281440734863,0.3307090103626251,0.2699741721153259,0.41548454761505127,0.2614152729511261,0.5696388483047485,0.343457967042923,0.3265724182128906,0.1826142966747284
the,0.42745697498321533,0.3206244707107544,0.3906462490558624,0.4310511648654938,0.2985120713710785,0.535392165184021,0.2943725883960724,0.6662389636039734,0.3845241069793701,0.35517507791519165,0.22068053483963013
neighbouring,0.1788214147090912,0.285259872674942,0.24401037395000458,0.14275379478931427,0.08045778423547745,0.21372704207897186,0.23834501206874847,0.33984053134918213,0.1466183364391327,0.23767097294330597,0.05441353842616081
british,0.19255435466766357,0.15386393666267395,0.27742838859558105,0.16629528999328613,0.13220269978046417,0.22690963745117188,0.23163500428199768,0.23084034025669098,0.19849099218845367,0.23781980574131012,0.09711728990077972
colonies,0.20822033286094666,0.2147177755832672,0.32270577549934387,0.27125340700149536,0.2647480070590973,0.2835637629032135,0.43590492010116577,0.28602269291877747,0.30196696519851685,0.23200248181819916,0.07886616140604019
",",0.3087472915649414,0.28469589352607727,0.36755475401878357,0.3769696354866028,0.2785535454750061,0.44245919585227966,0.27913352847099304,0.5201468467712402,0.36073189973831177,0.28250643610954285,0.31091248989105225
which,0.5261979103088379,0.27489352226257324,0.2807837128639221,0.46766895055770874,0.3234473168849945,0.5345056653022766,0.2243141531944275,0.4840516746044159,0.33739399909973145,0.1980295330286026,0.25814583897590637
opened,0.14500318467617035,0.05830861255526543,0.21289664506912231,0.14360076189041138,0.28502094745635986,0.18903055787086487,0.17746636271476746,0.2972770035266876,0.24727210402488708,0.18755675852298737,0.1934700310230255
