,when,was,warsaw,'s,stock,exchange,brought,back,to,life,?
it,0.4775012135505676,0.4577186405658722,0.1582006961107254,0.06608816236257553,0.19422046840190887,0.1887912154197693,0.21531027555465698,0.32559895515441895,0.513711154460907,0.20706775784492493,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.2614976763725281,0.008974763564765453,0.19506287574768066,0.15612690150737762,0.35886916518211365,0.2438982129096985,0.3636345863342285,0.22970539331436157,0.18412111699581146
re-established,0.24322836101055145,0.30327773094177246,0.17777958512306213,-0.06606604158878326,0.08219114691019058,0.16040341556072235,0.32179901003837585,0.18570390343666077,0.1813526153564453,0.12617775797843933,0.1673484593629837
in,0.4431333839893341,0.45514053106307983,0.22642600536346436,-0.037580832839012146,0.20128266513347626,0.21970009803771973,0.25879573822021484,0.25397348403930664,0.45010748505592346,0.27054134011268616,0.20430970191955566
april,0.2554110586643219,0.42695382237434387,0.24514928460121155,-0.05799118056893349,0.10153360664844513,0.14908045530319214,0.22101114690303802,0.17991019785404205,0.20614087581634521,0.17292653024196625,0.25704094767570496
1991,0.05683831870555878,0.12848040461540222,0.11554768681526184,-0.04158582538366318,-0.09845340251922607,0.06766141206026077,0.15930157899856567,0.10221953690052032,0.11084804683923721,0.012086435221135616,0.175977423787117
",",0.36674630641937256,0.45456063747406006,0.25300899147987366,-0.0016132977325469255,0.24178752303123474,0.2447657436132431,0.30810219049453735,0.3066370487213135,0.44245919585227966,0.24050940573215485,0.31091248989105225
following,0.3263498842716217,0.16493390500545502,0.10067931562662125,-0.005975736305117607,0.12220609188079834,0.1490381956100464,0.20619061589241028,0.15797778964042664,0.31711265444755554,0.048006050288677216,0.1555173695087433
the,0.5091903209686279,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.21356552839279175,0.2543705105781555,0.32700833678245544,0.3612101674079895,0.535392165184021,0.23528170585632324,0.22068053483963013
end,0.3228412866592407,0.19220198690891266,0.14875739812850952,0.030466308817267418,0.1259201020002365,0.13148778676986694,0.19737103581428528,0.36246630549430847,0.3229445815086365,0.1473490595817566,0.12543344497680664
of,0.3757161796092987,0.4069072902202606,0.19253842532634735,-0.03817026689648628,0.20828957855701447,0.23548997938632965,0.3339962065219879,0.23051875829696655,0.41548454761505127,0.2788603901863098,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.21356552839279175,0.2543705105781555,0.32700833678245544,0.3612101674079895,0.535392165184021,0.23528170585632324,0.22068053483963013
post-war,0.2587483525276184,0.26076027750968933,0.2540852129459381,0.035290949046611786,0.142373189330101,0.1562863439321518,0.16621099412441254,0.26291847229003906,0.21597261726856232,0.24293990433216095,0.25152653455734253
communist,0.2263980209827423,0.2940322756767273,0.3841566741466522,0.0665741041302681,0.11662008613348007,0.09851274639368057,0.14846038818359375,0.15738163888454437,0.20094585418701172,0.15616032481193542,0.13955675065517426
control,0.3260348439216614,0.19347785413265228,0.1391436606645584,0.03798864781856537,0.09767712652683258,0.23182670772075653,0.24643264710903168,0.20670200884342194,0.28164729475975037,0.1885286271572113,0.1620711386203766
of,0.3757161796092987,0.4069072902202606,0.19253842532634735,-0.03817026689648628,0.20828957855701447,0.23548997938632965,0.3339962065219879,0.23051875829696655,0.41548454761505127,0.2788603901863098,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.21356552839279175,0.2543705105781555,0.32700833678245544,0.3612101674079895,0.535392165184021,0.23528170585632324,0.22068053483963013
country,0.21558639407157898,0.24557247757911682,0.14886943995952606,0.0747150406241417,0.09927593171596527,0.1411738097667694,0.22209008038043976,0.10829301178455353,0.31281599402427673,0.1412491351366043,0.12647280097007751
and,0.4716290831565857,0.3740963041782379,0.2083624005317688,0.06895173341035843,0.1762690395116806,0.23130671679973602,0.3560350239276886,0.32774487137794495,0.48971283435821533,0.26095253229141235,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.21356552839279175,0.2543705105781555,0.32700833678245544,0.3612101674079895,0.535392165184021,0.23528170585632324,0.22068053483963013
reintroduction,0.19980067014694214,0.3164840638637543,0.14877675473690033,0.010382402688264847,0.26119285821914673,0.22496482729911804,0.36335548758506775,0.23345732688903809,0.2944313585758209,0.2906425893306732,0.25567135214805603
of,0.3757161796092987,0.4069072902202606,0.19253842532634735,-0.03817026689648628,0.20828957855701447,0.23548997938632965,0.3339962065219879,0.23051875829696655,0.41548454761505127,0.2788603901863098,0.1826142966747284
a,0.44397395849227905,0.4508470594882965,0.19591784477233887,0.04866964742541313,0.25261884927749634,0.14749813079833984,0.2422461211681366,0.31908270716667175,0.45503583550453186,0.27076753973960876,0.23916715383529663
free-market,0.19661477208137512,0.25420716404914856,0.2023008167743683,0.08228781074285507,0.40236619114875793,0.32557129859924316,0.1725442111492157,0.1915723830461502,0.23722988367080688,0.18274685740470886,0.1595485806465149
economy,0.17599095404148102,0.2389698028564453,0.267183393239975,0.05879175290465355,0.23641374707221985,0.20808468759059906,0.20530925691127777,0.1698983609676361,0.2613506615161896,0.19916091859340668,0.11486924439668655
.,0.475719153881073,0.40146201848983765,0.26825499534606934,-0.003708066651597619,0.22629013657569885,0.14290252327919006,0.31484454870224,0.3154444992542267,0.4645031690597534,0.3029138445854187,0.4130953550338745
