,what,is,the,cjeu,'s,duty,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2263687551021576,-0.01540423184633255,0.18581759929656982,0.22068053483963013
cjeu,0.13331106305122375,0.21785378456115723,0.2263687551021576,0.9999999403953552,0.01106252521276474,0.11629116535186768,0.21193405985832214
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.01106252521276474,0.9999999403953552,0.002628088928759098,-0.023395681753754616
duty,0.2920939326286316,0.18199297785758972,0.18581759929656982,0.11629116535186768,0.002628088928759098,1.0000001192092896,0.20404963195323944
is,0.28837618231773376,1.0,0.5823672413825989,0.21785378456115723,0.02396530658006668,0.18199297785758972,0.22961433231830597
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.11936770379543304,0.03782717138528824,0.2394949495792389,0.29463258385658264
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.22649800777435303,-0.03416389226913452,-0.02744838409125805,0.0685480609536171
ensure,0.328641802072525,0.23937878012657166,0.2955571711063385,0.1751837134361267,-0.052577875554561615,0.2565881907939911,0.24192948639392853
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.14654533565044403,0.04397977516055107,0.22574162483215332,0.32716336846351624
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24335810542106628,-0.037580832839012146,0.19133710861206055,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.2263687551021576,-0.01540423184633255,0.18581759929656982,0.22068053483963013
interpretation,0.37054285407066345,0.2543133795261383,0.2766321003437042,0.2148345410823822,-0.023114735260605812,0.2289222776889801,0.2162649929523468
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24689239263534546,0.06895173341035843,0.22624720633029938,0.20544172823429108
application,0.2565309405326843,0.26499083638191223,0.2483029067516327,0.21590571105480194,-0.03476598486304283,0.2101212739944458,0.1966315507888794
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25831952691078186,-0.03817026689648628,0.19598819315433502,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2263687551021576,-0.01540423184633255,0.18581759929656982,0.22068053483963013
treaties,0.2403455525636673,0.1447698175907135,0.28970760107040405,0.27589163184165955,-0.04373883083462715,0.253082275390625,0.1693580597639084
the,0.42745697498321533,0.5823672413825989,1.0,0.2263687551021576,-0.01540423184633255,0.18581759929656982,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.13978151977062225,-0.06109188124537468,0.2851370573043823,0.1528988480567932
is,0.28837618231773376,1.0,0.5823672413825989,0.21785378456115723,0.02396530658006668,0.18199297785758972,0.22961433231830597
observed,0.26469987630844116,0.20653970539569855,0.26280322670936584,0.13457946479320526,-0.0507233701646328,0.13163615763187408,0.12128034234046936
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.03451996669173241,-0.04859459400177002,-0.0690901055932045,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.275115430355072,-0.0016132977325469255,0.21993570029735565,0.31091248989105225
although,0.24844598770141602,0.301360160112381,0.3265823423862457,0.14225463569164276,0.06846998631954193,0.2047741562128067,0.15541206300258636
realistically,0.4127465784549713,0.24922828376293182,0.3106922209262848,0.14593568444252014,0.03151584416627884,0.2083519697189331,0.2082386612892151
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.16499876976013184,0.06608816236257553,0.17363178730010986,0.25732165575027466
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.21236149966716766,-0.040683966130018234,0.1002742350101471,0.15994466841220856
the,0.42745697498321533,0.5823672413825989,1.0,0.2263687551021576,-0.01540423184633255,0.18581759929656982,0.22068053483963013
ability,0.26366251707077026,0.18390236794948578,0.24997951090335846,0.12763652205467224,0.014099662192165852,0.22610002756118774,0.1955445408821106
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.11936770379543304,0.03782717138528824,0.2394949495792389,0.29463258385658264
expand,0.31617993116378784,0.16019529104232788,0.28561270236968994,0.06989063322544098,0.050356313586235046,0.1269783228635788,0.2819165587425232
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24689239263534546,0.06895173341035843,0.22624720633029938,0.20544172823429108
develop,0.20962175726890564,0.1934473067522049,0.26276466250419617,0.17198283970355988,-0.01876107230782509,0.1248706504702568,0.15784582495689392
the,0.42745697498321533,0.5823672413825989,1.0,0.2263687551021576,-0.01540423184633255,0.18581759929656982,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.13978151977062225,-0.06109188124537468,0.2851370573043823,0.1528988480567932
according,0.2776208221912384,0.2838992476463318,0.3202974498271942,0.14738266170024872,-0.0037221983075141907,0.1490534394979477,0.21173474192619324
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.11936770379543304,0.03782717138528824,0.2394949495792389,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.2263687551021576,-0.01540423184633255,0.18581759929656982,0.22068053483963013
principles,0.3122304081916809,0.15077199041843414,0.21452596783638,0.19390694797039032,-0.03721999749541283,0.2787884473800659,0.19203636050224304
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.16499876976013184,0.06608816236257553,0.17363178730010986,0.25732165575027466
deems,0.25903433561325073,0.28990691900253296,0.24222035706043243,0.04604249820113182,-0.03214770928025246,0.28114643692970276,0.2964354455471039
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.11936770379543304,0.03782717138528824,0.2394949495792389,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.14092817902565002,0.025217169895768166,0.22736765444278717,0.3324260413646698
appropriate,0.29508692026138306,0.2246846705675125,0.27732113003730774,0.1757683902978897,0.03885199874639511,0.14464953541755676,0.2732597291469574
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.25932472944259644,-0.003708066651597619,0.20822225511074066,0.4130953550338745
