,what,type,of,skills,does,the,market,bid,up,compensation,for,?
while,0.35511791706085205,0.10300906002521515,0.3366928696632385,0.29846662282943726,0.3243313729763031,0.39804592728614807,0.20403999090194702,0.16480958461761475,0.3290449380874634,0.26675814390182495,0.4232339859008789,0.21076419949531555
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.20564566552639008,0.35928019881248474,1.0,0.2041238248348236,0.19956929981708527,0.38423117995262146,0.24913841485977173,0.4739971458911896,0.22068053483963013
market,0.12116116285324097,0.13423770666122437,0.1694333702325821,0.11720382422208786,0.18972931802272797,0.2041238248348236,1.0000001192092896,0.21785610914230347,0.06477764993906021,0.26572713255882263,0.20589932799339294,0.12805593013763428
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.2956630289554596,0.583926260471344,0.3635469079017639,0.21119090914726257,0.21337391436100006,0.3349364995956421,0.28323593735694885,0.3647450804710388,0.35046905279159546
bid,0.1788376271724701,0.014606376178562641,0.1715376228094101,0.14611071348190308,0.1711840182542801,0.19956929981708527,0.21785610914230347,1.0000001192092896,0.2100479155778885,0.2587305009365082,0.2460007220506668,0.19390296936035156
up,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.16035637259483337,0.25498253107070923,0.38423117995262146,0.06477764993906021,0.2100479155778885,1.0000001192092896,0.19949930906295776,0.342966228723526,0.1819818764925003
compensation,0.3246670365333557,0.1747276782989502,0.29549533128738403,0.2948642373085022,0.27349555492401123,0.24913841485977173,0.26572713255882263,0.2587305009365082,0.19949930906295776,1.0,0.2912580370903015,0.20586632192134857
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.37810173630714417,0.35159170627593994,0.4739971458911896,0.20589932799339294,0.2460007220506668,0.342966228723526,0.2912580370903015,0.9999999403953552,0.264628142118454
rare,0.17727354168891907,0.24953295290470123,0.24919116497039795,0.1538684219121933,0.2663256824016571,0.23127084970474243,0.19085688889026642,0.03535794839262962,0.14403994381427765,0.14067156612873077,0.24849501252174377,0.14820347726345062
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.31597477197647095,0.3461615741252899,0.5171257257461548,0.23057621717453003,0.11974186450242996,0.4032393991947174,0.2642117738723755,0.5064792633056641,0.20544172823429108
desired,0.32847166061401367,0.19594912230968475,0.2489352971315384,0.28623199462890625,0.3073405921459198,0.3089691996574402,0.20497557520866394,0.17250539362430573,0.16688679158687592,0.3288896083831787,0.28132009506225586,0.30338212847709656
skills,0.28520897030830383,0.201734259724617,0.1968628317117691,1.0,0.28509753942489624,0.20564566552639008,0.11720382422208786,0.14611071348190308,0.16035637259483337,0.2948642373085022,0.37810173630714417,0.1864275485277176
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.29669415950775146,0.4391997456550598,0.535392165184021,0.23798635601997375,0.2567334473133087,0.40375280380249023,0.31278684735298157,0.4451248347759247,0.29463258385658264
reward,0.2518286406993866,0.10014455765485764,0.21337242424488068,0.3311787247657776,0.12396842986345291,0.2429082840681076,0.20810100436210632,0.2492835372686386,0.22267943620681763,0.3932730555534363,0.3137010335922241,0.1740967184305191
wealth,0.2415573000907898,-0.008044678717851639,0.27235376834869385,0.313273161649704,0.17655763030052185,0.24999672174453735,0.348649263381958,0.29218414425849915,0.132918119430542,0.37912172079086304,0.21390709280967712,0.1624586433172226
creation,0.2653278112411499,0.1420183628797531,0.35750406980514526,0.20789536833763123,0.16597095131874084,0.34625571966171265,0.09681190550327301,0.2014009803533554,0.19796791672706604,0.22293169796466827,0.26819050312042236,0.2407430112361908
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21529243886470795,0.28617382049560547,0.4933079481124878,0.2499394416809082,0.17213009297847748,0.34193792939186096,0.24930427968502045,0.4464869201183319,0.31091248989105225
greater,0.1946859508752823,0.11788910627365112,0.34470728039741516,0.1532883644104004,0.20582076907157898,0.2814446687698364,0.1968294084072113,0.23404867947101593,0.1445995569229126,0.23455603420734406,0.184608593583107,0.09723397344350815
productivity,0.2654266059398651,0.18484586477279663,0.2269303798675537,0.32001152634620667,0.23334884643554688,0.22987580299377441,0.33954286575317383,0.12130098044872284,0.1365523636341095,0.35220083594322205,0.2784219980239868,0.23359106481075287
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21529243886470795,0.28617382049560547,0.4933079481124878,0.2499394416809082,0.17213009297847748,0.34193792939186096,0.24930427968502045,0.4464869201183319,0.31091248989105225
etc.,0.24412551522254944,0.1929178386926651,0.23889225721359253,0.28672876954078674,0.22312523424625397,0.1271119862794876,0.1381521075963974,0.008664708584547043,0.13312579691410065,0.1828715056180954,0.2389737367630005,0.2492782175540924
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21529243886470795,0.28617382049560547,0.4933079481124878,0.2499394416809082,0.17213009297847748,0.34193792939186096,0.24930427968502045,0.4464869201183319,0.31091248989105225
it,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.15274523198604584,0.34188351035118103,0.6251175999641418,0.2548261880874634,0.22739356756210327,0.36426842212677,0.21295924484729767,0.32171204686164856,0.25732165575027466
will,0.3510494530200958,0.1847439557313919,0.2473582625389099,0.2956630289554596,0.583926260471344,0.3635469079017639,0.21119090914726257,0.21337391436100006,0.3349364995956421,0.28323593735694885,0.3647450804710388,0.35046905279159546
also,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.3144764006137848,0.4118025600910187,0.6021018624305725,0.21456167101860046,0.19544683396816254,0.3094489872455597,0.24087366461753845,0.5373267531394958,0.21848613023757935
prevent,0.2723881006240845,0.17221134901046753,0.22669163346290588,0.23588807880878448,0.29065534472465515,0.2841009497642517,0.12249434739351273,0.0993221327662468,0.298431932926178,0.29684990644454956,0.32528331875801086,0.2547389566898346
successful,0.16902779042720795,0.11516346782445908,0.2304827868938446,0.22841230034828186,0.16467419266700745,0.31354787945747375,0.10518889129161835,0.2756228446960449,0.20717638731002808,0.1445416361093521,0.2988608777523041,0.1132197454571724
entrepreneurs,0.13613490760326385,0.15098927915096283,0.18741069734096527,0.31783533096313477,0.12808376550674438,0.18561235070228577,0.26457205414772034,0.13126343488693237,0.19084444642066956,0.2726588845252991,0.21193045377731323,0.20108920335769653
