,who,did,newton,get,a,pass,to,in,the,panther,starting,plays,of,super,bowl,50,?
the,0.3733934462070465,0.34736719727516174,0.1876603662967682,0.29667025804519653,0.5829201340675354,0.25961899757385254,0.535392165184021,0.6662389636039734,1.0,0.21149678528308868,0.37272053956985474,0.1760704517364502,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
panthers,0.2132880985736847,0.189295694231987,0.2555108666419983,0.18990887701511383,0.2255268394947052,0.16386406123638153,0.2185782641172409,0.2115829735994339,0.2602776288986206,0.8332511186599731,0.21883323788642883,0.22348153591156006,0.23357392847537994,0.27118441462516785,0.34713199734687805,0.10408550500869751,0.16608978807926178
seemed,0.3107509911060333,0.4443226754665375,0.1900935173034668,0.33370447158813477,0.22686916589736938,0.17545805871486664,0.4024638533592224,0.23349858820438385,0.2816183567047119,0.12274239212274551,0.15317393839359283,0.13362856209278107,0.18767647445201874,0.09591329842805862,0.10664279758930206,0.050057392567396164,0.2128053456544876
primed,0.18662363290786743,0.20055389404296875,0.1835528165102005,0.1714395433664322,0.2370789349079132,0.15735583007335663,0.2194749414920807,0.21527403593063354,0.26234734058380127,0.1680348515510559,0.19411152601242065,0.1794414073228836,0.22161777317523956,0.2166985720396042,0.22473952174186707,0.05155400559306145,0.18320472538471222
to,0.42656609416007996,0.4452643394470215,0.2176830768585205,0.4388369917869568,0.45503583550453186,0.28446894884109497,1.0,0.45010748505592346,0.535392165184021,0.17230910062789917,0.2819414734840393,0.1692625880241394,0.41548454761505127,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
score,0.1809227615594864,0.1936793327331543,0.12628361582756042,0.23645836114883423,0.19997252523899078,0.15402163565158844,0.18782086670398712,0.13240541517734528,0.2042495757341385,0.12333448976278305,0.18099857866764069,0.1753508299589157,0.1790168732404709,0.14868654310703278,0.18485401570796967,-0.06964733451604843,0.199510395526886
on,0.2340552806854248,0.2670976221561432,0.14340966939926147,0.2705233693122864,0.3848365545272827,0.13331516087055206,0.41031414270401,0.46853652596473694,0.5107308030128479,0.1322866976261139,0.33838358521461487,0.18588706851005554,0.3966929316520691,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
their,0.3767721951007843,0.38078752160072327,0.13899730145931244,0.3513234853744507,0.29698723554611206,0.18814857304096222,0.44619059562683105,0.34976133704185486,0.516537070274353,0.11271471530199051,0.2544235289096832,0.12384247034788132,0.4329940676689148,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
opening,0.12329958379268646,0.143735870718956,0.09418322145938873,0.150270476937294,0.2575104236602783,0.2594235837459564,0.2393702119588852,0.2907836139202118,0.37298497557640076,0.17240935564041138,0.252032607793808,0.1927211731672287,0.2651100158691406,0.1250116229057312,0.22217077016830444,0.005636902526021004,0.16502447426319122
drive,0.14977459609508514,0.1745801717042923,0.14229874312877655,0.2886830270290375,0.24929353594779968,0.23804372549057007,0.291306734085083,0.16816924512386322,0.2083187699317932,0.1798185408115387,0.18684282898902893,0.09106305986642838,0.17806991934776306,0.18645738065242767,0.20671851933002472,-0.06859572231769562,0.11447915434837341
of,0.2827862501144409,0.2513895630836487,0.18479612469673157,0.26628199219703674,0.5052502155303955,0.18302802741527557,0.41548454761505127,0.5696388483047485,0.733189046382904,0.17737329006195068,0.23960795998573303,0.14677055180072784,1.0,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.1876603662967682,0.29667025804519653,0.5829201340675354,0.25961899757385254,0.535392165184021,0.6662389636039734,1.0,0.21149678528308868,0.37272053956985474,0.1760704517364502,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
second,0.21920166909694672,0.20727969706058502,0.22137822210788727,0.21905669569969177,0.3655064105987549,0.15345598757266998,0.3098561465740204,0.34510284662246704,0.4620301127433777,0.18036046624183655,0.2958559989929199,0.2118428647518158,0.353416383266449,0.25671592354774475,0.20302696526050568,0.09172467887401581,0.17239587008953094
half,0.2674400806427002,0.12883292138576508,0.11401809751987457,0.21547749638557434,0.29977813363075256,0.11302406340837479,0.21248666942119598,0.25644969940185547,0.3189295828342438,0.13154450058937073,0.16975459456443787,0.10962420701980591,0.2784358561038971,0.10353774577379227,0.1286057084798813,-0.030513115227222443,0.07471233606338501
when,0.48282691836357117,0.3228907287120819,0.16569024324417114,0.38429397344589233,0.44397395849227905,0.20427322387695312,0.5423505902290344,0.4431333839893341,0.5091903209686279,0.11390477418899536,0.34866392612457275,0.16289958357810974,0.3757161796092987,0.20393483340740204,0.20523639023303986,0.06190349534153938,0.22841128706932068
newton,0.19243690371513367,0.23863376677036285,1.0000001192092896,0.11107507348060608,0.1884482353925705,0.17114058136940002,0.2176830768585205,0.23639483749866486,0.1876603662967682,0.20137734711170197,0.20142625272274017,0.14049376547336578,0.18479612469673157,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
completed,0.15320545434951782,0.2574852406978607,0.17692528665065765,0.15606318414211273,0.2692357301712036,0.2234371453523636,0.2867361009120941,0.2960484027862549,0.29278936982154846,0.17281949520111084,0.27571040391921997,0.14185620844364166,0.2491239756345749,0.09480611234903336,0.12222989648580551,0.02608001045882702,0.08272653818130493
a,0.36608949303627014,0.2552328109741211,0.1884482353925705,0.27948489785194397,1.0,0.19894953072071075,0.45503583550453186,0.539380669593811,0.5829201340675354,0.262620747089386,0.3460865914821625,0.2085086703300476,0.5052502155303955,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
45-yard,0.2643752992153168,0.15034817159175873,0.2916099727153778,0.21197792887687683,0.2624511420726776,0.24927328526973724,0.20010137557983398,0.2389935851097107,0.2821606993675232,0.2082207053899765,0.19442670047283173,0.17847591638565063,0.18361978232860565,0.16619999706745148,0.16010695695877075,0.012888871133327484,0.09599438309669495
pass,0.12504667043685913,0.1339150071144104,0.17114058136940002,0.35069921612739563,0.19894953072071075,1.0000001192092896,0.28446894884109497,0.18748411536216736,0.25961899757385254,0.09812737256288528,0.1668429672718048,0.06319041550159454,0.18302802741527557,0.10270404815673828,0.2014455646276474,-0.04558427259325981,0.09478675574064255
to,0.42656609416007996,0.4452643394470215,0.2176830768585205,0.4388369917869568,0.45503583550453186,0.28446894884109497,1.0,0.45010748505592346,0.535392165184021,0.17230910062789917,0.2819414734840393,0.1692625880241394,0.41548454761505127,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
ted,0.22989284992218018,0.14870691299438477,0.16670319437980652,0.09297523647546768,0.20378315448760986,0.07215644419193268,0.1345263123512268,0.18667016923427582,0.17969244718551636,0.16430413722991943,0.0846145749092102,0.1680642068386078,0.17534831166267395,0.15315371751785278,0.19355615973472595,-0.13073399662971497,0.19378185272216797
ginn,0.2595711648464203,0.15033265948295593,0.20642100274562836,0.19780030846595764,0.24754364788532257,0.15131807327270508,0.1491360068321228,0.210917130112648,0.20374815165996552,0.18652400374412537,0.22967511415481567,0.12877537310123444,0.16118314862251282,0.21195751428604126,0.18688085675239563,-0.09468017518520355,0.1626676321029663
jr.,0.30755749344825745,0.2600257098674774,0.06589924544095993,0.31150418519973755,0.28598788380622864,0.05167064815759659,0.28550371527671814,0.16787508130073547,0.14970926940441132,0.21535968780517578,0.15890300273895264,0.21014906466007233,0.11162803322076797,0.2230914682149887,0.17041730880737305,0.0430830717086792,0.3112807273864746
on,0.2340552806854248,0.2670976221561432,0.14340966939926147,0.2705233693122864,0.3848365545272827,0.13331516087055206,0.41031414270401,0.46853652596473694,0.5107308030128479,0.1322866976261139,0.33838358521461487,0.18588706851005554,0.3966929316520691,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,0.1876603662967682,0.29667025804519653,0.5829201340675354,0.25961899757385254,0.535392165184021,0.6662389636039734,1.0,0.21149678528308868,0.37272053956985474,0.1760704517364502,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
denver,0.20955970883369446,0.16413381695747375,0.191506028175354,0.2139686793088913,0.179859921336174,0.16917091608047485,0.23706497251987457,0.2221570909023285,0.2052404284477234,0.2219652682542801,0.2365960031747818,0.22016258537769318,0.14595118165016174,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
35-yard,0.2602202296257019,0.16051942110061646,0.3176948130130768,0.25172942876815796,0.29131561517715454,0.2727900445461273,0.24917620420455933,0.27038300037384033,0.3155173659324646,0.2031034529209137,0.2148313671350479,0.1858241707086563,0.2219247967004776,0.1855933964252472,0.1865246295928955,0.013682986609637737,0.10736193507909775
line,0.1774713397026062,0.14681050181388855,0.0773603692650795,0.1792227327823639,0.23499317467212677,0.23281124234199524,0.2615616023540497,0.2258777767419815,0.29789501428604126,0.16676999628543854,0.23015637695789337,0.09421361982822418,0.23765452206134796,0.1948607861995697,0.09206075221300125,-0.06176300346851349,0.16271452605724335
on,0.2340552806854248,0.2670976221561432,0.14340966939926147,0.2705233693122864,0.3848365545272827,0.13331516087055206,0.41031414270401,0.46853652596473694,0.5107308030128479,0.1322866976261139,0.33838358521461487,0.18588706851005554,0.3966929316520691,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
their,0.3767721951007843,0.38078752160072327,0.13899730145931244,0.3513234853744507,0.29698723554611206,0.18814857304096222,0.44619059562683105,0.34976133704185486,0.516537070274353,0.11271471530199051,0.2544235289096832,0.12384247034788132,0.4329940676689148,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
second,0.21920166909694672,0.20727969706058502,0.22137822210788727,0.21905669569969177,0.3655064105987549,0.15345598757266998,0.3098561465740204,0.34510284662246704,0.4620301127433777,0.18036046624183655,0.2958559989929199,0.2118428647518158,0.353416383266449,0.25671592354774475,0.20302696526050568,0.09172467887401581,0.17239587008953094
