,who,explained,that,inertial,reference,frames,equaled,reference,frames,subject,to,constant,acceleration,?
the,0.3733934462070465,0.2738569974899292,0.5473989248275757,0.2481900155544281,0.26254498958587646,0.18287113308906555,0.2742466926574707,0.26254498958587646,0.18287113308906555,0.2387523651123047,0.535392165184021,0.2037150114774704,0.29868006706237793,0.22068053483963013
rotational,0.13039183616638184,0.30652952194213867,0.2984658181667328,0.5686607360839844,0.23758099973201752,0.30098798871040344,0.3319588601589203,0.23758099973201752,0.30098798871040344,0.2374834567308426,0.24084725975990295,0.3620993494987488,0.5360618233680725,0.12318766117095947
inertia,0.1119895949959755,0.3314818739891052,0.3041691482067108,0.8416773676872253,0.289413183927536,0.3475811779499054,0.32259491086006165,0.289413183927536,0.3475811779499054,0.32992023229599,0.25353482365608215,0.49287816882133484,0.5709950923919678,0.20492924749851227
of,0.2827862501144409,0.24962453544139862,0.41498205065727234,0.283581018447876,0.21538788080215454,0.1857680380344391,0.2306223213672638,0.21538788080215454,0.1857680380344391,0.21533280611038208,0.41548454761505127,0.25393494963645935,0.27446165680885315,0.1826142966747284
planet,0.21450060606002808,0.26171815395355225,0.2861461639404297,0.3068787157535553,0.19369910657405853,0.20648516714572906,0.18925920128822327,0.19369910657405853,0.20648516714572906,0.2696423828601837,0.2017485797405243,0.23158064484596252,0.30529531836509705,0.16979767382144928
earth,0.15992608666419983,0.28218796849250793,0.33014219999313354,0.3319459855556488,0.16549424827098846,0.23634657263755798,0.2362755984067917,0.16549424827098846,0.23634657263755798,0.2103724330663681,0.2486501932144165,0.23102408647537231,0.3610192835330963,0.17717236280441284
is,0.24293622374534607,0.22149337828159332,0.3995479643344879,0.24735142290592194,0.2599010765552521,0.15594813227653503,0.15584857761859894,0.2599010765552521,0.15594813227653503,0.25386592745780945,0.42745086550712585,0.1972285658121109,0.21391066908836365,0.22961433231830597
what,0.40942975878715515,0.4148936867713928,0.6297725439071655,0.266788125038147,0.27632904052734375,0.21989142894744873,0.18915995955467224,0.27632904052734375,0.21989142894744873,0.3828662037849426,0.455847829580307,0.22559526562690735,0.2983599901199341,0.5051238536834717
fixes,0.20086278021335602,0.26751771569252014,0.31581613421440125,0.25950390100479126,0.2823924124240875,0.3071340322494507,0.16583871841430664,0.2823924124240875,0.3071340322494507,0.2451389729976654,0.25683683156967163,0.200810045003891,0.23124505579471588,0.2970799207687378
the,0.3733934462070465,0.2738569974899292,0.5473989248275757,0.2481900155544281,0.26254498958587646,0.18287113308906555,0.2742466926574707,0.26254498958587646,0.18287113308906555,0.2387523651123047,0.535392165184021,0.2037150114774704,0.29868006706237793,0.22068053483963013
constancy,0.15779224038124084,0.23084047436714172,0.23128849267959595,0.331691712141037,0.19007368385791779,0.16883979737758636,0.18065020442008972,0.19007368385791779,0.16883979737758636,0.2516075670719147,0.2772173285484314,0.7071918845176697,0.2891554534435272,0.1750911921262741
of,0.2827862501144409,0.24962453544139862,0.41498205065727234,0.283581018447876,0.21538788080215454,0.1857680380344391,0.2306223213672638,0.21538788080215454,0.1857680380344391,0.21533280611038208,0.41548454761505127,0.25393494963645935,0.27446165680885315,0.1826142966747284
the,0.3733934462070465,0.2738569974899292,0.5473989248275757,0.2481900155544281,0.26254498958587646,0.18287113308906555,0.2742466926574707,0.26254498958587646,0.18287113308906555,0.2387523651123047,0.535392165184021,0.2037150114774704,0.29868006706237793,0.22068053483963013
length,0.035333774983882904,0.1663653403520584,0.27895936369895935,0.37534913420677185,0.28798604011535645,0.2808319926261902,0.2757584750652313,0.28798604011535645,0.2808319926261902,0.21613809466362,0.19374629855155945,0.2570900619029999,0.29370617866516113,0.16668567061424255
of,0.2827862501144409,0.24962453544139862,0.41498205065727234,0.283581018447876,0.21538788080215454,0.1857680380344391,0.2306223213672638,0.21538788080215454,0.1857680380344391,0.21533280611038208,0.41548454761505127,0.25393494963645935,0.27446165680885315,0.1826142966747284
a,0.36608949303627014,0.24080877006053925,0.47537946701049805,0.3080545663833618,0.2766492962837219,0.21709677577018738,0.20599567890167236,0.2766492962837219,0.21709677577018738,0.31756800413131714,0.45503583550453186,0.26609575748443604,0.21804127097129822,0.23916715383529663
day,0.2447325587272644,0.13177838921546936,0.28239622712135315,0.08842764794826508,0.07697762548923492,0.13637611269950867,0.28204160928726196,0.07697762548923492,0.13637611269950867,0.1496259570121765,0.21753256022930145,0.1497408151626587,0.22338344156742096,0.2141837179660797
and,0.41279885172843933,0.2517392039299011,0.4731321930885315,0.2616979479789734,0.21395881474018097,0.27480629086494446,0.2703118622303009,0.21395881474018097,0.27480629086494446,0.2574312388896942,0.48971283435821533,0.26555773615837097,0.2636891305446625,0.20544172823429108
the,0.3733934462070465,0.2738569974899292,0.5473989248275757,0.2481900155544281,0.26254498958587646,0.18287113308906555,0.2742466926574707,0.26254498958587646,0.18287113308906555,0.2387523651123047,0.535392165184021,0.2037150114774704,0.29868006706237793,0.22068053483963013
length,0.035333774983882904,0.1663653403520584,0.27895936369895935,0.37534913420677185,0.28798604011535645,0.2808319926261902,0.2757584750652313,0.28798604011535645,0.2808319926261902,0.21613809466362,0.19374629855155945,0.2570900619029999,0.29370617866516113,0.16668567061424255
of,0.2827862501144409,0.24962453544139862,0.41498205065727234,0.283581018447876,0.21538788080215454,0.1857680380344391,0.2306223213672638,0.21538788080215454,0.1857680380344391,0.21533280611038208,0.41548454761505127,0.25393494963645935,0.27446165680885315,0.1826142966747284
a,0.36608949303627014,0.24080877006053925,0.47537946701049805,0.3080545663833618,0.2766492962837219,0.21709677577018738,0.20599567890167236,0.2766492962837219,0.21709677577018738,0.31756800413131714,0.45503583550453186,0.26609575748443604,0.21804127097129822,0.23916715383529663
year,0.2851492762565613,0.1730964630842209,0.2826407253742218,0.1111229807138443,0.16993319988250732,0.14195847511291504,0.17845258116722107,0.16993319988250732,0.14195847511291504,0.24286068975925446,0.23523004353046417,0.15793922543525696,0.15982024371623993,0.18315006792545319
.,0.3541337847709656,0.24758407473564148,0.4460422694683075,0.20315665006637573,0.2742740213871002,0.19417640566825867,0.29884862899780273,0.2742740213871002,0.19417640566825867,0.2536076307296753,0.4645031690597534,0.24043156206607819,0.23019209504127502,0.4130953550338745
