,where,is,audra,mcdonald,from,?
roger,0.10713841766119003,0.11618486046791077,0.30178746581077576,0.21757547557353973,0.12967883050441742,0.0969553217291832
rocka,0.19745643436908722,0.20716582238674164,0.22756819427013397,0.2171567976474762,0.2055933177471161,0.1668357104063034
's,0.0007701900321990252,0.02396530658006668,0.08765780180692673,0.07559467852115631,-0.01936490088701248,-0.023395681753754616
dinner,0.22430431842803955,0.18212784826755524,0.22867248952388763,0.285108745098114,0.1450040638446808,0.2127307951450348
theater,0.22684140503406525,0.18741893768310547,0.2375703603029251,0.21625344455242157,0.1358756572008133,0.12811817228794098
&,0.08200476318597794,0.08384179323911667,0.2766505181789398,0.16523659229278564,0.14301162958145142,0.12596383690834045
good,0.24508510529994965,0.24055646359920502,0.1119016706943512,0.18738888204097748,0.22352536022663116,0.3187684714794159
company,0.21870826184749603,0.18005689978599548,0.1725803166627884,0.22560091316699982,0.1728876233100891,0.12195809185504913
players,0.245489701628685,0.17955592274665833,0.13999542593955994,0.20321834087371826,0.2135114073753357,0.15925642848014832
also,0.5413004159927368,0.5012649297714233,0.19355204701423645,0.24398860335350037,0.33783096075057983,0.21848613023757935
opened,0.18880745768547058,0.15947836637496948,0.12063360214233398,0.18694189190864563,0.14575611054897308,0.1934700310230255
nearby,0.3348102569580078,0.19478072226047516,0.16422420740127563,0.1203439012169838,0.2209441065788269,0.07977716624736786
in,0.5344807505607605,0.5394441485404968,0.22983525693416595,0.18118390440940857,0.4274188280105591,0.20430970191955566
1978,0.024828588590025902,0.15995167195796967,0.021663447842001915,-0.022495558485388756,0.07028820365667343,0.06364871561527252
",",0.3149496018886566,0.4691906273365021,0.2730899453163147,0.2943996489048004,0.39760664105415344,0.31091248989105225
[,0.09494096785783768,-0.06921151280403137,0.03624436631798744,0.08807851374149323,0.1347220540046692,0.011015460826456547
citation,0.16910997033119202,0.20686984062194824,0.1280086189508438,0.057572223246097565,0.10613564401865005,0.3382055461406708
needed,0.333842933177948,0.21605761349201202,0.06485272943973541,0.13279855251312256,0.22794225811958313,0.2863257825374603
],-0.015714233741164207,-0.02998926118016243,-0.016929931938648224,-0.04946844279766083,0.007451207842677832,-0.0022520492784678936
at,0.4402937591075897,0.25906258821487427,0.14796321094036102,0.15712739527225494,0.3447161316871643,0.21978627145290375
olive,0.19101373851299286,0.1966886818408966,0.15555353462696075,0.17149724066257477,0.13158392906188965,0.14976593852043152
and,0.43859338760375977,0.3859752118587494,0.24947527050971985,0.24482187628746033,0.3601827025413513,0.20544172823429108
wishon,0.20952923595905304,0.21594487130641937,0.37352991104125977,0.27591678500175476,0.17243410646915436,0.30935534834861755
avenues,0.24218261241912842,0.18534478545188904,0.11916867643594742,0.18972250819206238,0.20645104348659515,0.08417343348264694
.,0.41390106081962585,0.4569662809371948,0.2804393470287323,0.27379268407821655,0.41536515951156616,0.4130953550338745
