,the,umc,was,a,founding,member,of,what,coalition,?
still,0.40142056345939636,0.2632841467857361,0.3328092098236084,0.3478926122188568,0.18846242129802704,0.12620846927165985,0.3288819193840027,0.4548931419849396,0.1724945455789566,0.3039587736129761
",",0.4933079481124878,0.1953766793012619,0.45456063747406006,0.427140474319458,0.2779809832572937,0.25757819414138794,0.4946078956127167,0.3087472915649414,0.23388497531414032,0.31091248989105225
the,1.0,0.21262750029563904,0.48711544275283813,0.5829201340675354,0.34138360619544983,0.2806392312049866,0.733189046382904,0.42745697498321533,0.27709540724754333,0.22068053483963013
denomination,0.26250898838043213,0.3519315719604492,0.17174744606018066,0.262037992477417,0.2686200737953186,0.18654125928878784,0.2670862376689911,0.24481600522994995,0.28991398215293884,0.2643771171569824
is,0.5823672413825989,0.21909049153327942,0.5810302495956421,0.658733606338501,0.26780420541763306,0.2522773742675781,0.4854315221309662,0.28837618231773376,0.1363379955291748,0.22961433231830597
pro-choice,0.26108717918395996,0.17960423231124878,0.2030813992023468,0.33167505264282227,0.14743788540363312,0.13966770470142365,0.234634131193161,0.33391687273979187,0.21486538648605347,0.32899031043052673
and,0.5171257257461548,0.21982228755950928,0.3740963041782379,0.3739250600337982,0.28134027123451233,0.28606608510017395,0.5116966962814331,0.31309178471565247,0.279930055141449,0.20544172823429108
also,0.6021018624305725,0.2866799235343933,0.4032125174999237,0.5149940252304077,0.27648913860321045,0.2834150791168213,0.4924938678741455,0.42747777700424194,0.17314787209033966,0.21848613023757935
``,0.029072100296616554,0.004294969141483307,-0.012679691426455975,0.07272057235240936,0.07354024052619934,0.0971653014421463,0.06780257821083069,0.008517155423760414,0.112322598695755,0.0685480609536171
was,0.48711544275283813,0.21309460699558258,1.0000001192092896,0.4508470594882965,0.36926978826522827,0.31559354066848755,0.4069072902202606,0.22111038863658905,0.22617590427398682,0.18412111699581146
a,0.5829201340675354,0.19728222489356995,0.4508470594882965,1.0,0.2064124047756195,0.24081070721149445,0.5052502155303955,0.3320399522781372,0.1769750714302063,0.23916715383529663
founding,0.34138360619544983,0.18394847214221954,0.36926978826522827,0.2064124047756195,1.0,0.5388715267181396,0.3665546774864197,0.2093554586172104,0.2923750579357147,0.1416333168745041
member,0.2806392312049866,0.20125718414783478,0.31559354066848755,0.24081070721149445,0.5388715267181396,0.9999998807907104,0.2701796889305115,0.09932345896959305,0.31585362553596497,0.06826172769069672
of,0.733189046382904,0.18128293752670288,0.4069072902202606,0.5052502155303955,0.3665546774864197,0.2701796889305115,1.0,0.33290785551071167,0.2811764180660248,0.1826142966747284
the,1.0,0.21262750029563904,0.48711544275283813,0.5829201340675354,0.34138360619544983,0.2806392312049866,0.733189046382904,0.42745697498321533,0.27709540724754333,0.22068053483963013
religious,0.22950971126556396,0.33160901069641113,0.20851445198059082,0.23162008821964264,0.23785866796970367,0.11464270949363708,0.2958606779575348,0.26794421672821045,0.282785028219223,0.15727058053016663
coalition,0.27709540724754333,0.21321120858192444,0.22617590427398682,0.1769750714302063,0.2923750579357147,0.31585362553596497,0.2811764180660248,0.15644073486328125,1.0000001192092896,0.13521195948123932
for,0.4739971458911896,0.20637543499469757,0.3863949179649353,0.44038116931915283,0.2556380331516266,0.2718653976917267,0.4185989499092102,0.3017193675041199,0.19586047530174255,0.264628142118454
reproductive,0.260206013917923,0.16728925704956055,0.09914235770702362,0.2343113124370575,0.14145007729530334,0.12783248722553253,0.2793607711791992,0.2536001205444336,0.162344828248024,0.25456109642982483
choice,0.2640603482723236,0.19167935848236084,0.21082301437854767,0.2913992404937744,0.12629005312919617,0.1188305988907814,0.23419108986854553,0.29363784193992615,0.19404904544353485,0.28709158301353455
...,0.04743409901857376,0.12055286765098572,0.1733308732509613,0.11324790120124817,0.18507716059684753,0.13643094897270203,0.15639884769916534,0.001098619308322668,0.0010964537505060434,-0.07163430005311966
[,0.07130392640829086,0.08865346014499664,0.03263993561267853,0.03893941268324852,0.033328697085380554,-0.036629386246204376,0.010817250236868858,0.010752761736512184,0.06061524897813797,0.011015460826456547
and,0.5171257257461548,0.21982228755950928,0.3740963041782379,0.3739250600337982,0.28134027123451233,0.28606608510017395,0.5116966962814331,0.31309178471565247,0.279930055141449,0.20544172823429108
],-0.04779602214694023,-0.026766326278448105,0.0001094614781322889,-0.049516137689352036,0.018968388438224792,-0.04577697068452835,-0.035044461488723755,-0.03775298595428467,-0.013870893977582455,-0.0022520492784678936
2008,-0.06530369818210602,-0.03574115410447121,0.09246674180030823,-0.08630643039941788,0.08231917768716812,0.11327321082353592,-0.10678710788488388,-0.19703538715839386,0.1442672312259674,-0.09852470457553864
general,0.28634732961654663,0.14920271933078766,0.2445744127035141,0.2157215178012848,0.1946788728237152,0.1539999097585678,0.28352999687194824,0.24928055703639984,0.2936413288116455,0.1972234547138214
conference,0.25393402576446533,0.2516375780105591,0.1537582278251648,0.1375192254781723,0.24825596809387207,0.23268674314022064,0.19579021632671356,0.15329721570014954,0.27303871512413025,0.11172781884670258
[,0.07130392640829086,0.08865346014499664,0.03263993561267853,0.03893941268324852,0.033328697085380554,-0.036629386246204376,0.010817250236868858,0.010752761736512184,0.06061524897813797,0.011015460826456547
went,0.3345835506916046,0.15933434665203094,0.49310487508773804,0.24972176551818848,0.24568231403827667,0.21864235401153564,0.2527906000614166,0.20164033770561218,0.16417652368545532,0.12109432369470596
],-0.04779602214694023,-0.026766326278448105,0.0001094614781322889,-0.049516137689352036,0.018968388438224792,-0.04577697068452835,-0.035044461488723755,-0.03775298595428467,-0.013870893977582455,-0.0022520492784678936
on,0.5107308030128479,0.1817861646413803,0.3909217119216919,0.3848365545272827,0.1928575485944748,0.1643621176481247,0.3966929316520691,0.34226128458976746,0.19180023670196533,0.2714994251728058
record,0.23569516837596893,0.04205181449651718,0.2787264287471771,0.2588478624820709,0.25956621766090393,0.20208296179771423,0.19289259612560272,0.1772487461566925,0.0584392324090004,0.14407116174697876
in,0.6662389636039734,0.15436193346977234,0.45514053106307983,0.539380669593811,0.2295561581850052,0.20856694877147675,0.5696388483047485,0.30808621644973755,0.21407485008239746,0.20430970191955566
support,0.22984638810157776,0.21634148061275482,0.2208256870508194,0.2484646886587143,0.18180643022060394,0.1977282017469406,0.2307697981595993,0.2797985076904297,0.2952691316604614,0.22626608610153198
of,0.733189046382904,0.18128293752670288,0.4069072902202606,0.5052502155303955,0.3665546774864197,0.2701796889305115,1.0,0.33290785551071167,0.2811764180660248,0.1826142966747284
the,1.0,0.21262750029563904,0.48711544275283813,0.5829201340675354,0.34138360619544983,0.2806392312049866,0.733189046382904,0.42745697498321533,0.27709540724754333,0.22068053483963013
work,0.2704800069332123,0.20807336270809174,0.24745555222034454,0.266241192817688,0.22258439660072327,0.16694512963294983,0.23473061621189117,0.3762225806713104,0.1523885577917099,0.2621155381202698
of,0.733189046382904,0.18128293752670288,0.4069072902202606,0.5052502155303955,0.3665546774864197,0.2701796889305115,1.0,0.33290785551071167,0.2811764180660248,0.1826142966747284
the,1.0,0.21262750029563904,0.48711544275283813,0.5829201340675354,0.34138360619544983,0.2806392312049866,0.733189046382904,0.42745697498321533,0.27709540724754333,0.22068053483963013
religious,0.22950971126556396,0.33160901069641113,0.20851445198059082,0.23162008821964264,0.23785866796970367,0.11464270949363708,0.2958606779575348,0.26794421672821045,0.282785028219223,0.15727058053016663
coalition,0.27709540724754333,0.21321120858192444,0.22617590427398682,0.1769750714302063,0.2923750579357147,0.31585362553596497,0.2811764180660248,0.15644073486328125,1.0000001192092896,0.13521195948123932
for,0.4739971458911896,0.20637543499469757,0.3863949179649353,0.44038116931915283,0.2556380331516266,0.2718653976917267,0.4185989499092102,0.3017193675041199,0.19586047530174255,0.264628142118454
reproductive,0.260206013917923,0.16728925704956055,0.09914235770702362,0.2343113124370575,0.14145007729530334,0.12783248722553253,0.2793607711791992,0.2536001205444336,0.162344828248024,0.25456109642982483
choice,0.2640603482723236,0.19167935848236084,0.21082301437854767,0.2913992404937744,0.12629005312919617,0.1188305988907814,0.23419108986854553,0.29363784193992615,0.19404904544353485,0.28709158301353455
'',0.041273195296525955,0.10930682718753815,0.04456103965640068,0.04890415817499161,0.1198454424738884,0.012968800030648708,0.13035868108272552,0.08143015950918198,0.0006562845665030181,0.018684765323996544
.,0.5934505462646484,0.23154163360595703,0.40146201848983765,0.50484299659729,0.2340429127216339,0.19907453656196594,0.5352458953857422,0.3567904531955719,0.20060032606124878,0.4130953550338745
