,under,goldenson,'s,merger,plan,",",what,would,the,new,entity,be,named,?
as,0.29018887877464294,0.21473665535449982,-0.05775856226682663,0.17435221374034882,0.22160357236862183,0.48816442489624023,0.31749409437179565,0.3824005722999573,0.48381632566452026,0.24585270881652832,0.26742884516716003,0.5230465531349182,0.2754245400428772,0.27043893933296204
part,0.21344450116157532,0.23263631761074066,0.007562864106148481,0.2907150089740753,0.24828225374221802,0.3376222252845764,0.3476244807243347,0.2740741968154907,0.527681291103363,0.23838530480861664,0.33019909262657166,0.24258971214294434,0.18439315259456635,0.08557961881160736
of,0.32766106724739075,0.21861588954925537,-0.03817026689648628,0.18576329946517944,0.2742128372192383,0.4946078956127167,0.33290785551071167,0.3353942930698395,0.733189046382904,0.343457967042923,0.21258564293384552,0.33904364705085754,0.2820465862751007,0.1826142966747284
this,0.2380402684211731,0.26477110385894775,0.02106832154095173,0.17849606275558472,0.2665008008480072,0.4316047728061676,0.5489566326141357,0.47797831892967224,0.6274310946464539,0.3234144449234009,0.25560128688812256,0.566177248954773,0.2266731709241867,0.3155723512172699
merger,0.13141435384750366,0.19289769232273102,-0.03215087205171585,1.0000001192092896,0.08845504373311996,0.25569602847099304,0.15280666947364807,0.23162338137626648,0.2557354271411896,0.22209171950817108,0.22748976945877075,0.183932363986969,0.1600663661956787,0.1345871090888977
",",0.24875585734844208,0.3194567561149597,-0.0016132977325469255,0.25569602847099304,0.21265573799610138,1.0000001192092896,0.3087472915649414,0.32586824893951416,0.4933079481124878,0.36073189973831177,0.19129666686058044,0.39254459738731384,0.2530003488063812,0.31091248989105225
the,0.3348022699356079,0.28907305002212524,-0.01540423184633255,0.2557354271411896,0.2852855324745178,0.4933079481124878,0.42745697498321533,0.4133751392364502,1.0,0.3845241069793701,0.2403784692287445,0.4248143136501312,0.3521348536014557,0.22068053483963013
network,0.18131254613399506,0.17995120584964752,0.07819218933582306,0.17532873153686523,0.23410461843013763,0.1932937651872635,0.16917307674884796,0.15532255172729492,0.27187061309814453,0.18174515664577484,0.22226858139038086,0.21879678964614868,0.08493299037218094,0.17853789031505585
would,0.23248223960399628,0.19278213381767273,0.036968596279621124,0.23162338137626648,0.38749009370803833,0.32586824893951416,0.45766422152519226,1.0000001192092896,0.4133751392364502,0.30488598346710205,0.20729023218154907,0.5202695727348328,0.15295875072479248,0.37178951501846313
have,0.2579502761363983,0.28394392132759094,-0.02807004563510418,0.16327521204948425,0.25992006063461304,0.3541618287563324,0.39808809757232666,0.484149694442749,0.40389683842658997,0.2689777910709381,0.24544057250022888,0.5760743618011475,0.18059904873371124,0.32991164922714233
been,0.2124975323677063,0.20637622475624084,-0.10734795778989792,0.17207111418247223,0.224736288189888,0.34873589873313904,0.2567804455757141,0.3617405891418457,0.3563927710056305,0.295974463224411,0.21658627688884735,0.5304332375526428,0.20494630932807922,0.24354910850524902
renamed,0.2623398005962372,0.16139744222164154,-0.008603058755397797,0.3998890519142151,0.19245684146881104,0.2471216917037964,0.16309694945812225,0.24994221329689026,0.2855224609375,0.2893367409706116,0.16435176134109497,0.2132161408662796,0.5183811783790588,0.13648955523967743
``,-0.001388426753692329,-0.11276380717754364,-0.03416389226913452,0.03815806284546852,-0.004457088187336922,0.09681109338998795,0.008517155423760414,0.08063928782939911,0.029072100296616554,-0.03575563058257103,0.16402003169059753,0.07670000940561295,-0.019022341817617416,0.0685480609536171
abc-dumont,0.14114689826965332,0.3166859745979309,0.08338285237550735,0.2570103704929352,0.16242139041423798,0.33898502588272095,0.15139581263065338,0.17866945266723633,0.2752719521522522,0.23355881869792938,0.16154533624649048,0.16333942115306854,0.2529554069042206,0.17657902836799622
'',0.07581566274166107,0.08447376638650894,-0.04859459400177002,0.02889258600771427,-0.03986729308962822,-0.037358131259679794,0.08143015950918198,0.02574172429740429,0.041273195296525955,-0.021915066987276077,-0.03951994702219963,0.08835477381944656,-0.021026458591222763,0.018684765323996544
for,0.2930702269077301,0.2793877124786377,-0.07241261005401611,0.17767630517482758,0.22760893404483795,0.4464869201183319,0.3017193675041199,0.39877474308013916,0.4739971458911896,0.2700757384300232,0.18166229128837585,0.3801851272583008,0.22057102620601654,0.264628142118454
five,0.20466069877147675,0.2445983588695526,0.04895230755209923,0.14350031316280365,0.19714345037937164,0.3101605772972107,0.18688078224658966,0.23033055663108826,0.41977158188819885,0.2204677015542984,0.06264790892601013,0.2581751346588135,0.27202948927879333,0.18342848122119904
years,0.19817161560058594,0.2403595894575119,0.05563735216856003,0.16416500508785248,0.14335159957408905,0.2589467465877533,0.1981470286846161,0.24754531681537628,0.2912273406982422,0.20363415777683258,0.056462135165929794,0.2547864317893982,0.1861303597688675,0.1914375126361847
",",0.24875585734844208,0.3194567561149597,-0.0016132977325469255,0.25569602847099304,0.21265573799610138,1.0000001192092896,0.3087472915649414,0.32586824893951416,0.4933079481124878,0.36073189973831177,0.19129666686058044,0.39254459738731384,0.2530003488063812,0.31091248989105225
and,0.3005301356315613,0.2949160933494568,0.06895173341035843,0.16802267730236053,0.26844465732574463,0.6633074283599854,0.31309178471565247,0.34921059012413025,0.5171257257461548,0.31402453780174255,0.20907706022262573,0.41766801476478577,0.23097854852676392,0.20544172823429108
dumont,0.10902838408946991,0.30818021297454834,0.10887061059474945,0.24475815892219543,0.13088038563728333,0.3221358060836792,0.12555237114429474,0.15310817956924438,0.2146940976381302,0.21769604086875916,0.08034785091876984,0.13258054852485657,0.23048929870128632,0.1635250747203827
would,0.23248223960399628,0.19278213381767273,0.036968596279621124,0.23162338137626648,0.38749009370803833,0.32586824893951416,0.45766422152519226,1.0000001192092896,0.4133751392364502,0.30488598346710205,0.20729023218154907,0.5202695727348328,0.15295875072479248,0.37178951501846313
have,0.2579502761363983,0.28394392132759094,-0.02807004563510418,0.16327521204948425,0.25992006063461304,0.3541618287563324,0.39808809757232666,0.484149694442749,0.40389683842658997,0.2689777910709381,0.24544057250022888,0.5760743618011475,0.18059904873371124,0.32991164922714233
received,0.14923399686813354,0.19351564347743988,-0.07378163188695908,0.10907571762800217,0.16848286986351013,0.2926693558692932,0.1010502278804779,0.2151816338300705,0.24890556931495667,0.16968829929828644,0.08051376044750214,0.14841865003108978,0.17900915443897247,0.11905962228775024
$,0.10010425001382828,0.2468573898077011,0.03734852001070976,0.13011173903942108,0.2102862298488617,0.21166811883449554,0.24858909845352173,0.25027239322662354,0.23367542028427124,0.2071014642715454,0.13417628407478333,0.2080300748348236,0.12013953924179077,0.2786129117012024
5,0.04710564762353897,-0.003004285506904125,-0.00032236112747341394,0.022940687835216522,0.020482610911130905,0.10738879442214966,0.09269922226667404,0.02515469864010811,0.09255307912826538,-0.00609325896948576,0.06008332967758179,0.0338023342192173,0.03103797137737274,0.06222071498632431
million,0.11494484543800354,0.22068706154823303,0.05079329386353493,0.11996101588010788,0.10101260989904404,0.24451690912246704,0.22197039425373077,0.1940377950668335,0.277012437582016,0.1801854968070984,0.09381069242954254,0.2009391039609909,0.13509415090084076,0.23092924058437347
