,resources,are,constrained,by,hierarchy,theorems,to,produce,what,?
they,0.3222109377384186,0.610666811466217,0.3633976876735687,0.3391372263431549,0.16384658217430115,0.18394646048545837,0.5452046394348145,0.30373209714889526,0.4431931674480438,0.2753053903579712
are,0.30372336506843567,1.0,0.3302268385887146,0.37842893600463867,0.1827000081539154,0.2393420934677124,0.3504326641559601,0.3308704197406769,0.29724663496017456,0.24591213464736938
called,0.1273943930864334,0.3676711618900299,0.2693411111831665,0.3092815577983856,0.1475837677717209,0.2175731062889099,0.2987143397331238,0.2931594252586365,0.3235960602760315,0.18963319063186646
hierarchy,0.22099828720092773,0.1827000081539154,0.33587732911109924,0.16244085133075714,1.0000001192092896,0.27039849758148193,0.19228041172027588,0.062009312212467194,0.2107066512107849,0.23208312690258026
theorems,0.1696472018957138,0.2393420934677124,0.37787064909935,0.134565070271492,0.27039849758148193,0.9999999403953552,0.1962413340806961,0.18143293261528015,0.29447367787361145,0.19396957755088806
because,0.23805515468120575,0.43093472719192505,0.3398599326610565,0.3562704622745514,0.2291049212217331,0.23736554384231567,0.5166091918945312,0.33812350034713745,0.46729007363319397,0.2528740465641022
they,0.3222109377384186,0.610666811466217,0.3633976876735687,0.3391372263431549,0.16384658217430115,0.18394646048545837,0.5452046394348145,0.30373209714889526,0.4431931674480438,0.2753053903579712
induce,0.14356115460395813,0.2331659495830536,0.31858712434768677,0.14565438032150269,0.17144419252872467,0.2726365029811859,0.24306988716125488,0.40345004200935364,0.18867458403110504,0.13360798358917236
a,0.19164273142814636,0.265255331993103,0.27533212304115295,0.32094135880470276,0.1524568647146225,0.22510939836502075,0.45503583550453186,0.2757846415042877,0.3320399522781372,0.23916715383529663
proper,0.19522808492183685,0.2732212245464325,0.3482336699962616,0.19930511713027954,0.14463743567466736,0.20364440977573395,0.38182929158210754,0.16237665712833405,0.3295817971229553,0.2291053831577301
hierarchy,0.22099828720092773,0.1827000081539154,0.33587732911109924,0.16244085133075714,1.0000001192092896,0.27039849758148193,0.19228041172027588,0.062009312212467194,0.2107066512107849,0.23208312690258026
on,0.24799394607543945,0.268924742937088,0.19651564955711365,0.33887791633605957,0.12832099199295044,0.14152544736862183,0.41031414270401,0.1774439811706543,0.34226128458976746,0.2714994251728058
the,0.25734785199165344,0.40399202704429626,0.23089809715747833,0.4408751428127289,0.22604632377624512,0.2027275562286377,0.535392165184021,0.23457570374011993,0.42745697498321533,0.22068053483963013
classes,0.20200061798095703,0.2913099527359009,0.3235630691051483,0.1743253618478775,0.26190513372421265,0.1884738951921463,0.2503586411476135,0.19203954935073853,0.20746955275535583,0.14397528767585754
defined,0.19570554792881012,0.2598877251148224,0.4337155818939209,0.23525729775428772,0.27546027302742004,0.3267936706542969,0.21911276876926422,0.17388767004013062,0.25343453884124756,0.22494901716709137
by,0.19408294558525085,0.37842893600463867,0.22932489216327667,1.0000001192092896,0.16244085133075714,0.134565070271492,0.33534231781959534,0.2717679440975189,0.2455483376979828,0.17966607213020325
constraining,0.3256416916847229,0.30130472779273987,0.8599932193756104,0.1898612529039383,0.3145444095134735,0.3684127926826477,0.3495749235153198,0.2971535921096802,0.28780508041381836,0.22750353813171387
the,0.25734785199165344,0.40399202704429626,0.23089809715747833,0.4408751428127289,0.22604632377624512,0.2027275562286377,0.535392165184021,0.23457570374011993,0.42745697498321533,0.22068053483963013
respective,0.24657690525054932,0.37482279539108276,0.3257848620414734,0.3077732026576996,0.307210236787796,0.16872721910476685,0.37763336300849915,0.197250634431839,0.29216688871383667,0.2512778639793396
resources,1.0000001192092896,0.30372336506843567,0.2673839032649994,0.19408294558525085,0.22099828720092773,0.1696472018957138,0.3263809382915497,0.26826000213623047,0.24701403081417084,0.26047492027282715
.,0.2478848099708557,0.3452940285205841,0.2334134578704834,0.3936232924461365,0.20138424634933472,0.2229173183441162,0.4645031690597534,0.2587496340274811,0.3567904531955719,0.4130953550338745
