,the,uk,and,france,had,non,interruptions,in,their,oil,supply,as,they,did,not,allow,which,country,to,use,their,airfield,?
of,0.733189046382904,0.21513383090496063,0.5116966962814331,0.3265724182128906,0.37755560874938965,0.20688576996326447,0.2153717279434204,0.5696388483047485,0.4329940676689148,0.22900764644145966,0.23476092517375946,0.3886612355709076,0.3426007330417633,0.2513895630836487,0.3307090103626251,0.28057926893234253,0.5011631846427917,0.28866857290267944,0.41548454761505127,0.2750902473926544,0.4329940676689148,0.2137070596218109,0.1826142966747284
the,1.0,0.2143084555864334,0.5171257257461548,0.35517507791519165,0.3875846862792969,0.21640649437904358,0.28443416953086853,0.6662389636039734,0.516537070274353,0.21849922835826874,0.31942567229270935,0.48381632566452026,0.49925389885902405,0.34736719727516174,0.4310511648654938,0.27822166681289673,0.6521818041801453,0.30432501435279846,0.535392165184021,0.34342584013938904,0.516537070274353,0.23770780861377716,0.22068053483963013
nine,0.33253175020217896,0.18819507956504822,0.3451005816459656,0.2048628181219101,0.33927053213119507,0.15525510907173157,0.1986350417137146,0.303353875875473,0.2316708117723465,0.1299351453781128,0.14102385938167572,0.19488924741744995,0.28048214316368103,0.16091835498809814,0.1996583491563797,0.16934305429458618,0.31342917680740356,0.18246804177761078,0.2271491289138794,0.18358199298381805,0.2316708117723465,0.15652580559253693,0.13964155316352844
members,0.3321719169616699,0.18872526288032532,0.2994427978992462,0.14174669981002808,0.2699684798717499,0.20159350335597992,0.13520343601703644,0.196792870759964,0.32611769437789917,0.08086920529603958,0.1535482257604599,0.21428564190864563,0.3697482645511627,0.21391335129737854,0.2104467898607254,0.1944531947374344,0.295350044965744,0.19553110003471375,0.26617446541786194,0.17077744007110596,0.32611769437789917,0.12731297314167023,0.10212311148643494
of,0.733189046382904,0.21513383090496063,0.5116966962814331,0.3265724182128906,0.37755560874938965,0.20688576996326447,0.2153717279434204,0.5696388483047485,0.4329940676689148,0.22900764644145966,0.23476092517375946,0.3886612355709076,0.3426007330417633,0.2513895630836487,0.3307090103626251,0.28057926893234253,0.5011631846427917,0.28866857290267944,0.41548454761505127,0.2750902473926544,0.4329940676689148,0.2137070596218109,0.1826142966747284
the,1.0,0.2143084555864334,0.5171257257461548,0.35517507791519165,0.3875846862792969,0.21640649437904358,0.28443416953086853,0.6662389636039734,0.516537070274353,0.21849922835826874,0.31942567229270935,0.48381632566452026,0.49925389885902405,0.34736719727516174,0.4310511648654938,0.27822166681289673,0.6521818041801453,0.30432501435279846,0.535392165184021,0.34342584013938904,0.516537070274353,0.23770780861377716,0.22068053483963013
european,0.3423081040382385,0.2919877767562866,0.24143946170806885,0.290926992893219,0.2071351706981659,0.18306808173656464,0.18435311317443848,0.23319172859191895,0.2223954051733017,0.1377556174993515,0.18372854590415955,0.20210161805152893,0.2306637316942215,0.2440035194158554,0.20631356537342072,0.1706889271736145,0.2234036773443222,0.2651806175708771,0.21011990308761597,0.23892506957054138,0.2223954051733017,0.12333405762910843,0.14560863375663757
economic,0.282455176115036,0.1335768699645996,0.2707010805606842,0.1991022825241089,0.18136727809906006,0.10047266632318497,0.27017202973365784,0.22027181088924408,0.22516539692878723,0.25803661346435547,0.3300986886024475,0.21993175148963928,0.2067524492740631,0.14787930250167847,0.15982478857040405,0.15290746092796326,0.2570582926273346,0.28465786576271057,0.26856908202171326,0.13569959998130798,0.22516539692878723,0.15818239748477936,0.1206481084227562
community,0.2601400911808014,0.13192948698997498,0.2756517827510834,0.15461142361164093,0.13748346269130707,0.194461852312088,0.12322668731212616,0.21838891506195068,0.1684875339269638,0.08886821568012238,0.16292127966880798,0.22733435034751892,0.21694454550743103,0.1464618593454361,0.2510877549648285,0.19600950181484222,0.2314024716615677,0.19614599645137787,0.2863751947879791,0.203548401594162,0.1684875339269638,0.19939486682415009,0.2380419820547104
(,0.33289089798927307,0.19727066159248352,0.4862271547317505,0.16646498441696167,0.16223937273025513,0.19108183681964874,0.12550432980060577,0.3087427020072937,0.15721023082733154,0.152932271361351,0.15459595620632172,0.32029855251312256,0.22770340740680695,0.18979617953300476,0.2710699737071991,0.1579936444759369,0.2589828372001648,0.1820623129606247,0.30882009863853455,0.2174896001815796,0.15721023082733154,0.10372694581747055,0.40561532974243164
eec,0.2747054398059845,0.248442605137825,0.2575293779373169,0.2033350169658661,0.18721790611743927,0.1548537015914917,0.2401905357837677,0.17706318199634552,0.267905056476593,0.1883869469165802,0.27156782150268555,0.20722442865371704,0.2575802206993103,0.20460131764411926,0.24779893457889557,0.30531683564186096,0.269231379032135,0.25832676887512207,0.2370392382144928,0.3038445711135864,0.267905056476593,0.18315540254116058,0.14561593532562256
),0.3456730246543884,0.1962110996246338,0.4961937665939331,0.1968100666999817,0.17014533281326294,0.2002418041229248,0.1319555938243866,0.3326910734176636,0.1549641638994217,0.15803109109401703,0.15316253900527954,0.32161882519721985,0.22818082571029663,0.18584993481636047,0.2718011736869812,0.15511807799339294,0.2758678197860718,0.18773311376571655,0.31236231327056885,0.23662498593330383,0.1549641638994217,0.09196484088897705,0.42300865054130554
",",0.4933079481124878,0.2632971405982971,0.6633074283599854,0.28250643610954285,0.35487717390060425,0.2072257250547409,0.19540999829769135,0.5201468467712402,0.3045167922973633,0.20043784379959106,0.24017441272735596,0.48816442489624023,0.390799880027771,0.3015086054801941,0.3769696354866028,0.24557842314243317,0.3658004403114319,0.27878350019454956,0.44245919585227966,0.3276674151420593,0.3045167922973633,0.24208034574985504,0.31091248989105225
the,1.0,0.2143084555864334,0.5171257257461548,0.35517507791519165,0.3875846862792969,0.21640649437904358,0.28443416953086853,0.6662389636039734,0.516537070274353,0.21849922835826874,0.31942567229270935,0.48381632566452026,0.49925389885902405,0.34736719727516174,0.4310511648654938,0.27822166681289673,0.6521818041801453,0.30432501435279846,0.535392165184021,0.34342584013938904,0.516537070274353,0.23770780861377716,0.22068053483963013
netherlands,0.2279868870973587,0.3136741518974304,0.2576504349708557,0.41849830746650696,0.19552306830883026,0.08329726755619049,0.11804940551519394,0.28237903118133545,0.13931718468666077,0.2037878781557083,0.11042685806751251,0.16290757060050964,0.15535007417201996,0.14505378901958466,0.17315733432769775,0.18944518268108368,0.20309802889823914,0.30645281076431274,0.18099384009838104,0.11842991411685944,0.13931718468666077,0.26038530468940735,0.09310898929834366
faced,0.29245710372924805,0.1466403603553772,0.2509622871875763,0.04356275498867035,0.34329235553741455,0.11605453491210938,0.24983276426792145,0.20601411163806915,0.1887044757604599,0.10065013915300369,0.20132052898406982,0.20057561993598938,0.23628008365631104,0.2337440401315689,0.2035757452249527,0.17040792107582092,0.16965745389461517,0.15700379014015198,0.19094133377075195,0.08411349356174469,0.1887044757604599,0.20343172550201416,0.12312540411949158
a,0.5829201340675354,0.19665123522281647,0.3739250600337982,0.24802380800247192,0.34897568821907043,0.22783520817756653,0.30997660756111145,0.539380669593811,0.29698723554611206,0.18393073976039886,0.2115103155374527,0.39550232887268066,0.3528250455856323,0.2552328109741211,0.3791346549987793,0.27607089281082153,0.56894451379776,0.20991116762161255,0.45503583550453186,0.30793872475624084,0.29698723554611206,0.20073425769805908,0.23916715383529663
complete,0.277624249458313,0.12152421474456787,0.20886704325675964,0.12986303865909576,0.23044535517692566,0.17942272126674652,0.25882601737976074,0.2201821506023407,0.23119224607944489,0.09415632486343384,0.2734518051147461,0.2282925397157669,0.1834021955728531,0.2538607120513916,0.3003719449043274,0.2513326108455658,0.33639606833457947,0.14152422547340393,0.26479288935661316,0.21565528213977814,0.23119224607944489,0.11291974782943726,0.11962060630321503
