,who,said,the,homeless,in,the,area,would,have,to,leave,?
san,0.19863182306289673,0.18634335696697235,0.2858080565929413,0.2357410043478012,0.2617562413215637,0.2858080565929413,0.22260162234306335,0.1714005321264267,0.1570361703634262,0.21651452779769897,0.10633793473243713,0.10952327400445938
francisco,0.21818988025188446,0.2120273858308792,0.25086042284965515,0.23531705141067505,0.21278683841228485,0.25086042284965515,0.2213580310344696,0.15188972651958466,0.15268315374851227,0.21318043768405914,0.08268532156944275,0.1020219698548317
mayor,0.2059774100780487,0.17973849177360535,0.21459873020648956,0.2404218465089798,0.19987569749355316,0.21459873020648956,0.2546080946922302,0.10826422274112701,0.08583125472068787,0.16660037636756897,0.11667417734861374,0.10846361517906189
ed,0.1637633740901947,0.1552630364894867,0.21412420272827148,0.09346930682659149,0.22781489789485931,0.21412420272827148,0.1629524976015091,0.10320260375738144,0.15428398549556732,0.12486891448497772,0.13046139478683472,0.16764874756336212
lee,0.23078079521656036,0.23132574558258057,0.16821028292179108,0.14038491249084473,0.19202838838100433,0.16821028292179108,0.14096201956272125,0.20310021936893463,0.1501065343618393,0.21539461612701416,0.1585196852684021,0.19113655388355255
said,0.391315758228302,1.0000001192092896,0.3024602234363556,0.209109365940094,0.23461468517780304,0.3024602234363556,0.11240940541028976,0.5427768230438232,0.3617204427719116,0.34274402260780334,0.2825583517551422,0.28991883993148804
of,0.2827862501144409,0.29014745354652405,0.733189046382904,0.238710418343544,0.5696388483047485,0.733189046382904,0.3409860134124756,0.3353942930698395,0.3802283704280853,0.41548454761505127,0.22741928696632385,0.1826142966747284
the,0.3733934462070465,0.3024602234363556,1.0,0.22855409979820251,0.6662389636039734,1.0,0.37834644317626953,0.4133751392364502,0.40389683842658997,0.535392165184021,0.32171857357025146,0.22068053483963013
highly,0.24307133257389069,0.2182643711566925,0.2051282376050949,0.11498282104730606,0.20217788219451904,0.2051282376050949,0.10827094316482544,0.2817809283733368,0.30218270421028137,0.24264846742153168,0.07462988048791885,0.1542806625366211
visible,0.09921871870756149,0.15787391364574432,0.3234308958053589,0.14173124730587006,0.1914699673652649,0.3234308958053589,0.18433412909507751,0.2709330916404724,0.30335167050361633,0.2472568303346634,0.22031493484973907,0.16810297966003418
homeless,0.3711029589176178,0.209109365940094,0.22855409979820251,0.9999998807907104,0.26065030694007874,0.22855409979820251,0.31964927911758423,0.23132124543190002,0.2220262736082077,0.28175073862075806,0.25770920515060425,0.17883339524269104
presence,0.19076025485992432,0.1801423579454422,0.34114351868629456,0.18950046598911285,0.24880747497081757,0.34114351868629456,0.21673355996608734,0.2553752064704895,0.3258243203163147,0.3215413987636566,0.1901233047246933,0.08592845499515533
in,0.2792111933231354,0.23461468517780304,0.6662389636039734,0.26065030694007874,1.0,0.6662389636039734,0.33632898330688477,0.30461156368255615,0.36843645572662354,0.45010748505592346,0.24126532673835754,0.20430970191955566
this,0.3345087468624115,0.36600369215011597,0.6274310946464539,0.22281160950660706,0.45205554366111755,0.6274310946464539,0.27175459265708923,0.47797831892967224,0.4660032093524933,0.5759071707725525,0.33447206020355225,0.3155723512172699
area,0.23362743854522705,0.11240940541028976,0.37834644317626953,0.31964927911758423,0.33632898330688477,0.37834644317626953,1.0,0.15958140790462494,0.26105478405952454,0.2797197997570038,0.1593647599220276,0.12640461325645447
``,0.02397952415049076,0.01132358517497778,0.029072100296616554,-0.07947246730327606,0.04765888676047325,0.029072100296616554,0.1034754067659378,0.08063928782939911,0.1022237241268158,0.06720756739377975,0.04101554676890373,0.0685480609536171
they,0.47879111766815186,0.3699309527873993,0.49925389885902405,0.2642464339733124,0.4330179989337921,0.49925389885902405,0.25624239444732666,0.5262938141822815,0.6542890071868896,0.5452046394348145,0.33881306648254395,0.2753053903579712
are,0.27294138073921204,0.18707963824272156,0.40399202704429626,0.23167359828948975,0.3841303884983063,0.40399202704429626,0.25780194997787476,0.32024338841438293,0.6577680706977844,0.3504326641559601,0.19606901705265045,0.24591213464736938
going,0.29604148864746094,0.38063621520996094,0.38693177700042725,0.21432079374790192,0.2837577760219574,0.38693177700042725,0.2422899454832077,0.5757668614387512,0.3538030683994293,0.5117058157920837,0.39487871527671814,0.3252600431442261
to,0.42656609416007996,0.34274402260780334,0.535392165184021,0.28175073862075806,0.45010748505592346,0.535392165184021,0.2797197997570038,0.5965728163719177,0.4544740617275238,1.0,0.408642441034317,0.29463258385658264
have,0.39246654510498047,0.3617204427719116,0.40389683842658997,0.2220262736082077,0.36843645572662354,0.40389683842658997,0.26105478405952454,0.484149694442749,0.9999999403953552,0.4544740617275238,0.2905016243457794,0.32991164922714233
to,0.42656609416007996,0.34274402260780334,0.535392165184021,0.28175073862075806,0.45010748505592346,0.535392165184021,0.2797197997570038,0.5965728163719177,0.4544740617275238,1.0,0.408642441034317,0.29463258385658264
leave,0.27963167428970337,0.2825583517551422,0.32171857357025146,0.25770920515060425,0.24126532673835754,0.32171857357025146,0.1593647599220276,0.4472629427909851,0.2905016243457794,0.408642441034317,1.0,0.23890845477581024
'',0.024401003494858742,-0.019795598462224007,0.041273195296525955,-0.048605747520923615,0.07432962208986282,0.041273195296525955,-0.02050521783530712,0.02574172429740429,0.0312618687748909,-0.009905828163027763,-0.08843609690666199,0.018684765323996544
.,0.3541337847709656,0.33782967925071716,0.5934505462646484,0.2420772761106491,0.5591574311256409,0.5934505462646484,0.2760866582393646,0.35067233443260193,0.41614407300949097,0.4645031690597534,0.30909571051597595,0.4130953550338745
