,when,did,the,methodist,protestant,church,split,from,the,methodist,episcopal,church,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.24702993035316467,0.2637297511100769,0.2493300437927246,0.24171817302703857,0.4274188280105591,0.6662389636039734,0.24702993035316467,0.2737633287906647,0.2493300437927246,0.20430970191955566
1830,-0.04393759369850159,-0.15325585007667542,-0.055278681218624115,-0.03710682690143585,0.05240707844495773,0.18105734884738922,0.020502261817455292,-0.08660200238227844,-0.055278681218624115,-0.03710682690143585,0.07294168323278427,0.18105734884738922,-0.007744183298200369
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2960420250892639,0.2710806429386139,0.2707274258136749,0.26985031366348267,0.39760664105415344,0.4933079481124878,0.2960420250892639,0.2749701738357544,0.2707274258136749,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.21922016143798828,0.2679212689399719,0.23846197128295898,0.2967630624771118,0.40150508284568787,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.22068053483963013
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,1.0,0.5382401943206787,0.6119816899299622,0.16107916831970215,0.2162594348192215,0.21922016143798828,1.0,0.607796847820282,0.6119816899299622,0.1436992734670639
protestant,0.17039497196674347,0.23091652989387512,0.2679212689399719,0.5382401943206787,1.0,0.590944766998291,0.20512942969799042,0.15122920274734497,0.2679212689399719,0.5382401943206787,0.5104081034660339,0.590944766998291,0.14798137545585632
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.6119816899299622,0.590944766998291,0.9999999403953552,0.11947736144065857,0.1894836276769638,0.23846197128295898,0.6119816899299622,0.6002358794212341,0.9999999403953552,0.18081501126289368
split,0.22709082067012787,0.11566226184368134,0.2967630624771118,0.16107916831970215,0.20512942969799042,0.11947736144065857,1.0,0.20365603268146515,0.2967630624771118,0.16107916831970215,0.15924882888793945,0.11947736144065857,0.16133880615234375
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.2162594348192215,0.15122920274734497,0.1894836276769638,0.20365603268146515,1.0,0.40150508284568787,0.2162594348192215,0.2385225147008896,0.1894836276769638,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,1.0,0.21922016143798828,0.2679212689399719,0.23846197128295898,0.2967630624771118,0.40150508284568787,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.22068053483963013
methodist,0.16788707673549652,0.21641705930233002,0.21922016143798828,1.0,0.5382401943206787,0.6119816899299622,0.16107916831970215,0.2162594348192215,0.21922016143798828,1.0,0.607796847820282,0.6119816899299622,0.1436992734670639
episcopal,0.17882616817951202,0.18516510725021362,0.2631160318851471,0.607796847820282,0.5104081034660339,0.6002358794212341,0.15924882888793945,0.2385225147008896,0.2631160318851471,0.607796847820282,1.0000001192092896,0.6002358794212341,0.22619661688804626
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.6119816899299622,0.590944766998291,0.9999999403953552,0.11947736144065857,0.1894836276769638,0.23846197128295898,0.6119816899299622,0.6002358794212341,0.9999999403953552,0.18081501126289368
over,0.36642953753471375,0.2535076439380646,0.39856547117233276,0.247173011302948,0.1698380708694458,0.2156446874141693,0.14173372089862823,0.37539660930633545,0.39856547117233276,0.247173011302948,0.1707811951637268,0.2156446874141693,0.25742942094802856
the,0.5091903209686279,0.34736719727516174,1.0,0.21922016143798828,0.2679212689399719,0.23846197128295898,0.2967630624771118,0.40150508284568787,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.22068053483963013
issue,0.2642996609210968,0.23056049644947052,0.22164808213710785,0.07800890505313873,0.18261206150054932,0.12293817847967148,0.1351424902677536,0.15444804728031158,0.22164808213710785,0.07800890505313873,0.14661285281181335,0.12293817847967148,0.32172858715057373
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.28458893299102783,0.31440475583076477,0.3079429268836975,0.2359420210123062,0.4249346852302551,0.733189046382904,0.28458893299102783,0.29307931661605835,0.3079429268836975,0.1826142966747284
laity,0.10546687245368958,0.1575513482093811,0.25578728318214417,0.2738826870918274,0.3477542996406555,0.2935459017753601,0.12142607569694519,0.11846819519996643,0.25578728318214417,0.2738826870918274,0.309239000082016,0.2935459017753601,0.2055709958076477
having,0.4296937882900238,0.3157401978969574,0.3821379244327545,0.16420480608940125,0.15918627381324768,0.13652145862579346,0.15551318228244781,0.29647475481033325,0.3821379244327545,0.16420480608940125,0.16445063054561615,0.13652145862579346,0.22418256103992462
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.24651029706001282,0.22869355976581573,0.19588641822338104,0.20198695361614227,0.322764128446579,0.5829201340675354,0.24651029706001282,0.2234257608652115,0.19588641822338104,0.23916715383529663
voice,0.1692013293504715,0.1838737428188324,0.19344258308410645,0.11694099009037018,0.0689459964632988,0.16632845997810364,0.12029136717319489,0.18418629467487335,0.19344258308410645,0.11694099009037018,0.146036759018898,0.16632845997810364,0.17046543955802917
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2376793771982193,0.25109967589378357,0.1976170688867569,0.3033278286457062,0.3601827025413513,0.5171257257461548,0.2376793771982193,0.18267527222633362,0.1976170688867569,0.20544172823429108
vote,0.18440549075603485,0.27747371792793274,0.22779929637908936,0.23932059109210968,0.27822521328926086,0.13989123702049255,0.14536063373088837,0.17611335217952728,0.22779929637908936,0.23932059109210968,0.21366721391677856,0.13989123702049255,0.2888886630535126
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.24702993035316467,0.2637297511100769,0.2493300437927246,0.24171817302703857,0.4274188280105591,0.6662389636039734,0.24702993035316467,0.2737633287906647,0.2493300437927246,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.21922016143798828,0.2679212689399719,0.23846197128295898,0.2967630624771118,0.40150508284568787,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.22068053483963013
administration,0.24702578783035278,0.20127087831497192,0.3083578944206238,0.22000636160373688,0.24926632642745972,0.2046419382095337,0.15174981951713562,0.20467402040958405,0.3083578944206238,0.22000636160373688,0.24926050007343292,0.2046419382095337,0.14283715188503265
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.28458893299102783,0.31440475583076477,0.3079429268836975,0.2359420210123062,0.4249346852302551,0.733189046382904,0.28458893299102783,0.29307931661605835,0.3079429268836975,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.21922016143798828,0.2679212689399719,0.23846197128295898,0.2967630624771118,0.40150508284568787,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.22068053483963013
church,0.20053261518478394,0.16781097650527954,0.23846197128295898,0.6119816899299622,0.590944766998291,0.9999999403953552,0.11947736144065857,0.1894836276769638,0.23846197128295898,0.6119816899299622,0.6002358794212341,0.9999999403953552,0.18081501126289368
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2960420250892639,0.2710806429386139,0.2707274258136749,0.26985031366348267,0.39760664105415344,0.4933079481124878,0.2960420250892639,0.2749701738357544,0.2707274258136749,0.31091248989105225
insisting,0.3323350250720978,0.3276420533657074,0.2947905361652374,0.277537077665329,0.26093998551368713,0.2242215871810913,0.23085905611515045,0.22187823057174683,0.2947905361652374,0.277537077665329,0.24597115814685822,0.2242215871810913,0.20013785362243652
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.18170638382434845,0.2545807659626007,0.18300943076610565,0.26544344425201416,0.3477667272090912,0.5473989248275757,0.18170638382434845,0.20377299189567566,0.18300943076610565,0.32716336846351624
clergy,0.17674565315246582,0.2231728881597519,0.26154741644859314,0.3982779085636139,0.5329982042312622,0.4753705859184265,0.20661522448062897,0.14223074913024902,0.26154741644859314,0.3982779085636139,0.4078293442726135,0.4753705859184265,0.14422976970672607
should,0.356647253036499,0.3792380094528198,0.32399165630340576,0.16712021827697754,0.20858116447925568,0.1990557760000229,0.16331125795841217,0.22497045993804932,0.32399165630340576,0.16712021827697754,0.18792709708213806,0.1990557760000229,0.4442402422428131
not,0.4799930453300476,0.6481515765190125,0.4310511648654938,0.18699541687965393,0.2126195877790451,0.1967715620994568,0.1766093224287033,0.2567668557167053,0.4310511648654938,0.18699541687965393,0.19096937775611877,0.1967715620994568,0.41942933201789856
