,who,gave,tesla,'s,eulogy,?
on,0.2340552806854248,0.2442021518945694,0.16159376502037048,0.0026888418942689896,0.13610543310642242,0.2714994251728058
10,0.2045697718858719,0.12706609070301056,-0.08889484405517578,0.07577503472566605,-0.047248803079128265,0.022911956533789635
january,0.20979668200016022,0.1553821563720703,0.13615937530994415,-0.08409902453422546,0.2303588092327118,0.28608936071395874
1943,-0.02317202277481556,0.03668844327330589,-0.028515523299574852,-0.013914006762206554,0.07409687340259552,-0.08025530725717545
",",0.3365725874900818,0.2448001652956009,0.20599327981472015,-0.0016132977325469255,0.24504157900810242,0.31091248989105225
new,0.2378052920103073,0.17813219130039215,0.15999311208724976,-0.008355522528290749,0.15607832372188568,0.14782847464084625
york,0.23077517747879028,0.19978797435760498,0.15629629790782928,-0.02817569300532341,0.24419815838336945,0.15262620151042938
city,0.21073515713214874,0.16010485589504242,0.13220614194869995,0.004406440537422895,0.18574827909469604,0.13423943519592285
mayor,0.2059774100780487,0.10659386217594147,0.04718419909477234,-0.028205493465065956,0.24852271378040314,0.10846361517906189
fiorello,0.26773566007614136,0.1303117424249649,0.20392458140850067,-0.016564954072237015,0.22613418102264404,0.15846684575080872
la,0.08889032155275345,0.15921133756637573,0.13881996273994446,0.023460369557142258,0.15781539678573608,0.16701938211917877
guardia,0.1803075224161148,0.1777617633342743,0.16418784856796265,-0.011006200686097145,0.22281424701213837,0.14969564974308014
read,0.28330934047698975,0.21633222699165344,0.18323293328285217,0.032598379999399185,0.29352664947509766,0.30917879939079285
a,0.36608949303627014,0.26239895820617676,0.2211925983428955,0.04866964742541313,0.22252477705478668,0.23916715383529663
eulogy,0.2730545401573181,0.26632314920425415,0.18887309730052948,-0.02970283478498459,1.0000001192092896,0.1991807222366333
written,0.26459524035453796,0.17494171857833862,0.14290574193000793,-0.03439633175730705,0.24722039699554443,0.21451954543590546
by,0.39727845788002014,0.20645932853221893,0.16513796150684357,-0.010884488001465797,0.1898978352546692,0.17966607213020325
slovene-american,0.2956579327583313,0.15988726913928986,0.3147641122341156,0.0479806549847126,0.18742285668849945,0.20735394954681396
author,0.23989170789718628,0.15656955540180206,0.15069803595542908,0.08716395497322083,0.24653670191764832,0.14162757992744446
louis,0.25727662444114685,0.17568109929561615,0.1417468637228012,0.06499256193637848,0.22742141783237457,0.09819188714027405
adamic,0.2778926193714142,0.23826926946640015,0.17471852898597717,-0.0053944955579936504,0.2739868760108948,0.20605801045894623
live,0.21460703015327454,0.21749946475028992,0.02492496743798256,0.0809648334980011,0.13678200542926788,0.19481121003627777
over,0.316001296043396,0.19419586658477783,0.16356024146080017,0.016215575858950615,0.13406617939472198,0.25742942094802856
the,0.3733934462070465,0.32555076479911804,0.1324402391910553,-0.01540423184633255,0.21980726718902588,0.22068053483963013
wnyc,0.1797833889722824,0.11066862940788269,0.15800678730010986,0.07276208698749542,0.18652284145355225,0.3041139841079712
radio,0.20289050042629242,0.16805580258369446,0.2212681919336319,0.13450658321380615,0.15840430557727814,0.08763375133275986
while,0.4068111777305603,0.24666301906108856,0.15711884200572968,0.0011869525769725442,0.20202581584453583,0.21076419949531555
violin,0.19736461341381073,0.16556549072265625,0.25113028287887573,0.021739240735769272,0.24612079560756683,0.17786607146263123
pieces,0.229774609208107,0.23241883516311646,0.15651017427444458,0.07964719831943512,0.12091697007417679,0.12758022546768188
``,0.02397952415049076,0.057774219661951065,0.04274534806609154,-0.03416389226913452,0.026599232107400894,0.0685480609536171
ave,0.07879038900136948,0.22969649732112885,0.089106984436512,0.11906354874372482,0.27248284220695496,0.137253537774086
maria,0.20343798398971558,0.2026839256286621,0.17649661004543304,-0.0493227019906044,0.16282126307487488,0.16458186507225037
'',0.024401003494858742,0.0004622935375664383,0.048713020980358124,-0.04859459400177002,-0.0010899320477619767,0.018684765323996544
and,0.41279885172843933,0.2681863307952881,0.19560420513153076,0.06895173341035843,0.1908867359161377,0.20544172823429108
``,0.02397952415049076,0.057774219661951065,0.04274534806609154,-0.03416389226913452,0.026599232107400894,0.0685480609536171
tamo,0.23759886622428894,0.08557291328907013,0.24102945625782013,0.0491473488509655,0.09974804520606995,0.17138159275054932
daleko,0.3311448097229004,0.16265730559825897,0.3403300344944,0.06986821442842484,0.1898224651813507,0.19430828094482422
'',0.024401003494858742,0.0004622935375664383,0.048713020980358124,-0.04859459400177002,-0.0010899320477619767,0.018684765323996544
were,0.3188014328479767,0.32821545004844666,0.1222306564450264,0.007088581565767527,0.17695605754852295,0.17890112102031708
played,0.26104769110679626,0.19958873093128204,0.12900033593177795,0.03920676186680794,0.18049046397209167,0.14096300303936005
in,0.2792111933231354,0.24152803421020508,0.17097744345664978,-0.037580832839012146,0.2079765945672989,0.20430970191955566
the,0.3733934462070465,0.32555076479911804,0.1324402391910553,-0.01540423184633255,0.21980726718902588,0.22068053483963013
background,0.18880468606948853,0.08297977596521378,0.11293081939220428,-0.0009064198820851743,0.11249856650829315,0.18481217324733734
.,0.3541337847709656,0.29957500100135803,0.17949827015399933,-0.003708066651597619,0.20092971622943878,0.4130953550338745
