,which,'s,of,genghis,khan,'s,successors,could,not,be,successor,because,of,his,age,?
chagatai,0.23523885011672974,0.001981237204745412,0.29625993967056274,0.5115617513656616,0.39546430110931396,0.001981237204745412,0.2152578979730606,0.10814745724201202,0.1187945008277893,0.10651177167892456,0.22772672772407532,0.1417127251625061,0.29625993967056274,0.20904451608657837,0.18890228867530823,0.1902039349079132
was,0.2830964922904968,0.008974763564765453,0.4069072902202606,0.3037589192390442,0.23483267426490784,0.008974763564765453,0.2502745985984802,0.39896807074546814,0.2888734042644501,0.42228707671165466,0.287630170583725,0.3841400742530823,0.4069072902202606,0.4405253231525421,0.27072176337242126,0.18412111699581146
considered,0.32509535551071167,0.03146931901574135,0.4190242290496826,0.19489140808582306,0.12330364435911179,0.03146931901574135,0.2607342004776001,0.2751823663711548,0.41997629404067993,0.41927069425582886,0.14225396513938904,0.4391190707683563,0.4190242290496826,0.2883375287055969,0.19159403443336487,0.19909770786762238
unstable,0.29402586817741394,-0.06789743155241013,0.19063706696033478,0.08510345965623856,0.1326764076948166,-0.06789743155241013,0.12357838451862335,0.25180017948150635,0.3043155372142792,0.27484309673309326,0.07509471476078033,0.3658773601055145,0.19063706696033478,0.18412040174007416,0.17312906682491302,0.12142787873744965
due,0.26323074102401733,0.03925589844584465,0.2533245384693146,0.13076329231262207,0.12671034038066864,0.03925589844584465,0.07871689647436142,0.1901681274175644,0.2680772840976715,0.29785820841789246,0.07967132329940796,0.50762939453125,0.2533245384693146,0.2196607142686844,0.17963814735412598,0.10954997688531876
to,0.5345056653022766,0.03782717138528824,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.15720818936824799,0.5461788773536682,0.5149973034858704,0.4972836375236511,0.11769062280654907,0.5166091918945312,0.41548454761505127,0.3715193271636963,0.23830388486385345,0.29463258385658264
his,0.32283493876457214,0.047556519508361816,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.23967154324054718,0.24824443459510803,0.2710725963115692,0.21738691627979279,0.2260759174823761,0.31541815400123596,0.38364991545677185,0.9999998807907104,0.2922106981277466,0.18075084686279297
temper,0.253418892621994,0.10602445155382156,0.14727699756622314,0.19940133392810822,0.14366847276687622,0.10602445155382156,0.02919335849583149,0.28999048471450806,0.2908225655555725,0.26323285698890686,0.02792247384786606,0.3600166440010071,0.14727699756622314,0.30187860131263733,0.1653798669576645,0.20708629488945007
and,0.506277859210968,0.06895173341035843,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.19702008366584778,0.3385082483291626,0.39099299907684326,0.41766801476478577,0.1350792944431305,0.5069696307182312,0.5116966962814331,0.4234102666378021,0.20936404168605804,0.20544172823429108
rash,0.2698993384838104,0.029505304992198944,0.1994943767786026,0.2659594416618347,0.25793400406837463,0.029505304992198944,0.07640472799539566,0.1744062751531601,0.24477070569992065,0.2666056454181671,0.06700881570577621,0.2939157485961914,0.1994943767786026,0.2431434839963913,0.18065960705280304,0.2387862205505371
behavior,0.2768588960170746,-0.0314609557390213,0.1818811446428299,0.12370406091213226,0.11815021187067032,-0.0314609557390213,0.10467308759689331,0.2090422660112381,0.32436221837997437,0.316130131483078,0.07924754172563553,0.31606802344322205,0.1818811446428299,0.1958194375038147,0.1289006471633911,0.20805177092552185
",",0.3658004403114319,-0.0016132977325469255,0.4946078956127167,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.15858691930770874,0.27399855852127075,0.3769696354866028,0.39254459738731384,0.1759623885154724,0.372031033039093,0.4946078956127167,0.3378419280052185,0.2693369388580322,0.31091248989105225
because,0.5717213749885559,0.05210670828819275,0.4075504541397095,0.192069411277771,0.14214344322681427,0.05210670828819275,0.18372969329357147,0.49009889364242554,0.6040527820587158,0.5052481293678284,0.1334989368915558,1.0,0.4075504541397095,0.31541815400123596,0.2256145477294922,0.2528740465641022
of,0.5011631846427917,-0.03817026689648628,1.0,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.19462554156780243,0.29043012857437134,0.3307090103626251,0.33904364705085754,0.10859241336584091,0.4075504541397095,1.0,0.38364991545677185,0.2372717410326004,0.1826142966747284
statements,0.3373260200023651,-0.018237370997667313,0.19305990636348724,0.11881513148546219,0.1277635246515274,-0.018237370997667313,0.23875917494297028,0.3577958345413208,0.3711481988430023,0.36939796805381775,0.16215446591377258,0.3350502550601959,0.19305990636348724,0.2113684117794037,0.10675375163555145,0.28064221143722534
he,0.3415409028530121,0.024063590914011,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.024063590914011,0.09812291711568832,0.2828438878059387,0.29440581798553467,0.3325980603694916,0.13763011991977692,0.3656739592552185,0.38706058263778687,0.7171558737754822,0.3103105127811432,0.2089974731206894
made,0.3407467305660248,0.08483956009149551,0.33167365193367004,0.1661241054534912,0.11834710091352463,0.08483956009149551,0.13839302957057953,0.2846693694591522,0.35529249906539917,0.42541688680648804,0.10497859120368958,0.3560832440853119,0.33167365193367004,0.29201897978782654,0.18241026997566223,0.17218779027462006
that,0.6894589066505432,0.04397977516055107,0.41498205065727234,0.21352417767047882,0.14077997207641602,0.04397977516055107,0.23118822276592255,0.5584503412246704,0.6600887179374695,0.6036020517349243,0.13724249601364136,0.6503599286079407,0.41498205065727234,0.3173833191394806,0.18966884911060333,0.32716336846351624
he,0.3415409028530121,0.024063590914011,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.024063590914011,0.09812291711568832,0.2828438878059387,0.29440581798553467,0.3325980603694916,0.13763011991977692,0.3656739592552185,0.38706058263778687,0.7171558737754822,0.3103105127811432,0.2089974731206894
would,0.3854503035545349,0.036968596279621124,0.3353942930698395,0.21521660685539246,0.1696607619524002,0.036968596279621124,0.2870336174964905,0.8068214654922485,0.5854519605636597,0.5202695727348328,0.1921321153640747,0.5055220723152161,0.3353942930698395,0.292866975069046,0.2022067904472351,0.37178951501846313
not,0.46766895055770874,0.002583299996331334,0.3307090103626251,0.14725978672504425,0.12768790125846863,0.002583299996331334,0.19845890998840332,0.5930190086364746,0.9999999403953552,0.5788898468017578,0.10130417346954346,0.6040527820587158,0.3307090103626251,0.2710725963115692,0.2090955525636673,0.41942933201789856
follow,0.34720125794410706,-0.030512675642967224,0.26846790313720703,0.20472364127635956,0.1267770677804947,-0.030512675642967224,0.2590869963169098,0.24818190932273865,0.44183582067489624,0.3406710922718048,0.16900326311588287,0.36847084760665894,0.26846790313720703,0.20164252817630768,0.18044151365756989,0.26102155447006226
jochi,0.12476388365030289,0.07596804201602936,0.15254677832126617,0.4016976058483124,0.30853474140167236,0.07596804201602936,0.10689548403024673,0.1308220773935318,0.18956682085990906,0.13556966185569763,0.18659169971942902,0.1426720768213272,0.15254677832126617,0.22831186652183533,0.11785539984703064,0.10597938299179077
if,0.46344661712646484,-0.0015437148977071047,0.2557544410228729,0.1844758242368698,0.19195561110973358,-0.0015437148977071047,0.14074668288230896,0.5034732818603516,0.6100378632545471,0.5628611445426941,0.07277520000934601,0.5247287750244141,0.2557544410228729,0.19270896911621094,0.1344839632511139,0.4441644251346588
he,0.3415409028530121,0.024063590914011,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.024063590914011,0.09812291711568832,0.2828438878059387,0.29440581798553467,0.3325980603694916,0.13763011991977692,0.3656739592552185,0.38706058263778687,0.7171558737754822,0.3103105127811432,0.2089974731206894
were,0.2807837128639221,0.007088581565767527,0.34038281440734863,0.25783681869506836,0.12865866720676422,0.007088581565767527,0.30809158086776733,0.40738195180892944,0.33318549394607544,0.4064064621925354,0.14427036046981812,0.3762696087360382,0.34038281440734863,0.3142043352127075,0.20031394064426422,0.17890112102031708
to,0.5345056653022766,0.03782717138528824,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.15720818936824799,0.5461788773536682,0.5149973034858704,0.4972836375236511,0.11769062280654907,0.5166091918945312,0.41548454761505127,0.3715193271636963,0.23830388486385345,0.29463258385658264
become,0.31449273228645325,-0.06629510223865509,0.31678006052970886,0.15036962926387787,0.11089524626731873,-0.06629510223865509,0.17594537138938904,0.24480538070201874,0.37111109495162964,0.4037199020385742,0.1548703908920288,0.464367151260376,0.31678006052970886,0.2702707052230835,0.20928703248500824,0.19511328637599945
his,0.32283493876457214,0.047556519508361816,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.23967154324054718,0.24824443459510803,0.2710725963115692,0.21738691627979279,0.2260759174823761,0.31541815400123596,0.38364991545677185,0.9999998807907104,0.2922106981277466,0.18075084686279297
father,0.19622015953063965,0.029256420210003853,0.22142449021339417,0.28569796681404114,0.2717169225215912,0.029256420210003853,0.2698843479156494,0.22137176990509033,0.2642715871334076,0.15117910504341125,0.3007793724536896,0.27906104922294617,0.22142449021339417,0.5241755247116089,0.319592148065567,0.14826634526252747
's,0.03856118768453598,0.9999999403953552,-0.03817026689648628,0.031423866748809814,0.05307086929678917,0.9999999403953552,0.022956375032663345,0.02905246801674366,0.002583299996331334,0.025217169895768166,-0.010897614061832428,0.05210670828819275,-0.03817026689648628,0.047556519508361816,0.004176773596554995,-0.023395681753754616
successor,0.07593902200460434,-0.010897614061832428,0.10859241336584091,0.28109827637672424,0.2138257473707199,-0.010897614061832428,0.8038330674171448,0.10350513458251953,0.10130417346954346,0.09179563820362091,0.9999999403953552,0.1334989368915558,0.10859241336584091,0.2260759174823761,0.20338281989097595,0.0913006067276001
.,0.45942068099975586,-0.003708066651597619,0.5352458953857422,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.12908315658569336,0.3200591504573822,0.4824007451534271,0.4383580684661865,0.11615859717130661,0.45765790343284607,0.5352458953857422,0.3119256794452667,0.2498820275068283,0.4130953550338745
