,to,whom,did,luther,send,a,letter,containing,his,95,theses,?
archbishop,0.17190921306610107,0.16109490394592285,0.15934832394123077,0.29106980562210083,0.06840212643146515,0.13935941457748413,0.1557457000017166,0.07509570568799973,0.2572711706161499,-0.14156965911388397,0.2601156234741211,0.198198139667511
albrecht,0.21759264171123505,0.1703462451696396,0.22146949172019958,0.31482750177383423,0.0687967985868454,0.21076905727386475,0.0872611254453659,0.14535969495773315,0.3068760931491852,0.022105775773525238,0.32372939586639404,0.180962473154068
of,0.41548454761505127,0.2070929855108261,0.2513895630836487,0.1719115972518921,0.22127455472946167,0.5052502155303955,0.2327217161655426,0.3227089047431946,0.38364991545677185,0.03395380079746246,0.27413663268089294,0.1826142966747284
mainz,0.2018134742975235,0.22777201235294342,0.16497060656547546,0.28826332092285156,0.13960133492946625,0.22121095657348633,0.1908176988363266,0.17159821093082428,0.27796077728271484,-0.10749907046556473,0.272996723651886,0.18667249381542206
and,0.48971283435821533,0.3148667514324188,0.34479495882987976,0.20796556770801544,0.3002150058746338,0.3739250600337982,0.19703584909439087,0.2863690257072449,0.4234102666378021,0.02759530581533909,0.30367252230644226,0.20544172823429108
magdeburg,0.1833869069814682,0.11013321578502655,0.18299992382526398,0.3737213909626007,0.09599346667528152,0.18252716958522797,0.17636258900165558,0.10102643072605133,0.22910338640213013,-0.05779728293418884,0.27811095118522644,0.19348333775997162
did,0.4452643394470215,0.3024649918079376,1.0,0.23667675256729126,0.28536826372146606,0.2552328109741211,0.182692289352417,0.09856455773115158,0.3546801507472992,-0.0686124712228775,0.20294758677482605,0.3023456633090973
not,0.5149973034858704,0.28049328923225403,0.6481515765190125,0.21636232733726501,0.28068870306015015,0.3791346549987793,0.20543554425239563,0.2814815044403076,0.2710725963115692,-0.021697385236620903,0.21344539523124695,0.41942933201789856
reply,0.3235654830932617,0.24271687865257263,0.2704782783985138,0.20532305538654327,0.3046167492866516,0.1835646629333496,0.30976149439811707,0.1335723102092743,0.2029578983783722,-0.15614256262779236,0.2348926067352295,0.49748268723487854
to,1.0,0.3108522593975067,0.4452643394470215,0.18029534816741943,0.3854542672634125,0.45503583550453186,0.19918757677078247,0.23763379454612732,0.3715193271636963,-0.008685051463544369,0.24799592792987823,0.29463258385658264
luther,0.18029534816741943,0.11776672303676605,0.23667675256729126,1.0,0.11027774959802628,0.17967689037322998,0.16547882556915283,0.11339110881090164,0.27093374729156494,-0.058819543570280075,0.4810737073421478,0.1732746809720993
's,0.03782717138528824,0.006846526637673378,0.05069678649306297,-0.009990512393414974,0.07027942687273026,0.04866964742541313,0.1062178835272789,-0.11955513060092926,0.047556519508361816,0.012368425726890564,0.054575804620981216,-0.023395681753754616
letter,0.19918757677078247,0.23247718811035156,0.182692289352417,0.16547882556915283,0.25372985005378723,0.24794182181358337,1.0000001192092896,0.16069315373897552,0.18156102299690247,-0.14364899694919586,0.21699224412441254,0.14808706939220428
containing,0.23763379454612732,0.11388551443815231,0.09856455773115158,0.11339110881090164,0.21152947843074799,0.2822553813457489,0.16069315373897552,1.0000001192092896,0.1190183237195015,0.10099592059850693,0.23536846041679382,0.1655367761850357
the,0.535392165184021,0.23752936720848083,0.34736719727516174,0.1759674996137619,0.2581755518913269,0.5829201340675354,0.26056721806526184,0.268460214138031,0.4394008219242096,-0.027035299688577652,0.32067108154296875,0.22068053483963013
95,-0.008685051463544369,-0.1585635393857956,-0.0686124712228775,-0.058819543570280075,-0.14163117110729218,-0.014207453466951847,-0.14364899694919586,0.10099592059850693,-0.07376246154308319,1.0000001192092896,-0.0005049377214163542,-0.15227507054805756
theses,0.24799592792987823,0.11989770084619522,0.20294758677482605,0.4810737073421478,0.16601242125034332,0.1673763245344162,0.21699224412441254,0.23536846041679382,0.3239719867706299,-0.0005049377214163542,1.0,0.19188037514686584
.,0.4645031690597534,0.26115289330482483,0.35288307070732117,0.24907569587230682,0.31951451301574707,0.50484299659729,0.2643651068210602,0.23683732748031616,0.3119256794452667,-0.028137177228927612,0.29926246404647827,0.4130953550338745
