,compared,to,other,australian,cities,",",what,is,the,size,of,melbourne,?
most,0.3639819025993347,0.321603000164032,0.4585079252719879,0.15910908579826355,0.20601113140583038,0.3636029064655304,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.1728934794664383,0.4178851246833801,0.16011807322502136,0.2107497900724411
of,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.19989325106143951,0.29528072476387024,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27599775791168213,1.0,0.1963735967874527,0.1826142966747284
its,0.30378493666648865,0.3691340684890747,0.29483991861343384,0.12150191515684128,0.2535979151725769,0.33157986402511597,0.30393704771995544,0.4447362422943115,0.559237003326416,0.2927094101905823,0.48690423369407654,0.15926998853683472,0.15103481709957123
population,0.2218220978975296,0.19776633381843567,0.21393196284770966,0.0538347065448761,0.3919509947299957,0.2967977225780487,0.2000674307346344,0.2727566361427307,0.32044094800949097,0.3537394106388092,0.3060894012451172,0.11810638755559921,0.14449454843997955
is,0.2816821038722992,0.42745086550712585,0.25895947217941284,0.1682673692703247,0.21770904958248138,0.4691906273365021,0.28837618231773376,1.0,0.5823672413825989,0.22983339428901672,0.4854315221309662,0.14877618849277496,0.22961433231830597
concentrated,0.2987142503261566,0.2865214943885803,0.2649035155773163,0.04326162487268448,0.19225944578647614,0.3048234283924103,0.20476274192333221,0.25344735383987427,0.2688957750797272,0.19869694113731384,0.28396520018577576,0.09685691446065903,0.11501483619213104
in,0.2479310929775238,0.45010748505592346,0.39989137649536133,0.1796053647994995,0.32293570041656494,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.21714140474796295,0.5696388483047485,0.21059004962444305,0.20430970191955566
the,0.28685078024864197,0.535392165184021,0.44152235984802246,0.23527215421199799,0.2621172070503235,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2946445941925049,0.733189046382904,0.2464369535446167,0.22068053483963013
area,0.1461600661277771,0.2797197997570038,0.21664315462112427,0.1475701630115509,0.3176760673522949,0.2664283812046051,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.29391637444496155,0.3409860134124756,0.18579968810081482,0.12640461325645447
surrounding,0.2288525104522705,0.29437771439552307,0.32104793190956116,0.11613363772630692,0.3285222351551056,0.26042264699935913,0.2419222742319107,0.30233362317085266,0.37289485335350037,0.2429639846086502,0.36802753806114197,0.15213970839977264,0.05288729816675186
port,0.16086411476135254,0.23759682476520538,0.18973731994628906,0.13378630578517914,0.3371402621269226,0.26668232679367065,0.1327695995569229,0.26270607113838196,0.2648184895515442,0.12854567170143127,0.19644224643707275,0.2894716262817383,0.06519711017608643
phillip,0.10925717651844025,0.2694764733314514,0.14789161086082458,0.3639620244503021,0.13427379727363586,0.29787614941596985,0.2285815328359604,0.15947526693344116,0.22545047104358673,0.08944594860076904,0.17879271507263184,0.3414454460144043,0.14460548758506775
bay,0.07773985713720322,0.15862606465816498,0.13612313568592072,0.1357453465461731,0.1401124745607376,0.26044994592666626,0.20251236855983734,0.1959105283021927,0.2441686987876892,0.10090487450361252,0.20480380952358246,0.25157469511032104,0.10773546993732452
",",0.25363782048225403,0.44245919585227966,0.4446498453617096,0.18606895208358765,0.31927579641342163,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2156888097524643,0.4946078956127167,0.18849031627178192,0.31091248989105225
which,0.2794484496116638,0.5345056653022766,0.50507652759552,0.21131077408790588,0.21391116082668304,0.3658004403114319,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3073295056819916,0.5011631846427917,0.20258696377277374,0.25814583897590637
includes,0.3006787598133087,0.19327151775360107,0.3191470205783844,0.19611766934394836,0.1803753823041916,0.3228004276752472,0.17138352990150452,0.4033885896205902,0.3388250470161438,0.15752941370010376,0.4359378218650818,0.25075191259384155,0.14011523127555847
the,0.28685078024864197,0.535392165184021,0.44152235984802246,0.23527215421199799,0.2621172070503235,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.2946445941925049,0.733189046382904,0.2464369535446167,0.22068053483963013
metropolitan,0.11796671152114868,0.1725575476884842,0.10734670609235764,0.10118728876113892,0.3936255872249603,0.2417047619819641,0.15624397993087769,0.20138509571552277,0.24378018081188202,0.1986471563577652,0.2863157391548157,0.23277020454406738,0.1861504763364792
area,0.1461600661277771,0.2797197997570038,0.21664315462112427,0.1475701630115509,0.3176760673522949,0.2664283812046051,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.29391637444496155,0.3409860134124756,0.18579968810081482,0.12640461325645447
of,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.19989325106143951,0.29528072476387024,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.733189046382904,0.27599775791168213,1.0,0.1963735967874527,0.1826142966747284
its,0.30378493666648865,0.3691340684890747,0.29483991861343384,0.12150191515684128,0.2535979151725769,0.33157986402511597,0.30393704771995544,0.4447362422943115,0.559237003326416,0.2927094101905823,0.48690423369407654,0.15926998853683472,0.15103481709957123
capital,0.11909439414739609,0.1844596415758133,0.17355698347091675,0.12635600566864014,0.4347341060638428,0.28033894300460815,0.17967931926250458,0.2849797308444977,0.3049491047859192,0.18317194283008575,0.30823585391044617,0.14316412806510925,0.0907452180981636
and,0.38507750630378723,0.48971283435821533,0.5504306554794312,0.2769584059715271,0.292957067489624,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.252314954996109,0.5116966962814331,0.22872792184352875,0.20544172823429108
largest,0.20859172940254211,0.18687231838703156,0.24251358211040497,0.12584295868873596,0.2815219461917877,0.26626327633857727,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.3179561197757721,0.36650770902633667,0.17848065495491028,0.12401245534420013
city,0.13794855773448944,0.20300441980361938,0.20028837025165558,0.10128595679998398,0.5864919424057007,0.35839709639549255,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.18191877007484436,0.32503411173820496,0.2566491961479187,0.13423943519592285
",",0.25363782048225403,0.44245919585227966,0.4446498453617096,0.18606895208358765,0.31927579641342163,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2156888097524643,0.4946078956127167,0.18849031627178192,0.31091248989105225
melbourne,0.19542719423770905,0.16419360041618347,0.1973540037870407,0.5590357780456543,0.16646355390548706,0.18849031627178192,0.10823550075292587,0.14877618849277496,0.2464369535446167,0.14049524068832397,0.1963735967874527,1.0,0.09101688116788864
",",0.25363782048225403,0.44245919585227966,0.4446498453617096,0.18606895208358765,0.31927579641342163,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2156888097524643,0.4946078956127167,0.18849031627178192,0.31091248989105225
which,0.2794484496116638,0.5345056653022766,0.50507652759552,0.21131077408790588,0.21391116082668304,0.3658004403114319,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.3073295056819916,0.5011631846427917,0.20258696377277374,0.25814583897590637
is,0.2816821038722992,0.42745086550712585,0.25895947217941284,0.1682673692703247,0.21770904958248138,0.4691906273365021,0.28837618231773376,1.0,0.5823672413825989,0.22983339428901672,0.4854315221309662,0.14877618849277496,0.22961433231830597
australia,0.18979735672473907,0.24799345433712006,0.2215326577425003,0.7325041890144348,0.15878470242023468,0.22314006090164185,0.1913539320230484,0.1734699010848999,0.26828548312187195,0.14212286472320557,0.2669609785079956,0.6183432340621948,0.15702682733535767
's,0.04780092462897301,0.03782717138528824,0.04445967823266983,0.06212134659290314,0.006531212944537401,-0.0016132977325469255,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08317088335752487,-0.03817026689648628,0.09813514351844788,-0.023395681753754616
second-largest,0.22933384776115417,0.3111141622066498,0.28831377625465393,0.1880033314228058,0.2836274802684784,0.357135534286499,0.21893535554409027,0.38976678252220154,0.44359415769577026,0.3236669898033142,0.40479040145874023,0.26251158118247986,0.2571491003036499
city,0.13794855773448944,0.20300441980361938,0.20028837025165558,0.10128595679998398,0.5864919424057007,0.35839709639549255,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.18191877007484436,0.32503411173820496,0.2566491961479187,0.13423943519592285
.,0.27071613073349,0.4645031690597534,0.41511186957359314,0.2256850302219391,0.2525215446949005,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.30260366201400757,0.5352458953857422,0.22616931796073914,0.4130953550338745
