,in,what,complexity,class,do,complement,problems,of,np,problems,exist,?
along,0.3603311777114868,0.22421957552433014,0.10535765439271927,0.11251207441091537,0.1786094307899475,0.19495882093906403,0.17573833465576172,0.34889817237854004,0.053290076553821564,0.17573833465576172,0.15811331570148468,0.17134909331798553
the,0.6662389636039734,0.42745697498321533,0.21171598136425018,0.18034407496452332,0.30239659547805786,0.3089122176170349,0.2659202516078949,0.733189046382904,0.14565430581569672,0.2659202516078949,0.3024537265300751,0.22068053483963013
same,0.3692481815814972,0.3764382302761078,0.29134202003479004,0.15278758108615875,0.3155553936958313,0.3483772575855255,0.2390366494655609,0.3808329105377197,0.19468389451503754,0.2390366494655609,0.2876749634742737,0.22649677097797394
lines,0.22601547837257385,0.21269705891609192,0.20897917449474335,0.16553105413913727,0.18965932726860046,0.26392191648483276,0.20398981869220734,0.1948472559452057,0.10531055182218552,0.20398981869220734,0.19874237477779388,0.18324026465415955
",",0.5201468467712402,0.3087472915649414,0.27822354435920715,0.1753857135772705,0.3283645510673523,0.29179954528808594,0.2596952021121979,0.4946078956127167,0.1823609173297882,0.2596952021121979,0.2977049946784973,0.31091248989105225
co-np,0.2273181676864624,0.1428653746843338,0.239541694521904,0.12622912228107452,0.1142464131116867,0.10020952671766281,0.14813902974128723,0.2244626134634018,0.4460108280181885,0.14813902974128723,0.1435638666152954,0.09440949559211731
is,0.5394441485404968,0.28837618231773376,0.2541271150112152,0.1275252103805542,0.30895981192588806,0.3472212851047516,0.16985496878623962,0.4854315221309662,0.2208731323480606,0.16985496878623962,0.24373944103717804,0.22961433231830597
the,0.6662389636039734,0.42745697498321533,0.21171598136425018,0.18034407496452332,0.30239659547805786,0.3089122176170349,0.2659202516078949,0.733189046382904,0.14565430581569672,0.2659202516078949,0.3024537265300751,0.22068053483963013
class,0.1761927455663681,0.16880196332931519,0.22154183685779572,1.0,0.15967817604541779,0.2511460483074188,0.18972691893577576,0.19740594923496246,0.18459567427635193,0.18972691893577576,0.10704047232866287,0.12778934836387634
containing,0.2999787926673889,0.10250329971313477,0.24634650349617004,0.17096833884716034,0.186015784740448,0.3453824818134308,0.13950584828853607,0.3227089047431946,0.17592674493789673,0.13950584828853607,0.3548811078071594,0.1655367761850357
the,0.6662389636039734,0.42745697498321533,0.21171598136425018,0.18034407496452332,0.30239659547805786,0.3089122176170349,0.2659202516078949,0.733189046382904,0.14565430581569672,0.2659202516078949,0.3024537265300751,0.22068053483963013
complement,0.2742482125759125,0.2655338943004608,0.5845078825950623,0.2511460483074188,0.2637883722782135,1.0,0.26524385809898376,0.30478957295417786,0.2791961133480072,0.26524385809898376,0.2234601378440857,0.11208028346300125
problems,0.21061907708644867,0.3306994140148163,0.45911696553230286,0.18972691893577576,0.3000752329826355,0.26524385809898376,1.0,0.2450421154499054,0.3503378927707672,1.0,0.2678762674331665,0.2638136148452759
(,0.3087427020072937,0.2411840260028839,0.19830146431922913,0.1344621777534485,0.24216170608997345,0.20994535088539124,0.1654568463563919,0.35032153129577637,0.112899549305439,0.1654568463563919,0.2199639081954956,0.40561532974243164
i.e,-0.06385787576436996,0.06545200943946838,0.07294610142707825,-0.07897624373435974,0.024237029254436493,-0.16054527461528778,0.037651702761650085,-0.09192006289958954,-0.06982818990945816,0.037651702761650085,0.010698658414185047,-0.00816641841083765
.,0.5591574311256409,0.3567904531955719,0.21340465545654297,0.24688394367694855,0.3613996207714081,0.2869558036327362,0.2602308988571167,0.5352458953857422,0.26927393674850464,0.2602308988571167,0.29937607049942017,0.4130953550338745
