,who,often,operates,internet,pharmacies,?
many,0.4149286150932312,0.5640480518341064,0.16700030863285065,0.2696622610092163,0.33928871154785156,0.2124512493610382
of,0.2827862501144409,0.3351972997188568,0.22910091280937195,0.16397756338119507,0.21392159163951874,0.1826142966747284
these,0.34544891119003296,0.5577440857887268,0.22815226018428802,0.22391334176063538,0.33823999762535095,0.2571668326854706
pharmacies,0.29401692748069763,0.29759761691093445,0.3373011350631714,0.18337510526180267,1.0000001192092896,0.13542459905147552
are,0.27294138073921204,0.5443448424339294,0.29299119114875793,0.18935170769691467,0.3108147382736206,0.24591213464736938
similar,0.20777717232704163,0.45199504494667053,0.18553271889686584,0.16560889780521393,0.16696053743362427,0.23309361934661865
to,0.42656609416007996,0.4351843297481537,0.20140020549297333,0.21228709816932678,0.22669687867164612,0.29463258385658264
community,0.245173841714859,0.14634636044502258,0.24825218319892883,0.15695159137248993,0.2255919873714447,0.2380419820547104
pharmacies,0.29401692748069763,0.29759761691093445,0.3373011350631714,0.18337510526180267,1.0000001192092896,0.13542459905147552
",",0.3365725874900818,0.24139221012592316,0.24493210017681122,0.17182038724422455,0.2212837040424347,0.31091248989105225
and,0.41279885172843933,0.42465832829475403,0.254499614238739,0.2236168533563614,0.3083914816379547,0.20544172823429108
in,0.2792111933231354,0.3380797803401947,0.28906163573265076,0.15279750525951385,0.23778970539569855,0.20430970191955566
fact,0.3179011940956116,0.35213422775268555,0.16164624691009521,0.1940392553806305,0.16607283055782318,0.2798655927181244
",",0.3365725874900818,0.24139221012592316,0.24493210017681122,0.17182038724422455,0.2212837040424347,0.31091248989105225
many,0.4149286150932312,0.5640480518341064,0.16700030863285065,0.2696622610092163,0.33928871154785156,0.2124512493610382
of,0.2827862501144409,0.3351972997188568,0.22910091280937195,0.16397756338119507,0.21392159163951874,0.1826142966747284
them,0.5243523120880127,0.4468117952346802,0.16847115755081177,0.23282960057258606,0.28166428208351135,0.35435691475868225
are,0.27294138073921204,0.5443448424339294,0.29299119114875793,0.18935170769691467,0.3108147382736206,0.24591213464736938
actually,0.4496743977069855,0.4266817569732666,0.156203955411911,0.2055654078722,0.19655156135559082,0.36036357283592224
operated,0.1959102898836136,0.18448364734649658,0.8173888921737671,0.21167168021202087,0.2994055449962616,0.12718230485916138
by,0.39727845788002014,0.32333052158355713,0.18984675407409668,0.22104105353355408,0.14857017993927002,0.17966607213020325
brick-and-mortar,0.2447933852672577,0.34576860070228577,0.2301616072654724,0.2044251412153244,0.3366839587688446,0.1772473007440567
community,0.245173841714859,0.14634636044502258,0.24825218319892883,0.15695159137248993,0.2255919873714447,0.2380419820547104
pharmacies,0.29401692748069763,0.29759761691093445,0.3373011350631714,0.18337510526180267,1.0000001192092896,0.13542459905147552
that,0.45444270968437195,0.43873903155326843,0.2332192361354828,0.2686203420162201,0.26742786169052124,0.32716336846351624
serve,0.2677389681339264,0.2549438178539276,0.29142019152641296,0.128501757979393,0.2548331916332245,0.19925682246685028
consumers,0.21562260389328003,0.3332546651363373,0.3211466073989868,0.3154376149177551,0.4008159935474396,0.23383185267448425
online,0.1755371391773224,0.14517462253570557,0.27040401101112366,0.5128493905067444,0.2595232129096985,0.2474360167980194
and,0.41279885172843933,0.42465832829475403,0.254499614238739,0.2236168533563614,0.3083914816379547,0.20544172823429108
those,0.44778117537498474,0.45234590768814087,0.19580653309822083,0.21621116995811462,0.27896976470947266,0.3328189253807068
that,0.45444270968437195,0.43873903155326843,0.2332192361354828,0.2686203420162201,0.26742786169052124,0.32716336846351624
walk,0.22852274775505066,0.2650001049041748,0.15417753159999847,0.12872669100761414,0.15917366743087769,0.16110530495643616
in,0.2792111933231354,0.3380797803401947,0.28906163573265076,0.15279750525951385,0.23778970539569855,0.20430970191955566
their,0.3767721951007843,0.4525530934333801,0.21763670444488525,0.17784009873867035,0.2605118453502655,0.1898253709077835
door,0.21572336554527283,0.1585056632757187,0.1078752875328064,0.13116373121738434,0.16247591376304626,0.17460282146930695
.,0.3541337847709656,0.30710849165916443,0.19191603362560272,0.206785187125206,0.2382737696170807,0.4130953550338745
